event,time,magnitude,e_magnitude,band,ra,dec,source,refs
1998bw,50952.36,14.69,,U,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50952.36,13.89,,V,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50953.22,13.79,,I,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50953.24,14.74,,B,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50953.24,13.82,,I,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50953.24,13.74,,R,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50953.24,14.81,,U,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50953.24,13.92,,V,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50953.61,13.78,,I,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50953.64,13.78,,R,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50953.64,13.93,,V,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50954.33,14.89,,B,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50954.33,13.81,,R,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50954.33,14.99,,U,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50954.33,14.01,,V,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50954.33,14.04,,V,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50954.4,13.85,,I,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50954.69,13.82,,I,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50954.72,14.71,,B,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50954.72,14.85,,B,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50954.72,14.9,,B,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50954.72,13.81,,R,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50954.72,14.0,,V,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50955.38,13.9,,I,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50955.41,14.99,,B,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50955.41,13.83,,R,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50955.41,15.08,,U,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50955.41,14.08,,V,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50956.27,13.9,,I,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50956.3,15.04,,B,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50956.3,13.86,,R,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50956.3,15.18,,U,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50956.3,14.14,,V,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50960.0,14.26,0.05,I,,,"2000ApJ...537L.127S,SUSPECT","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,50960.0,14.31,0.05,R,,,"2000ApJ...537L.127S,SUSPECT","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,50960.0,14.69,0.05,V,,,"2000ApJ...537L.127S,SUSPECT","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,50961.0,14.26,,I,,,"2000ApJ...537L.127S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50961.0,14.31,,R,,,"2000ApJ...537L.127S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50961.0,14.69,,V,,,"2000ApJ...537L.127S,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Sollerman et al. (2000)', 'url': 'https://ui.adsabs.harvard.edu/abs/2000ApJ...537L.127S/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50961.09,14.1,,I,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50961.13,15.44,,B,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50961.13,14.24,,R,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50961.13,15.67,,U,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50961.13,14.47,,V,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50965.23,14.36,,I,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50965.36,15.71,,B,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50965.36,14.39,,R,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50965.36,15.97,,U,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50965.36,14.71,,V,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50966.31,14.4,,I,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50966.35,15.79,,B,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50966.35,14.44,,R,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50966.35,16.04,,U,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50966.35,14.79,,V,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50967.3,14.46,,I,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50967.33,15.82,,B,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50967.33,14.47,,R,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50967.33,16.13,,U,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50967.33,14.83,,V,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50968.28,14.49,,I,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50968.32,15.85,,B,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50968.32,14.53,,R,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50968.32,16.15,,U,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50968.32,14.88,,V,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50970.35,14.57,,I,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50970.39,15.93,,B,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50970.39,14.64,,R,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50970.39,16.19,,U,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50970.39,14.99,,V,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50971.37,15.99,,B,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50971.37,14.68,,R,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50971.37,16.26,,U,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50971.37,15.03,,V,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50971.43,14.64,,I,,,"1998Natur.395..670G,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'Galama et al. (1998)', 'url': 'https://ui.adsabs.harvard.edu/abs/1998Natur.395..670G/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50992.39,16.68,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,50992.39,16.68,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50992.39,15.16,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
