event,time,magnitude,e_magnitude,band,ra,dec,source,refs
1998bw,50992.39,15.16,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50992.39,15.79,0.02,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,50992.39,15.79,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50995.38,16.74,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,50995.38,16.74,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50995.38,15.22,0.02,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,50995.38,15.22,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50995.38,15.85,0.02,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,50995.38,15.85,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50996.38,16.75,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,50996.38,16.75,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50996.38,15.22,0.02,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,50996.38,15.22,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,50996.38,15.86,0.02,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,50996.38,15.86,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51002.42,16.86,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51002.42,16.86,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51002.42,16.0,0.03,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51002.42,16.0,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51004.38,16.87,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51004.38,16.04,0.03,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51007.43,15.45,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51007.43,15.45,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51007.43,16.09,0.03,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51007.43,16.09,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51007.44,16.11,0.03,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51007.44,16.11,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51008.37,16.9,0.04,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51008.37,16.9,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51008.37,15.42,0.04,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51008.37,15.42,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51008.37,16.11,0.03,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51008.37,16.11,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51010.4,16.95,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51010.4,16.95,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51010.4,15.47,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51010.4,15.47,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51010.4,16.14,0.03,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51010.4,16.14,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51011.38,16.98,0.04,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51011.38,16.98,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51011.38,15.51,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51011.38,15.51,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51011.38,16.17,0.02,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51011.38,16.17,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51012.42,16.92,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51012.42,16.92,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51012.42,15.53,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51012.42,15.53,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51012.42,16.18,0.03,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51012.42,16.18,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51013.4,16.93,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51013.4,16.93,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51013.4,15.53,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51013.4,15.53,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51013.4,16.19,0.03,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51013.4,16.19,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51014.4,17.02,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51014.4,17.02,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51014.4,15.59,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51014.4,15.59,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51014.4,16.22,0.02,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51014.4,16.22,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51019.37,17.07,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51019.37,17.07,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51019.37,15.66,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51019.37,15.66,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51019.37,16.31,0.02,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51019.37,16.31,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51020.36,17.03,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51020.36,17.03,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51020.36,15.66,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51020.36,15.66,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51020.36,16.31,0.03,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51020.36,16.31,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51021.36,17.12,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51021.36,17.12,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51021.36,15.73,0.03,I,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51021.36,15.73,,I,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51021.36,16.36,0.02,V,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51021.36,16.36,,V,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
1998bw,51022.36,17.07,0.03,B,,,"1999PASP..111..964M,SUSPECT","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'SUSPECT', 'url': 'https://www.nhn.ou.edu/~suspect/'}]"
1998bw,51022.36,17.07,,B,,,"1999PASP..111..964M,Sternberg Astronomical Institute Supernova Light Curve Catalogue","[{'name': 'McKenzie & Schaefer (1999)', 'url': 'https://ui.adsabs.harvard.edu/abs/1999PASP..111..964M/abstract'}, {'name': 'Sternberg Astronomical Institute Supernova Light Curve Catalogue', 'url': 'http://dau.itep.ru/sn/node/72'}]"
