 ! Swift/XRT lightcurve of trigger: 794972, name: GRB 171205A
 ! T0 for this burst is Swift MET=534151264. s, = 2017 Dec 05 at 07:20:43.893 UT

 ! Data covers 0.3-10 keV
 ! The data are in 5 columns: ";
 ! time, time error (+ve), time error (-ve), source flux, source error
 ! For a detailed description of light curve production, see Evans et al. 2007 (A&A, 469, 379 )
 ! For a detailed description of the file, see
 ! http://www.swift.ac.uk/xrt_curves/docs.php
 ! This lightcurve was obtained from http://www.swift.ac.uk/xrt_curves/00794972
 ! BINMODE: GRB-like (counts)

READ TERR 1 2
! WTSLEW data
!Time    	T_+ve   	T_-ve   	Flux    	Fluxpos 	Fluxneg
134.909593300696	0.318921685444934	-0.346460316161057	4.25080727036985e-09	5.15490173994676e-10	-5.15489222981161e-10
135.525674689962	0.293513325601623	-0.297159703821364	3.16954773917622e-09	4.72491042984301e-10	-4.72490418460474e-10
136.122849207824	0.246089791454921	-0.30366119226008	3.40350119495192e-09	5.07367223897957e-10	-5.07366462842069e-10
136.716267835285	0.326993173081348	-0.347328836005659	2.77692102551318e-09	4.13961698743104e-10	-4.13961086128217e-10
137.351621824467	0.195134161850319	-0.308360816100674	3.71711742312982e-09	5.54118920916272e-10	-5.54118098793107e-10
137.86677908985	0.352377907456741	-0.320023103533259	4.2111130764527e-09	5.10677842280577e-10	-5.1067664872681e-10
138.574116289501	0.340668695190828	-0.354959292194167	2.69375470651229e-09	4.01564100276252e-10	-4.0156348751144e-10
139.199658576709	0.277331424596184	-0.284873592016822	3.33880619975345e-09	4.97723474977599e-10	-4.97722641422665e-10
139.773148634433	0.328423359498458	-0.296158633127533	2.99945708028413e-09	4.47135931111967e-10	-4.47135225955742e-10
140.437344207381	0.27269077587988	-0.335772213450127	3.07743508288295e-09	4.58760377370235e-10	-4.58759620863688e-10
141.036723321594	0.35109568733597	-0.326688338333042	2.76707982775013e-09	4.12495048565803e-10	-4.12494337996094e-10
141.723402446177	0.274600576597237	-0.335583437246754	3.07568190483573e-09	4.58499175897799e-10	-4.58498374682456e-10
142.356030487399	0.325159483674042	-0.358027464624968	2.74855489361333e-09	4.09733647549937e-10	-4.09732923415915e-10
142.975885274006	0.258584752590281	-0.294695302932723	3.38879441122751e-09	5.05175736225485e-10	-5.05174837152734e-10
143.703357914848	0.405562063294383	-0.468887888251629	3.19678010737806e-09	3.90553559438391e-10	-3.90552524553632e-10
NO	NO	NO	NO	NO
! WT data
!Time    	T_+ve   	T_-ve   	Flux    	Fluxpos 	Fluxneg
151.461	0.384	-0.454	2.37360213e-09	3.53839185e-10	-3.53838294e-10
152.180	0.291	-0.335	3.17596059e-09	4.7344905e-10	-4.73447835e-10
152.749	0.255	-0.278	3.975098085e-09	5.7376188e-10	-5.7376026e-10
153.293	0.316	-0.289	3.23025084e-09	4.9357755e-10	-4.93576335e-10
154.039	0.442	-0.430	2.28153591e-09	3.40114707e-10	-3.401138565e-10
154.851	0.283	-0.370	3.0462966e-09	4.54119615e-10	-4.541184e-10
155.387	0.311	-0.253	3.52670841e-09	5.2573617e-10	-5.2573455e-10
156.010	0.286	-0.312	3.26870154e-09	4.99452885e-10	-4.9945167e-10
156.677	0.355	-0.382	2.700402705e-09	4.02556392e-10	-4.02555339e-10
157.286	0.317	-0.254	3.48266466e-09	5.1917031e-10	-5.19169095e-10
157.984	0.384	-0.381	2.554149105e-09	3.902701905e-10	-3.902692185e-10
158.786	0.330	-0.418	2.66182524e-09	3.968054325e-10	-3.9680442e-10
159.437	0.344	-0.322	2.989211445e-09	4.45609755e-10	-4.4560854e-10
160.116	0.316	-0.335	3.05455374e-09	4.5535041e-10	-4.55349195e-10
160.883	0.394	-0.451	2.35357002e-09	3.508529985e-10	-3.508521075e-10
161.605	0.442	-0.328	2.58151617e-09	3.84833592e-10	-3.848325795e-10
162.414	0.472	-0.366	2.37300516e-09	3.53750247e-10	-3.53749356e-10
163.306	0.497	-0.421	2.166023025e-09	3.22894836e-10	-3.22894026e-10
164.199	0.352	-0.395	2.661116085e-09	3.966997275e-10	-3.96698715e-10
164.947	0.358	-0.396	2.69453304e-09	3.97291311e-10	-3.97290258e-10
165.745	0.446	-0.440	2.244312765e-09	3.34565802e-10	-3.34564911e-10
166.615	0.373	-0.424	2.450874105e-09	3.74489892e-10	-3.744889605e-10
167.383	0.342	-0.394	2.699683425e-09	4.02449067e-10	-4.024480545e-10
168.220	0.600	-0.496	1.81439595e-09	2.70476901e-10	-2.704762125e-10
169.259	0.338	-0.438	2.563485165e-09	3.821455665e-10	-3.821445945e-10
169.969	0.365	-0.373	2.693218005e-09	4.01485248e-10	-4.01484195e-10
170.779	0.405	-0.444	2.301828435e-09	3.517159725e-10	-3.517150815e-10
171.518	0.432	-0.335	2.593199205e-09	3.865752135e-10	-3.86574201e-10
172.319	0.394	-0.369	2.559366315e-09	3.91067271e-10	-3.910663395e-10
173.203	0.418	-0.489	2.114274555e-09	3.312072585e-10	-3.31206489e-10
174.032	0.363	-0.411	2.569266135e-09	3.830074065e-10	-3.830064345e-10
174.882	0.524	-0.487	1.932991695e-09	2.953582785e-10	-2.953575495e-10
175.866	0.433	-0.460	2.226358305e-09	3.31889238e-10	-3.318883875e-10
176.820	0.423	-0.521	2.104791885e-09	3.13766946e-10	-3.13766136e-10
177.654	0.432	-0.411	2.35793673e-09	3.515039145e-10	-3.515030235e-10
178.518	0.305	-0.432	2.652011685e-09	4.0522356e-10	-4.05222345e-10
179.247	0.336	-0.424	2.61740484e-09	3.901836015e-10	-3.90182589e-10
179.985	0.359	-0.402	2.519345025e-09	3.9466278e-10	-3.946618485e-10
180.756	0.383	-0.412	2.45627559e-09	3.75315201e-10	-3.7531431e-10
181.606	0.521	-0.466	1.978298235e-09	3.02280984e-10	-3.02280255e-10
182.565	0.471	-0.438	2.110044735e-09	3.30544638e-10	-3.305438685e-10
183.471	0.485	-0.435	2.161329885e-09	3.221951985e-10	-3.221943885e-10
184.547	0.501	-0.591	1.81992582e-09	2.713011975e-10	-2.71300509e-10
185.459	0.490	-0.411	2.20832406e-09	3.29200767e-10	-3.291999165e-10
186.298	0.389	-0.350	2.692556235e-09	4.01386509e-10	-4.013854965e-10
187.047	0.467	-0.360	2.40303429e-09	3.58226712e-10	-3.582257805e-10
187.930	0.351	-0.416	2.546958735e-09	3.89171385e-10	-3.891704535e-10
188.678	0.413	-0.397	2.36938203e-09	3.711705525e-10	-3.71169702e-10
189.522	0.356	-0.432	2.47839102e-09	3.786943995e-10	-3.78693468e-10
190.374	0.464	-0.495	2.082691845e-09	3.145845195e-10	-3.1458375e-10
191.217	0.341	-0.380	2.661893685e-09	4.16993265e-10	-4.16992455e-10
191.996	0.336	-0.438	2.523588615e-09	3.856004595e-10	-3.85599528e-10
192.761	0.396	-0.429	2.365833825e-09	3.614957505e-10	-3.614949e-10
193.643	0.388	-0.486	2.27514177e-09	3.391613775e-10	-3.39160527e-10
194.596	0.561	-0.565	1.73404719e-09	2.64959748e-10	-2.649591e-10
195.612	0.434	-0.455	2.234375685e-09	3.33084231e-10	-3.33083421e-10
