Filename,Status,Reference
GRB111228A_Optical.html,"Early, Late, Optical",https://ui.adsabs.harvard.edu/abs/2019A%26A...622A.138K/abstract
GRB111228A_NIR_Optical.txt,"Early, Late, NIR, Optical",https://ui.adsabs.harvard.edu/abs/2016ApJ...817..152X/abstract
GRB111228A_Optical_UV.html,"Early, Optical, UV",https://ui.adsabs.harvard.edu/abs/2019A%26A...622A.138K/abstract
MultibandData.html,"Late, NIR, Optical",https://ui.adsabs.harvard.edu/abs/2019A%26A...622A.138K/abstract
