Filename,Status,Reference
GRB190829A-AT2019oyw_Spectra,Spectra,https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
GRB190829A-AT2019oyw_Optical_1.html,"Early, Late, Optical",https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
GRB190829A-AT2019oyw_Radio_1.html,"Early, Late, Radio",https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.3326R/abstract
GRB190829A-AT2019oyw_Radio_2.html,"Early, Late, Radio",https://ui.adsabs.harvard.edu/abs/2020MNRAS.496.3326R/abstract
GRB190829A-AT2019oyw_Optical_UV_1.txt,"Early, Optical, UV",https://ui.adsabs.harvard.edu/abs/2020ApJ...898...42C/abstract
