event,time,magnitude,e_magnitude,band
SN2003dh,52766.2142,21.024,0.06,R
SN2003dh,52767.017,21.468,0.03,V
SN2003dh,52767.031,22.335,0.06,B
SN2003dh,52767.1558,21.012,0.07,R
SN2003dh,52779.23,21.553,0.06,R
SN2003dh,52780.19,21.698,0.11,R
SN2003dh,52781.225,21.43,0.08,R
SN2003dh,52782.1786,21.309,0.09,R
SN2003dh,52785.2005,21.612,0.06,R
SN2003dh,52785.7962,21.805,0.205,R
SN2003dh,52787.1911,21.456,0.07,R
SN2003dh,52788.19,21.618,0.09,R
SN2003dh,52792.1867245,21.734,0.091,R
SN2003dh,52793.1915625,21.668,0.057,R
SN2003dh,52794.1897106,21.614,0.056,R
SN2003dh,52795.1928819,21.549,0.057,R
SN2003dh,52807.1869792,21.819,0.097,R
