event,time,magnitude,e_magnitude,band
SN2003dh,52730.3423,16.594,0.01,I
SN2003dh,52730.3451285,16.505,0.055,I
SN2003dh,52730.3484803,17.396,0.051,V
SN2003dh,52730.3515718,17.023,0.053,R
SN2003dh,52730.3544641,16.503,0.055,I
SN2003dh,52730.3569942,17.421,0.052,V
SN2003dh,52730.3594965,17.027,0.052,R
SN2003dh,52730.3620498,16.51,0.055,I
SN2003dh,52730.3752118,16.467,0.07,I
SN2003dh,52730.3966505,17.412,0.052,V
SN2003dh,52730.4000301,17.077,0.052,R
SN2003dh,52730.4033009,16.585,0.056,I
SN2003dh,52730.4069352,17.446,0.051,V
SN2003dh,52730.4109063,17.087,0.053,R
SN2003dh,52730.415603,16.653,0.055,I
SN2003dh,52730.4200486,17.453,0.053,V
SN2003dh,52730.4239815,17.089,0.053,R
SN2003dh,52730.4283229,16.631,0.058,I
SN2003dh,52730.4325185,17.432,0.052,V
SN2003dh,52730.436537,17.052,0.055,R
SN2003dh,52730.4391,17.329,0.03,U
SN2003dh,52730.4403611,16.611,0.058,I
SN2003dh,52730.4438,17.937,0.02,B
SN2003dh,52730.4474,17.486,0.02,V
SN2003dh,52730.4505,17.152,0.01,R
SN2003dh,52730.4534,16.681,0.02,I
SN2003dh,52730.5594676,17.125,0.012,R
SN2003dh,52730.5674884,17.835,0.016,B
SN2003dh,52730.7045602,17.797,0.082,B
SN2003dh,52730.7094792,17.464,0.025,V
SN2003dh,52730.7126852,16.556,0.061,I
SN2003dh,52730.7152893,17.07,0.05,R
SN2003dh,52730.7168287,17.098,0.05,R
SN2003dh,52730.7183681,17.079,0.049,R
SN2003dh,52730.719919,17.062,0.049,R
SN2003dh,52730.7214583,17.055,0.049,R
SN2003dh,52730.7229977,17.053,0.05,R
SN2003dh,52730.724537,17.08,0.05,R
SN2003dh,52730.7260764,17.088,0.05,R
SN2003dh,52730.7276157,17.078,0.05,R
SN2003dh,52730.7291551,17.103,0.05,R
SN2003dh,52730.7306944,17.078,0.05,R
SN2003dh,52730.7322454,17.093,0.051,R
SN2003dh,52730.7337847,17.068,0.05,R
SN2003dh,52730.7353241,17.112,0.05,R
SN2003dh,52730.7368634,17.102,0.05,R
SN2003dh,52730.7384028,17.093,0.049,R
SN2003dh,52730.7399421,17.077,0.05,R
SN2003dh,52730.7414815,17.077,0.049,R
SN2003dh,52730.7430324,17.126,0.05,R
SN2003dh,52730.7445718,17.085,0.049,R
SN2003dh,52730.7461111,17.097,0.049,R
SN2003dh,52730.7476505,17.063,0.049,R
SN2003dh,52730.7491898,17.083,0.049,R
SN2003dh,52730.841713,17.684,0.071,B
SN2003dh,52730.8467245,17.681,0.071,B
SN2003dh,52730.8523611,17.398,0.022,V
SN2003dh,52730.8560532,16.551,0.061,I
SN2003dh,52730.8591667,17.045,0.05,R
SN2003dh,52730.860706,17.046,0.05,R
SN2003dh,52730.8622454,17.026,0.049,R
SN2003dh,52730.8637963,17.02,0.049,R
SN2003dh,52730.8653356,17.009,0.049,R
SN2003dh,52730.866875,17.032,0.049,R
SN2003dh,52730.8684143,17.048,0.049,R
SN2003dh,52730.8699537,17.056,0.049,R
SN2003dh,52730.8714931,17.034,0.049,R
SN2003dh,52730.873044,16.998,0.049,R
SN2003dh,52730.8745833,17.026,0.049,R
SN2003dh,52730.8771875,17.403,0.023,V
SN2003dh,52730.8804051,16.552,0.06,I
SN2003dh,52730.8830093,17.045,0.049,R
SN2003dh,52730.884537,17.055,0.05,R
SN2003dh,52730.886088,17.094,0.049,R
SN2003dh,52730.8876273,17.057,0.049,R
SN2003dh,52730.8891667,17.054,0.049,R
SN2003dh,52730.890706,17.066,0.049,R
SN2003dh,52730.8922454,17.086,0.049,R
SN2003dh,52730.8937847,17.027,0.049,R
SN2003dh,52730.8953241,17.052,0.049,R
SN2003dh,52730.896875,17.072,0.049,R
SN2003dh,52730.8984144,17.102,0.049,R
SN2003dh,52730.8999537,17.07,0.049,R
SN2003dh,52730.9014931,17.082,0.049,R
SN2003dh,52730.9030324,17.061,0.049,R
SN2003dh,52730.9045718,17.095,0.049,R
SN2003dh,52730.9061227,17.041,0.049,R
SN2003dh,52730.907662,17.075,0.049,R
SN2003dh,52730.9092014,17.064,0.049,R
SN2003dh,52730.9107407,17.088,0.052,R
SN2003dh,52730.9122801,17.08,0.054,R
SN2003dh,52730.9138194,17.047,0.055,R
SN2003dh,52730.9153588,17.067,0.062,R
SN2003dh,52730.9181944,17.562,0.064,V
SN2003dh,52730.9214931,16.617,0.075,I
SN2003dh,52730.9255208,17.084,0.063,R
SN2003dh,52730.931331,17.126,0.051,R
SN2003dh,52730.9342361,17.101,0.05,R
SN2003dh,52730.9371643,17.129,0.049,R
SN2003dh,52730.9400694,17.135,0.048,R
SN2003dh,52730.9429745,17.16,0.048,R
SN2003dh,52730.9458796,17.167,0.048,R
SN2003dh,52730.9487847,17.168,0.048,R
SN2003dh,52730.9516898,17.171,0.048,R
SN2003dh,52730.9545949,17.177,0.048,R
SN2003dh,52730.9575,17.183,0.048,R
SN2003dh,52730.9604051,17.169,0.048,R
SN2003dh,52730.963588,17.548,0.026,V
SN2003dh,52730.9668866,16.704,0.061,I
SN2003dh,52730.9700579,17.191,0.048,R
SN2003dh,52730.972963,17.176,0.048,R
SN2003dh,52730.9758681,17.206,0.049,R
SN2003dh,52730.9787731,17.21,0.048,R
SN2003dh,52730.9816782,17.169,0.048,R
SN2003dh,52730.9845833,17.195,0.049,R
SN2003dh,52730.9874884,17.228,0.049,R
SN2003dh,52730.9903935,17.17,0.049,R
SN2003dh,52730.9932986,17.176,0.05,R
SN2003dh,52730.9973148,17.927,0.077,B
SN2003dh,52731.0024884,17.867,0.078,B
SN2003dh,52731.071,17.241,0.02,R
SN2003dh,52731.081,17.245,0.02,R
SN2003dh,52731.082,17.254,0.02,R
SN2003dh,52731.083,17.242,0.02,R
SN2003dh,52731.084,17.252,0.02,R
SN2003dh,52731.09,15.935,0.02,J
SN2003dh,52731.09,17.23,0.02,R
SN2003dh,52731.097,18.035,0.022,B
SN2003dh,52731.1055,17.607,0.023,V
SN2003dh,52731.1141,16.821,0.03,I
SN2003dh,52731.1167,15.222,0.02,H
SN2003dh,52731.2103,18.104,0.04,B
SN2003dh,52731.2138,17.717,0.05,V
SN2003dh,52731.217,17.361,0.03,R
SN2003dh,52731.2562,17.748,0.02,V
SN2003dh,52731.2594,17.387,0.02,R
SN2003dh,52731.2622,16.957,0.02,I
SN2003dh,52731.2664,17.578,0.03,U
SN2003dh,52731.2717,18.154,0.02,B
SN2003dh,52731.2753,17.757,0.02,V
SN2003dh,52731.2784,17.408,0.01,R
SN2003dh,52731.2812,16.979,0.02,I
SN2003dh,52731.2854,17.61,0.03,U
SN2003dh,52731.2967,18.197,0.02,B
SN2003dh,52731.3002,17.783,0.02,V
SN2003dh,52731.3034,17.433,0.01,R
SN2003dh,52731.3062,16.971,0.02,I
SN2003dh,52731.3104,17.67,0.03,U
SN2003dh,52731.3158,18.221,0.02,B
SN2003dh,52731.3194,17.825,0.02,V
SN2003dh,52731.3225,17.462,0.01,R
SN2003dh,52731.3254,17.014,0.02,I
SN2003dh,52731.3296,17.704,0.03,U
SN2003dh,52731.3463,18.244,0.02,B
SN2003dh,52731.3499,17.814,0.02,V
SN2003dh,52731.353,17.491,0.02,R
SN2003dh,52731.3559,17.027,0.05,I
SN2003dh,52731.7073264,18.239,0.143,B
SN2003dh,52731.7114583,18.035,0.065,V
SN2003dh,52731.7148032,17.258,0.079,I
SN2003dh,52731.718125,17.755,0.066,R
SN2003dh,52731.7210301,17.786,0.064,R
SN2003dh,52731.7239352,17.774,0.06,R
SN2003dh,52731.7268403,17.774,0.059,R
SN2003dh,52731.7297454,17.796,0.059,R
SN2003dh,52731.7326505,17.772,0.056,R
SN2003dh,52731.7355556,17.732,0.054,R
SN2003dh,52731.7384607,17.75,0.055,R
SN2003dh,52731.7413657,17.729,0.055,R
SN2003dh,52731.7442708,17.737,0.054,R
SN2003dh,52731.7471759,17.767,0.055,R
SN2003dh,52731.7500694,17.788,0.053,R
SN2003dh,52731.841875,18.531,0.075,B
SN2003dh,52731.8467361,18.203,0.033,V
SN2003dh,52731.8501042,17.344,0.065,I
SN2003dh,52731.8535532,17.804,0.052,R
SN2003dh,52731.8564583,17.799,0.052,R
SN2003dh,52731.8593634,17.779,0.05,R
SN2003dh,52731.8622685,17.8,0.05,R
SN2003dh,52731.865162,17.808,0.051,R
SN2003dh,52731.8680671,17.814,0.051,R
SN2003dh,52731.8709722,17.813,0.051,R
SN2003dh,52731.8738773,17.793,0.052,R
SN2003dh,52731.8767824,17.787,0.053,R
SN2003dh,52731.8796875,17.796,0.051,R
SN2003dh,52731.8825926,17.802,0.051,R
SN2003dh,52731.8854977,17.817,0.051,R
SN2003dh,52731.8884028,17.827,0.052,R
SN2003dh,52731.8948032,18.174,0.033,V
SN2003dh,52731.8980208,17.326,0.065,I
SN2003dh,52731.9012153,17.823,0.051,R
SN2003dh,52731.9041204,17.805,0.051,R
SN2003dh,52731.9070255,17.832,0.052,R
SN2003dh,52731.9099306,17.784,0.051,R
SN2003dh,52731.9128357,17.853,0.053,R
SN2003dh,52731.9157407,17.813,0.054,R
SN2003dh,52731.9186458,17.85,0.053,R
SN2003dh,52731.9215509,17.839,0.053,R
SN2003dh,52731.9247685,18.244,0.038,V
SN2003dh,52731.9279977,17.281,0.067,I
SN2003dh,52731.9312731,17.84,0.054,R
SN2003dh,52731.9341782,17.821,0.056,R
SN2003dh,52731.9370833,17.828,0.056,R
SN2003dh,52731.9428935,17.779,0.056,R
SN2003dh,52731.9457986,17.82,0.057,R
SN2003dh,52731.9487037,17.789,0.056,R
SN2003dh,52731.9516088,17.769,0.057,R
SN2003dh,52731.9545139,17.746,0.057,R
SN2003dh,52731.957419,17.827,0.058,R
SN2003dh,52731.9605787,18.211,0.052,V
SN2003dh,52731.9677662,17.822,0.056,R
SN2003dh,52731.9720718,17.782,0.056,R
SN2003dh,52731.9763657,17.796,0.057,R
SN2003dh,52731.9806597,17.825,0.058,R
SN2003dh,52731.9849421,17.792,0.06,R
SN2003dh,52731.9935301,17.789,0.062,R
SN2003dh,52732.085,17.799,0.02,R
SN2003dh,52732.089,17.788,0.02,R
SN2003dh,52732.09,17.788,0.02,R
SN2003dh,52732.091,17.795,0.02,R
SN2003dh,52732.093,17.797,0.02,R
SN2003dh,52732.094,17.803,0.02,R
SN2003dh,52732.119,17.807,0.02,R
SN2003dh,52732.121,17.803,0.02,R
SN2003dh,52732.123,17.826,0.02,R
SN2003dh,52732.1279,18.632,0.02,B
SN2003dh,52732.1314,18.11,0.02,V
SN2003dh,52732.133,16.449,0.03,J
SN2003dh,52732.1346,17.79,0.02,R
SN2003dh,52732.1374,17.363,0.02,I
SN2003dh,52732.1402,18.622,0.024,B
SN2003dh,52732.1416,18.06,0.03,U
SN2003dh,52732.1486,18.104,0.029,V
SN2003dh,52732.1571,17.339,0.037,I
SN2003dh,52732.1599,15.575,0.03,H
SN2003dh,52732.7066204,17.824,0.073,R
SN2003dh,52732.7109143,17.824,0.108,R
SN2003dh,52732.7152199,17.923,0.071,R
SN2003dh,52732.7195255,17.759,0.057,R
SN2003dh,52732.723831,17.925,0.069,R
SN2003dh,52732.7281713,17.761,0.066,R
SN2003dh,52732.7367824,17.852,0.092,R
SN2003dh,52732.7410764,17.913,0.105,R
SN2003dh,52732.8439468,17.76,0.07,R
SN2003dh,52732.8482523,17.836,0.077,R
SN2003dh,52733.1037,18.536,0.03,B
SN2003dh,52733.1122,18.085,0.024,V
SN2003dh,52733.1198,18.528,0.03,B
SN2003dh,52733.1206,17.312,0.033,I
SN2003dh,52733.1233,18.11,0.02,V
SN2003dh,52733.1265,17.776,0.02,R
SN2003dh,52733.1293,17.319,0.02,I
SN2003dh,52733.1335,18.011,0.04,U
SN2003dh,52733.1394,16.416,0.02,J
SN2003dh,52733.1617,15.687,0.03,H
SN2003dh,52733.1905,18.548,0.04,B
SN2003dh,52733.1942,18.569,0.04,B
SN2003dh,52733.1992,18.099,0.02,V
SN2003dh,52733.2019,18.072,0.02,V
SN2003dh,52733.2047,17.369,0.02,I
SN2003dh,52733.2066,17.365,0.02,I
SN2003dh,52733.73,18.091,0.073,R
SN2003dh,52734.0638,19.076,0.04,B
SN2003dh,52734.0682,19.069,0.04,B
SN2003dh,52734.0724,18.585,0.02,V
SN2003dh,52734.075,18.584,0.02,V
SN2003dh,52734.0778,17.83,0.02,I
SN2003dh,52734.0798,17.878,0.03,I
SN2003dh,52734.1081,17.051,0.04,J
SN2003dh,52734.1218,18.589,0.034,V
SN2003dh,52734.1303,17.903,0.039,I
SN2003dh,52734.1335,16.199,0.04,H
SN2003dh,52734.1353,19.053,0.03,B
SN2003dh,52734.1388,18.617,0.02,V
SN2003dh,52734.142,18.253,0.02,R
SN2003dh,52734.1448,17.899,0.03,I
SN2003dh,52734.149,18.664,0.06,U
SN2003dh,52734.3532,19.149,0.03,B
SN2003dh,52734.3579,18.716,0.02,V
SN2003dh,52734.3618,18.395,0.02,R
SN2003dh,52734.3653,17.968,0.03,I
SN2003dh,52735.121,19.572,0.03,B
SN2003dh,52735.1225,19.478,0.06,B
SN2003dh,52735.1273,19.064,0.04,V
SN2003dh,52735.1293,19.035,0.032,V
SN2003dh,52735.1311,18.734,0.03,R
SN2003dh,52735.1346,18.315,0.04,I
SN2003dh,52735.1377,18.207,0.045,I
SN2003dh,52735.1524,16.634,0.05,H
SN2003dh,52735.1729,17.438,0.03,J
SN2003dh,52735.3583,19.632,0.05,B
SN2003dh,52735.363,19.024,0.04,V
SN2003dh,52735.3669,18.75,0.04,R
SN2003dh,52735.3704,18.386,0.05,I
SN2003dh,52736.1219,17.559,0.04,J
SN2003dh,52736.1243,19.158,0.06,V
SN2003dh,52736.1282,18.848,0.03,R
SN2003dh,52736.1317,18.473,0.04,I
SN2003dh,52736.137,19.699,0.06,B
SN2003dh,52736.1462,19.203,0.034,V
SN2003dh,52736.1487,16.833,0.08,H
SN2003dh,52736.1495,18.834,0.04,R
SN2003dh,52736.1501852,19.658,0.063,B
SN2003dh,52736.1528356,19.115,0.055,V
SN2003dh,52736.1547,18.478,0.051,I
SN2003dh,52736.1553507,18.721,0.056,R
SN2003dh,52736.1578472,18.364,0.069,I
SN2003dh,52736.1607014,19.688,0.061,B
SN2003dh,52736.1639641,19.124,0.054,V
SN2003dh,52736.16714,18.756,0.055,R
SN2003dh,52736.170294,18.382,0.062,I
SN2003dh,52736.2195058,19.724,0.058,B
SN2003dh,52736.2234329,19.16,0.053,V
SN2003dh,52736.227309,18.766,0.054,R
SN2003dh,52736.2311771,18.404,0.066,I
SN2003dh,52736.2612,19.225,0.04,V
SN2003dh,52736.265,18.845,0.03,R
SN2003dh,52736.2686,18.469,0.04,I
SN2003dh,52736.2739,19.774,0.04,B
SN2003dh,52736.2794352,19.613,0.066,B
SN2003dh,52736.2819526,19.184,0.058,V
SN2003dh,52736.286912,18.972,0.219,R
SN2003dh,52736.289103,18.348,0.078,I
SN2003dh,52736.3213067,19.69,0.073,B
SN2003dh,52736.3335776,19.106,0.055,V
SN2003dh,52736.336022,18.756,0.056,R
SN2003dh,52736.3378958,18.353,0.069,I
SN2003dh,52736.3462581,19.622,0.073,B
SN2003dh,52736.3481296,19.198,0.06,V
SN2003dh,52736.3500185,18.773,0.057,R
SN2003dh,52736.3518276,18.52,0.075,I
SN2003dh,52736.3634,19.227,0.04,V
SN2003dh,52736.3672,18.881,0.03,R
SN2003dh,52736.3708,18.518,0.05,I
SN2003dh,52736.3761,19.698,0.04,B
SN2003dh,52736.3957778,19.667,0.073,B
SN2003dh,52736.3994444,19.082,0.064,V
SN2003dh,52736.4059363,18.81,0.08,R
SN2003dh,52736.4081771,18.235,0.081,I
SN2003dh,52736.4114722,19.805,0.087,B
SN2003dh,52736.415412,19.108,0.068,V
SN2003dh,52736.4186493,18.771,0.071,R
SN2003dh,52736.4219352,18.354,0.091,I
SN2003dh,52737.0753,19.781,0.038,B
SN2003dh,52737.0837,18.623,0.057,I
SN2003dh,52737.0921,19.21,0.04,V
SN2003dh,52737.1212,19.17,0.06,V
SN2003dh,52737.1251,18.891,0.03,R
SN2003dh,52737.1269,17.736,0.04,J
SN2003dh,52737.1286,18.595,0.05,I
SN2003dh,52737.1339,19.75,0.05,B
SN2003dh,52737.1372106,19.672,0.066,B
SN2003dh,52737.1399317,19.216,0.06,V
SN2003dh,52737.1424514,18.809,0.057,R
SN2003dh,52737.1449086,18.521,0.078,I
SN2003dh,52737.1474745,19.735,0.064,B
SN2003dh,52737.1499074,19.148,0.061,V
SN2003dh,52737.1523785,18.748,0.057,R
SN2003dh,52737.1547975,18.465,0.067,I
SN2003dh,52737.1637,17.152,0.05,H
SN2003dh,52737.205044,19.658,0.056,B
SN2003dh,52737.2111736,19.171,0.055,V
SN2003dh,52737.2174363,18.833,0.053,R
SN2003dh,52737.2233657,18.522,0.061,I
SN2003dh,52737.2305741,19.731,0.059,B
SN2003dh,52737.2379919,19.176,0.053,V
SN2003dh,52737.2453449,18.865,0.053,R
SN2003dh,52737.2477,19.206,0.03,V
SN2003dh,52737.2516,18.935,0.03,R
SN2003dh,52737.2526574,18.478,0.058,I
SN2003dh,52737.2551,18.527,0.04,I
SN2003dh,52737.2604,19.871,0.04,B
SN2003dh,52737.3159873,19.788,0.079,B
SN2003dh,52737.3178507,19.276,0.064,V
SN2003dh,52737.3197384,18.859,0.064,R
SN2003dh,52737.3215521,18.605,0.076,I
SN2003dh,52737.3239803,19.785,0.073,B
SN2003dh,52737.3290394,19.217,0.058,V
SN2003dh,52737.3339456,18.814,0.061,R
SN2003dh,52737.3360822,18.605,0.091,I
SN2003dh,52737.3434,19.194,0.05,V
SN2003dh,52737.3473,18.942,0.04,R
SN2003dh,52737.3508,18.583,0.06,I
SN2003dh,52737.3562,19.82,0.06,B
SN2003dh,52737.4062107,19.203,0.079,V
SN2003dh,52737.4124537,18.993,0.076,R
SN2003dh,52737.4197326,18.864,0.134,I
SN2003dh,52737.7521412,19.101,0.09,R
SN2003dh,52737.8290972,19.078,0.069,R
SN2003dh,52737.8398958,19.021,0.068,R
SN2003dh,52737.850706,19.02,0.068,R
SN2003dh,52737.8615046,18.993,0.074,R
SN2003dh,52737.8723032,19.047,0.067,R
SN2003dh,52737.8831134,19.076,0.072,R
SN2003dh,52737.8941435,19.361,0.062,V
SN2003dh,52737.9050579,19.363,0.059,V
SN2003dh,52737.9278935,18.557,0.072,I
SN2003dh,52737.9390509,19.101,0.055,R
SN2003dh,52738.098,20.013,0.048,B
SN2003dh,52738.1064,18.747,0.062,I
SN2003dh,52738.1147,19.334,0.04,V
SN2003dh,52738.1335752,19.861,0.091,B
SN2003dh,52738.1400787,19.291,0.054,V
SN2003dh,52738.1464352,18.985,0.054,R
SN2003dh,52738.15,19.452,0.05,V
SN2003dh,52738.1524132,18.741,0.064,I
SN2003dh,52738.155,19.097,0.04,R
SN2003dh,52738.160897,19.905,0.081,B
SN2003dh,52738.1646586,19.404,0.087,V
SN2003dh,52738.1649,18.741,0.05,I
SN2003dh,52738.1657315,18.979,0.069,R
SN2003dh,52738.1667743,18.72,0.085,I
SN2003dh,52738.2069502,19.843,0.061,B
SN2003dh,52738.2129294,19.349,0.054,V
SN2003dh,52738.2189815,18.995,0.054,R
SN2003dh,52738.2249132,18.698,0.06,I
SN2003dh,52738.2289664,19.898,0.073,B
SN2003dh,52738.2324826,19.363,0.078,V
SN2003dh,52738.2335602,19.065,0.067,R
SN2003dh,52738.2346065,18.653,0.082,I
SN2003dh,52738.24,19.953,0.04,B
SN2003dh,52738.2794549,19.848,0.062,B
SN2003dh,52738.285412,19.365,0.054,V
SN2003dh,52738.2916319,18.995,0.055,R
SN2003dh,52738.2975521,18.759,0.058,I
SN2003dh,52738.3,18.768,0.04,I
SN2003dh,52738.3,19.458,0.04,V
SN2003dh,52738.3019201,19.889,0.064,B
SN2003dh,52738.3043391,19.433,0.062,V
SN2003dh,52738.3080984,18.679,0.072,I
SN2003dh,52738.3096377,18.985,0.067,R
SN2003dh,52738.31,19.05,0.03,R
SN2003dh,52738.3522755,19.901,0.06,B
SN2003dh,52738.3606238,19.326,0.059,V
SN2003dh,52738.3687836,19.036,0.058,R
SN2003dh,52738.3760694,18.76,0.083,I
SN2003dh,52738.3824537,20.0,0.074,B
SN2003dh,52738.3856493,19.508,0.064,V
SN2003dh,52738.3917836,19.117,0.069,R
SN2003dh,52738.3947651,18.712,0.076,I
SN2003dh,52738.8199306,19.005,0.095,I
SN2003dh,52738.8533449,19.312,0.076,R
SN2003dh,52738.8644907,18.979,0.09,I
SN2003dh,52738.8756366,19.224,0.068,R
SN2003dh,52739.1197,18.233,0.07,J
SN2003dh,52739.1287,20.217,0.081,B
SN2003dh,52739.1334965,19.077,0.108,R
SN2003dh,52739.1360035,18.994,0.135,I
SN2003dh,52739.1371,19.246,0.03,R
SN2003dh,52739.1373,18.964,0.084,I
SN2003dh,52739.1404768,20.091,0.084,B
SN2003dh,52739.1432,19.575,0.04,V
SN2003dh,52739.1466516,19.435,0.072,V
SN2003dh,52739.1467,19.593,0.074,V
SN2003dh,52739.1509,18.906,0.04,I
SN2003dh,52739.1526238,19.158,0.061,R
SN2003dh,52739.1585359,19.028,0.073,I
SN2003dh,52739.1782,19.209,0.03,R
SN2003dh,52739.2140174,19.051,0.084,R
SN2003dh,52739.22,20.112,0.04,B
SN2003dh,52739.2317,18.938,0.05,I
SN2003dh,52739.2332963,19.213,0.138,R
SN2003dh,52739.2565,19.57,0.04,V
SN2003dh,52739.3,19.258,0.03,R
SN2003dh,52739.3283,18.985,0.06,I
SN2003dh,52740.1162,20.319,0.115,B
SN2003dh,52740.1251,19.23,0.12,I
SN2003dh,52740.1339,19.757,0.09,V
SN2003dh,52740.17,19.305,0.03,R
SN2003dh,52740.2245,20.394,0.05,B
SN2003dh,52740.3,19.358,0.04,R
SN2003dh,52741.1186,19.414,0.08,R
SN2003dh,52741.1432,19.48,0.08,R
SN2003dh,52746.7980787,19.812,0.178,R
SN2003dh,52747.18,19.777,0.04,R
SN2003dh,52747.2196,19.807,0.04,R
SN2003dh,52747.2664,19.815,0.06,R
SN2003dh,52748.19,19.859,0.04,R
SN2003dh,52748.288,19.937,0.05,R
SN2003dh,52748.324,19.795,0.05,R
SN2003dh,52749.143,19.938,0.03,R
SN2003dh,52749.1842,21.296,0.06,B
SN2003dh,52749.2289433,21.303,0.127,B
SN2003dh,52749.2329861,20.386,0.019,V
SN2003dh,52749.2350613,20.265,0.082,V
SN2003dh,52749.2437407,19.884,0.072,R
SN2003dh,52749.2499201,19.694,0.103,I
SN2003dh,52749.2541273,21.277,0.175,B
SN2003dh,52749.2559873,20.171,0.081,V
SN2003dh,52749.2578692,19.889,0.116,R
SN2003dh,52749.2680903,19.841,0.033,R
SN2003dh,52749.2704,19.949,0.04,R
SN2003dh,52749.2853125,19.888,0.039,I
SN2003dh,52749.3012651,20.181,0.085,V
SN2003dh,52749.3076829,19.939,0.079,R
SN2003dh,52749.3136343,19.762,0.16,I
SN2003dh,52749.3195417,20.242,0.139,V
SN2003dh,52749.3212755,19.672,0.156,R
SN2003dh,52749.3230243,19.747,0.248,I
SN2003dh,52749.3571,19.866,0.06,R
SN2003dh,52750.094,19.945,0.05,R
SN2003dh,52750.129,20.017,0.04,R
SN2003dh,52750.1509,21.241,0.07,B
SN2003dh,52750.1521644,21.225,0.041,B
SN2003dh,52750.2186,20.006,0.04,R
SN2003dh,52750.9839,20.477,0.113,V
SN2003dh,52750.9903,20.502,0.119,V
SN2003dh,52750.997,19.801,0.192,I
SN2003dh,52751.0036,19.425,0.137,I
SN2003dh,52751.1424,20.08,0.03,R
SN2003dh,52751.1656,21.382,0.07,B
SN2003dh,52751.2386,20.043,0.04,R
SN2003dh,52752.1356,20.146,0.04,R
SN2003dh,52752.17,21.44,0.06,B
SN2003dh,52752.29,20.117,0.03,R
SN2003dh,52753.15,20.158,0.02,R
SN2003dh,52753.167,20.632,0.04,V
SN2003dh,52753.173,21.671,0.04,B
SN2003dh,52753.181,21.583,0.04,B
SN2003dh,52753.1843,20.142,0.04,R
SN2003dh,52753.188,20.62,0.03,V
SN2003dh,52753.194,20.148,0.02,R
SN2003dh,52753.202,20.175,0.04,R
SN2003dh,52753.2244,21.516,0.06,B
SN2003dh,52754.156,20.255,0.04,R
SN2003dh,52754.162,20.701,0.04,V
SN2003dh,52754.168,20.68,0.04,V
SN2003dh,52754.173,21.675,0.04,B
SN2003dh,52754.181,21.66,0.04,B
SN2003dh,52754.2033,21.644,0.08,B
SN2003dh,52755.151,20.812,0.02,V
SN2003dh,52755.156,21.714,0.03,B
SN2003dh,52755.167,20.815,0.02,V
SN2003dh,52755.172,21.725,0.02,B
SN2003dh,52755.195,20.32,0.05,R
SN2003dh,52756.153,21.794,0.03,B
SN2003dh,52756.159,20.885,0.02,V
SN2003dh,52756.2042,20.229,0.05,R
SN2003dh,52756.2156,20.347,0.06,R
SN2003dh,52757.12,20.953,0.04,V
SN2003dh,52757.125,21.869,0.06,B
SN2003dh,52757.131,20.948,0.02,V
SN2003dh,52757.137,21.9,0.02,B
SN2003dh,52757.1471,20.422,0.04,R
SN2003dh,52757.1623,20.35,0.04,R
SN2003dh,52757.1737,20.422,0.05,R
SN2003dh,52758.165,21.971,0.03,B
SN2003dh,52758.172,21.058,0.02,V
SN2003dh,52758.1783,20.478,0.04,R
SN2003dh,52758.2043,20.493,0.04,R
SN2003dh,52759.14,21.08,0.02,V
SN2003dh,52759.146,21.09,0.02,V
SN2003dh,52759.152,22.034,0.02,B
SN2003dh,52759.159,22.023,0.02,B
SN2003dh,52759.1854734,21.975,0.217,B
SN2003dh,52759.1915046,21.053,0.126,V
SN2003dh,52759.1947,20.568,0.04,R
SN2003dh,52759.1977523,20.423,0.082,R
SN2003dh,52759.209669,21.032,0.19,V
SN2003dh,52759.2114167,20.535,0.172,R
SN2003dh,52759.261838,20.951,0.105,V
SN2003dh,52759.2693356,20.477,0.15,R
SN2003dh,52759.2781146,19.913,0.132,I
SN2003dh,52759.287412,21.059,0.121,V
SN2003dh,52759.2963646,20.717,0.148,R
SN2003dh,52759.3051563,20.19,0.196,I
SN2003dh,52760.075,20.549,0.07,R
SN2003dh,52760.1423,20.588,0.04,R
SN2003dh,52760.166,22.066,0.04,B
SN2003dh,52760.173,21.122,0.03,V
SN2003dh,52761.118,20.665,0.03,R
SN2003dh,52761.127,21.21,0.03,V
SN2003dh,52761.133,21.224,0.02,V
SN2003dh,52761.14,22.124,0.03,B
SN2003dh,52761.147,22.173,0.05,B
SN2003dh,52761.166,21.16,0.04,V
SN2003dh,52761.2852,20.563,0.06,R
SN2003dh,52761.3015,20.657,0.06,R
SN2003dh,52762.049,20.7,0.04,R
SN2003dh,52762.131,21.337,0.05,V
SN2003dh,52762.138,22.121,0.05,B
SN2003dh,52762.145,22.185,0.04,B
SN2003dh,52762.154,21.31,0.05,V
SN2003dh,52762.1761,20.812,0.07,R
SN2003dh,52762.1923,20.705,0.05,R
SN2003dh,52764.021,21.374,0.03,V
SN2003dh,52764.042,22.268,0.04,B
SN2003dh,52764.153,21.392,0.03,V
SN2003dh,52764.161,21.36,0.03,V
SN2003dh,52764.29,20.875,0.08,R
SN2003dh,52764.977,21.433,0.03,V
SN2003dh,52764.999,22.285,0.04,B
SN2003dh,52765.1473,20.82,0.07,R
SN2003dh,52765.156,22.254,0.04,B
SN2003dh,52765.158,20.897,0.05,R
SN2003dh,52765.165,22.357,0.04,B
SN2003dh,52765.1688,20.823,0.06,R
SN2003dh,52766.031,21.487,0.03,V
SN2003dh,52766.038,22.273,0.04,B
