band	time	mag	mag_limit	dmag	mag_unit	instrument	time_unit	time_frame	extinction_corrected	mag_type	dtime	reference
J	0.09800	16.64	0	0.1	AB	RATIR	days	observer	False	apparent	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
J	0.10280	16.66	0	0.06	AB	RATIR	days	observer	False	apparent	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
J	0.10770	16.97	0	0.08	AB	RATIR	days	observer	False	apparent	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
J	0.11190	16.71	0	0.08	AB	RATIR	days	observer	False	apparent	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
J	0.11390	16.79	0	0.07	AB	RATIR	days	observer	False	apparent	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
J	0.12120	16.82	0	0.12	AB	RATIR	days	observer	False	apparent	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
J	0.97860	19.39	0	0.15	AB	GROND	days	observer	False	apparent	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
J	2.07200	20.47	0	0.41	AB	RATIR	days	observer	False	apparent	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
J	2.96110	20.08	0	0.26	AB	GROND	days	observer	False	apparent	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
J	3.10500	20.06	0	0.09	AB	RATIR	days	observer	False	apparent	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
J	4.08830	20.14	0	0.14	AB	RATIR	days	observer	False	apparent	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
J	8.08420	21.55	0	0.5	AB	RATIR	days	observer	False	apparent	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
J	331.84150	23.2	1	NaN	Vega	CAHA	days	observer	False	apparent	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
H	0.09410	15.48	0	0.17	AB	RATIR	days	observer	False	apparent	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
H	0.97860	18.97	0	0.13	AB	GROND	days	observer	False	apparent	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
H	2.07200	19.54	0	0.19	AB	RATIR	days	observer	False	apparent	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
H	2.96110	19.94	0	0.31	AB	GROND	days	observer	False	apparent	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
H	3.10500	19.79	0	0.1	AB	RATIR	days	observer	False	apparent	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
H	4.08830	19.78	0	0.13	AB	RATIR	days	observer	False	apparent	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
K	0.97860	18.63	0	0.22	AB	GROND	days	observer	False	apparent	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
K	2.96110	18.93	0	0.23	AB	GROND	days	observer	False	apparent	NaN	https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
