event,time,magnitude,e_magnitude,band,ra,dec,source,refs
AT2019oyw,58723.5,14.7,,,,,"Transient Name Server,Latest Supernovae","[{'name': 'Transient Name Server', 'url': 'https://www.wis-tns.org/object/2019oyw'}, {'name': 'Latest Supernovae', 'url': 'http://www.rochesterastronomy.org/snimages/snredshiftall.html'}]"
