time	obs_wavelength	flux	instrument	integration	integration_unit	time_unit	wavelength_unit	flux_unit	redshift	dtime	time_frame	rest_wavelength	reference
0.293	9380.909858	1.118549e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8698.108352341216	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9383.499858	7.958143e-08	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8700.509835883171	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9386.089858	1.30075e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8702.911319425128	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9388.679858	1.430856e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8705.312802967082	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9391.269858	1.702012e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8707.714286509039	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9393.859858	1.641162e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8710.115770050996	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9396.449858	1.586625e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8712.517253592952	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9399.039858	1.474565e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8714.918737134909	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9401.629858	1.407128e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8717.320220676866	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9404.219858	1.304118e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8719.721704218822	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9406.809858	1.273798e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8722.123187760779	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9409.399858	1.236585e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8724.524671302735	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9411.989857	1.4289e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8726.926153917479	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9414.579857	1.38772e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8729.327637459435	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9417.169857	1.428493e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8731.729121001392	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9419.759857	1.350654e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8734.130604543347	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9422.349857	1.180773e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8736.532088085303	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9424.939857	8.461044e-08	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8738.93357162726	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9427.529857	9.7872e-08	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8741.335055169217	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9430.119857	1.197993e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8743.736538711173	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9432.709857	1.531842e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8746.13802225313	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9435.299857	9.06609e-08	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8748.539505795086	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9437.889857	9.179276e-08	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8750.940989337043	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9440.479856	8.842541e-08	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8753.342471951784	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9443.069856	9.522064e-08	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8755.743955493741	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9445.659856	9.095157e-08	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8758.145439035698	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9448.249856	1.36728e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8760.546922577654	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9450.839856	1.300888e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8762.94840611961	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9453.429856	1.161803e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8765.349889661567	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9456.019856	8.954463e-08	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8767.751373203524	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9458.609856	1.011917e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8770.152856745479	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9461.199856	9.738998e-08	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8772.554340287435	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9463.789856	1.080037e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8774.955823829392	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9466.379856	1.053829e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8777.357307371349	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9468.969856	1.324665e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8779.758790913305	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9471.559855	1.251807e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8782.160273528048	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9474.149855	1.289868e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8784.561757070005	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9476.739855	1.198828e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8786.96324061196	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9479.329855	1.313302e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8789.364724153917	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9481.919855	1.068186e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8791.766207695873	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9484.509855	1.167987e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8794.16769123783	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9487.099855	1.398408e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8796.569174779786	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9489.689855	1.396226e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8798.970658321743	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9492.279855	1.110367e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8801.3721418637	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9494.869855	9.648109e-08	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8803.773625405656	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9497.459855	8.557485e-08	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8806.175108947611	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9500.049855	1.066148e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8808.576592489568	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9502.639854	1.156617e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8810.97807510431	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9505.229854	1.436946e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8813.379558646267	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9507.819854	1.420781e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8815.781042188224	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9510.409854	1.419901e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8818.18252573018	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9512.999854	1.258308e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8820.584009272137	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9515.589854	1.019816e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8822.985492814094	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9518.179854	1.006535e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8825.38697635605	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9520.769854	1.05713e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8827.788459898007	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9523.359854	1.092296e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8830.189943439964	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9525.949854	1.097495e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8832.59142698192	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9528.539854	1.316734e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8834.992910523875	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9531.129853	1.305978e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8837.394393138618	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9533.719853	1.337911e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8839.795876680575	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9536.309853	1.430099e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8842.197360222532	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9538.899853	1.319923e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8844.598843764488	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9541.489853	1.134056e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8847.000327306443	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9544.079853	1.257489e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8849.4018108484	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9546.669853	1.422905e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8851.803294390356	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9549.259853	1.342351e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8854.204777932313	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9551.849853	1.239113e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8856.60626147427	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9554.439853	1.21976e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8859.007745016226	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9557.029853	1.101416e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8861.409228558183	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9559.619853	1.163744e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8863.81071210014	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9562.209852	1.146998e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8866.21219471488	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9564.799852	1.058795e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8868.613678256837	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9567.389852	1.031799e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8871.015161798794	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9569.979852	1.044789e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8873.41664534075	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9572.569852	1.422502e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8875.818128882707	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9575.159852	1.463077e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8878.219612424664	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9577.749852	1.330094e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8880.62109596662	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9580.339852	1.256386e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8883.022579508575	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9582.929852	1.256474e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8885.424063050532	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9585.519852	1.185145e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8887.825546592489	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9588.109852	1.061623e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8890.227030134445	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9590.699852	1.003834e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8892.628513676402	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9593.289851	1.059964e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8895.029996291145	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9595.879851	1.238046e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8897.431479833102	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9598.469851	1.33444e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8899.832963375058	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9601.059851	1.213698e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8902.234446917015	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9603.649851	1.258082e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8904.635930458971	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9606.239851	1.310975e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8907.037414000928	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9608.829851	1.358957e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8909.438897542885	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9611.419851	1.338026e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8911.840381084841	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9614.009851	1.355577e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8914.241864626798	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9616.599851	1.190391e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8916.643348168753	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9619.189851	1.264984e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8919.04483171071	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9621.77985	1.258324e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8921.446314325452	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9624.36985	1.329031e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8923.847797867407	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9626.95985	1.285688e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8926.249281409364	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9629.54985	1.514152e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8928.65076495132	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9632.13985	1.381106e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8931.052248493277	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9634.72985	1.305767e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8933.453732035234	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9637.31985	1.25898e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8935.85521557719	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9639.90985	1.241442e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8938.256699119147	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9642.49985	1.272123e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8940.658182661104	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9645.08985	1.246238e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8943.05966620306	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9647.67985	1.320246e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8945.461149745017	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9650.26985	1.356812e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8947.862633286974	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9652.859849	1.379891e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8950.264115901715	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9655.449849	1.389056e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8952.665599443671	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9658.039849	1.382607e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8955.067082985628	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9660.629849	1.240085e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8957.468566527585	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9663.219849	1.271865e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8959.87005006954	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9665.809849	1.234921e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8962.271533611496	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9668.399849	1.242872e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8964.673017153453	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9670.989849	1.443396e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8967.07450069541	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9673.579849	1.55193e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8969.475984237366	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9676.169849	1.564841e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8971.877467779323	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9678.759849	1.518894e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8974.27895132128	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9681.349849	1.529181e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8976.680434863236	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9683.939848	1.445027e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8979.081917477979	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9686.529848	1.491583e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8981.483401019936	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9689.119848	1.521021e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8983.884884561892	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9691.709848	1.490665e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8986.286368103849	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9694.299848	1.47706e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8988.687851645805	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9696.889848	1.412666e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8991.089335187762	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9699.479848	1.356833e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8993.490818729719	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
0.293	9702.069848	1.421782e-07	OSIRIS+R1000R	600	seconds	days	angstroms	erg/s/cm2/A	0.0785	NaN	observer	8995.892302271674	https://ui.adsabs.harvard.edu/abs/2021A%26A...646A..50H/abstract
