col1	col2	col3	col4	col5	col6	col7
113.696	2.184	-1.739	7.949028e+00	1.543284e+00	-1.543284e+00 2
118.649	2.610	-2.770	5.933584e+00	1.116892e+00	-1.116892e+00 2
125.046	3.495	-3.787	4.489284e+00	8.196279e-01	-8.196279e-01 2
131.994	3.073	-3.453	4.217169e+00	9.628554e-01	-9.628554e-01 2
139.764	3.415	-4.696	3.942339e+00	7.420755e-01	-7.420755e-01 2
366.403	0.951	-0.925	2.614339e+01	3.897230e+00	-3.897229e+00 2
368.303	0.817	-0.949	2.691192e+01	4.178799e+00	-4.178799e+00 2
370.044	0.757	-0.924	2.915882e+01	4.346745e+00	-4.346744e+00 2
371.630	0.913	-0.829	2.814495e+01	4.195605e+00	-4.195605e+00 2
373.369	0.674	-0.826	3.268373e+01	4.872207e+00	-4.872207e+00 2
374.975	1.191	-0.932	2.309526e+01	3.442841e+00	-3.442841e+00 2
377.006	0.711	-0.841	3.064364e+01	4.758250e+00	-4.758249e+00 2
378.477	0.790	-0.760	3.163304e+01	4.715580e+00	-4.715579e+00 2
380.407	1.175	-1.140	2.021920e+01	3.205165e+00	-3.205164e+00 2
382.392	0.750	-0.811	2.999639e+01	4.755053e+00	-4.755052e+00 2
384.025	0.752	-0.883	2.998340e+01	4.469666e+00	-4.469665e+00 2
385.406	0.735	-0.630	3.592517e+01	5.355413e+00	-5.355412e+00 2
386.791	0.897	-0.650	3.122995e+01	4.750967e+00	-4.750967e+00 2
388.404	1.078	-0.717	2.689689e+01	4.091785e+00	-4.091785e+00 2
390.463	0.995	-0.980	2.444976e+01	3.719507e+00	-3.719507e+00 2
392.439	0.897	-0.982	2.609450e+01	3.889943e+00	-3.889942e+00 2
394.069	0.911	-0.733	2.982686e+01	4.446329e+00	-4.446329e+00 2
396.052	0.938	-1.072	2.438975e+01	3.635813e+00	-3.635813e+00 2
397.834	0.997	-0.844	2.662816e+01	3.969496e+00	-3.969495e+00 2
399.822	0.961	-0.990	2.474398e+01	3.764266e+00	-3.764265e+00 2
401.846	0.907	-1.063	2.489610e+01	3.711294e+00	-3.711294e+00 2
403.606	1.015	-0.853	2.624647e+01	3.912596e+00	-3.912595e+00 2
