time	mag	mag_limit	dmag	band	instrument	time_unit	mag_unit	mag_type	extinction_corrected	time_frame	dtime	reference	freq	flux_density	dflux_density	freq_unit	flux_density_unit	date	date_unit
0.742	18.582238004087984	0	0.1157848534775646	Ic	Akeno_MITSuME	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	376000000000000.0	0.134	0.01429	Hz	milliJy	NaN	NaN
0.742	18.829588951438826	0	0.1156965384076844	g'	Akeno_MITSuME	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	646000000000000.0	0.1067	0.01137	Hz	milliJy	NaN	NaN
1.03	18.940032695087027	0	0.0616880209302294	r'	SALT_SALTICAM	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	490000000000000.0	0.09638	0.005476	Hz	milliJy	NaN	NaN
1.086	19.08994824881483	0	0.0616910267623142	r'	LCO_Sutherland	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	490000000000000.0	0.08395	0.00477	Hz	milliJy	NaN	NaN
1.09	18.7304637220954	0	0.0830602128242254	i'	LCO_Sutherland	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	403000000000000.0	0.1169	0.008943	Hz	milliJy	NaN	NaN
1.554	18.484665074237228	0	0.0938354550769815	K	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	137000000000000.0	0.1466	0.01267	Hz	milliJy	NaN	NaN
1.554	18.52695221836155	0	0.0407420585771295	H	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	184000000000000.0	0.141	0.005291	Hz	milliJy	NaN	NaN
1.554	18.756785888954465	0	0.0304120325189043	J	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	238000000000000.0	0.1141	0.003196	Hz	milliJy	NaN	NaN
1.556	19.25005389589495	0	0.0201889379874268	r'	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	490000000000000.0	0.07244	0.001347	Hz	milliJy	NaN	NaN
1.557	19.010059444379188	0	0.0304236838252277	z'	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	337000000000000.0	0.09036	0.002532	Hz	milliJy	NaN	NaN
1.557	19.0699577339145	0	0.0201885225770719	i'	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	403000000000000.0	0.08551	0.00159	Hz	milliJy	NaN	NaN
1.557	19.270020630094606	0	0.0304256503948671	g'	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	646000000000000.0	0.07112	0.001993	Hz	milliJy	NaN	NaN
1.664	19.399926601889664	0	0.0723021162027521	r'	FTS_2m	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	490000000000000.0	0.0631	0.004202	Hz	milliJy	NaN	NaN
1.666	19.080035132251428	0	0.0830193476678843	i'	FTS_2m	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	403000000000000.0	0.08472	0.006478	Hz	milliJy	NaN	NaN
2.296	19.332061629253268	0	0.0100475454053543	I	VLT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	376000000000000.0	0.06717	0.0006216	Hz	milliJy	NaN	NaN
2.296	19.574053828530893	0	0.0100473523394733	R	VLT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	467000000000000.0	0.05375	0.0004974	Hz	milliJy	NaN	NaN
2.296	19.437922054688823	0	0.0100447972857731	V	VLT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	551000000000000.0	0.06093	0.0005637	Hz	milliJy	NaN	NaN
2.296	19.708037423951986	0	0.0100460878891112	B	VLT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	688000000000000.0	0.04751	0.0004396	Hz	milliJy	NaN	NaN
2.533	19.792849868538777	0	0.0609336704809637	B	LCO_Swope	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	688000000000000.0	0.04394	0.002466	Hz	milliJy	NaN	NaN
2.54	19.296914261234896	0	0.0434889148605194	V	LCO_Swope	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	551000000000000.0	0.06938	0.002779	Hz	milliJy	NaN	NaN
2.548	20.05765744323832	0	0.1633807515786194	u'	LCO_Swope	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	834000000000000.0	0.03443	0.005181	Hz	milliJy	NaN	NaN
2.556	19.661076932409536	0	0.0357389079292486	g'	LCO_Swope	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	646000000000000.0	0.04961	0.001633	Hz	milliJy	NaN	NaN
2.557	18.974946835429087	0	0.1269193399111881	K	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	137000000000000.0	0.09333	0.01091	Hz	milliJy	NaN	NaN
2.559	18.95694888341153	0	0.0616840961097173	H	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	184000000000000.0	0.09489	0.005391	Hz	milliJy	NaN	NaN
2.559	19.1369949283442	0	0.0511737091656742	J	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	238000000000000.0	0.08039	0.003789	Hz	milliJy	NaN	NaN
2.561	19.230006224137625	0	0.0304135619356966	z'	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	337000000000000.0	0.07379	0.002067	Hz	milliJy	NaN	NaN
2.561	19.37005763915761	0	0.0201880644918024	i'	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	403000000000000.0	0.06486	0.001206	Hz	milliJy	NaN	NaN
2.561	19.57002137745268	0	0.010046330183786	r'	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	490000000000000.0	0.05395	0.0004992	Hz	milliJy	NaN	NaN
2.561	19.429932789760493	0	0.0201828773155592	g'	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	646000000000000.0	0.06138	0.001141	Hz	milliJy	NaN	NaN
2.563	19.324651531436643	0	0.055402567538375	i'	LCO_Swope	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	403000000000000.0	0.06763	0.003451	Hz	milliJy	NaN	NaN
2.571	19.542205936963143	0	0.0596125081528447	r'	LCO_Swope	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	490000000000000.0	0.05535	0.003039	Hz	milliJy	NaN	NaN
2.585	18.942965594670344	0	0.0691066801988164	J	UKIRT_WFCAM	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	241000000000000.0	0.09612	0.006118	Hz	milliJy	NaN	NaN
2.606	18.74731169092552	0	0.0680683966423515	H	UKIRT_WFCAM	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	185000000000000.0	0.1151	0.007216	Hz	milliJy	NaN	NaN
2.628	18.85324875333439	0	0.0691272849906828	K	UKIRT_WFCAM	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	137000000000000.0	0.1044	0.006647	Hz	milliJy	NaN	NaN
2.689	19.749971946776675	0	0.0830157085020709	r'	FTS_2m	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	490000000000000.0	0.04571	0.003495	Hz	milliJy	NaN	NaN
2.691	19.529917764674643	0	0.1157497976062257	i'	FTS_2m	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	403000000000000.0	0.05598	0.005968	Hz	milliJy	NaN	NaN
3.585	19.0740284543892	0	0.0755134054841168	J	UKIRT_WFCAM	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	241000000000000.0	0.08519	0.005925	Hz	milliJy	NaN	NaN
3.607	19.94002050200421	0	0.0407469412262628	r'	FTN_2m	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	490000000000000.0	0.03837	0.00144	Hz	milliJy	NaN	NaN
3.611	19.749971946776675	0	0.0616857782488921	i'	FTN_2m	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	403000000000000.0	0.04571	0.002597	Hz	milliJy	NaN	NaN
3.613	19.073009342541752	0	0.0797972181918517	H	UKIRT_WFCAM	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	185000000000000.0	0.08527	0.006267	Hz	milliJy	NaN	NaN
3.638	19.147990162974075	0	0.0638098546073607	K	UKIRT_WFCAM	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	137000000000000.0	0.07958	0.004677	Hz	milliJy	NaN	NaN
4.296	19.77204734388828	0	0.0100477262083555	I	VLT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	376000000000000.0	0.04479	0.0004145	Hz	milliJy	NaN	NaN
4.296	19.924010132039967	0	0.0100459875340101	R	VLT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	467000000000000.0	0.03894	0.0003603	Hz	milliJy	NaN	NaN
4.296	19.61795499948037	0	0.0100454787174057	V	VLT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	551000000000000.0	0.05162	0.0004776	Hz	milliJy	NaN	NaN
4.296	19.91789329217225	0	0.0100450006890671	B	VLT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	688000000000000.0	0.03916	0.0003623	Hz	milliJy	NaN	NaN
4.448	19.729734405168173	0	0.0120440481721719	B	LCO_Swope	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	688000000000000.0	0.04657	0.0005166	Hz	milliJy	NaN	NaN
4.452	19.4644377378277	0	0.0504704821720731	V	LCO_Swope	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	551000000000000.0	0.05946	0.002764	Hz	milliJy	NaN	NaN
4.457	20.12330242241947	0	0.179024198649412	u'	LCO_Swope	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	834000000000000.0	0.03241	0.005344	Hz	milliJy	NaN	NaN
4.463	19.691931984896417	0	0.030442043733575	g'	LCO_Swope	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	646000000000000.0	0.04822	0.001352	Hz	milliJy	NaN	NaN
4.502	19.447048197656848	0	0.0723105343917032	H	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	184000000000000.0	0.06042	0.004024	Hz	milliJy	NaN	NaN
4.502	19.607072432919225	0	0.061699968828123	J	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	238000000000000.0	0.05214	0.002963	Hz	milliJy	NaN	NaN
4.504	19.6899074062837	0	0.0201842203579647	i'	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	403000000000000.0	0.04831	0.0008981	Hz	milliJy	NaN	NaN
4.504	19.520071063159183	0	0.0201809703486641	g'	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	646000000000000.0	0.05649	0.00105	Hz	milliJy	NaN	NaN
4.505	19.509931967566395	0	0.0201838017720732	z'	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	337000000000000.0	0.05702	0.00106	Hz	milliJy	NaN	NaN
4.505	19.749971946776675	0	0.0201850498097453	r'	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	490000000000000.0	0.04571	0.0008498	Hz	milliJy	NaN	NaN
5.498	19.714914998921863	0	0.061680671492508	K	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	137000000000000.0	0.04721	0.002682	Hz	milliJy	NaN	NaN
5.498	19.55701839323816	0	0.0830210376348935	H	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	184000000000000.0	0.0546	0.004175	Hz	milliJy	NaN	NaN
5.498	19.627037176124382	0	0.0511795558132714	J	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	238000000000000.0	0.05119	0.002413	Hz	milliJy	NaN	NaN
5.501	19.589925067661007	0	0.0201835839310049	z'	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	337000000000000.0	0.05297	0.0009847	Hz	milliJy	NaN	NaN
5.501	19.75999419829261	0	0.0201852480548983	i'	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	403000000000000.0	0.04529	0.000842	Hz	milliJy	NaN	NaN
5.501	19.74004136347933	0	0.0201872088190125	r'	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	490000000000000.0	0.04613	0.0008577	Hz	milliJy	NaN	NaN
5.501	19.589925067661007	0	0.0304178313736277	g'	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	646000000000000.0	0.05297	0.001484	Hz	milliJy	NaN	NaN
5.858	19.94002050200421	0	0.0722975241896539	r'	FTS_2m	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	490000000000000.0	0.03837	0.002555	Hz	milliJy	NaN	NaN
5.861	19.86989563838683	0	0.0938247973669558	i'	FTS_2m	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	403000000000000.0	0.04093	0.003537	Hz	milliJy	NaN	NaN
6.336	19.92206012422052	0	0.0100474434739216	I	VLT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	376000000000000.0	0.03901	0.000361	Hz	milliJy	NaN	NaN
6.336	19.91401862406144	0	0.0100451319096706	R	VLT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	467000000000000.0	0.0393	0.0003636	Hz	milliJy	NaN	NaN
6.336	19.59794854557414	0	0.0100458475392702	V	VLT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	551000000000000.0	0.05258	0.0004865	Hz	milliJy	NaN	NaN
6.336	20.117955603587816	0	0.0100473101662296	B	VLT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	688000000000000.0	0.03257	0.0003014	Hz	milliJy	NaN	NaN
6.487	19.4370314499266	0	0.1268947512514134	H	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	184000000000000.0	0.06098	0.007127	Hz	milliJy	NaN	NaN
6.487	19.466997144109136	0	0.0938396750134007	J	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	238000000000000.0	0.05932	0.005127	Hz	milliJy	NaN	NaN
6.487	19.71009612589458	0	0.0304290049794085	r'	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	490000000000000.0	0.04742	0.001329	Hz	milliJy	NaN	NaN
6.488	19.64997234419472	0	0.0407476017787318	z'	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	337000000000000.0	0.05012	0.001881	Hz	milliJy	NaN	NaN
6.488	19.74004136347933	0	0.0304090868534034	i'	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	403000000000000.0	0.04613	0.001292	Hz	milliJy	NaN	NaN
6.488	19.75999419829261	0	0.0304217099544726	g'	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	646000000000000.0	0.04529	0.001269	Hz	milliJy	NaN	NaN
7.246	19.79210883595073	0	0.0511631889074106	I	TNG	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	376000000000000.0	0.04397	0.002072	Hz	milliJy	NaN	NaN
7.246	19.7139954678868	0	0.0201843530636939	R	TNG	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	467000000000000.0	0.04725	0.0008784	Hz	milliJy	NaN	NaN
7.246	19.427988767388378	0	0.1047420258029797	V	TNG	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	551000000000000.0	0.06149	0.005932	Hz	milliJy	NaN	NaN
7.246	20.088036376696945	0	0.0304187741954338	B	TNG	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	688000000000000.0	0.03348	0.000938	Hz	milliJy	NaN	NaN
7.263	19.880022853632063	0	0.0304166788805236	g'	RdlMO_GTC	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	646000000000000.0	0.04055	0.001136	Hz	milliJy	NaN	NaN
7.27	19.78007635409257	0	0.0304279647127447	r'	RdlMO_GTC	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	490000000000000.0	0.04446	0.001246	Hz	milliJy	NaN	NaN
7.273	19.81003472049792	0	0.020185907103954	i'	RdlMO_GTC	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	403000000000000.0	0.04325	0.0008041	Hz	milliJy	NaN	NaN
7.276	19.6899074062837	0	0.0201842203579647	z'	RdlMO_GTC	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	337000000000000.0	0.04831	0.0008981	Hz	milliJy	NaN	NaN
8.206	19.800039379896027	0	0.0304205126785611	i'	LT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	403000000000000.0	0.04365	0.001223	Hz	milliJy	NaN	NaN
8.206	19.630010633942675	0	0.0723115200034797	r'	LT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	490000000000000.0	0.05105	0.0034	Hz	milliJy	NaN	NaN
8.206	19.57810131208032	0	0.2195802632592071	V	LT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	551000000000000.0	0.05355	0.01083	Hz	milliJy	NaN	NaN
8.206	19.81003472049792	0	0.0511613961918397	g'	LT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	646000000000000.0	0.04325	0.002038	Hz	milliJy	NaN	NaN
8.206	20.057972835021147	0	0.1380985794430881	B	LT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	688000000000000.0	0.03442	0.004378	Hz	milliJy	NaN	NaN
8.216	19.800039379896027	0	0.0304205126785611	i'	LT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	403000000000000.0	0.04365	0.001223	Hz	milliJy	NaN	NaN
8.216	19.630010633942675	0	0.0723115200034797	r'	LT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	490000000000000.0	0.05105	0.0034	Hz	milliJy	NaN	NaN
8.216	19.57810131208032	0	0.2195802632592071	V	LT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	551000000000000.0	0.05355	0.01083	Hz	milliJy	NaN	NaN
8.216	19.800039379896027	0	0.0511651631887164	g'	LT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	646000000000000.0	0.04365	0.002057	Hz	milliJy	NaN	NaN
8.245	19.88997516896942	0	0.0201852898196695	g'	RdlMO_NOT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	646000000000000.0	0.04018	0.000747	Hz	milliJy	NaN	NaN
8.253	19.6899074062837	0	0.0201842203579647	r'	RdlMO_NOT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	490000000000000.0	0.04831	0.0008981	Hz	milliJy	NaN	NaN
8.261	19.749971946776675	0	0.0201850498097453	i'	RdlMO_NOT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	403000000000000.0	0.04571	0.0008498	Hz	milliJy	NaN	NaN
8.271	19.70006826430645	0	0.0407434647669369	z'	RdlMO_NOT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	337000000000000.0	0.04786	0.001796	Hz	milliJy	NaN	NaN
8.568	20.10800073979594	0	0.1566670769445636	B	LCO_Swope	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	688000000000000.0	0.03287	0.004743	Hz	milliJy	NaN	NaN
8.573	19.58318197743357	0	0.1320809296745161	V	LCO_Swope	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	551000000000000.0	0.0533	0.006484	Hz	milliJy	NaN	NaN
8.583	20.02565317183776	0	0.3992667825732096	g'	LCO_Swope	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	646000000000000.0	0.03546	0.01304	Hz	milliJy	NaN	NaN
8.656	19.30903145168397	0	0.0659259150127148	J	UKIRT_WFCAM	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	241000000000000.0	0.06861	0.004166	Hz	milliJy	NaN	NaN
8.677	19.32304731098409	0	0.1224238505202692	H	UKIRT_WFCAM	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	185000000000000.0	0.06773	0.007637	Hz	milliJy	NaN	NaN
8.71	19.36105562918933	0	0.0862612434239027	K	UKIRT_WFCAM	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	137000000000000.0	0.0654	0.005196	Hz	milliJy	NaN	NaN
8.746	19.82012293435196	0	0.0723148454697713	r'	FTS_2m	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	490000000000000.0	0.04285	0.002854	Hz	milliJy	NaN	NaN
8.761	19.99011133751047	0	0.1494368908459401	i'	FTS_2m	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	403000000000000.0	0.03664	0.005043	Hz	milliJy	NaN	NaN
9.251	19.849920262184256	0	0.0616960678597267	g'	RdlMO_NOT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	646000000000000.0	0.04169	0.002369	Hz	milliJy	NaN	NaN
9.259	19.64005293747904	0	0.0304169276817372	r'	RdlMO_NOT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	490000000000000.0	0.05058	0.001417	Hz	milliJy	NaN	NaN
9.27	19.589925067661007	0	0.0304178313736277	i'	RdlMO_NOT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	403000000000000.0	0.05297	0.001484	Hz	milliJy	NaN	NaN
9.28	19.70006826430645	0	0.0938506201229499	z'	RdlMO_NOT	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	337000000000000.0	0.04786	0.004137	Hz	milliJy	NaN	NaN
9.296	19.8669816197406	0	0.1494210059569667	H	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	184000000000000.0	0.04104	0.005648	Hz	milliJy	NaN	NaN
9.296	19.856974763606416	0	0.0938419993489643	J	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	238000000000000.0	0.04142	0.00358	Hz	milliJy	NaN	NaN
9.296	19.609991640913	0	0.0304214932756268	z'	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	337000000000000.0	0.052	0.001457	Hz	milliJy	NaN	NaN
9.296	19.6899074062837	0	0.0201842203579647	i'	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	403000000000000.0	0.04831	0.0008981	Hz	milliJy	NaN	NaN
9.296	19.68006344991361	0	0.0201868983793388	r'	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	490000000000000.0	0.04875	0.0009064	Hz	milliJy	NaN	NaN
9.296	19.860124870859	0	0.0304163871405606	g'	MPG_GROND	days	AB	NaN	False	observer	NaN	https://ui.adsabs.harvard.edu/abs/2018ApJ...862...94L/abstract	646000000000000.0	0.0413	0.001157	Hz	milliJy	NaN	NaN
