col1	col2	col3	col4	col5	col6	col7
80.834	3.081	-3.918	6.626414e+00	1.580372e+00	-1.485348e+00 2
88.983	8.098	-5.068	6.206453e+00	1.254448e+00	-1.284420e+00 2
101.310	5.882	-4.229	3.403485e+00	6.698368e-01	-6.779173e-01 2
111.593	3.704	-4.402	4.230110e+00	8.019716e-01	-8.069547e-01 2
123.883	6.431	-8.586	3.980333e+00	7.550260e-01	-7.601421e-01 2
132.902	1.958	-2.588	1.155599e+01	1.822832e+00	-1.849331e+00 2
136.052	1.173	-1.193	2.267505e+01	3.501523e+00	-3.551214e+00 2
138.291	0.770	-1.066	2.967886e+01	4.504224e+00	-4.583539e+00 2
139.993	0.811	-0.931	3.128528e+01	4.761471e+00	-4.858545e+00 2
141.246	0.400	-0.442	6.475452e+01	9.865914e+00	-1.007717e+01 2
142.059	0.375	-0.413	6.913832e+01	1.053110e+01	-1.075402e+01 2
142.693	0.296	-0.260	9.757303e+01	1.513706e+01	-1.542181e+01 2
143.295	0.316	-0.306	8.775937e+01	1.365607e+01	-1.395273e+01 2
143.968	0.212	-0.357	9.748683e+01	1.488247e+01	-1.522871e+01 2
144.475	0.331	-0.295	8.725898e+01	1.359416e+01	-1.390424e+01 2
145.087	0.300	-0.280	9.421841e+01	1.468038e+01	-1.501705e+01 2
145.714	0.363	-0.327	1.184685e+02	1.520505e+01	-1.572197e+01 2
146.384	0.307	-0.307	1.290668e+02	1.719979e+01	-1.771101e+01 2
146.965	0.356	-0.274	1.312015e+02	1.661984e+01	-1.719653e+01 2
147.593	0.234	-0.273	1.678330e+02	2.095520e+01	-2.168841e+01 2
148.096	0.241	-0.268	1.801120e+02	2.192132e+01	-2.276106e+01 2
148.598	0.246	-0.261	1.629652e+02	2.076344e+01	-2.158598e+01 2
149.127	0.240	-0.283	1.530859e+02	2.030238e+01	-2.106960e+01 2
149.633	0.239	-0.266	2.001522e+02	2.336313e+01	-2.455273e+01 2
150.415	0.567	-0.543	2.656046e+02	4.942856e+01	-5.811663e+01 2
151.677	0.618	-0.695	2.344433e+02	3.844717e+01	-7.872243e+01 2
152.787	0.536	-0.492	3.109041e+02	5.054127e+01	-1.001635e+02 2
153.773	0.413	-0.450	3.705260e+02	5.959512e+01	-1.231136e+02 2
154.580	0.284	-0.393	4.585106e+02	7.473876e+01	-1.553973e+02 2
155.453	0.383	-0.589	3.138274e+02	5.643173e+01	-9.407973e+01 2
