 ! Swift/XRT lightcurve of trigger: 191157, name: GRB 060218
 ! T0 for this burst is Swift MET=161926472. s, = 2006 Feb 18 at 03:34:30.978 UT

 ! Data covers 0.3-10 keV
 ! The data are in 5 columns: ";
 ! time, time error (+ve), time error (-ve), source flux, source error
 ! For a detailed description of light curve production, see Evans et al. 2007 (A&A, 469, 379 )
 ! For a detailed description of the file, see
 ! http://www.swift.ac.uk/xrt_curves/docs.php
 ! This lightcurve was obtained from http://www.swift.ac.uk/xrt_curves/00191157
 ! BINMODE: GRB-like (counts)

READ TERR 1 2
! WT data
!Time    	T_+ve   	T_-ve   	Flux    	Fluxpos 	Fluxneg
159.346	0.770	-0.554	8.77207863e-10	1.307665275e-10	-1.307665749e-10
160.677	0.725	-0.561	9.02707167e-10	1.345677468e-10	-1.345677705e-10
161.898	0.477	-0.496	1.193144505e-09	1.778636178e-10	-1.778636415e-10
162.867	0.509	-0.492	1.167191109e-09	1.756244181e-10	-1.756244418e-10
163.936	0.612	-0.559	9.91864671e-10	1.478585646e-10	-1.478585883e-10
165.047	0.515	-0.499	1.145000799e-09	1.706867601e-10	-1.706867838e-10
166.118	0.563	-0.556	1.037587659e-09	1.546745424e-10	-1.546745661e-10
167.400	0.485	-0.720	9.49210833e-10	1.444691565e-10	-1.444691802e-10
168.449	0.484	-0.564	1.108078332e-09	1.651826958e-10	-1.651826958e-10
169.438	0.621	-0.505	1.030753764e-09	1.536558216e-10	-1.536558453e-10
170.560	0.601	-0.501	1.03765236e-09	1.579298796e-10	-1.579298796e-10
171.820	0.699	-0.660	8.53843929e-10	1.272836466e-10	-1.272836466e-10
173.094	0.557	-0.574	1.025694999e-09	1.529017113e-10	-1.529017113e-10
174.175	0.523	-0.523	1.109418567e-09	1.653825105e-10	-1.653825105e-10
175.304	0.609	-0.607	9.5509341e-10	1.423770627e-10	-1.423770627e-10
176.327	0.536	-0.414	1.184051763e-09	1.840277271e-10	-1.840277271e-10
177.407	0.738	-0.545	9.04770963e-10	1.348753965e-10	-1.348753965e-10
178.669	0.522	-0.524	1.109402688e-09	1.653801405e-10	-1.653801405e-10
179.668	0.463	-0.476	1.235451375e-09	1.841703774e-10	-1.841703774e-10
180.630	0.515	-0.499	1.144369905e-09	1.705927185e-10	-1.705927185e-10
181.872	0.566	-0.727	8.97218484e-10	1.337495517e-10	-1.337495517e-10
183.152	0.542	-0.714	9.23921037e-10	1.377301326e-10	-1.377301326e-10
184.181	0.392	-0.487	1.279832469e-09	1.989141711e-10	-1.989141711e-10
185.083	0.499	-0.510	1.132746714e-09	1.724031615e-10	-1.724031615e-10
186.138	0.573	-0.556	1.050050067e-09	1.548215535e-10	-1.548215535e-10
187.182	0.487	-0.470	1.212412131e-09	1.807358919e-10	-1.807358682e-10
188.320	0.871	-0.651	7.62011643e-10	1.135941e-10	-1.135941e-10
189.718	0.454	-0.527	1.18381974e-09	1.764735891e-10	-1.764735891e-10
190.781	0.711	-0.609	8.79141309e-10	1.310547669e-10	-1.310547432e-10
192.072	0.429	-0.580	1.150538778e-09	1.715123496e-10	-1.715123496e-10
193.272	0.713	-0.771	7.70193594e-10	1.172229018e-10	-1.172229018e-10
194.595	0.567	-0.610	9.55168302e-10	1.484542167e-10	-1.48454193e-10
195.751	0.470	-0.589	1.096395891e-09	1.634411961e-10	-1.634411961e-10
196.796	0.639	-0.575	9.27144711e-10	1.440987255e-10	-1.440987255e-10
197.870	0.554	-0.435	1.155294183e-09	1.758348741e-10	-1.758348741e-10
199.021	0.662	-0.598	8.9309421e-10	1.388065155e-10	-1.388065155e-10
200.308	0.479	-0.624	1.052186385e-09	1.568508186e-10	-1.568508186e-10
201.309	0.540	-0.522	1.075933311e-09	1.637562402e-10	-1.637562402e-10
202.443	0.615	-0.595	9.29866182e-10	1.445216994e-10	-1.445216994e-10
203.643	0.433	-0.585	1.140466041e-09	1.700107887e-10	-1.700107887e-10
204.761	0.482	-0.685	9.94430907e-10	1.4824113e-10	-1.4824113e-10
205.869	0.400	-0.626	1.113234267e-09	1.694334093e-10	-1.694333856e-10
