 ! Swift/XRT lightcurve of trigger: 355083, name: GRB 090618
 ! T0 for this burst is Swift MET=267006514.688 s, = 2009 Jun 18 at 08:28:29.851 UT

 ! Data covers 0.3-10 keV
 ! The data are in 5 columns: ";
 ! time, time error (+ve), time error (-ve), source flux, source error
 ! For a detailed description of light curve production, see Evans et al. 2007 (A&A, 469, 379 )
 ! For a detailed description of the file, see
 ! http://www.swift.ac.uk/xrt_curves/docs.php
 ! This lightcurve was obtained from http://www.swift.ac.uk/xrt_curves/00355083
 ! BINMODE: GRB-like (counts)

READ TERR 1 2
! WT data
!Time    	T_+ve   	T_-ve   	Flux    	Fluxpos 	Fluxneg
125.121	0.336	-0.429	1.79806538e-07	1.95925416e-08	-1.94803808e-08
125.772	0.287	-0.315	2.31106614e-07	2.4775506e-08	-2.46011696e-08
126.429	0.408	-0.370	1.6995747e-07	1.92388224e-08	-1.91309328e-08
127.217	0.425	-0.381	1.7065496e-07	1.85140104e-08	-1.8373513e-08
127.996	0.349	-0.354	1.9878655e-07	2.11939224e-08	-2.10386962e-08
128.714	0.373	-0.369	1.849023e-07	2.01396884e-08	-1.99496884e-08
129.515	0.382	-0.428	1.663469e-07	1.85484498e-08	-1.8315164e-08
130.248	0.444	-0.352	1.69776894e-07	1.9024852e-08	-1.86486368e-08
131.221	0.617	-0.529	1.1408721e-07	1.34446052e-08	-1.30893128e-08
132.236	0.457	-0.399	1.63244694e-07	1.82693018e-08	-1.75551374e-08
133.348	0.615	-0.655	1.06572216e-07	1.22895268e-08	-1.18613086e-08
134.519	0.551	-0.556	1.19082158e-07	1.39423938e-08	-1.37329948e-08
135.548	0.492	-0.478	1.34495376e-07	1.4843959e-08	-1.70869432e-08
136.535	0.459	-0.495	1.3694079e-07	1.50355816e-08	-1.87851062e-08
137.621	0.587	-0.628	1.06073694e-07	1.17247138e-08	-1.34900456e-08
138.817	0.701	-0.608	9.7138564e-08	1.0848506e-08	-1.21563786e-08
140.263	0.827	-0.744	8.1183086e-08	9.0244224e-09	-1.0595863e-08
141.919	0.812	-0.830	7.7664096e-08	8.6344702e-09	-1.00995374e-08
143.547	0.735	-0.816	8.1988572e-08	9.1099718e-09	-1.16247054e-08
145.022	0.851	-0.739	7.9544488e-08	8.8934402e-09	-1.12963284e-08
146.576	0.886	-0.703	7.7204372e-08	8.49452e-09	-1.10351126e-08
148.303	0.852	-0.841	7.3319898e-08	8.1383878e-09	-1.06431958e-08
150.135	0.962	-0.979	6.096416e-08	7.0725182e-09	-9.0697906e-09
151.845	0.696	-0.748	8.7295424e-08	9.6147828e-09	-1.2458756e-08
153.350	0.846	-0.808	7.7209426e-08	8.5201054e-09	-1.05156868e-08
155.045	0.896	-0.849	7.1142954e-08	7.9301668e-09	-9.2707004e-09
156.819	0.952	-0.877	6.7458208e-08	7.5615364e-09	-8.7328674e-09
158.845	1.258	-1.075	5.2528046e-08	5.923782e-09	-6.7587788e-09
161.141	0.723	-1.038	5.9798016e-08	6.3535544e-09	-7.1548452e-09
162.228	0.354	-0.363	4.1990114e-08	4.3652424e-09	-4.2578202e-09
162.853	0.322	-0.272	4.9659084e-08	5.2452312e-09	-5.1597274e-09
163.550	0.385	-0.375	3.9630086e-08	4.1380898e-09	-4.0199592e-09
164.294	0.363	-0.359	4.1266214e-08	4.3654514e-09	-4.2397512e-09
165.044	0.376	-0.387	3.9053816e-08	4.1000898e-09	-4.0088404e-09
165.687	0.282	-0.266	3.53532544e-08	4.662429e-09	-4.5712214e-09
166.353	0.382	-0.384	3.887362e-08	4.1205072e-09	-3.9942902e-09
167.122	0.350	-0.387	3.9454678e-08	4.2662334e-09	-4.1788714e-09
167.815	0.348	-0.343	4.2315014e-08	4.5077424e-09	-4.451909e-09
168.418	0.289	-0.255	3.50354452e-08	4.6820294e-09	-4.615404e-09
168.993	0.256	-0.287	3.70844318e-08	4.718327e-09	-4.6265e-09
169.533	0.298	-0.284	3.40694054e-08	4.3506618e-09	-4.2840212e-09
170.159	0.385	-0.328	3.64776744e-08	4.0983874e-09	-4.0043982e-09
170.875	0.274	-0.331	3.27668034e-08	4.1872884e-09	-4.117395e-09
171.527	0.373	-0.378	2.58028208e-08	3.38690618e-09	-3.33500198e-09
172.206	0.285	-0.305	3.33034432e-08	4.2877832e-09	-4.2236962e-09
172.877	0.423	-0.387	2.43139656e-08	3.10271102e-09	-3.05492526e-09
173.656	0.377	-0.356	2.68330008e-08	3.40965298e-09	-3.37070336e-09
174.345	0.355	-0.312	2.97027608e-08	3.75824978e-09	-3.69955384e-09
175.060	0.381	-0.359	2.59740868e-08	3.41072344e-09	-3.35873716e-09
175.760	0.321	-0.319	3.11717914e-08	3.9220826e-09	-3.8456874e-09
176.462	0.363	-0.381	2.62485266e-08	3.38947764e-09	-3.33117804e-09
177.189	0.361	-0.364	2.689184e-08	3.46800692e-09	-3.41166318e-09
177.927	0.398	-0.376	2.48395892e-08	3.26325912e-09	-3.21093122e-09
178.776	0.359	-0.451	2.44802726e-08	3.09812898e-09	-3.0482137e-09
179.622	0.533	-0.488	1.89695962e-08	2.4693027e-09	-2.43030862e-09
180.518	0.451	-0.362	2.45554936e-08	3.08580596e-09	-3.029189e-09
181.416	0.501	-0.447	2.0741464e-08	2.63449326e-09	-2.6054643e-09
182.454	0.550	-0.537	1.80936164e-08	2.30478474e-09	-2.27312352e-09
183.407	0.534	-0.403	2.003436e-08	2.68488468e-09	-2.66407854e-09
184.515	0.606	-0.574	1.6304052e-08	2.12844574e-09	-2.10675382e-09
185.654	0.518	-0.533	1.8290331e-08	2.38105036e-09	-2.36330056e-09
186.662	0.276	-0.489	1.7161959e-08	2.31003938e-09	-2.24410026e-09
187.203	0.244	-0.265	2.01831452e-08	2.53858354e-09	-2.37236546e-09
187.747	0.263	-0.301	1.58849652e-08	2.17558436e-09	-2.05799564e-09
188.286	0.274	-0.276	1.68994702e-08	2.21212288e-09	-2.08964698e-09
188.797	0.266	-0.237	1.91209616e-08	2.46896222e-09	-2.33765816e-09
189.334	0.235	-0.271	2.27659558e-08	2.7063961e-09	-2.55504286e-09
189.873	0.267	-0.304	1.55418556e-08	2.14021092e-09	-2.0374213e-09
190.408	0.260	-0.268	1.77391714e-08	2.27793698e-09	-2.16826708e-09
190.976	0.250	-0.307	1.6534598e-08	2.16514804e-09	-2.06808768e-09
191.555	0.291	-0.330	1.49625456e-08	1.93217802e-09	-1.84954512e-09
192.170	0.304	-0.324	1.45290074e-08	1.9093024e-09	-1.83797488e-09
192.795	0.350	-0.321	1.38512698e-08	1.79795708e-09	-1.71232712e-09
193.419	0.237	-0.274	1.77078062e-08	2.4027723e-09	-2.2673327e-09
194.012	0.282	-0.357	1.48946016e-08	1.9137104e-09	-1.80726138e-09
194.632	0.338	-0.338	1.36193102e-08	1.77323542e-09	-1.70339104e-09
195.289	0.313	-0.318	1.48413902e-08	1.8945204e-09	-1.81373316e-09
195.877	0.310	-0.275	1.58721212e-08	2.05376244e-09	-1.96204336e-09
196.458	0.345	-0.271	1.50923004e-08	1.98272562e-09	-1.86623092e-09
197.227	0.416	-0.424	1.0941568e-08	1.46088416e-09	-1.38464552e-09
197.966	0.349	-0.323	1.39609986e-08	1.804373e-09	-1.72592732e-09
198.588	0.256	-0.273	1.74514468e-08	2.2646784e-09	-2.20736756e-09
199.164	0.359	-0.320	1.38148088e-08	1.76401396e-09	-1.70741258e-09
200.028	0.418	-0.505	1.02588676e-08	1.31125726e-09	-1.25369714e-09
200.853	0.369	-0.407	1.2103817e-08	1.5523228e-09	-1.49639934e-09
201.533	0.279	-0.311	1.58953506e-08	2.07082672e-09	-1.96540788e-09
202.235	0.363	-0.422	1.21467722e-08	1.55287684e-09	-1.49015708e-09
203.062	0.473	-0.465	9.9244144e-09	1.28136e-09	-1.24085466e-09
204.025	0.433	-0.490	9.986666e-09	1.33054454e-09	-1.26370292e-09
204.990	0.497	-0.531	9.0487348e-09	1.18802326e-09	-1.13179846e-09
205.959	0.448	-0.472	1.0207465e-08	1.32386908e-09	-1.2618527e-09
206.822	0.522	-0.415	9.8350574e-09	1.29870548e-09	-1.24426364e-09
207.703	0.353	-0.359	1.32148458e-08	1.65961998e-09	-1.63312106e-09
208.540	0.444	-0.484	1.0061944e-08	1.31057782e-09	-1.25825866e-09
209.438	0.413	-0.453	1.07850916e-08	1.41722482e-09	-1.3489031e-09
210.370	0.479	-0.519	9.446895e-09	1.22615018e-09	-1.16790226e-09
211.372	0.491	-0.523	8.9278302e-09	1.1465721e-09	-1.09104954e-09
