 ! Swift/XRT lightcurve of trigger: 529095, name: GRB 120729A
 ! T0 for this burst is Swift MET=365252183.552 s, = 2012 Jul 29 at 10:56:14.074 UT

 ! Data covers 0.3-10 keV
 ! The data are in 5 columns: ";
 ! time, time error (+ve), time error (-ve), source flux, source error
 ! For a detailed description of light curve production, see Evans et al. 2007 (A&A, 469, 379 )
 ! For a detailed description of the file, see
 ! http://www.swift.ac.uk/xrt_curves/docs.php
 ! This lightcurve was obtained from http://www.swift.ac.uk/xrt_curves/00529095
 ! BINMODE: GRB-like (counts)

READ TERR 1 2
! WTSLEW data
!Time    	T_+ve   	T_-ve   	Flux    	Fluxpos 	Fluxneg
59.8742348141346	0.48189019979673	-0.386292790960276	2.21877660643913e-09	3.30865573471001e-10	-3.30879347540786e-10
60.8067787163517	0.739586323099907	-0.450653702420389	1.59303235510934e-09	2.37476588017038e-10	-2.37477321421176e-10
62.0640953971477	0.483906624267959	-0.517730357696145	1.88488016217003e-09	2.80982453361253e-10	-2.80983000613133e-10
63.1447887372285	0.572091303043294	-0.596786715812804	1.61456669691411e-09	2.4068615480454e-10	-2.40686528456652e-10
64.3405313389857	0.52030965404478	-0.623651298713924	1.64693833076783e-09	2.4551165703809e-10	-2.45511957791057e-10
65.8627093205357	1.25141968632687	-1.00186832750522	1.54522884275168e-09	1.69611473847567e-10	-1.69611755270399e-10
NO	NO	NO	NO	NO
! WT data
!Time    	T_+ve   	T_-ve   	Flux    	Fluxpos 	Fluxneg
75.216	0.711	-0.762	1.359495141e-09	2.026618722e-10	-2.026619131e-10
76.981	0.860	-1.054	1.029482857e-09	1.568338312e-10	-1.568338721e-10
78.603	0.813	-0.762	1.271914744e-09	1.896061014e-10	-1.896061832e-10
80.116	0.791	-0.700	1.343263567e-09	2.002422282e-10	-2.0024231e-10
81.658	0.676	-0.751	1.381201589e-09	2.104155306e-10	-2.104156124e-10
83.444	0.783	-1.110	1.041104592e-09	1.586043513e-10	-1.586043922e-10
85.078	0.847	-0.851	1.104302454e-09	1.797717373e-10	-1.797717782e-10
86.802	1.278	-0.878	8.98509605e-10	1.399122742e-10	-1.399123151e-10
88.904	1.021	-0.824	1.084642233e-09	1.616891929e-10	-1.616892338e-10
90.861	0.850	-0.936	1.120311941e-09	1.670065201e-10	-1.67006561e-10
92.657	1.083	-0.945	9.86643788e-10	1.470804082e-10	-1.4708049e-10
94.488	0.735	-0.748	1.348655005e-09	2.01045995e-10	-2.010460768e-10
96.086	1.056	-0.862	1.048673955e-09	1.597575677e-10	-1.597576086e-10
98.469	1.327	-1.327	7.63437764e-10	1.163039762e-10	-1.163040171e-10
101.274	1.043	-1.478	8.34998858e-10	1.231141125e-10	-1.231141943e-10
103.535	0.832	-1.218	9.56786379e-10	1.523178986e-10	-1.523179395e-10
105.686	1.143	-1.319	8.23022111e-10	1.253811995e-10	-1.253812813e-10
108.602	1.493	-1.773	6.30469819e-10	9.39850916e-11	-9.39851325e-11
111.749	1.438	-1.654	6.66018463e-10	9.92843819e-11	-9.92844637e-11
114.453	1.200	-1.266	8.27144831e-10	1.272702069e-10	-1.272702478e-10
116.953	1.180	-1.300	8.1937424e-10	1.221453551e-10	-1.22145396e-10
119.242	1.277	-1.109	8.38686811e-10	1.250243061e-10	-1.250243879e-10
122.224	2.118	-1.705	5.23355173e-10	7.80173635e-11	-7.80174044e-11
125.643	1.039	-1.301	8.41659014e-10	1.282203957e-10	-1.282204366e-10
128.178	1.617	-1.496	6.12016148e-10	9.74313665e-11	-9.74314074e-11
131.662	1.777	-1.866	5.14227929e-10	8.37122386e-11	-8.37122795e-11
134.528	1.071	-1.089	9.11724395e-10	1.38894355e-10	-1.388943959e-10
137.431	2.082	-1.832	4.9850965e-10	7.76259096e-11	-7.76259505e-11
141.562	1.653	-2.049	5.56302168e-10	8.29287991e-11	-8.292884e-11
145.201	1.785	-1.985	5.46322568e-10	8.14411434e-11	-8.14411843e-11
148.422	2.460	-1.437	5.24933504e-10	7.82526612e-11	-7.82527021e-11
152.345	2.161	-1.463	3.68086912e-10	6.72032399e-11	-6.72032808e-11
156.731	2.263	-2.225	4.45776462e-10	6.64525613e-11	-6.64526022e-11
161.414	2.367	-2.419	4.008461351e-10	6.18520066e-11	-6.18520475e-11
165.684	1.626	-1.904	3.704248378e-10	7.22239603e-11	-7.22240012e-11
169.039	1.650	-1.729	5.9840381e-10	9.11622554e-11	-9.11622963e-11
172.375	1.657	-1.686	3.991129567e-10	7.28678081e-11	-7.2867849e-11
175.711	2.076	-1.679	5.32877511e-10	7.94368389e-11	-7.94368389e-11
179.411	1.767	-1.624	3.877890146e-10	7.42203711e-11	-7.4220412e-11
183.482	2.286	-2.304	4.35971505e-10	6.4990918e-11	-6.49909589e-11
187.650	1.701	-1.882	3.634400994e-10	6.85558029e-11	-6.85558029e-11
191.201	1.561	-1.850	3.911744712e-10	7.14184757e-11	-7.14184757e-11
194.742	1.881	-1.980	5.01859769e-10	7.81475891e-11	-7.814763e-11
198.604	2.082	-1.981	3.283240956e-10	5.99435717e-11	-5.99436126e-11
