 ! Swift/XRT lightcurve of trigger: 228006, name: GRB 060904B
 ! T0 for this burst is Swift MET=179029865.28 s, = 2006 Sep 04 at 02:31:03.858 UT

 ! Data covers 0.3-10 keV
 ! The data are in 5 columns: ";
 ! time, time error (+ve), time error (-ve), source flux, source error
 ! For a detailed description of light curve production, see Evans et al. 2007 (A&A, 469, 379 )
 ! For a detailed description of the file, see
 ! http://www.swift.ac.uk/xrt_curves/docs.php
 ! This lightcurve was obtained from http://www.swift.ac.uk/xrt_curves/00228006
 ! BINMODE: GRB-like (counts)

READ TERR 1 2
! WT data
!Time    	T_+ve   	T_-ve   	Flux    	Fluxpos 	Fluxneg
80.834	3.081	-3.918	2.339124142e-10	5.57871316e-11	-5.24327844e-11
88.983	8.098	-5.068	2.190877909e-10	4.42820144e-11	-4.5340026e-11
101.310	5.882	-4.229	1.201430205e-10	2.364523904e-11	-2.393048069e-11
111.593	3.704	-4.402	1.49322883e-10	2.830959748e-11	-2.848550091e-11
123.883	6.431	-8.586	1.405057549e-10	2.66524178e-11	-2.683301613e-11
132.902	1.958	-2.588	4.07926447e-10	6.43459696e-11	-6.52813843e-11
136.052	1.173	-1.193	8.00429265e-10	1.236037619e-10	-1.253578542e-10
138.291	0.770	-1.066	1.047663758e-09	1.589991072e-10	-1.617989267e-10
139.993	0.811	-0.931	1.104370384e-09	1.680799263e-10	-1.715066385e-10
141.246	0.400	-0.442	2.285834556e-09	3.482667642e-10	-3.55724101e-10
142.059	0.375	-0.413	2.440582696e-09	3.7174783e-10	-3.79616906e-10
142.693	0.296	-0.260	3.444327959e-09	5.34338218e-10	-5.44389893e-10
143.295	0.316	-0.306	3.097905761e-09	4.82059271e-10	-4.92531369e-10
143.968	0.212	-0.357	3.441285099e-09	5.25351191e-10	-5.37573463e-10
144.475	0.331	-0.295	3.080241994e-09	4.79873848e-10	-4.90819672e-10
145.087	0.300	-0.280	3.325909873e-09	5.18217414e-10	-5.30101865e-10
145.714	0.363	-0.327	4.18193805e-09	5.36738265e-10	-5.54985541e-10
146.384	0.307	-0.307	4.55605804e-09	6.07152587e-10	-6.25198653e-10
146.965	0.356	-0.274	4.63141295e-09	5.86680352e-10	-6.07037509e-10
147.593	0.234	-0.273	5.9245049e-09	7.3971856e-10	-7.65600873e-10
148.096	0.241	-0.268	6.3579536e-09	7.73822596e-10	-8.03465418e-10
148.598	0.246	-0.261	5.75267156e-09	7.32949432e-10	-7.61985094e-10
149.127	0.240	-0.283	5.40393227e-09	7.16674014e-10	-7.4375688e-10
149.633	0.239	-0.266	7.06537266e-09	8.24718489e-10	-8.66711369e-10
150.415	0.567	-0.543	9.37584238e-09	1.744828168e-09	-2.051517039e-09
151.677	0.618	-0.695	8.27584849e-09	1.357185101e-09	-2.778901779e-09
152.787	0.536	-0.492	1.097491473e-08	1.784106831e-09	-3.53577155e-09
153.773	0.413	-0.450	1.30795678e-08	2.103707736e-09	-4.34591008e-09
154.580	0.284	-0.393	1.618542418e-08	2.638278228e-09	-5.48552469e-09
155.453	0.383	-0.589	1.107810722e-08	1.992040069e-09	-3.321014469e-09
156.381	0.422	-0.546	1.155242979e-08	2.513747594e-09	-2.388186906e-09
157.234	0.372	-0.430	1.380412148e-08	2.696952829e-09	-3.490395871e-09
158.023	0.366	-0.417	1.401486248e-08	2.341411935e-09	-4.58216239e-09
158.802	0.483	-0.413	1.246925904e-08	2.566865269e-09	-2.811156448e-09
