 ! Swift/XRT lightcurve of trigger: 416135, name: GRB 100316D
 ! T0 for this burst is Swift MET=290436296. s, = 2010 Mar 16 at 12:44:50.381 UT

 ! Data covers 0.3-10 keV
 ! The data are in 5 columns: ";
 ! time, time error (+ve), time error (-ve), source flux, source error
 ! For a detailed description of light curve production, see Evans et al. 2007 (A&A, 469, 379 )
 ! For a detailed description of the file, see
 ! http://www.swift.ac.uk/xrt_curves/docs.php
 ! This lightcurve was obtained from http://www.swift.ac.uk/xrt_curves/00416135
 ! BINMODE: GRB-like (counts)

READ TERR 1 2
! WTSLEW data
!Time       T_+ve       T_-ve       Flux        Fluxpos     Fluxneg
229.889 0.817   -0.704  2.377593535e-09 3.547963378e-10 -3.548572678e-10
231.380 0.607   -0.674  2.743134269e-09 4.252018329e-10 -4.252654709e-10
232.934 0.846   -0.947  2.016928555e-09 3.010083493e-10 -3.010549946e-10
234.513 0.801   -0.733  2.324896532e-09 3.536352828e-10 -3.536794232e-10
235.922 0.721   -0.608  2.682811538e-09 4.081228831e-10 -4.081657372e-10
237.436 0.855   -0.793  2.132889854e-09 3.306530961e-10 -3.30695544e-10
238.884 0.594   -0.593  3.004550372e-09 4.569925343e-10 -4.570536674e-10
240.447 0.847   -0.969  1.962926296e-09 2.986045254e-10 -2.986369537e-10
242.198 0.882   -0.904  2.025099945e-09 3.023413623e-10 -3.023682392e-10
243.937 0.771   -0.857  2.22203586e-09  3.3172323e-10   -3.31756403e-10
245.480 0.603   -0.773  2.630224209e-09 3.92708744e-10  -3.927392767e-10
246.821 0.692   -0.738  2.492732279e-09 3.79302113e-10  -3.793243186e-10
248.061 0.474   -0.547  3.54216555e-09  5.290027902e-10 -5.290182935e-10
249.276 0.851   -0.741  2.271691102e-09 3.391554037e-10 -3.39185801e-10
250.856 0.793   -0.728  2.387001804e-09 3.56381601e-10  -3.564116598e-10
252.295 0.586   -0.647  2.952429496e-09 4.408683576e-10 -4.408927973e-10
253.856 0.698   -0.974  2.176633532e-09 3.250218101e-10 -3.250401568e-10
255.238 0.728   -0.685  2.576869162e-09 3.848079509e-10 -3.848255529e-10
256.626 0.586   -0.660  2.839512666e-09 4.403876199e-10 -4.404096901e-10
257.878 0.522   -0.666  2.975582219e-09 4.614368362e-10 -4.614701446e-10
259.253 0.846   -0.853  2.081316671e-09 3.227409971e-10 -3.227676709e-10
260.659 0.420   -0.560  3.713311827e-09 5.54487372e-10  -5.545179047e-10
261.878 0.815   -0.798  2.242220615e-09 3.348258533e-10 -3.348427106e-10
263.422 0.610   -0.729  2.658767883e-09 4.045336999e-10 -4.045635556e-10
264.838 0.769   -0.805  2.294944698e-09 3.426348452e-10 -3.426641593e-10
266.225 0.683   -0.618  2.778422894e-09 4.148544972e-10 -4.148834728e-10
267.655 0.621   -0.747  2.641127971e-09 3.942815504e-10 -3.943223058e-10
268.967 0.688   -0.691  2.62068054e-09  3.913262423e-10 -3.913487187e-10
270.112 0.639   -0.457  3.250084055e-09 4.945213523e-10 -4.945545253e-10
271.551 0.761   -0.800  2.297482771e-09 3.431281751e-10 -3.431359606e-10
272.885 0.719   -0.574  2.710505577e-09 4.047650985e-10 -4.047834452e-10
274.343 0.664   -0.738  2.500687706e-09 3.734457245e-10 -3.734600092e-10
275.836 0.651   -0.829  2.334630438e-09 3.552202752e-10 -3.552456627e-10
277.481 0.671   -0.994  2.105262161e-09 3.143088267e-10 -3.143369222e-10
278.885 0.555   -0.733  2.721760025e-09 4.063788634e-10 -4.064098023e-10
280.028 0.621   -0.588  2.773808462e-09 4.385478047e-10 -4.385679116e-10
281.192 0.687   -0.542  2.851700697e-09 4.257516246e-10 -4.257892658e-10
282.563 0.660   -0.683  2.54173557e-09  3.942143243e-10 -3.942322648e-10
284.134 0.789   -0.912  2.073225167e-09 3.096507282e-10 -3.096549933e-10
285.546 0.566   -0.622  2.967071652e-09 4.433233627e-10 -4.432970274e-10
287.024 0.783   -0.912  2.079752801e-09 3.10552086e-10  -3.105704327e-10
288.545 0.615   -0.737  2.607897426e-09 3.894545404e-10 -3.894697729e-10
289.910 0.669   -0.751  2.48375052e-09  3.70918145e-10  -3.709321589e-10
291.274 0.562   -0.694  2.807371414e-09 4.190734258e-10 -4.191214928e-10
292.355 0.582   -0.520  3.201944616e-09 4.779103449e-10 -4.779761493e-10
293.706 0.673   -0.770  2.363666291e-09 3.664780405e-10 -3.665166295e-10
295.348 0.707   -0.969  2.002851694e-09 3.165698036e-10 -3.166004717e-10
296.749 0.772   -0.694  2.392042746e-09 3.571042308e-10 -3.571397733e-10
298.287 0.721   -0.766  2.357705983e-09 3.519534794e-10 -3.519929485e-10
299.759 0.679   -0.750  2.419581752e-09 3.681059547e-10 -3.681396693e-10
301.108 0.685   -0.671  2.586670768e-09 3.862117104e-10 -3.862405506e-10
302.420 0.609   -0.627  2.795571981e-09 4.252838853e-10 -4.253271456e-10
303.839 0.646   -0.809  2.411786097e-09 3.600066652e-10 -3.600506025e-10
305.066 0.522   -0.581  3.186370908e-09 4.756822025e-10 -4.75730608e-10
306.146 0.489   -0.558  3.354092242e-09 5.006858435e-10 -5.007431854e-10
307.309 0.677   -0.674  2.602815864e-09 3.885138489e-10 -3.885626606e-10
308.729 0.740   -0.742  2.337813692e-09 3.555984474e-10 -3.556431294e-10
