 ! Swift/XRT lightcurve of trigger: 440635, name: GRB 101219B
 ! T0 for this burst is Swift MET=314468880. s, = 2010 Dec 19 at 16:27:53.520 UT

 ! Data covers 0.3-10 keV
 ! The data are in 5 columns: ";
 ! time, time error (+ve), time error (-ve), source flux, source error
 ! For a detailed description of light curve production, see Evans et al. 2007 (A&A, 469, 379 )
 ! For a detailed description of the file, see
 ! http://www.swift.ac.uk/xrt_curves/docs.php
 ! This lightcurve was obtained from http://www.swift.ac.uk/xrt_curves/00440635
 ! BINMODE: GRB-like (counts)

READ TERR 1 2
! WTSLEW data
!Time    	T_+ve   	T_-ve   	Flux    	Fluxpos 	Fluxneg
137.085433249817	0.821259748694899	-0.781686268299097	1.08690294403503e-09	1.62378768558622e-10	-1.6251371224727e-10
138.708030688098	0.693074315362168	-0.801337689585807	1.20697021305232e-09	1.81278746946861e-10	-1.8073917671455e-10
140.233062547251	0.984547471105486	-0.831957543790537	9.27603240388769e-10	1.3828455567177e-10	-1.3829203151128e-10
142.2585071728	0.935749805337508	-1.04089715444448	8.44399847297005e-10	1.25875887279703e-10	-1.25876124628344e-10
144.345852509081	0.984269484937698	-1.15159553094333	9.33881211204363e-10	1.27085297396891e-10	-1.27085371123504e-10
NO	NO	NO	NO	NO
! WT data
!Time    	T_+ve   	T_-ve   	Flux    	Fluxpos 	Fluxneg
153.366	0.854	-0.751	1.084052914e-09	1.651472518e-10	-1.651472877e-10
155.408	1.209	-1.189	7.01931519e-10	1.117456428e-10	-1.117456787e-10
157.501	1.080	-0.884	9.00025924e-10	1.341681725e-10	-1.341682084e-10
159.729	1.059	-1.147	8.01314207e-10	1.194530856e-10	-1.194531215e-10
161.736	0.718	-0.948	1.04467205e-09	1.591478592e-10	-1.59147931e-10
163.679	1.018	-1.226	7.88280712e-10	1.175101417e-10	-1.175101776e-10
165.795	0.816	-1.098	9.2401574e-10	1.37744351e-10	-1.377443869e-10
167.583	0.927	-0.972	9.02158384e-10	1.404804336e-10	-1.404804695e-10
169.517	1.085	-1.008	8.45435666e-10	1.260302887e-10	-1.260303605e-10
171.700	1.160	-1.098	7.71026095e-10	1.174599535e-10	-1.174599894e-10
173.798	0.930	-0.938	9.47318789e-10	1.412181786e-10	-1.412182145e-10
175.705	0.832	-0.977	9.78630769e-10	1.458858966e-10	-1.458859325e-10
177.823	1.249	-1.286	6.98437013e-10	1.041169646e-10	-1.041170005e-10
180.131	0.926	-1.059	8.91825646e-10	1.329457057e-10	-1.329457416e-10
182.385	1.145	-1.328	7.16021551e-10	1.067383467e-10	-1.067383826e-10
184.304	1.025	-0.774	9.68900433e-10	1.476045732e-10	-1.476046091e-10
186.510	0.989	-1.181	8.16065517e-10	1.216519965e-10	-1.216520324e-10
188.784	1.308	-1.285	6.98514916e-10	1.029905662e-10	-1.029906021e-10
191.881	1.432	-1.789	4.97540972e-10	8.47541919e-11	-8.47542278e-11
194.616	1.306	-1.304	6.57087034e-10	1.023189131e-10	-1.02318949e-10
197.191	0.983	-1.269	7.86499713e-10	1.172445894e-10	-1.172446253e-10
199.286	0.998	-1.112	8.39541963e-10	1.251516721e-10	-1.25151708e-10
201.876	1.618	-1.591	5.43157307e-10	8.27458741e-11	-8.274591e-11
204.638	1.122	-1.144	7.81561309e-10	1.165084599e-10	-1.165084958e-10
207.035	1.599	-1.274	6.37836736e-10	9.60620098e-11	-9.60620098e-11
209.593	1.115	-0.959	8.79002884e-10	1.310342102e-10	-1.310342461e-10
212.173	1.065	-1.465	7.207643e-10	1.074453613e-10	-1.074453972e-10
214.479	1.521	-1.241	6.60384449e-10	9.84444415e-11	-9.84444774e-11
217.354	1.154	-1.355	6.98174943e-10	1.063616121e-10	-1.06361648e-10
219.619	1.228	-1.111	7.56681173e-10	1.127995232e-10	-1.127995591e-10
222.116	1.364	-1.269	6.6162623e-10	1.007937016e-10	-1.007937375e-10
225.436	1.796	-1.956	4.64292187e-10	7.07313647e-11	-7.07314006e-11
228.858	1.885	-1.625	4.80207375e-10	7.64477217e-11	-7.64477576e-11
232.237	1.349	-1.494	6.22615854e-10	9.28142445e-11	-9.28142445e-11
234.852	1.381	-1.266	6.47360647e-10	1.008043639e-10	-1.008043639e-10
237.935	1.413	-1.702	5.6817853e-10	8.46991572e-11	-8.46991931e-11
240.894	1.349	-1.545	6.11435158e-10	9.11475511e-11	-9.11475511e-11
243.738	0.848	-1.495	7.5536113e-10	1.126027553e-10	-1.126027912e-10
246.379	1.794	-1.792	4.85605658e-10	7.39783402e-11	-7.39783402e-11
249.867	1.562	-1.694	5.3491359e-10	8.14899844e-11	-8.14899844e-11
