time	band	mag	mag_limit	dmag	mag_unit	time_unit	mag_type	time_frame	extinction_corrected	instrument	dtime	reference	exinction_corrected	integration	integration_unit
0.0201736111111111	u	16.49	0	0.13	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	20.0	seconds
0.0198958333333333	uvw1	17.14	0	0.23	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	20.0	seconds
0.0196180555555555	uvm2	16.75	0	0.22	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	20.0	seconds
0.0767824074074074	uvw1	17.7	0	0.09	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	197.0	seconds
0.0193402777777777	v	17.16	0	0.24	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	19.0	seconds
0.0886226851851851	b	18.45	0	0.11	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	197.0	seconds
0.0696759259259259	u	17.52	0	0.07	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	197.0	seconds
0.0673032407407407	uvw1	17.55	0	0.09	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	197.0	seconds
0.021412037037037	uvm2	17.63	0	0.45	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	13.0	seconds
0.0925694444444444	uvw1	17.86	0	0.17	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	63.0	seconds
0.0211689814814814	v	17.55	0	0.34	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	19.0	seconds
0.1495254629629629	b	18.68	0	0.14	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	134.0	seconds
0.08625	u	17.54	0	0.07	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	197.0	seconds
0.0838773148148148	uvw1	17.62	0	0.09	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	197.0	seconds
0.0815162037037037	uvm2	17.8	0	0.12	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	197.0	seconds
0.1374768518518518	uvw1	18.08	0	0.06	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	751.0	seconds
0.0791435185185185	v	18.1	0	0.16	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	197.0	seconds
0.2088194444444444	b	17.86	0	0.06	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
0.1478935185185185	u	17.89	0	0.11	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	134.0	seconds
0.1454629629629629	uvw1	18.09	0	0.1	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	268.0	seconds
0.1606481481481481	uvm2	17.76	0	0.09	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	377.0	seconds
0.1535416666666666	uvw1	18.17	0	0.07	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	537.0	seconds
0.1575578703703703	v	18.38	0	0.25	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	134.0	seconds
0.2757407407407407	b	17.84	0	0.06	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
0.2062731481481481	u	16.91	0	0.05	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
0.2024884259259259	uvw1	17.11	0	0.05	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	422.0	seconds
0.2262731481481481	uvm2	17.07	0	0.05	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	600.0	seconds
0.2151041666666666	uvw1	17.36	0	0.04	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	844.0	seconds
0.2213888888888888	v	17.33	0	0.09	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
0.342662037037037	b	17.78	0	0.06	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
0.2731828703703703	u	17.2	0	0.06	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
0.2693981481481481	uvw1	17.23	0	0.05	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	422.0	seconds
0.2932638888888889	uvm2	17.2	0	0.05	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	599.0	seconds
0.2820254629629629	uvw1	17.52	0	0.04	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	845.0	seconds
0.2883217592592592	v	17.73	0	0.11	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
0.4095833333333333	b	18.14	0	0.08	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
0.3401273148148148	u	17.17	0	0.06	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
0.3363310185185185	uvw1	17.22	0	0.05	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	422.0	seconds
0.3600578703703703	uvm2	17.37	0	0.06	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	600.0	seconds
0.3489467592592593	uvw1	17.51	0	0.04	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	844.0	seconds
0.3552314814814815	v	17.53	0	0.1	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
0.4769097222222222	b	18.12	0	0.08	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	208.0	seconds
0.4070254629629629	u	17.2	0	0.06	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
0.4032407407407407	uvw1	17.35	0	0.05	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	422.0	seconds
0.4269907407407407	uvm2	17.4	0	0.06	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	599.0	seconds
0.4158680555555555	uvw1	17.64	0	0.04	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	845.0	seconds
0.4221643518518518	v	17.98	0	0.13	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
0.549699074074074	b	18.22	0	0.09	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	147.0	seconds
0.4744097222222222	u	17.26	0	0.06	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	207.0	seconds
0.4706712962962963	uvw1	17.35	0	0.05	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	415.0	seconds
0.4939930555555555	uvm2	17.45	0	0.06	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	587.0	seconds
0.4830787037037037	uvw1	17.76	0	0.05	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	829.0	seconds
0.4892708333333333	v	17.86	0	0.13	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	207.0	seconds
0.6582523148148148	b	18.31	0	0.11	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	129.0	seconds
0.5479166666666667	u	17.18	0	0.07	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	147.0	seconds
0.5452430555555555	uvw1	17.24	0	0.06	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	296.0	seconds
0.5619212962962963	uvm2	17.25	0	0.06	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	416.0	seconds
0.5541319444444445	uvw1	17.56	0	0.05	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	592.0	seconds
0.5585532407407408	v	17.47	0	0.11	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	147.0	seconds
0.7863773148148148	b	18.94	0	0.33	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	42.0	seconds
0.6220601851851851	u	17.32	0	0.1	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	83.0	seconds
0.6115277777777778	uvw1	17.36	0	0.08	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	183.0	seconds
0.6299421296296296	uvm2	17.63	0	0.1	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	229.0	seconds
0.6255787037037037	uvw1	17.78	0	0.08	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	330.0	seconds
0.6280671296296296	v	18.12	0	0.26	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	83.0	seconds
0.8780555555555556	b	18.77	0	0.12	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
0.7276851851851852	u	17.24	0	0.11	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	69.0	seconds
0.6805787037037037	uvw1	17.6	0	0.06	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	385.0	seconds
0.7309606481481481	uvm2	17.93	0	0.14	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	177.0	seconds
0.7290393518518519	uvw1	18.18	0	0.1	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	277.0	seconds
0.7303125	v	18.29	0	0.35	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	69.0	seconds
0.944976851851852	b	18.88	0	0.13	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
0.8085648148148148	u	17.75	0	0.08	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
0.7488194444444445	uvw1	17.76	0	0.07	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	436.0	seconds
1.1631944444444444	uvm2	18.66	0	0.11	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	603.0	seconds
0.8808449074074074	uvw1	18.14	0	0.1	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	249.0	seconds
1.0572800925925927	v	18.68	0	0.22	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	223.0	seconds
1.011875	b	18.96	0	0.14	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
0.8755092592592593	u	17.84	0	0.08	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
0.8047800925925926	uvw1	17.85	0	0.07	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	422.0	seconds
1.2300925925925923	uvm2	18.57	0	0.11	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	599.0	seconds
0.9500694444444444	uvw1	18.48	0	0.08	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	640.0	seconds
1.1583333333333334	v	18.45	0	0.22	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
1.0787962962962965	b	18.72	0	0.11	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
0.9424305555555555	u	18.07	0	0.1	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
0.8717013888888889	uvw1	17.93	0	0.07	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	423.0	seconds
1.2969907407407408	uvm2	18.58	0	0.11	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	597.0	seconds
1.0181712962962963	uvw1	18.54	0	0.07	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	846.0	seconds
1.2252314814814815	v	18.87	0	0.28	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
1.1456944444444443	b	19.11	0	0.15	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
1.0093287037037038	u	17.98	0	0.1	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
0.9386226851851852	uvw1	18.05	0	0.08	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	423.0	seconds
1.363888888888889	uvm2	18.52	0	0.1	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	600.0	seconds
1.0850925925925925	uvw1	18.84	0	0.08	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	846.0	seconds
1.2922453703703705	v	18.49	0	0.19	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
1.2126157407407407	b	19.02	0	0.13	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
1.076238425925926	u	18.03	0	0.1	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
1.0055208333333334	uvw1	18.17	0	0.08	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	423.0	seconds
1.430902777777778	uvm2	18.9	0	0.13	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	600.0	seconds
1.1519907407407408	uvw1	18.79	0	0.08	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	847.0	seconds
1.3591435185185186	v	19.03	0	0.32	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
1.2796296296296297	b	18.84	0	0.13	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
1.143136574074074	u	18.4	0	0.12	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
1.0724305555555556	uvw1	18.35	0	0.09	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	423.0	seconds
1.497800925925926	uvm2	18.81	0	0.12	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	601.0	seconds
1.2189814814814814	uvw1	18.68	0	0.07	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	846.0	seconds
1.4260416666666669	v	18.4	0	0.2	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
1.3465277777777778	b	19.18	0	0.16	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
1.2100694444444444	u	18.23	0	0.11	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
1.1393287037037036	uvw1	18.33	0	0.09	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	423.0	seconds
1.5664351851851852	uvm2	18.79	0	0.17	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	294.0	seconds
1.2858796296296295	uvw1	18.74	0	0.08	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	846.0	seconds
1.4929398148148147	v	18.92	0	0.27	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
1.413425925925926	b	19.62	0	0.23	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
1.2770833333333331	u	18.5	0	0.14	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
1.2063657407407409	uvw1	18.53	0	0.1	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	423.0	seconds
1.700925925925926	uvm2	18.99	0	0.19	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	342.0	seconds
1.352777777777778	uvw1	18.87	0	0.08	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	846.0	seconds
1.5638888888888889	v	18.77	0	0.38	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	111.0	seconds
1.4803240740740742	b	19.32	0	0.17	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
1.3439814814814814	u	18.33	0	0.12	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
1.273263888888889	uvw1	18.52	0	0.1	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	423.0	seconds
2.2601851851851853	uvm2	19.62	0	0.2	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	737.0	seconds
1.419675925925926	uvw1	19.05	0	0.09	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	845.0	seconds
1.8297453703703703	v	19.36	0	0.56	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	156.0	seconds
1.6273148148148149	b	19.37	0	0.19	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	225.0	seconds
1.4108796296296295	u	18.6	0	0.16	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
1.340162037037037	uvw1	18.56	0	0.1	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	423.0	seconds
2.364351851851852	uvm2	19.48	0	0.11	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	189.0	seconds
1.4866898148148149	uvw1	19.05	0	0.09	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	845.0	seconds
2.626736111111111	v	19.82	0	0.29	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	941.0	seconds
1.791435185185185	b	19.77	0	0.3	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	180.0	seconds
1.477777777777778	u	18.43	0	0.12	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
1.4070601851851852	uvw1	18.63	0	0.11	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	422.0	seconds
2.72962962962963	uvm2	19.84	0	0.29	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	471.0	seconds
1.5605324074074074	uvw1	19.07	0	0.13	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	445.0	seconds
3.7016203703703705	v	20.22	0	0.34	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	1374.0	seconds
1.9488425925925923	b	19.66	0	0.24	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	211.0	seconds
1.555902777777778	u	18.46	0	0.17	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	110.0	seconds
1.474074074074074	uvw1	18.76	0	0.11	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	423.0	seconds
3.336689814814815	uvm2	19.86	0	0.16	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	1550.0	seconds
1.6984953703703705	uvw1	18.84	0	0.11	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	522.0	seconds
6.675810185185185	v	21.04	0	0.4	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	5531.0	seconds
2.0158564814814817	b	20.0	0	0.32	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	209.0	seconds
1.6969907407407407	u	19.08	0	0.25	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	178.0	seconds
1.5896990740740742	uvw1	18.79	0	0.12	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	412.0	seconds
3.839814814814815	uvm2	20.21	0	0.18	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	2240.0	seconds
1.954398148148148	uvw1	19.32	0	0.11	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	729.0	seconds
10.393229166666666	v	20.92	1	NaN	AB	days	apparent	observer	False	UVOT	NaN	https://ui.adsabs.harvard.edu/abs/2007ApJ...662..443G/abstract	NaN	2368.0	seconds
