col1	col2	col3	col4	col5	col6	col7
130.368	0.309	-0.367	1.585210e+03	1.656022e+02	-1.650502e+02	4
131.006	0.354	-0.329	1.568696e+03	1.637969e+02	-1.633198e+02	4
131.761	0.318	-0.400	1.491035e+03	1.556510e+02	-1.552192e+02	4
132.452	0.426	-0.372	1.329038e+03	1.402860e+02	-1.399366e+02	4
133.332	0.414	-0.454	1.200734e+03	1.304815e+02	-1.301466e+02	4
134.135	0.523	-0.389	1.174238e+03	1.226385e+02	-1.222252e+02	4
135.007	0.411	-0.349	8.716758e+02	1.218554e+02	-1.213639e+02	4
135.861	0.383	-0.443	1.310416e+03	1.369966e+02	-1.348720e+02	4
136.715	0.477	-0.471	1.114292e+03	1.199943e+02	-1.180363e+02	4
137.640	0.458	-0.448	7.812255e+02	1.009040e+02	-1.004512e+02	4
138.614	0.530	-0.516	9.516834e+02	1.040327e+02	-1.036947e+02	4
139.565	0.433	-0.421	8.519773e+02	1.061077e+02	-1.058528e+02	4
140.482	0.401	-0.484	7.788016e+02	1.029720e+02	-1.027764e+02	4
141.390	0.415	-0.508	7.577693e+02	9.761019e+01	-9.742346e+01	4
142.129	0.208	-0.324	7.091207e+02	9.220084e+01	-9.035499e+01	4
142.562	0.280	-0.225	6.288039e+02	7.936944e+01	-7.727739e+01	4
143.070	0.275	-0.227	6.058237e+02	7.833905e+01	-7.621361e+01	4
143.594	0.252	-0.250	6.462140e+02	8.156838e+01	-7.914360e+01	4
144.106	0.260	-0.259	6.315161e+02	7.953492e+01	-7.767255e+01	4
144.608	0.265	-0.242	6.499280e+02	7.907932e+01	-7.773184e+01	4
145.156	0.259	-0.283	5.516952e+02	7.040254e+01	-6.975515e+01	4
145.712	0.348	-0.296	4.730913e+02	5.882107e+01	-5.847572e+01	4
146.338	0.262	-0.279	5.535100e+02	7.049631e+01	-6.998165e+01	4
147.010	0.366	-0.410	3.927934e+02	4.896448e+01	-4.856038e+01	4
147.720	0.377	-0.344	4.265475e+02	5.279844e+01	-5.215617e+01	4
148.425	0.337	-0.329	4.579126e+02	5.811072e+01	-5.662631e+01	4
149.083	0.329	-0.321	4.692003e+02	6.015929e+01	-5.800977e+01	4
149.718	0.311	-0.306	4.805988e+02	6.484346e+01	-6.145491e+01	4
150.373	0.296	-0.344	4.715601e+02	6.241332e+01	-5.895348e+01	4
151.083	0.387	-0.413	3.739253e+02	4.984210e+01	-4.728447e+01	4
151.839	0.397	-0.369	3.973459e+02	5.115594e+01	-4.916171e+01	4
152.560	0.425	-0.324	4.094379e+02	5.136928e+01	-5.015140e+01	4
153.465	0.581	-0.480	2.816684e+02	3.584412e+01	-3.527423e+01	4
154.380	0.304	-0.335	3.748031e+02	4.854731e+01	-4.756510e+01	4
155.111	0.445	-0.427	2.745999e+02	3.520735e+01	-3.481344e+01	4
156.007	0.464	-0.451	2.593595e+02	3.354318e+01	-3.326766e+01	4
156.972	0.520	-0.502	2.344172e+02	3.005197e+01	-2.970997e+01	4
157.926	0.433	-0.434	2.686001e+02	3.578930e+01	-3.530137e+01	4
158.704	0.404	-0.345	3.225748e+02	4.113112e+01	-4.040267e+01	4
159.583	0.471	-0.475	2.552729e+02	3.246648e+01	-3.197131e+01	4
160.458	0.459	-0.404	2.825807e+02	3.581226e+01	-3.499479e+01	4
161.414	0.464	-0.497	2.514927e+02	3.290900e+01	-3.162077e+01	4
162.335	0.400	-0.458	2.713867e+02	3.733182e+01	-3.583245e+01	4
163.270	0.480	-0.535	2.360603e+02	3.116917e+01	-3.004157e+01	4
164.255	0.537	-0.506	2.360104e+02	3.020652e+01	-2.900193e+01	4
165.174	0.388	-0.383	3.164522e+02	4.087050e+01	-3.947454e+01	4
165.981	0.435	-0.419	2.824000e+02	3.628535e+01	-3.507773e+01	4
166.801	0.393	-0.385	3.017023e+02	3.988720e+01	-3.880213e+01	4
167.651	0.393	-0.457	2.852665e+02	3.634573e+01	-3.551400e+01	4
168.481	0.426	-0.437	2.820338e+02	3.561151e+01	-3.459596e+01	4
169.266	0.356	-0.359	3.330462e+02	4.327081e+01	-4.241873e+01	4
170.036	0.438	-0.414	2.778263e+02	3.580777e+01	-3.522199e+01	4
170.834	0.357	-0.360	3.302207e+02	4.266566e+01	-4.188337e+01	4
171.522	0.381	-0.331	3.326993e+02	4.318723e+01	-4.223754e+01	4
172.236	0.455	-0.333	3.050178e+02	3.914329e+01	-3.838839e+01	4
173.010	0.304	-0.319	3.872827e+02	4.888536e+01	-4.796579e+01	4
173.658	0.400	-0.344	3.272340e+02	4.092519e+01	-4.007119e+01	4
174.374	0.309	-0.317	3.850891e+02	4.844368e+01	-4.766510e+01	4
174.962	0.245	-0.278	4.568587e+02	5.822267e+01	-5.723661e+01	4
175.509	0.320	-0.303	3.908811e+02	4.871757e+01	-4.783378e+01	4
176.189	0.387	-0.360	3.171532e+02	4.077038e+01	-4.019018e+01	4
177.035	0.428	-0.458	2.699589e+02	3.420635e+01	-3.378952e+01	4
177.893	0.353	-0.430	3.111756e+02	3.859490e+01	-3.804481e+01	4
178.569	0.319	-0.324	3.792601e+02	4.700003e+01	-4.636440e+01	4
179.202	0.292	-0.315	3.942435e+02	5.023771e+01	-4.939108e+01	4
179.806	0.302	-0.312	3.932645e+02	4.951160e+01	-4.868368e+01	4
180.428	0.292	-0.320	3.944165e+02	4.967556e+01	-4.882955e+01	4
181.236	0.443	-0.516	2.517217e+02	3.157152e+01	-3.114254e+01	4
182.090	0.374	-0.411	3.048535e+02	3.873163e+01	-3.817317e+01	4
183.017	0.402	-0.553	2.457546e+02	3.192769e+01	-3.150756e+01	4
183.802	0.437	-0.383	2.987479e+02	3.719192e+01	-3.667467e+01	4
184.637	0.467	-0.397	2.791751e+02	3.509482e+01	-3.453096e+01	4
185.366	0.368	-0.262	3.762906e+02	4.845888e+01	-4.769822e+01	4
186.185	0.403	-0.451	2.796840e+02	3.603642e+01	-3.557180e+01	4
187.005	0.552	-0.418	2.514156e+02	3.161539e+01	-3.111738e+01	4
187.967	0.483	-0.410	2.704700e+02	3.436958e+01	-3.386874e+01	4
189.006	0.537	-0.556	2.150303e+02	2.827352e+01	-2.790837e+01	4
189.962	0.566	-0.420	2.450781e+02	3.115862e+01	-3.068548e+01	4
191.101	0.588	-0.572	2.082441e+02	2.643623e+01	-2.606521e+01	4
192.324	0.475	-0.636	2.175863e+02	2.767420e+01	-2.725049e+01	4
193.331	0.605	-0.532	2.157111e+02	2.720847e+01	-2.680382e+01	4
194.487	0.520	-0.551	2.296842e+02	2.849058e+01	-2.807925e+01	4
195.568	0.563	-0.562	2.187860e+02	2.737386e+01	-2.679354e+01	4
196.782	0.589	-0.651	1.911404e+02	2.513334e+01	-2.456445e+01	4
198.104	0.591	-0.733	1.822165e+02	2.345382e+01	-2.287150e+01	4
199.210	0.346	-0.515	1.603087e+02	2.144346e+01	-2.021099e+01	4
199.832	0.259	-0.277	2.139413e+02	2.878017e+01	-2.717261e+01	4
200.438	0.313	-0.347	1.718796e+02	2.376072e+01	-2.216648e+01	4
201.123	0.374	-0.372	1.514815e+02	2.098767e+01	-1.981891e+01	4
201.781	0.301	-0.285	1.967397e+02	2.600013e+01	-2.500868e+01	4
202.388	0.394	-0.305	1.638550e+02	2.116699e+01	-2.065549e+01	4
203.123	0.397	-0.341	1.536528e+02	2.033944e+01	-1.965286e+01	4
203.814	0.280	-0.294	1.993694e+02	2.641121e+01	-2.524842e+01	4
204.449	0.403	-0.355	1.511649e+02	1.972626e+01	-1.909080e+01	4
205.274	0.439	-0.422	1.330503e+02	1.755748e+01	-1.683719e+01	4
206.034	0.291	-0.321	1.853669e+02	2.470021e+01	-2.373762e+01	4
206.709	0.371	-0.383	1.518759e+02	1.970324e+01	-1.916352e+01	4
207.433	0.308	-0.353	1.756921e+02	2.371470e+01	-2.220356e+01	4
208.131	0.437	-0.390	1.357797e+02	1.842976e+01	-1.762523e+01	4
209.027	0.571	-0.459	1.112189e+02	1.435841e+01	-1.401906e+01	4
209.986	0.371	-0.387	1.517040e+02	1.897977e+01	-1.900834e+01	4
210.694	0.426	-0.337	1.517606e+02	1.912206e+01	-1.912107e+01	4
211.573	0.470	-0.453	1.223624e+02	1.585530e+01	-1.574894e+01	4
212.631	0.433	-0.588	1.134257e+02	1.439700e+01	-1.431192e+01	4
213.547	0.431	-0.482	1.250270e+02	1.576485e+01	-1.584492e+01	4
214.452	0.443	-0.475	1.249486e+02	1.585566e+01	-1.591943e+01	4
215.337	0.480	-0.442	9.891471e+01	1.412262e+01	-1.391569e+01	4
216.227	0.490	-0.410	8.347521e+01	1.326707e+01	-1.317109e+01	4
217.086	0.446	-0.369	9.360355e+01	1.441608e+01	-1.445609e+01	4
218.095	0.505	-0.563	1.068996e+02	1.350317e+01	-1.355289e+01	4
218.956	0.538	-0.357	9.994070e+01	1.397561e+01	-1.410265e+01	4
219.978	0.475	-0.484	1.201709e+02	1.478990e+01	-1.499819e+01	4
220.897	0.423	-0.444	9.157482e+01	1.434844e+01	-1.440749e+01	4
221.802	0.555	-0.482	1.182563e+02	1.469458e+01	-1.479551e+01	4
222.895	0.387	-0.538	8.775449e+01	1.342229e+01	-1.353047e+01	4
223.880	0.598	-0.598	1.025954e+02	1.275532e+01	-1.283828e+01	4
224.912	0.446	-0.435	9.562695e+01	1.438519e+01	-1.435875e+01	4
226.009	0.571	-0.651	6.740266e+01	1.014803e+01	-1.020745e+01	4
227.225	0.642	-0.644	6.311454e+01	9.670462e+00	-9.735756e+00	4
228.351	0.506	-0.485	8.192677e+01	1.249323e+01	-1.262030e+01	4
229.383	0.515	-0.526	7.915490e+01	1.184211e+01	-1.196616e+01	4
230.455	0.569	-0.557	9.916283e+01	1.275885e+01	-1.293872e+01	4
231.536	0.509	-0.511	7.961053e+01	1.190012e+01	-1.203122e+01	4
232.715	0.686	-0.671	5.693098e+01	9.006045e+00	-9.102597e+00	4
234.059	0.518	-0.658	6.771699e+01	1.029596e+01	-1.041646e+01	4
235.202	0.880	-0.625	5.212634e+01	8.081371e+00	-8.172389e+00	4
236.760	0.547	-0.677	6.601760e+01	9.841348e+00	-9.959235e+00	4
237.981	0.712	-0.674	5.745778e+01	8.742710e+00	-8.843154e+00	4
239.371	0.667	-0.678	5.920627e+01	9.000949e+00	-9.106554e+00	4
240.905	0.885	-0.867	4.611140e+01	6.874262e+00	-6.957453e+00	4
242.586	0.843	-0.796	4.922035e+01	7.337348e+00	-7.425497e+00	4
244.344	0.880	-0.915	4.491658e+01	6.700634e+00	-6.781676e+00	4
245.876	0.963	-0.652	4.846172e+01	7.511420e+00	-7.593322e+00	4
247.749	0.867	-0.910	4.404672e+01	6.827284e+00	-6.903933e+00	4
249.802	0.948	-1.185	3.669960e+01	5.688120e+00	-5.751392e+00	4
251.745	1.325	-0.995	3.378194e+01	5.235892e+00	-5.293451e+00	4
254.107	1.199	-1.037	3.575382e+01	5.434257e+00	-5.496175e+00	4
256.207	1.054	-0.901	4.089383e+01	6.215533e+00	-6.286230e+00	4
259.539	1.653	-2.277	1.944441e+01	3.135684e+00	-3.167441e+00	4
262.361	1.138	-1.169	3.517267e+01	5.243247e+00	-5.305803e+00	4
265.082	1.265	-1.583	2.814647e+01	4.278111e+00	-4.326549e+00	4
267.806	1.845	-1.459	2.426599e+01	3.688364e+00	-3.730318e+00	4
271.433	2.276	-1.782	1.975533e+01	3.002748e+00	-3.036683e+00	4
275.564	1.949	-1.855	2.139139e+01	3.188933e+00	-3.226696e+00	4
279.060	2.314	-1.547	2.077010e+01	3.156996e+00	-3.192714e+00	4
283.570	2.333	-2.196	1.743140e+01	2.701827e+00	-2.731707e+00	4
288.599	2.785	-2.696	1.437529e+01	2.228057e+00	-2.252484e+00	4
294.619	3.522	-3.234	1.131006e+01	1.823900e+00	-1.842803e+00	4
301.790	3.686	-3.650	1.073004e+01	1.663103e+00	-1.681293e+00	4
308.888	2.441	-3.413	8.940076e+00	1.680503e+00	-1.693053e+00	4
315.024	3.412	-3.695	7.530242e+00	1.374831e+00	-1.385784e+00	4
322.212	3.973	-3.775	6.935436e+00	1.266381e+00	-1.276690e+00	4
330.390	5.558	-4.206	5.263921e+00	1.019136e+00	-1.026424e+00	4
339.852	5.018	-3.904	6.022518e+00	1.099640e+00	-1.108592e+00	4
364.519	9.413	-8.138	4.578818e+00	1.003830e+00	-1.003830e+00	7
391.687	22.362	-17.755	1.987851e+00	4.347918e-01	-4.347918e-01	7
429.619	14.518	-15.570	2.531825e+00	5.675136e-01	-5.675136e-01	7
462.966	16.273	-18.830	2.297719e+00	5.019847e-01	-5.019847e-01	7
505.857	21.021	-26.618	1.604763e+00	3.597108e-01	-3.597108e-01	7
562.546	44.566	-35.668	9.564695e-01	2.151814e-01	-2.151814e-01	7
638.508	38.808	-31.396	1.093958e+00	2.458121e-01	-2.458121e-01	7
721.321	28.707	-44.005	1.101025e+00	2.413816e-01	-2.413816e-01	7
786.626	43.636	-36.598	9.526643e-01	2.135416e-01	-2.135416e-01	7
873.776	61.793	-43.514	7.197921e-01	1.625315e-01	-1.625315e-01	7
974.805	51.027	-39.236	8.539803e-01	1.914214e-01	-1.914214e-01	7
1067.351	63.788	-41.519	7.251932e-01	1.635503e-01	-1.635503e-01	7
1172.558	43.829	-41.419	8.947607e-01	2.012985e-01	-2.012985e-01	7
1257.709	51.449	-41.321	8.199820e-01	1.847011e-01	-1.847011e-01	7
1349.266	52.662	-40.108	8.223021e-01	1.849972e-01	-1.849972e-01	7
1442.542	32.098	-40.614	1.098490e+00	2.413876e-01	-2.413876e-01	7
1521.090	43.814	-46.449	8.364443e-01	1.879488e-01	-1.879488e-01	7
1606.727	40.919	-41.823	9.181530e-01	2.068142e-01	-2.068142e-01	7
1719.931	45.558	-72.286	6.455993e-01	1.454214e-01	-1.454214e-01	7
1805.731	37.484	-40.243	9.725635e-01	2.193388e-01	-2.193388e-01	7
1892.998	55.518	-49.783	1.060111e+00	1.988677e-01	-1.988677e-01	7
5748.000	32.858	-34.839	7.020793e-01	1.499836e-01	-1.499836e-01	7
5825.186	38.413	-44.328	5.302159e-01	1.190836e-01	-1.190836e-01	7
5908.683	35.150	-45.084	5.377541e-01	1.210439e-01	-1.210439e-01	7
5991.847	34.727	-48.014	5.582931e-01	1.222134e-01	-1.222134e-01	7
6056.011	30.738	-29.437	7.219486e-01	1.621457e-01	-1.621457e-01	7
6119.413	47.570	-32.663	5.400689e-01	1.211627e-01	-1.211627e-01	7
6190.220	19.387	-23.237	1.105884e+00	2.367216e-01	-2.367216e-01	7
6249.162	48.201	-39.555	4.905977e-01	1.104294e-01	-1.104294e-01	7
6334.399	33.169	-37.035	6.417489e-01	1.406301e-01	-1.406301e-01	7
6399.630	35.635	-32.062	6.362745e-01	1.427461e-01	-1.427461e-01	7
6468.956	36.514	-33.691	6.138432e-01	1.375620e-01	-1.375620e-01	7
6536.905	28.741	-31.435	7.466511e-01	1.632746e-01	-1.632746e-01	7
6601.343	32.000	-35.697	6.374605e-01	1.428546e-01	-1.428546e-01	7
6666.217	19.779	-32.875	8.615306e-01	1.883959e-01	-1.883959e-01	7
6733.823	47.451	-47.826	4.479034e-01	1.007078e-01	-1.007078e-01	7
6819.453	49.577	-38.179	4.859595e-01	1.091438e-01	-1.091438e-01	7
6912.343	59.486	-43.313	4.164640e-01	9.374255e-02	-9.374255e-02	7
7007.918	39.131	-36.088	6.034287e-01	1.320939e-01	-1.320939e-01	7
7073.841	23.355	-26.792	8.990114e-01	1.967986e-01	-1.967986e-01	7
7138.773	36.149	-41.577	5.549185e-01	1.251846e-01	-1.251846e-01	7
7235.233	37.474	-60.311	4.616237e-01	1.018004e-01	-1.018004e-01	7
7309.031	31.374	-36.324	6.419284e-01	1.440146e-01	-1.440146e-01	7
7382.126	30.990	-41.722	5.939432e-01	1.336916e-01	-1.336916e-01	7
7459.960	38.405	-46.844	5.072677e-01	1.139295e-01	-1.139295e-01	7
7522.661	40.894	-24.296	6.656778e-01	1.490139e-01	-1.490139e-01	7
7594.877	33.869	-31.322	6.655260e-01	1.494735e-01	-1.494735e-01	7
7672.327	44.175	-43.581	4.892279e-01	1.101211e-01	-1.101211e-01	7
7767.479	36.778	-50.978	4.954968e-01	1.117796e-01	-1.117796e-01	7
7836.069	50.930	-31.812	5.272715e-01	1.186844e-01	-1.186844e-01	7
7924.958	34.753	-37.959	5.984346e-01	1.348518e-01	-1.348518e-01	7
8004.177	43.290	-44.466	4.896022e-01	1.111896e-01	-1.111896e-01	7
8079.664	35.500	-32.197	6.305153e-01	1.448075e-01	-1.448075e-01	7
8169.765	45.682	-54.600	4.746473e-01	1.048835e-01	-1.048835e-01	7
11535.944	37.881	-37.338	5.788109e-01	1.297126e-01	-1.297126e-01	7
11610.667	43.392	-36.842	5.436104e-01	1.219591e-01	-1.219591e-01	7
11696.156	35.630	-42.097	5.637796e-01	1.262044e-01	-1.262044e-01	7
11790.541	49.058	-58.756	4.107953e-01	9.226428e-02	-9.226428e-02	7
11887.325	30.001	-47.725	6.170600e-01	1.320882e-01	-1.320882e-01	7
11958.454	26.569	-41.128	6.922720e-01	1.484875e-01	-1.484875e-01	7
