col1	col2	col3	col4	col5	col6	col7
119.639	0.497	-0.460	1.154195e+02	2.262305e+01	-2.184703e+01	4
120.559	0.472	-0.423	7.878519e+01	1.757754e+01	-1.700865e+01	4
121.456	0.546	-0.426	1.148714e+02	2.276540e+01	-2.162033e+01	4
122.552	0.459	-0.550	7.319511e+01	1.611058e+01	-1.513082e+01	4
123.492	0.492	-0.481	1.135214e+02	2.302687e+01	-2.098599e+01	4
124.370	0.457	-0.386	1.310045e+02	2.668949e+01	-2.383659e+01	4
125.182	0.420	-0.355	9.662110e+01	2.127492e+01	-1.922377e+01	4
126.116	0.491	-0.513	1.089921e+02	2.236824e+01	-1.965216e+01	4
127.074	0.417	-0.468	8.350495e+01	1.859301e+01	-1.625011e+01	4
127.891	0.425	-0.401	9.078593e+01	1.987857e+01	-1.675027e+01	4
128.694	0.434	-0.378	9.101127e+01	1.998652e+01	-1.675056e+01	4
129.750	0.503	-0.623	1.107835e+02	2.212721e+01	-1.760140e+01	4
130.870	0.563	-0.617	7.551031e+01	1.612115e+01	-1.337191e+01	4
131.899	0.440	-0.466	9.096053e+01	1.984078e+01	-1.695679e+01	4
132.812	0.480	-0.473	9.480641e+01	1.939287e+01	-1.609346e+01	4
133.754	0.630	-0.462	9.563544e+01	1.898451e+01	-1.564314e+01	4
134.965	0.482	-0.580	8.259647e+01	1.672154e+01	-1.419347e+01	4
136.035	0.443	-0.589	8.761299e+01	1.680199e+01	-1.436291e+01	4
137.151	0.472	-0.672	7.902881e+01	1.521033e+01	-1.297471e+01	4
138.110	0.697	-0.488	7.404104e+01	1.460125e+01	-1.256477e+01	4
139.446	0.723	-0.638	6.445728e+01	1.266229e+01	-1.092097e+01	4
140.818	0.715	-0.649	9.860349e+01	1.653130e+01	-1.394761e+01	4
142.139	0.519	-0.606	8.071078e+01	1.511775e+01	-1.341732e+01	4
143.293	0.666	-0.636	1.058557e+02	1.619982e+01	-1.423659e+01	4
144.601	0.478	-0.641	8.233531e+01	1.480680e+01	-1.332338e+01	4
145.668	0.700	-0.589	1.068790e+02	1.751505e+01	-1.475092e+01	4
146.865	0.586	-0.496	9.990894e+01	1.763529e+01	-1.517237e+01	4
147.939	0.554	-0.488	8.837616e+01	1.689318e+01	-1.463210e+01	4
149.022	0.512	-0.529	8.719613e+01	1.676405e+01	-1.464033e+01	4
150.152	0.597	-0.618	7.468314e+01	1.451968e+01	-1.259721e+01	4
151.347	0.519	-0.598	8.238813e+01	1.531046e+01	-1.332922e+01	4
152.456	0.730	-0.590	9.774574e+01	1.660378e+01	-1.387732e+01	4
153.747	0.559	-0.560	7.828744e+01	1.515564e+01	-1.334013e+01	4
154.947	0.568	-0.642	7.466006e+01	1.418714e+01	-1.233198e+01	4
156.145	0.560	-0.630	7.474648e+01	1.448089e+01	-1.259266e+01	4
157.179	0.502	-0.473	9.264398e+01	1.761786e+01	-1.530452e+01	4
158.250	0.537	-0.570	8.285184e+01	1.621075e+01	-1.371268e+01	4
159.327	0.522	-0.540	8.503872e+01	1.680547e+01	-1.429139e+01	4
160.556	0.720	-0.707	6.330280e+01	1.234986e+01	-1.057303e+01	4
161.811	0.529	-0.535	8.272433e+01	1.656896e+01	-1.399261e+01	4
163.084	0.827	-0.744	5.513099e+01	1.126376e+01	-9.432563e+00	4
164.507	0.676	-0.596	6.808508e+01	1.375601e+01	-1.157962e+01	4
165.935	0.630	-0.752	6.359379e+01	1.223515e+01	-1.043933e+01	4
167.161	0.557	-0.596	7.512532e+01	1.460225e+01	-1.252599e+01	4
168.401	0.750	-0.683	5.956278e+01	1.200792e+01	-1.021349e+01	4
169.883	0.602	-0.733	6.490677e+01	1.262587e+01	-1.082630e+01	4
171.202	0.635	-0.717	6.501682e+01	1.251390e+01	-1.067742e+01	4
172.508	0.720	-0.671	6.494472e+01	1.281754e+01	-1.079358e+01	4
174.147	0.861	-0.919	5.121937e+01	1.038730e+01	-8.722969e+00	4
176.024	1.013	-1.017	4.421530e+01	8.948998e+00	-7.597807e+00	4
177.789	0.750	-0.752	6.068729e+01	1.160683e+01	-1.004943e+01	4
179.289	0.607	-0.750	6.712990e+01	1.288056e+01	-1.113185e+01	4
180.668	0.772	-0.772	5.812117e+01	1.141913e+01	-9.849356e+00	4
182.255	0.712	-0.815	6.059395e+01	1.141117e+01	-9.855835e+00	4
183.834	0.930	-0.867	5.007919e+01	9.379700e+00	-8.127257e+00	4
185.665	0.894	-0.901	4.932222e+01	9.731227e+00	-8.281035e+00	4
187.407	0.844	-0.848	5.154308e+01	1.026483e+01	-8.788123e+00	4
189.098	0.861	-0.847	5.261953e+01	1.067849e+01	-8.884366e+00	4
190.755	0.707	-0.796	5.889502e+01	1.229769e+01	-1.022433e+01	4
192.256	1.062	-0.794	4.627946e+01	1.015457e+01	-8.495580e+00	4
193.972	0.753	-0.654	5.875598e+01	1.309651e+01	-1.110468e+01	4
195.892	0.972	-1.167	3.795269e+01	8.373587e+00	-7.059022e+00	4
197.768	0.862	-0.904	4.663208e+01	1.017342e+01	-8.511278e+00	4
199.823	1.197	-1.192	3.447888e+01	7.469420e+00	-6.201189e+00	4
202.415	1.423	-1.395	2.836708e+01	6.286747e+00	-5.291759e+00	4
204.804	1.202	-0.967	3.365804e+01	7.536299e+00	-6.478825e+00	4
207.018	0.791	-1.012	3.850384e+01	8.710061e+00	-7.982917e+00	4
208.728	1.086	-0.919	3.460879e+01	7.799213e+00	-7.264128e+00	4
210.922	1.226	-1.108	3.111175e+01	6.804986e+00	-6.335311e+00	4
213.120	0.760	-0.971	4.195095e+01	9.101008e+00	-8.630501e+00	4
214.660	0.868	-0.781	4.267141e+01	9.417020e+00	-8.982255e+00	4
216.590	1.494	-1.061	2.826990e+01	6.141219e+00	-5.816767e+00	4
219.096	1.045	-1.013	3.508699e+01	7.614352e+00	-7.226884e+00	4
221.416	1.240	-1.274	2.872983e+01	6.185612e+00	-5.941071e+00	4
224.296	1.416	-1.640	2.292939e+01	5.086564e+00	-4.805765e+00	4
226.854	0.996	-1.142	3.334535e+01	7.375104e+00	-6.829159e+00	4
229.348	1.481	-1.497	2.358437e+01	5.252097e+00	-4.916420e+00	4
232.490	1.376	-1.661	2.348164e+01	5.108903e+00	-4.895310e+00	4
235.300	1.439	-1.434	2.481299e+01	5.391797e+00	-5.175934e+00	4
238.357	1.576	-1.618	2.159742e+01	4.830348e+00	-4.586567e+00	4
241.913	1.804	-1.980	1.907422e+01	4.119261e+00	-3.929828e+00	4
245.253	1.510	-1.536	2.369793e+01	4.947785e+00	-4.844563e+00	4
249.604	2.389	-2.841	1.282910e+01	2.705934e+00	-2.658133e+00	4
253.849	1.795	-1.856	1.892332e+01	3.931519e+00	-3.854114e+00	4
257.423	1.678	-1.779	2.016495e+01	4.100634e+00	-4.036561e+00	4
261.223	2.285	-2.122	1.601076e+01	3.207841e+00	-3.166804e+00	4
265.358	1.889	-1.851	1.858761e+01	3.836905e+00	-3.775151e+00	4
270.175	2.572	-2.927	1.291674e+01	2.810952e+00	-2.669107e+00	4
274.520	1.959	-1.774	1.916205e+01	4.206927e+00	-3.974026e+00	4
279.434	3.552	-2.954	9.407440e+00	2.180367e+00	-2.040755e+00	4
286.484	3.485	-3.498	1.022090e+01	2.252689e+00	-2.148959e+00	4
292.735	3.155	-2.766	9.816636e+00	2.271174e+00	-2.116140e+00	4
299.095	4.344	-3.205	8.927567e+00	2.000757e+00	-1.895465e+00	4
319.390	8.472	-9.079	9.159002e+00	1.959469e+00	-1.959469e+00	7
350.730	19.757	-22.867	3.601912e+00	7.902879e-01	-7.902879e-01	7
390.350	17.747	-19.863	3.898303e+00	8.758434e-01	-8.758434e-01	7
443.948	39.368	-35.852	1.945655e+00	4.400737e-01	-4.400737e-01	7
558.901	162.609	-75.585	6.087766e-01	1.376948e-01	-1.376948e-01	7
936.312	264.093	-214.801	1.723852e-01	3.161192e-02	-3.161192e-02	7
