date	obs_wavelength	flux	redshift	instrument	date_unit	wavelength_unit	flux_unit	time	time_unit	dtime	rest_wavelength
2020-02-05T13:08:02	3662.695874691012	3.772651924543947e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3572.6647236549084
2020-02-05T13:08:02	3664.4372491836575	3.834667706474967e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3574.3632941705596
2020-02-05T13:08:02	3666.1786236763032	3.7306766774471687e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3576.0618646862113
2020-02-05T13:08:02	3667.919998168948	4.0640638162283365e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3577.7604352018616
2020-02-05T13:08:02	3669.661372661593	4.333584406088735e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3579.459005717512
2020-02-05T13:08:02	3671.402747154239	4.078134621669007e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3581.1575762331636
2020-02-05T13:08:02	3673.144121646884	3.689516434864326e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3582.856146748814
2020-02-05T13:08:02	3674.8854961395286	4.11957200284428e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3584.5547172644647
2020-02-05T13:08:02	3676.6268706321744	3.904709390279016e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3586.253287780116
2020-02-05T13:08:02	3678.36824512482	3.8726878391036606e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3587.951858295767
2020-02-05T13:08:02	3680.109619617465	3.8898476678238486e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3589.6504288114174
2020-02-05T13:08:02	3681.850994110111	4.034831915125203e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3591.348999327069
2020-02-05T13:08:02	3683.5923686027554	4.21379515380346e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3593.0475698427194
2020-02-05T13:08:02	3685.3337430954007	4.407578027987319e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3594.74614035837
2020-02-05T13:08:02	3687.0751175880455	4.1750584842409485e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3596.4447108740205
2020-02-05T13:08:02	3688.816492080691	4.1272207103579853e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3598.1432813896718
2020-02-05T13:08:02	3690.557866573336	4.178983158462491e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3599.841851905322
2020-02-05T13:08:02	3692.2992410659817	4.097417856108843e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3601.5404224209738
2020-02-05T13:08:02	3694.0406155586265	4.0035943988216485e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3603.238992936624
2020-02-05T13:08:02	3695.781990051272	3.9970547750732533e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3604.937563452275
2020-02-05T13:08:02	3697.5233645439166	4.081886183531955e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3606.636133967925
2020-02-05T13:08:02	3699.2647390365614	4.173025340469742e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3608.334704483576
2020-02-05T13:08:02	3701.006113529208	4.438244591144864e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3610.033274999228
2020-02-05T13:08:02	3702.747488021853	4.507793937048323e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3611.7318455148784
2020-02-05T13:08:02	3704.4888625144977	4.35290019835748e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3613.4304160305287
2020-02-05T13:08:02	3706.230237007144	3.8949073661947125e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3615.1289865461804
2020-02-05T13:08:02	3707.9716114997887	4.168775087959097e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3616.8275570618307
2020-02-05T13:08:02	3709.7129859924335	3.794231677062027e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3618.5261275774815
2020-02-05T13:08:02	3711.454360485079	3.76639552743729e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3620.2246980931327
2020-02-05T13:08:02	3713.195734977725	3.704497271327702e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3621.923268608784
2020-02-05T13:08:02	3714.9371094703697	3.6238584112601125e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3623.6218391244342
2020-02-05T13:08:02	3716.678483963016	3.933042112969081e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3625.320409640086
2020-02-05T13:08:02	3718.41985845566	4.34221540712346e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3627.018980155736
2020-02-05T13:08:02	3720.1612329483055	4.239762801686112e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3628.717550671387
2020-02-05T13:08:02	3721.902607440951	4.1923863960616073e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3630.4161211870382
2020-02-05T13:08:02	3723.643981933596	4.0547821880110015e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3632.1146917026886
2020-02-05T13:08:02	3725.385356426241	4.2850052136791293e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3633.813262218339
2020-02-05T13:08:02	3727.126730918887	4.3917123067918574e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3635.511832733991
2020-02-05T13:08:02	3728.868105411532	3.926957240034243e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3637.2104032496413
2020-02-05T13:08:02	3730.6094799041766	3.7838790815620073e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3638.9089737652916
2020-02-05T13:08:02	3732.3508543968223	3.999591903448076e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3640.607544280943
2020-02-05T13:08:02	3734.092228889468	3.8396154376781164e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3642.306114796594
2020-02-05T13:08:02	3735.833603382113	4.0395623294378223e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3644.004685312245
2020-02-05T13:08:02	3737.574977874759	4.279965632340761e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3645.7032558278966
2020-02-05T13:08:02	3739.3163523674034	4.362078859132165e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3647.4018263435464
2020-02-05T13:08:02	3741.0577268600487	4.471591748882673e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3649.100396859197
2020-02-05T13:08:02	3742.7991013526935	4.266929265886926e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3650.7989673748475
2020-02-05T13:08:02	3744.540475845339	4.1310921803225295e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3652.497537890499
2020-02-05T13:08:02	3746.281850337984	4.0107505037369673e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3654.1961084061495
2020-02-05T13:08:02	3748.0232248306297	3.9702234182821967e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3655.8946789218007
2020-02-05T13:08:02	3749.7645993232745	4.0794154943039327e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3657.593249437451
2020-02-05T13:08:02	3751.50597381592	4.069642586977191e-16	0.025235	FTN FLOYDS-N Global SN Project	utc	angstroms	uncalibrated	1.7872453703703703	days	NaN	3659.291819953102
