instrument	band	date	mag	mag_limit	dmag	date_unit	mag_unit	time_unit	time	dtime	reference
LCO	U	58882.083	17.4571	0	0.0938	MJD	Vega	days	-0.677	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	B	58882.086	16.9636	0	0.0274	MJD	Vega	days	-0.674	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	V	58882.088	15.7589	0	0.0191	MJD	Vega	days	-0.672	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	r	58882.091	15.4541	0	0.03	MJD	AB	days	-0.669	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	i	58882.093	15.4206	0	0.0225	MJD	AB	days	-0.667	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	U	58883.004	17.5536	0	0.0127	MJD	Vega	days	0.244	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	B	58883.007	17.1645	0	0.0423	MJD	Vega	days	0.2469999999999999	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	V	58883.009	15.8978	0	0.0136	MJD	Vega	days	0.2489999999999999	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	U	58883.112	17.7544	0	0.0962	MJD	Vega	days	0.352	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	B	58883.115	17.2333	0	0.0226	MJD	Vega	days	0.355	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	V	58883.117	16.1542	0	0.0124	MJD	Vega	days	0.357	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	g	58883.119	16.3074	0	0.0156	MJD	AB	days	0.359	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	r	58883.12	15.4553	0	0.0217	MJD	AB	days	0.36	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	i	58883.122	15.3892	0	0.0142	MJD	AB	days	0.362	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	U	58883.987	17.388	0	0.0886	MJD	Vega	days	1.227	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	B	58883.99	16.9737	0	0.0712	MJD	Vega	days	1.23	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	V	58883.993	16.0083	0	0.0221	MJD	Vega	days	1.233	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	i	58884.0	15.5584	0	0.0314	MJD	AB	days	1.24	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	U	58887.365	17.7717	0	0.1068	MJD	Vega	days	4.605	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	B	58887.368	17.2663	0	0.0468	MJD	Vega	days	4.608	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	V	58887.371	16.2251	0	0.0375	MJD	Vega	days	4.611	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	g	58887.374	16.6181	0	0.0154	MJD	AB	days	4.614	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	r	58887.376	15.8372	0	0.015	MJD	AB	days	4.616	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	i	58887.379	15.7809	0	0.0341	MJD	AB	days	4.619	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	g	58889.226	16.6703	0	0.0195	MJD	AB	days	6.466	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	r	58889.23	15.8808	0	0.0103	MJD	AB	days	6.47	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	i	58889.233	15.7852	0	0.0165	MJD	AB	days	6.473	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	U	58893.078	17.8013	0	0.1046	MJD	Vega	days	10.318	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	B	58893.083	17.5741	0	0.0278	MJD	Vega	days	10.323	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	V	58893.086	16.4563	0	0.0301	MJD	Vega	days	10.326	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	g	58893.089	16.6416	0	0.0261	MJD	AB	days	10.329	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	r	58893.093	15.9546	0	0.0153	MJD	AB	days	10.333	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	i	58893.096	15.8804	0	0.0252	MJD	AB	days	10.336	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	U	58897.693	17.8932	0	0.1563	MJD	Vega	days	14.933	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	B	58897.697	17.5939	0	0.0341	MJD	Vega	days	14.937	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	V	58897.7	16.5606	0	0.0546	MJD	Vega	days	14.94	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	U	58901.375	18.0192	0	0.0187	MJD	Vega	days	18.615	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	g	58901.387	16.9802	0	0.0173	MJD	AB	days	18.627	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	r	58901.39	16.6045	0	0.1347	MJD	AB	days	18.63	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	i	58901.393	16.4566	0	0.0167	MJD	AB	days	18.633	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	U	58903.928	17.9126	0	0.1375	MJD	Vega	days	21.168	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	B	58903.935	17.6419	0	0.0269	MJD	Vega	days	21.175	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	V	58903.938	16.6628	0	0.0532	MJD	Vega	days	21.178	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	U	58910.221	18.2454	0	0.0794	MJD	Vega	days	27.461	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	B	58910.23	17.7196	0	0.0109	MJD	Vega	days	27.47	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	V	58910.233	16.9582	0	0.0348	MJD	Vega	days	27.473	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	g	58910.236	17.1218	0	0.0258	MJD	AB	days	27.476	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	r	58910.239	16.7717	0	0.0191	MJD	AB	days	27.479	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	i	58910.242	16.7208	0	0.0536	MJD	AB	days	27.482	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	B	58916.326	17.9879	0	0.0809	MJD	Vega	days	33.566	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	V	58916.329	16.9846	0	0.0539	MJD	Vega	days	33.569	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	g	58916.333	17.1909	0	0.0464	MJD	AB	days	33.573	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	r	58916.335	17.1369	0	0.1021	MJD	AB	days	33.575	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	U	58921.67	18.4098	0	0.0552	MJD	Vega	days	38.91	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	B	58921.677	17.9089	0	0.035	MJD	Vega	days	38.917	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	V	58921.68	17.1469	0	0.0242	MJD	Vega	days	38.92	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	g	58921.683	17.2326	0	0.0323	MJD	AB	days	38.923	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	U	58928.036	18.5493	0	0.0287	MJD	Vega	days	45.276	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	B	58928.042	18.1952	0	0.0444	MJD	Vega	days	45.282	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	V	58928.046	17.4641	0	0.0132	MJD	Vega	days	45.286	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	g	58928.048	17.5478	0	0.0336	MJD	AB	days	45.288	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	r	58928.052	17.2406	0	0.0213	MJD	AB	days	45.292	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	i	58928.055	17.1496	0	0.0719	MJD	AB	days	45.295	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	B	58949.643	18.4718	0	0.0819	MJD	Vega	days	66.883	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	V	58960.387	18.3234	0	0.0795	MJD	Vega	days	77.627	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	g	58960.388	18.4437	0	0.0643	MJD	AB	days	77.628	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	r	58960.39	18.254	0	0.0841	MJD	AB	days	77.63	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
LCO	i	58960.391	17.8462	0	0.0731	MJD	AB	days	77.631	NaN	https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
UVOT	V	58884.0	17.18	0	0.22	MJD	unspecified	days	1.24	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	V	58885.6	17.12	0	0.22	MJD	unspecified	days	2.84	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	V	58886.5	17.47	0	0.26	MJD	unspecified	days	3.74	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	V	58887.3	17.24	0	0.25	MJD	unspecified	days	4.54	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	V	58888.9	17.13	0	0.22	MJD	unspecified	days	6.14	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	V	58891.6	16.59	0	0.14	MJD	unspecified	days	8.84	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	V	58893.5	16.4	0	0.14	MJD	unspecified	days	10.74	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	V	58895.0	16.25	0	0.17	MJD	unspecified	days	12.24	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	B	58884.0	17.22	0	0.15	MJD	unspecified	days	1.24	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	B	58885.6	17.45	0	0.17	MJD	unspecified	days	2.84	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	B	58886.5	17.63	0	0.18	MJD	unspecified	days	3.74	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	B	58887.3	17.48	0	0.18	MJD	unspecified	days	4.54	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	B	58888.9	17.02	0	0.14	MJD	unspecified	days	6.14	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	B	58891.6	16.93	0	0.12	MJD	unspecified	days	8.84	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	B	58893.5	17.01	0	0.13	MJD	unspecified	days	10.74	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	B	58895.0	17.34	0	0.17	MJD	unspecified	days	12.24	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	U	58884.0	17.12	0	0.14	MJD	unspecified	days	1.24	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	U	58885.6	18.27	0	0.21	MJD	unspecified	days	2.84	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	U	58886.5	18.18	0	0.2	MJD	unspecified	days	3.74	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	U	58887.3	17.96	0	0.19	MJD	unspecified	days	4.54	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	U	58888.9	18.19	0	0.2	MJD	unspecified	days	6.14	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	U	58891.6	18.03	0	0.15	MJD	unspecified	days	8.84	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	U	58893.5	18.2	0	0.17	MJD	unspecified	days	10.74	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	U	58895.0	18.22	0	0.21	MJD	unspecified	days	12.24	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	W1	58884.0	17.32	0	0.13	MJD	unspecified	days	1.24	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	W1	58885.6	19.08	0	0.24	MJD	unspecified	days	2.84	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	W1	58886.5	18.96	0	0.22	MJD	unspecified	days	3.74	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	W1	58887.3	19.25	0	0.26	MJD	unspecified	days	4.54	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	W1	58888.9	18.92	0	0.22	MJD	unspecified	days	6.14	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	W1	58891.6	19.25	0	0.19	MJD	unspecified	days	8.84	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	W1	58893.5	19.3	0	0.21	MJD	unspecified	days	10.74	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	W1	58895.0	19.34	0	0.28	MJD	unspecified	days	12.24	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	M2	58884.0	17.47	0	0.12	MJD	unspecified	days	1.24	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	M2	58885.6	19.8	0	0.25	MJD	unspecified	days	2.84	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	M2	58886.5	19.92	0	0.26	MJD	unspecified	days	3.74	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	M2	58887.3	19.86	0	0.27	MJD	unspecified	days	4.54	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	M2	58888.9	19.62	0	0.22	MJD	unspecified	days	6.14	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	M2	58891.6	20.17	0	0.22	MJD	unspecified	days	8.84	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	M2	58893.5	19.93	0	0.21	MJD	unspecified	days	10.74	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	M2	58895.0	19.71	0	0.26	MJD	unspecified	days	12.24	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	W2	58884.0	17.83	0	0.14	MJD	unspecified	days	1.24	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	W2	58885.6	19.64	0	0.26	MJD	unspecified	days	2.84	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	W2	58886.5	19.43	0	0.24	MJD	unspecified	days	3.74	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	W2	58887.3	19.82	0	0.29	MJD	unspecified	days	4.54	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	W2	58888.9	19.75	0	0.26	MJD	unspecified	days	6.14	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	W2	58891.6	19.73	0	0.21	MJD	unspecified	days	8.84	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	W2	58893.5	19.65	0	0.21	MJD	unspecified	days	10.74	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
UVOT	W2	58895.0	20.39	0	0.37	MJD	unspecified	days	12.24	NaN	https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
