time	obs_wavelength	flux	instrument	time_unit	wavelength_unit	flux_unit	redshift
2.5	4233.447	2.708110e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4236.485	2.961530e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4239.523	2.736850e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4242.561	3.156950e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4245.598	2.942240e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4248.636	2.730710e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4251.674	3.043200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4254.712	2.832970e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4257.750	3.150000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4260.788	3.024070e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4263.826	3.039950e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4266.864	3.259500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4269.902	3.136370e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4272.940	3.162900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4275.977	3.152100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4279.015	2.995880e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4282.053	3.116690e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4285.091	3.165370e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4288.129	3.132310e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4291.167	3.107550e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4294.205	3.178610e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4297.243	3.275700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4300.281	3.053650e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4303.319	3.175500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4306.356	3.292320e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4309.394	3.148660e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4312.432	3.362150e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4315.470	3.375890e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4318.508	3.202720e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4321.546	3.320840e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4324.584	3.227860e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4327.622	3.226180e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4330.660	3.179750e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4333.698	3.114230e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4336.735	3.173080e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4339.773	3.334620e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4342.811	3.504670e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4345.849	3.247000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4348.887	3.212700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4351.925	3.276790e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4354.963	3.194710e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4358.001	3.459000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4361.039	3.247630e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4364.077	3.252600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4367.114	3.257950e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4370.152	3.346010e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4373.190	3.375010e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4376.228	3.455180e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4379.266	3.491330e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4382.304	3.305940e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4385.342	3.453700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4388.380	3.460630e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4391.418	3.456780e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4394.456	3.564320e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4397.493	3.740430e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4400.531	3.560090e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4403.569	3.462980e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4406.607	3.631570e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4409.645	3.757420e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4412.683	3.766560e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4415.721	3.639660e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4418.759	3.668560e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4421.797	3.674430e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4424.835	3.810420e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4427.872	3.998190e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4430.910	3.624300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4433.948	3.651760e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4436.986	3.808070e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4440.024	3.716380e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4443.062	3.949080e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4446.100	4.035270e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4449.138	4.029060e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4452.176	4.127300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4455.214	4.145850e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4458.251	3.941010e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4461.289	3.889550e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4464.327	3.972630e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4467.365	3.830130e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4470.403	3.700340e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4473.441	3.860570e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4476.479	4.075590e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4479.517	3.906860e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4482.555	4.157720e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4485.593	3.838530e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4488.630	4.018440e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4491.668	3.933370e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4494.706	3.864460e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4497.744	3.997340e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4500.782	4.046860e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4503.820	3.983890e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4506.858	4.016290e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4509.896	4.158280e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4512.934	3.955360e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4515.972	4.034670e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4519.009	4.320110e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4522.047	4.076540e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4525.085	3.984030e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4528.123	4.071720e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4531.161	3.847920e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4534.199	3.787990e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4537.237	4.060920e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4540.275	4.094630e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4543.313	3.988890e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4546.351	4.085540e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4549.388	4.113020e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4552.426	3.940410e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4555.464	3.921840e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4558.502	3.987160e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4561.540	4.013110e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4564.578	4.026320e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4567.616	3.873440e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4570.654	3.810650e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4573.692	4.058140e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4576.730	3.965790e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4579.767	3.698840e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4582.805	3.947650e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4585.843	3.928770e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4588.881	3.950030e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4591.919	3.912990e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4594.957	4.037200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4597.995	3.939240e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4601.033	3.712610e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4604.071	3.860130e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4607.109	3.847890e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4610.146	3.829600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4613.184	4.018870e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4616.222	3.922920e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4619.260	3.900640e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4622.298	3.978930e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4625.336	3.877020e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4628.374	3.924300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4631.412	3.782410e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4634.450	3.671820e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4637.488	3.801780e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4640.525	3.994970e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4643.563	3.947580e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4646.601	3.944150e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4649.639	3.941360e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4652.677	3.902070e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4655.715	3.996490e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4658.753	3.860760e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4661.791	3.922940e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4664.829	4.035330e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4667.867	3.919520e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4670.904	3.860610e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4673.942	4.075480e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4676.980	3.880110e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4680.018	3.933570e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4683.056	3.842260e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4686.094	3.762610e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4689.132	3.722120e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4692.170	3.627430e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4695.208	3.890070e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4698.246	4.082250e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4701.283	3.875710e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4704.321	3.680140e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4707.359	3.747320e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4710.397	3.828660e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4713.435	3.857410e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4716.473	3.672190e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4719.511	3.626020e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4722.549	3.692830e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4725.587	3.700380e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4728.625	3.625800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4731.662	3.728530e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4734.700	3.729120e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4737.738	3.713310e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4740.776	3.697450e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4743.814	3.944290e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4746.852	3.627880e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4749.890	3.528880e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4752.928	3.747810e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4755.966	3.643870e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4759.004	3.673250e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4762.042	3.644150e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4765.079	3.556080e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4768.117	3.681950e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4771.155	3.489850e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4774.193	3.493150e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4777.231	3.526890e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4780.269	3.628800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4783.307	3.399830e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4786.345	3.476170e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4789.383	3.461170e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4792.421	3.670830e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4795.458	3.658060e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4798.496	3.504500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4801.534	3.644820e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4804.572	3.692730e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4807.610	3.570840e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4810.648	3.673660e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4813.686	3.616420e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4816.724	3.445120e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4819.762	3.559660e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4822.800	3.880850e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4825.837	3.702550e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4828.875	3.542470e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4831.913	3.548020e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4834.951	3.649080e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4837.989	3.694540e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4841.027	3.571770e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4844.065	3.563210e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4847.103	3.697050e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4850.141	3.605490e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4853.179	3.558260e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4856.216	3.566820e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4859.254	3.740990e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4862.292	3.540170e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4865.330	3.497310e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4868.368	3.615530e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4871.406	3.704480e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4874.444	3.684800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4877.482	3.448810e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4880.520	3.576500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4883.558	3.517860e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4886.595	3.559340e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4889.633	3.589280e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4892.671	3.586190e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4895.709	3.432400e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4898.747	3.487530e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4901.785	3.672240e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4904.823	3.557220e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4907.861	3.495910e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4910.899	3.749120e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4913.937	3.643720e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4916.974	3.708470e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4920.012	3.615710e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4923.050	3.630700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4926.088	3.626980e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4929.126	3.669810e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4932.164	3.627040e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4935.202	3.562360e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4938.240	3.702570e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4941.278	3.761770e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4944.316	3.704650e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4947.353	3.650760e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4950.391	3.708500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4953.429	3.537100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4956.467	3.604530e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4959.505	3.729520e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4962.543	3.689400e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4965.581	3.711520e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4968.619	3.826120e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4971.657	3.945140e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4974.695	3.950630e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4977.732	3.981560e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4980.770	4.262520e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4983.808	4.166110e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4986.846	4.062930e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4989.884	4.171000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4992.922	3.907000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4995.960	3.652540e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	4998.998	3.894290e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5002.036	3.885230e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5005.074	3.813480e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5008.111	3.818050e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5011.149	4.012960e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5014.187	3.912910e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5017.225	3.757180e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5020.263	3.884590e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5023.301	4.008620e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5026.339	3.894670e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5029.377	3.890810e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5032.415	4.097900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5035.453	3.936160e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5038.490	3.982180e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5041.528	4.002750e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5044.566	4.024800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5047.604	4.177440e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5050.642	4.287000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5053.680	4.270690e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5056.718	4.148950e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5059.756	4.152680e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5062.794	4.141740e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5065.832	4.088900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5068.869	4.227080e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5071.907	4.321870e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5074.945	4.685880e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5077.983	4.659690e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5081.021	4.792670e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5084.059	4.972110e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5087.097	4.908080e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5090.135	4.652300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
2.5	5093.173	4.411720e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
