time	obs_wavelength	flux	instrument	time_unit	wavelength_unit	flux_unit	redshift
8.8	4631.186	7.517500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4632.721	7.720700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4634.256	7.653800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4635.792	7.538200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4637.327	7.895200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4638.863	7.681500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4640.398	7.448100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4641.934	7.343300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4643.469	7.277200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4645.004	7.280400e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4646.540	7.786100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4648.075	7.760600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4649.610	7.512000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4651.146	7.550700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4652.681	7.632000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4654.217	7.234000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4655.752	7.296200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4657.288	7.534800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4658.823	7.534900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4660.358	7.695500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4661.894	7.649800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4663.429	7.695800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4664.964	7.506600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4666.500	7.059600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4668.035	7.302100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4669.570	7.205500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4671.106	7.321100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4672.641	7.045200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4674.177	7.302900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4675.712	7.116200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4677.248	7.147400e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4678.783	7.189800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4680.318	7.227000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4681.854	7.260800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4683.389	7.481300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4684.924	7.142600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4686.460	7.190500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4687.995	7.024400e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4689.531	7.237000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4691.066	7.421000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4692.602	7.298100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4694.137	7.115900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4695.672	7.102100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4697.208	6.932300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4698.743	7.098200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4700.278	6.720200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4701.814	7.067800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4703.349	7.077700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4704.885	6.861900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4706.420	7.034400e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4707.956	7.086300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4709.491	6.775700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4711.026	6.940800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4712.562	6.989500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4714.097	7.246500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4715.632	7.010800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4717.167	6.837100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4718.703	6.986200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4720.238	6.701800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4721.774	7.243900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4723.309	7.004900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4724.845	6.613700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4726.380	6.928700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4727.916	6.595500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4729.451	6.801500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4730.986	7.073800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4732.521	6.804400e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4734.057	6.970700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4735.592	7.082300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4737.128	7.109400e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4738.663	7.089400e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4740.199	6.724500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4741.734	6.577900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4743.270	6.954900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4744.805	7.184100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4746.340	6.882100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4747.875	6.951100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4749.411	6.703100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4750.946	7.045200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4752.482	7.072900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4754.017	6.722500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4755.553	7.075200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4757.088	6.807100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4758.624	6.914300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4760.159	6.874700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4761.694	6.778500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4763.229	6.784400e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4764.765	6.814900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4766.300	6.828900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4767.835	6.730300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4769.371	6.963000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4770.906	6.594000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4772.442	6.388800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4773.977	6.745400e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4775.513	7.131700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4777.048	6.946600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4778.583	6.783900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4780.119	6.814200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4781.654	6.753000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4783.189	6.636400e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4784.725	6.420000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4786.260	6.604800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4787.796	7.011600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4789.331	6.711500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4790.867	6.590900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4792.402	6.689800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4793.938	6.772500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4795.473	6.777600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4797.008	6.777000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4798.543	6.579100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4800.079	6.460300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4801.614	6.481700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4803.150	6.608200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4804.685	6.560800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4806.221	6.272900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4807.756	6.329700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4809.292	6.424500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4810.827	6.659700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4812.362	6.812600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4813.897	6.546300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4815.433	6.474100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4816.968	6.312300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4818.503	6.499600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4820.039	6.531800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4821.574	6.617200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4823.110	6.831300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4824.645	6.718100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4826.181	6.702300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4827.716	6.681000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4829.251	6.486500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4830.787	6.395100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4832.322	6.489600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4833.857	6.204300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4835.393	6.483200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4836.928	6.366000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4838.464	6.289900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4839.999	6.421800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4841.535	6.188700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4843.070	6.377700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4844.605	6.241500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4846.141	6.391500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4847.676	6.197200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4849.211	6.413500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4850.747	6.751000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4852.282	6.730400e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4853.818	6.453300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4855.353	6.042500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4856.889	6.479200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4858.424	6.529300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4859.959	6.155700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4861.495	6.168100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4863.030	6.108700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4864.565	6.036700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4866.101	6.292000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4867.636	6.229600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4869.171	6.249300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4870.707	6.091300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4872.242	6.140500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4873.778	6.154300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4875.313	5.918200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4876.849	6.096600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4878.384	6.411800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4879.919	6.360500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4881.455	6.340200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4882.990	6.440900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4884.525	6.512700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4886.061	6.632600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4887.596	6.714300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4889.132	6.667200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4890.667	6.632300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4892.203	6.766700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4893.738	6.829800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4895.273	6.774000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4896.809	6.648400e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4898.344	6.690700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4899.879	6.785900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4901.415	6.967300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4902.950	6.691500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4904.486	6.588100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4906.021	6.499900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4907.557	6.896000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4909.092	6.939800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4910.627	6.739400e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4912.163	6.414600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4913.698	6.707800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4915.233	6.723000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4916.769	6.709900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4918.304	6.834300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4919.839	6.911900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4921.375	6.741600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4922.910	6.839700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4924.446	6.757400e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4925.981	6.763000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4927.517	6.926900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4929.052	6.863500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4930.587	6.798200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4932.123	6.757100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4933.658	6.709900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4935.193	6.756500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4936.729	6.627300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4938.264	6.766900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4939.800	6.776400e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4941.335	6.607000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4942.871	7.006700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4944.406	7.175800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4945.941	6.943300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4947.477	7.219600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4949.012	6.948000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4950.547	6.766000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4952.083	6.798600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4953.618	6.940500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4955.154	7.025300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4956.689	6.611800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4958.225	6.854400e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4959.760	6.930200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4961.295	6.532100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4962.831	7.068000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4964.366	7.141400e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4965.901	7.058500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4967.437	7.000200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4968.972	6.859600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4970.507	7.084800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4972.043	7.114900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4973.578	6.865200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4975.114	6.822200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4976.649	7.111800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4978.185	7.004800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4979.720	7.073500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4981.255	7.441700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4982.791	8.115000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4984.326	9.483100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4985.861	8.761600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4987.397	7.358800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4988.932	7.285000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4990.468	7.079600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4992.003	7.128200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4993.539	7.292200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4995.074	7.050200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4996.609	7.003900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4998.145	7.065300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	4999.680	7.011200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5001.215	7.498000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5002.751	7.404800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5004.286	7.106100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5005.822	7.203200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5007.357	7.369300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5008.893	7.668300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5010.428	7.464200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5011.963	7.584100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5013.499	7.422200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5015.034	7.343800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5016.569	7.479900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5018.104	7.106100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5019.640	7.585700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5021.175	7.656700e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5022.711	7.312400e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5024.246	7.554600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5025.782	7.553300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5027.317	7.579500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5028.853	7.782500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5030.388	7.801800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5031.923	7.663200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5033.458	7.777200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5034.994	7.439500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5036.529	7.633300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5038.065	7.538000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5039.600	7.365400e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5041.136	7.703900e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5042.671	7.963500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5044.207	7.737800e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5045.742	7.713600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5047.277	7.555000e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5048.812	7.590400e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5050.348	7.881200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5051.883	8.188300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5053.419	8.117200e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5054.954	7.661600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5056.490	8.029400e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5058.025	7.912600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5059.561	7.664100e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5061.096	7.555300e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5062.631	7.880600e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5064.167	8.039400e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
8.8	5065.702	7.923500e-16	LT/SPRAT	days	angstroms	erg/s/cm2/A	0.025235
