GRB/SN,Filename,Status,Reference
SN2020bvc,SN2020bvc_Optical_1.txt,"Early, Late, Optical",https://ui.adsabs.harvard.edu/abs/2021ApJ...908..232R/abstract
SN2020bvc,SN2020bvc_Optical_2.txt,"Early, Late, Optical",https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract
SN2020bvc,SN2020bvc_Radio.txt,"Early, Late, Radio",https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract
SN2020bvc,SN2020bvc_Spectra.txt,"Early, Late, Optical, Spectra",https://ui.adsabs.harvard.edu/abs/2020ApJ...902...86H/abstract
SN2020bvc,SN2020bvc_Optical_UV.txt,"Early, Optical, UV",https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
SN2020bvc,SN2020bvc_Optical_3.txt,"Early, Late, Optical",https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
SN2020bvc,SN2020bvc_Xray.txt,"Early, Xray",https://ui.adsabs.harvard.edu/abs/2020A%26A...639L..11I/abstract
SN2020bvc,SN2020bvc_Spectra1.txt,Spectra,https://www.wis-tns.org/object/2020bvc
SN2020bvc,SN2020bvc_Spectra2.txt,Spectra,https://www.wis-tns.org/object/2020bvc
SN2020bvc,OpenSNPhotometry.csv,Optical,https://api.astrocats.space/SN2020bvc/photometry/time+magnitude+e_magnitude+band+ra+dec+source?format=csv
