date	obs_wavelength	flux	redshift	instrument	date_unit	wavelength_unit	flux_unit	time	time_unit	time_frame	dtime	rest_wavelength	reference
2017-11-01.25	10734.6	3.962632e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	8071.127819548872	https://www.wis-tns.org/object/2017htp
2017-11-01.25	10794.62	3.817958e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	8116.255639097744	https://www.wis-tns.org/object/2017htp
2017-11-01.25	10854.63	4.457398e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	8161.375939849623	https://www.wis-tns.org/object/2017htp
2017-11-01.25	10914.65	5.262614e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	8206.503759398496	https://www.wis-tns.org/object/2017htp
2017-11-01.25	10974.67	2.593736e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	8251.631578947368	https://www.wis-tns.org/object/2017htp
2017-11-01.25	11034.69	4.139364e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	8296.75939849624	https://www.wis-tns.org/object/2017htp
2017-11-01.25	11094.71	2.367084e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	8341.88721804511	https://www.wis-tns.org/object/2017htp
2017-11-01.25	11154.73	5.458158e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	8387.015037593985	https://www.wis-tns.org/object/2017htp
2017-11-01.25	11214.74	4.120328e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	8432.135338345865	https://www.wis-tns.org/object/2017htp
2017-11-01.25	11274.76	3.482096e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	8477.263157894737	https://www.wis-tns.org/object/2017htp
2017-11-01.25	11334.78	3.398398e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	8522.390977443609	https://www.wis-tns.org/object/2017htp
2017-11-01.25	11394.8	5.470976e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	8567.518796992481	https://www.wis-tns.org/object/2017htp
2017-11-01.25	11454.82	2.413356e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	8612.646616541353	https://www.wis-tns.org/object/2017htp
2017-11-01.25	11514.84	1.640200e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	8657.774436090225	https://www.wis-tns.org/object/2017htp
2017-11-01.25	11574.85	3.290167e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	8702.894736842105	https://www.wis-tns.org/object/2017htp
2017-11-01.25	11634.87	4.811528e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	8748.022556390977	https://www.wis-tns.org/object/2017htp
2017-11-01.25	11694.89	5.241300e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	8793.15037593985	https://www.wis-tns.org/object/2017htp
2017-11-01.25	11754.91	5.080900e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	8838.278195488721	https://www.wis-tns.org/object/2017htp
2017-11-01.25	11814.93	4.610924e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	8883.406015037594	https://www.wis-tns.org/object/2017htp
2017-11-01.25	11874.95	5.722904e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	8928.533834586466	https://www.wis-tns.org/object/2017htp
2017-11-01.25	11934.96	3.608668e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	8973.654135338345	https://www.wis-tns.org/object/2017htp
2017-11-01.25	11994.98	3.363948e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	9018.781954887218	https://www.wis-tns.org/object/2017htp
2017-11-01.25	12055.0	6.314106e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	9063.90977443609	https://www.wis-tns.org/object/2017htp
2017-11-01.25	12115.02	4.267068e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	9109.037593984962	https://www.wis-tns.org/object/2017htp
2017-11-01.25	12175.04	3.912260e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	9154.165413533834	https://www.wis-tns.org/object/2017htp
2017-11-01.25	12235.06	4.398088e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	9199.293233082706	https://www.wis-tns.org/object/2017htp
2017-11-01.25	12295.07	3.953972e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	9244.413533834586	https://www.wis-tns.org/object/2017htp
2017-11-01.25	12355.09	4.708290e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	9289.541353383458	https://www.wis-tns.org/object/2017htp
2017-11-01.25	12415.11	5.117676e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	9334.66917293233	https://www.wis-tns.org/object/2017htp
2017-11-01.25	12475.13	6.483360e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	9379.796992481202	https://www.wis-tns.org/object/2017htp
2017-11-01.25	12535.15	5.879172e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	9424.924812030074	https://www.wis-tns.org/object/2017htp
2017-11-01.25	12595.16	5.693090e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	9470.045112781954	https://www.wis-tns.org/object/2017htp
2017-11-01.25	12655.18	1.636321e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	9515.172932330826	https://www.wis-tns.org/object/2017htp
2017-11-01.25	12715.2	3.150885e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	9560.3007518797	https://www.wis-tns.org/object/2017htp
2017-11-01.25	12775.22	1.610643e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	9605.42857142857	https://www.wis-tns.org/object/2017htp
2017-11-01.25	12835.24	2.636647e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	9650.556390977445	https://www.wis-tns.org/object/2017htp
2017-11-01.25	12895.26	2.180991e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	9695.684210526317	https://www.wis-tns.org/object/2017htp
2017-11-01.25	12955.27	5.929912e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	9740.804511278197	https://www.wis-tns.org/object/2017htp
2017-11-01.25	13015.29	4.632514e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	9785.932330827069	https://www.wis-tns.org/object/2017htp
2017-11-01.25	13075.31	5.643084e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	9831.06015037594	https://www.wis-tns.org/object/2017htp
2017-11-01.25	13135.33	4.133783e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	9876.187969924811	https://www.wis-tns.org/object/2017htp
2017-11-01.25	13195.35	1.895385e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	9921.315789473683	https://www.wis-tns.org/object/2017htp
2017-11-01.25	13255.37	3.386373e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	9966.443609022555	https://www.wis-tns.org/object/2017htp
2017-11-01.25	13315.38	8.982009e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	10011.563909774435	https://www.wis-tns.org/object/2017htp
2017-11-01.25	13375.4	1.790051e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	10056.691729323307	https://www.wis-tns.org/object/2017htp
2017-11-01.25	13435.42	1.936926e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	10101.81954887218	https://www.wis-tns.org/object/2017htp
2017-11-01.25	13495.44	1.744865e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	10146.947368421052	https://www.wis-tns.org/object/2017htp
2017-11-01.25	13555.46	-1.964894e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	10192.075187969924	https://www.wis-tns.org/object/2017htp
2017-11-01.25	13615.48	1.699911e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	10237.203007518796	https://www.wis-tns.org/object/2017htp
2017-11-01.25	13675.49	2.061534e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	10282.323308270676	https://www.wis-tns.org/object/2017htp
2017-11-01.25	13735.51	1.845072e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	10327.451127819548	https://www.wis-tns.org/object/2017htp
2017-11-01.25	13795.53	1.285329e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	10372.578947368422	https://www.wis-tns.org/object/2017htp
2017-11-01.25	13855.55	-1.082300e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	10417.706766917292	https://www.wis-tns.org/object/2017htp
2017-11-01.25	13915.57	1.018039e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	10462.834586466164	https://www.wis-tns.org/object/2017htp
2017-11-01.25	13975.59	1.168176e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	10507.962406015036	https://www.wis-tns.org/object/2017htp
2017-11-01.25	14035.6	1.948266e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	10553.082706766918	https://www.wis-tns.org/object/2017htp
2017-11-01.25	14095.62	1.592543e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	10598.21052631579	https://www.wis-tns.org/object/2017htp
2017-11-01.25	14155.64	1.208026e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	10643.33834586466	https://www.wis-tns.org/object/2017htp
2017-11-01.25	14215.66	2.442088e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	10688.466165413533	https://www.wis-tns.org/object/2017htp
2017-11-01.25	14275.68	1.706214e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	10733.593984962406	https://www.wis-tns.org/object/2017htp
2017-11-01.25	14335.7	7.417850e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	10778.72180451128	https://www.wis-tns.org/object/2017htp
2017-11-01.25	14395.71	2.022414e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	10823.842105263157	https://www.wis-tns.org/object/2017htp
2017-11-01.25	14455.73	3.537516e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	10868.969924812029	https://www.wis-tns.org/object/2017htp
2017-11-01.25	14515.75	3.238102e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	10914.0977443609	https://www.wis-tns.org/object/2017htp
2017-11-01.25	14575.77	3.204660e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	10959.225563909777	https://www.wis-tns.org/object/2017htp
2017-11-01.25	14635.79	1.894429e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	11004.353383458649	https://www.wis-tns.org/object/2017htp
2017-11-01.25	14695.81	2.827689e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	11049.481203007515	https://www.wis-tns.org/object/2017htp
2017-11-01.25	14755.82	3.283323e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	11094.601503759395	https://www.wis-tns.org/object/2017htp
2017-11-01.25	14815.84	3.547999e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	11139.729323308273	https://www.wis-tns.org/object/2017htp
2017-11-01.25	14875.86	2.061064e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	11184.857142857143	https://www.wis-tns.org/object/2017htp
2017-11-01.25	14935.88	2.155332e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	11229.984962406012	https://www.wis-tns.org/object/2017htp
2017-11-01.25	14995.9	1.258041e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	11275.112781954886	https://www.wis-tns.org/object/2017htp
2017-11-01.25	15055.92	1.415960e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	11320.24060150376	https://www.wis-tns.org/object/2017htp
2017-11-01.25	15115.93	3.047547e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	11365.36090225564	https://www.wis-tns.org/object/2017htp
2017-11-01.25	15175.95	3.412168e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	11410.488721804511	https://www.wis-tns.org/object/2017htp
2017-11-01.25	15235.97	3.081251e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	11455.616541353382	https://www.wis-tns.org/object/2017htp
2017-11-01.25	15295.99	3.881567e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	11500.744360902256	https://www.wis-tns.org/object/2017htp
2017-11-01.25	15356.01	2.505133e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	11545.872180451128	https://www.wis-tns.org/object/2017htp
2017-11-01.25	15416.03	2.245303e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	11591.0	https://www.wis-tns.org/object/2017htp
2017-11-01.25	15476.04	3.497538e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	11636.12030075188	https://www.wis-tns.org/object/2017htp
2017-11-01.25	15536.06	2.562388e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	11681.24812030075	https://www.wis-tns.org/object/2017htp
2017-11-01.25	15596.08	3.209512e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	11726.375939849624	https://www.wis-tns.org/object/2017htp
2017-11-01.25	15656.1	3.497538e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	11771.503759398496	https://www.wis-tns.org/object/2017htp
2017-11-01.25	15716.12	2.460828e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	11816.631578947368	https://www.wis-tns.org/object/2017htp
2017-11-01.25	15776.14	2.988993e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	11861.75939849624	https://www.wis-tns.org/object/2017htp
2017-11-01.25	15836.15	2.161737e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	11906.87969924812	https://www.wis-tns.org/object/2017htp
2017-11-01.25	15896.17	1.408836e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	11952.007518796992	https://www.wis-tns.org/object/2017htp
2017-11-01.25	15956.19	2.692283e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	11997.135338345865	https://www.wis-tns.org/object/2017htp
2017-11-01.25	16016.21	1.835069e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	12042.263157894737	https://www.wis-tns.org/object/2017htp
2017-11-01.25	16076.23	1.531564e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	12087.390977443609	https://www.wis-tns.org/object/2017htp
2017-11-01.25	16136.25	2.003220e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	12132.51879699248	https://www.wis-tns.org/object/2017htp
2017-11-01.25	16196.26	2.911741e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	12177.63909774436	https://www.wis-tns.org/object/2017htp
2017-11-01.25	16256.28	1.742882e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	12222.766917293233	https://www.wis-tns.org/object/2017htp
2017-11-01.25	16316.3	2.779458e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	12267.894736842103	https://www.wis-tns.org/object/2017htp
2017-11-01.25	16376.32	2.004592e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	12313.022556390975	https://www.wis-tns.org/object/2017htp
2017-11-01.25	16436.34	1.249750e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	12358.15037593985	https://www.wis-tns.org/object/2017htp
2017-11-01.25	16496.35	1.569649e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	12403.270676691727	https://www.wis-tns.org/object/2017htp
2017-11-01.25	16556.37	1.517607e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	12448.3984962406	https://www.wis-tns.org/object/2017htp
2017-11-01.25	16616.39	1.779264e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	12493.526315789471	https://www.wis-tns.org/object/2017htp
2017-11-01.25	16676.41	2.000135e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	12538.654135338344	https://www.wis-tns.org/object/2017htp
2017-11-01.25	16736.43	1.221599e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	12583.781954887218	https://www.wis-tns.org/object/2017htp
2017-11-01.25	16796.45	1.406529e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	12628.90977443609	https://www.wis-tns.org/object/2017htp
2017-11-01.25	16856.47	2.393151e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	12674.037593984962	https://www.wis-tns.org/object/2017htp
2017-11-01.25	16916.48	1.979718e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	12719.157894736842	https://www.wis-tns.org/object/2017htp
2017-11-01.25	16976.5	1.539139e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	12764.285714285714	https://www.wis-tns.org/object/2017htp
2017-11-01.25	17036.52	2.367004e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	12809.413533834586	https://www.wis-tns.org/object/2017htp
2017-11-01.25	17096.54	4.653989e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	12854.541353383458	https://www.wis-tns.org/object/2017htp
2017-11-01.25	17156.56	8.297609e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	12899.669172932332	https://www.wis-tns.org/object/2017htp
2017-11-01.25	17216.58	1.654341e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	12944.796992481204	https://www.wis-tns.org/object/2017htp
2017-11-01.25	17276.59	6.453359e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	12989.917293233082	https://www.wis-tns.org/object/2017htp
2017-11-01.25	17336.61	6.709799e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	13035.045112781954	https://www.wis-tns.org/object/2017htp
2017-11-01.25	17396.63	8.049969e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	13080.172932330826	https://www.wis-tns.org/object/2017htp
2017-11-01.25	17456.65	9.617709e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	13125.3007518797	https://www.wis-tns.org/object/2017htp
2017-11-01.25	17516.67	6.765989e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	13170.428571428569	https://www.wis-tns.org/object/2017htp
2017-11-01.25	17576.69	4.884909e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	13215.556390977445	https://www.wis-tns.org/object/2017htp
2017-11-01.25	17636.7	1.830525e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	13260.676691729324	https://www.wis-tns.org/object/2017htp
2017-11-01.25	17696.72	1.679119e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	13305.804511278197	https://www.wis-tns.org/object/2017htp
2017-11-01.25	17756.74	9.124499e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	13350.932330827069	https://www.wis-tns.org/object/2017htp
2017-11-01.25	17816.76	7.412589e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	13396.060150375935	https://www.wis-tns.org/object/2017htp
2017-11-01.25	17876.78	1.445262e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	13441.187969924811	https://www.wis-tns.org/object/2017htp
2017-11-01.25	17936.79	1.038091e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	13486.30827067669	https://www.wis-tns.org/object/2017htp
2017-11-01.25	17996.81	1.016516e-19	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	13531.436090225565	https://www.wis-tns.org/object/2017htp
2017-11-01.25	18056.83	3.956559e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	13576.563909774435	https://www.wis-tns.org/object/2017htp
2017-11-01.25	18116.85	8.223340e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	13621.691729323307	https://www.wis-tns.org/object/2017htp
2017-11-01.25	18176.87	4.173518e-20	0.328	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	21.45775	days	observer	NaN	13666.81954887218	https://www.wis-tns.org/object/2017htp
