date	obs_wavelength	flux	dflux	redshift	instrument	date_unit	wavelength_unit	flux_unit	time	time_unit	time_frame	dtime	rest_wavelength
2018-08-21.078	4165.180000000039	1.718354e-17	1.457984e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3728.898836168343
2018-08-21.078	4175.182000000039	1.116537e-17	1.389256e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3737.853178155809
2018-08-21.078	4185.184000000039	1.291795e-17	1.400647e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3746.807520143276
2018-08-21.078	4195.18600000004	1.430012e-17	1.434811e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3755.761862130743
2018-08-21.078	4205.18800000004	1.180132e-17	1.449196e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3764.7162041182096
2018-08-21.078	4215.1900000000405	1.138863e-17	1.465046e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3773.6705461056763
2018-08-21.078	4225.192000000041	1.312524e-17	1.416224e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3782.624888093143
2018-08-21.078	4235.19400000004	1.415565e-17	1.451635e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3791.5792300806092
2018-08-21.078	4245.196000000042	1.521177e-17	1.460168e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3800.533572068077
2018-08-21.078	4255.198000000041	1.329678e-17	1.432311e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3809.4879140555427
2018-08-21.078	4265.200000000043	1.303037e-17	1.432041e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3818.4422560430103
2018-08-21.078	4275.202000000042	1.349248e-17	1.372982e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3827.3965980304765
2018-08-21.078	4285.204000000043	1.543129e-17	1.411744e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3836.350940017944
2018-08-21.078	4295.206000000044	1.551090e-17	1.449313e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3845.305282005411
2018-08-21.078	4305.208000000044	1.380771e-17	1.240268e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3854.2596239928776
2018-08-21.078	4315.210000000045	1.316925e-17	1.346630e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3863.2139659803443
2018-08-21.078	4325.212000000045	1.503150e-17	1.312791e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3872.168307967811
2018-08-21.078	4335.2140000000445	1.945621e-17	1.304587e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3881.122649955277
2018-08-21.078	4345.216000000046	1.309158e-17	1.207533e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3890.076991942745
2018-08-21.078	4355.218000000046	1.639294e-17	1.224843e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3899.0313339302115
2018-08-21.078	4365.220000000048	1.911596e-17	1.245886e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3907.985675917679
2018-08-21.078	4375.222000000047	1.916716e-17	1.188075e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3916.940017905145
2018-08-21.078	4385.224000000048	2.083278e-17	1.138078e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3925.8943598926126
2018-08-21.078	4395.226000000048	1.705146e-17	1.188690e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3934.848701880079
2018-08-21.078	4405.228000000048	1.791600e-17	1.166267e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3943.8030438675455
2018-08-21.078	4415.230000000049	2.113668e-17	1.236221e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3952.757385855012
2018-08-21.078	4425.232000000049	1.974066e-17	1.259209e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3961.711727842479
2018-08-21.078	4435.2340000000495	1.637172e-17	1.235286e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3970.6660698299456
2018-08-21.078	4445.23600000005	1.870980e-17	1.268581e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	3979.620411817413
