date	obs_wavelength	flux	dflux	redshift	instrument	date_unit	wavelength_unit	flux_unit	time	time_unit	time_frame	dtime	rest_wavelength	reference
2018-08-21.078	6065.560000000116	3.961160861669211e-17	8.804897251459223e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5430.223813787033	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6075.562000000116	3.9399526153945e-17	8.711417220831254e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5439.1781557745	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6085.564000000117	3.799635584024981e-17	8.669819370181461e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5448.132497761967	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6095.566000000117	4.004213048345038e-17	8.751433350011725e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5457.086839749433	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6105.5680000001175	3.7343918221499256e-17	8.803867897552738e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5466.0411817369	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6115.570000000118	3.944298225091552e-17	9.065712232806244e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5474.995523724367	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6125.572000000118	3.960042200913314e-17	9.274496496309557e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5483.949865711834	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6135.574000000119	3.827016388794898e-17	9.24329715036252e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5492.904207699301	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6145.576000000119	3.763537657975608e-17	8.711842139668305e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5501.858549686767	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6155.57800000012	3.882077869557896e-17	8.646404371375385e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5510.812891674234	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6165.58000000012	3.9067442137372337e-17	8.712009903746406e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5519.767233661701	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6175.58200000012	3.538091899272511e-17	1.1892568767717981e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5528.721575649168	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6185.584000000121	3.7077018680138026e-17	1.0968213919589165e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5537.675917636635	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6195.586000000121	3.3923982557175815e-17	1.0092910971061913e-18	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5546.630259624101	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6205.588000000122	3.4479449249533055e-17	9.622106487293784e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5555.584601611568	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6215.590000000122	3.573753580339614e-17	9.015207892173412e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5564.538943599035	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6225.5920000001215	3.269910158417735e-17	8.558866370579967e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5573.493285586501	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6235.594000000123	3.4105257837696135e-17	8.370031281560424e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5582.447627573969	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6245.596000000123	3.368886013226114e-17	7.93280962012985e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5591.401969561435	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6255.598000000124	3.1537151929998604e-17	7.740934790752414e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5600.356311548902	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6265.600000000124	3.215782899200645e-17	7.498769137035328e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5609.310653536369	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6275.6020000001245	3.265475745576097e-17	7.4486384127373255e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5618.264995523836	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6285.604000000125	3.097564418190277e-17	7.484175276511608e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5627.219337511303	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6295.606000000124	3.191446392421582e-17	7.416935455994244e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5636.173679498768	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6305.608000000126	3.094174855632076e-17	8.006480517980561e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5645.128021486236	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6315.610000000126	2.860133824541949e-17	7.204461660913744e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5654.082363473703	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6325.612000000127	2.857220308517664e-17	7.399478094040411e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5663.036705461171	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6335.614000000127	3.016887580123695e-17	7.664610091622262e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5671.991047448637	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6345.616000000127	2.9173343121230666e-17	7.726024815863192e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5680.945389436103	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6355.618000000128	2.706552133007501e-17	8.15594767385935e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5689.89973142357	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6365.620000000128	2.6616215014239348e-17	8.448399127384429e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5698.854073411037	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6375.6220000001285	2.9391705239703586e-17	7.9413142914452775e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5707.808415398504	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6385.624000000129	2.962507490587082e-17	7.406749773128357e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5716.762757385971	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6395.626000000128	2.7889239473752915e-17	7.2590572191164095e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5725.717099373436	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6405.62800000013	2.869801552656502e-17	7.811058611598929e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5734.671441360904	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6415.630000000129	2.680184070429605e-17	9.208123353720596e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5743.62578334837	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6425.632000000131	2.6255513684682466e-17	8.928031268119962e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5752.580125335838	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6435.63400000013	2.806123263165927e-17	8.285450278193283e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5761.534467323304	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6445.636000000131	2.672640266915319e-17	7.734228922935513e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5770.488809310771	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6455.638000000132	2.8628832590884046e-17	7.334912994382802e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5779.443151298238	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6465.640000000132	2.745578409560695e-17	7.133940333522108e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5788.3974932857045	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6475.642000000133	2.916540863915617e-17	6.87458488531012e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5797.351835273172	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6485.644000000133	2.686516069267915e-17	6.44280728745641e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5806.306177260638	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6495.6460000001325	2.741089285576757e-17	6.360073904813988e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5815.260519248104	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6505.648000000134	2.7700299431269e-17	6.216714696630733e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5824.214861235572	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6515.650000000134	2.8583588072179866e-17	6.013468176774652e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5833.169203223039	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6525.652000000136	2.8241321594332405e-17	5.9983138744161565e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5842.123545210507	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6535.654000000135	2.899487014690902e-17	6.11044483951087e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5851.077887197972	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6545.656000000136	2.7636562297618425e-17	5.990659782909566e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5860.03222918544	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6555.658000000136	2.819836090655349e-17	6.0604484173217865e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5868.986571172906	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6565.660000000136	2.829107307681125e-17	6.114585324037266e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5877.9409131603725	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6575.662000000137	2.807979581452121e-17	6.111817680771408e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5886.89525514784	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6585.664000000137	2.7665589716988025e-17	6.176340036313542e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5895.849597135306	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6595.6660000001375	2.6913011644934322e-17	6.094205871153073e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5904.803939122773	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6605.668000000138	2.719843710605901e-17	6.318867356167737e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5913.75828111024	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6615.670000000137	2.628694660173072e-17	6.373162686006527e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5922.712623097706	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6625.672000000139	2.539741955177796e-17	6.575452583315165e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5931.666965085174	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6635.674000000139	2.7648105928331805e-17	6.281004389951626e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5940.62130707264	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6645.67600000014	2.625449475852993e-17	5.867529334950306e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5949.575649060108	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6655.67800000014	2.657755266288296e-17	5.8781174032594845e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5958.529991047574	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6665.68000000014	2.6378012179046305e-17	5.938105843979898e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5967.48433303504	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6675.682000000141	2.657656759637384e-17	7.354100867256677e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5976.438675022508	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6685.684000000141	2.430262763276901e-17	7.387162275657088e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5985.393017009974	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6695.686000000142	2.485334785407024e-17	6.931965903007343e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	5994.347358997441	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6705.688000000142	2.3836679244026018e-17	6.547943052513516e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6003.301700984908	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6715.690000000142	2.424651834515229e-17	6.34256742306841e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6012.256042972374	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6725.692000000143	2.3413550877030018e-17	5.956192821851969e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6021.210384959842	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6735.694000000143	2.4862336471283228e-17	5.820266372437499e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6030.164726947308	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6745.696000000144	2.5749604623239893e-17	5.590717410486471e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6039.119068934775	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6755.698000000144	2.455774461947596e-17	5.405065300934567e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6048.073410922242	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6765.700000000144	2.5111820649878696e-17	5.283393964630856e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6057.027752909708	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6775.702000000145	2.4074543740466678e-17	5.158085816805325e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6065.982094897176	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6785.704000000145	2.4295327322673284e-17	5.096351885227708e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6074.936436884642	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6795.706000000146	2.43168588313938e-17	5.011677873397217e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6083.890778872109	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6805.708000000145	2.375572822479743e-17	4.949123957439037e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6092.845120859575	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6815.710000000146	2.5129680228775228e-17	4.946122154555499e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6101.7994628470415	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6825.712000000146	2.4279723324397432e-17	5.080544452787668e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6110.753804834509	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6835.714000000147	2.572510672656624e-17	5.483323402394332e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6119.708146821976	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6845.716000000148	2.3777574576892922e-17	5.0157110550812365e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6128.662488809443	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6855.718000000148	2.4511543217360376e-17	5.083001549188459e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6137.61683079691	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6865.7200000001485	2.340238717087392e-17	6.157353570121582e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6146.571172784376	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6875.722000000149	2.2096384418950494e-17	6.41593980556114e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6155.525514771844	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6885.724000000148	2.2651009752834488e-17	5.845765597675236e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6164.479856759309	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6895.72600000015	2.1343724163439425e-17	6.307173483765017e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6173.434198746777	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6905.72800000015	2.168320546476985e-17	6.298573804073992e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6182.388540734244	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6915.730000000151	2.264189912092903e-17	5.7563646082679085e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6191.342882721711	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6925.732000000151	2.187864171557904e-17	5.401882825784223e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6200.2972247091775	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6935.734000000151	2.3026864187602288e-17	5.033693762837858e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6209.251566696644	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6945.736000000152	2.178934896677105e-17	5.214464248705951e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6218.205908684111	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6955.738000000152	2.2458819482816546e-17	5.83720110132778e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6227.160250671578	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6965.740000000153	2.0678815448504774e-17	6.195023235945244e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6236.114592659044	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6975.742000000153	2.0716515895255928e-17	6.143461798950641e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6245.068934646512	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6985.7440000001525	2.0932862853752736e-17	5.508648046486271e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6254.023276633977	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	6995.746000000154	2.174866418332381e-17	5.2631107911066615e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6262.977618621445	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
2018-08-21.078	7005.748000000153	2.159874577202649e-17	5.042396151703803e-19	0.117	VLT-UT2 X-Shooter STARGATE	yyyy-mm-deciday	angstroms	uncalibrated	23.34952546296296	days	observer	NaN	6271.931960608911	https://ui.adsabs.harvard.edu/abs/2018TNSTR1245....1L
