GRB/SN,Filename,Status,Reference
GRB180728A-SN2018fip,,"Early, Late, NIR, Optical, Radio, Spectra, Xray",
GRB180728A-SN2018fip,Xray,https://www.swift.ac.uk/xrt_curves/
