date	time	instrument	band	integration	mag	mag_limit	dmag	date_unit	time_unit	integration_unit	mag_type	mag_unit	extinction_corrected	dtime	time_frame	reference	extinction	flux_density	flux_density_limit	flux_density_unit
NaN	0.021765625	GROND	i'	2952.0	22.4	0	0.07	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.034	NaN	NaN	NaN
NaN	0.021765625	GROND	z'	2952.0	22.3	0	0.09	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.025	NaN	NaN	NaN
NaN	0.021765625	GROND	J	2400.0	21.79	0	0.24	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.015	NaN	NaN	NaN
NaN	0.021765625	GROND	H	2400.0	21.764	0	0.27	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.01	NaN	NaN	NaN
NaN	0.021765625	GROND	K_{s}	2400.0	20.7	0	0.75	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.006	NaN	NaN	NaN
NaN	0.027793055555555557	GROND	g'	4502.0	23.45	0	0.19	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.066	NaN	NaN	NaN
NaN	0.027793055555555557	GROND	r'	4502.0	23.0	0	0.09	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.046	NaN	NaN	NaN
NaN	0.027793055555555557	GROND	i'	4502.0	22.634	0	0.11	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.034	NaN	NaN	NaN
NaN	0.027793055555555557	GROND	z'	4502.0	22.364	0	0.14	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.025	NaN	NaN	NaN
NaN	0.027793055555555557	GROND	J	3600.0	22.15	0	0.32	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.015	NaN	NaN	NaN
NaN	0.027793055555555557	GROND	H	3600.0	21.86	0	0.36	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.01	NaN	NaN	NaN
NaN	0.027793055555555557	GROND	K_{s}	3600.0	20.32	0	NaN	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.006	NaN	NaN	NaN
NaN	0.035775115740740736	GROND	g'	3630.0	23.8	0	0.12	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.066	NaN	NaN	NaN
NaN	0.035775115740740736	GROND	r'	3630.0	23.11	0	0.08	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.046	NaN	NaN	NaN
NaN	0.035775115740740736	GROND	i'	3630.0	22.81	0	0.1	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.034	NaN	NaN	NaN
NaN	0.035775115740740736	GROND	z'	3630.0	22.46	0	0.12	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.025	NaN	NaN	NaN
NaN	0.035775115740740736	GROND	J	3240.0	22.25	0	NaN	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.015	NaN	NaN	NaN
NaN	0.035775115740740736	GROND	H	3240.0	21.85	0	NaN	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.01	NaN	NaN	NaN
NaN	0.035775115740740736	GROND	K_{s}	3240.0	20.22	0	NaN	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.006	NaN	NaN	NaN
NaN	0.0492875	GROND	g'	5384.0	24.27	0	0.24	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.066	NaN	NaN	NaN
NaN	0.0492875	GROND	r'	5384.0	23.604	0	0.13	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.046	NaN	NaN	NaN
NaN	0.0492875	GROND	i'	5384.0	23.264	0	0.23	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.034	NaN	NaN	NaN
NaN	0.0492875	GROND	z'	5384.0	23.004	0	0.32	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.025	NaN	NaN	NaN
NaN	0.0492875	GROND	J	4560.0	21.54	0	NaN	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.015	NaN	NaN	NaN
NaN	0.0492875	GROND	H	4560.0	21.05	0	NaN	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.01	NaN	NaN	NaN
NaN	0.0492875	GROND	K_{s}	4560.0	19.19	0	NaN	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.006	NaN	NaN	NaN
NaN	0.05477083333333333	GROND	g'	5422.0	24.474	0	0.35	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.066	NaN	NaN	NaN
NaN	0.05477083333333333	GROND	r'	5422.0	23.92	0	0.15	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.046	NaN	NaN	NaN
NaN	0.05477083333333333	GROND	i'	5422.0	23.384	0	0.16	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.034	NaN	NaN	NaN
NaN	0.05477083333333333	GROND	z'	5422.0	23.154	0	0.21	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.025	NaN	NaN	NaN
NaN	0.05477083333333333	GROND	J	4560.0	22.06	0	NaN	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.015	NaN	NaN	NaN
NaN	0.05477083333333333	GROND	H	4560.0	21.62	0	NaN	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.01	NaN	NaN	NaN
NaN	0.05477083333333333	GROND	K_{s}	4560.0	20.33	0	NaN	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.006	NaN	NaN	NaN
NaN	0.07224398148148148	GROND	g'	2758.0	24.57	0	NaN	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.066	NaN	NaN	NaN
NaN	0.07224398148148148	GROND	r'	2758.0	24.454	0	0.28	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.046	NaN	NaN	NaN
NaN	0.07224398148148148	GROND	i'	2758.0	23.684	0	0.32	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.034	NaN	NaN	NaN
NaN	0.07224398148148148	GROND	z'	2758.0	23.474	0	0.44	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.025	NaN	NaN	NaN
NaN	0.07224398148148148	GROND	J	2880.0	21.52	0	NaN	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.015	NaN	NaN	NaN
NaN	0.07224398148148148	GROND	H	2880.0	20.91	0	NaN	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.01	NaN	NaN	NaN
NaN	0.07224398148148148	GROND	K_{s}	2880.0	20.06	0	NaN	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.006	NaN	NaN	NaN
NaN	0.2809891203703704	GROND	g'	3752.0	25.664	0	0.31	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.066	NaN	NaN	NaN
NaN	0.2809891203703704	GROND	r'	3752.0	25.04	0	0.18	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.046	NaN	NaN	NaN
NaN	0.2809891203703704	GROND	i'	3752.0	24.36	0	0.22	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.034	NaN	NaN	NaN
NaN	0.2809891203703704	GROND	z'	3752.0	24.02	0	0.28	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.025	NaN	NaN	NaN
NaN	0.2809891203703704	GROND	J	3600.0	22.39	0	NaN	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.015	NaN	NaN	NaN
NaN	0.2809891203703704	GROND	H	3752.0	21.84	0	NaN	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.01	NaN	NaN	NaN
NaN	0.2809891203703704	GROND	K_{s}	3752.0	20.56	0	NaN	NaN	days	seconds	apparent	AB	True	NaN	observer	https://ui.adsabs.harvard.edu/abs/2015Natur.523..189G/abstract	0.006	NaN	NaN	NaN
NaN	0.0051736111111111115	TAROT	R	NaN	17.18	0	0.21	NaN	days	NaN	apparent	AB	False	NaN	observer	https://ui.adsabs.harvard.edu/abs/2013ApJ...779...66S/abstract	NaN	0.4875	0.0	milliJy
NaN	0.0077777777777777776	TAROT	R	NaN	17.13	0	0.2	NaN	days	NaN	apparent	AB	False	NaN	observer	https://ui.adsabs.harvard.edu/abs/2013ApJ...779...66S/abstract	NaN	0.5105	0.0	milliJy
NaN	0.008240740740740741	TAROT	R	NaN	17.47	0	0.27	NaN	days	NaN	apparent	AB	False	NaN	observer	https://ui.adsabs.harvard.edu/abs/2013ApJ...779...66S/abstract	NaN	0.3733	0.0	milliJy
NaN	0.013622685185185186	TAROT	R	NaN	17.66	0	0.29	NaN	days	NaN	apparent	AB	False	NaN	observer	https://ui.adsabs.harvard.edu/abs/2013ApJ...779...66S/abstract	NaN	0.3133	0.0	milliJy
NaN	0.014780092592592593	TAROT	R	NaN	17.75	0	0.33	NaN	days	NaN	apparent	AB	False	NaN	observer	https://ui.adsabs.harvard.edu/abs/2013ApJ...779...66S/abstract	NaN	0.2884	0.0	milliJy
NaN	0.017094907407407406	TAROT	R	NaN	18.02	0	0.33	NaN	days	NaN	apparent	AB	False	NaN	observer	https://ui.adsabs.harvard.edu/abs/2013ApJ...779...66S/abstract	NaN	0.2249	0.0	milliJy
NaN	0.02003472222222222	TAROT	R	NaN	17.9	0	0.28	NaN	days	NaN	apparent	AB	False	NaN	observer	https://ui.adsabs.harvard.edu/abs/2013ApJ...779...66S/abstract	NaN	0.2512	0.0	milliJy
NaN	0.024675925925925928	TAROT	R	NaN	17.43	0	0.17	NaN	days	NaN	apparent	AB	False	NaN	observer	https://ui.adsabs.harvard.edu/abs/2013ApJ...779...66S/abstract	NaN	0.3873	0.0	milliJy
NaN	0.025833333333333333	TAROT	R	NaN	16.45	0	0.26	NaN	days	NaN	apparent	AB	False	NaN	observer	https://ui.adsabs.harvard.edu/abs/2013ApJ...779...66S/abstract	NaN	0.955	0.0	milliJy
NaN	0.028333333333333332	TAROT	R	NaN	16.0	0	0.13	NaN	days	NaN	apparent	AB	False	NaN	observer	https://ui.adsabs.harvard.edu/abs/2013ApJ...779...66S/abstract	NaN	1.445	0.0	milliJy
NaN	0.030532407407407407	TAROT	R	NaN	16.84	0	0.15	NaN	days	NaN	apparent	AB	False	NaN	observer	https://ui.adsabs.harvard.edu/abs/2013ApJ...779...66S/abstract	NaN	0.6668	0.0	milliJy
NaN	0.03273148148148148	TAROT	R	NaN	16.95	0	0.21	NaN	days	NaN	apparent	AB	False	NaN	observer	https://ui.adsabs.harvard.edu/abs/2013ApJ...779...66S/abstract	NaN	0.6026	0.0	milliJy
NaN	0.034930555555555555	TAROT	R	NaN	16.86	0	0.21	NaN	days	NaN	apparent	AB	False	NaN	observer	https://ui.adsabs.harvard.edu/abs/2013ApJ...779...66S/abstract	NaN	0.6546	0.0	milliJy
NaN	0.03712962962962963	TAROT	R	NaN	16.81	0	0.15	NaN	days	NaN	apparent	AB	False	NaN	observer	https://ui.adsabs.harvard.edu/abs/2013ApJ...779...66S/abstract	NaN	0.6855	0.0	milliJy
NaN	0.039328703703703706	TAROT	R	NaN	16.93	0	0.27	NaN	days	NaN	apparent	AB	False	NaN	observer	https://ui.adsabs.harvard.edu/abs/2013ApJ...779...66S/abstract	NaN	0.6138	0.0	milliJy
NaN	0.04209490740740741	TAROT	R	NaN	16.82	0	0.15	NaN	days	NaN	apparent	AB	False	NaN	observer	https://ui.adsabs.harvard.edu/abs/2013ApJ...779...66S/abstract	NaN	0.6792	0.0	milliJy
NaN	0.7207754629629629	TAROT	R	NaN	20.66	0	0.1	NaN	days	NaN	apparent	AB	False	NaN	observer	https://ui.adsabs.harvard.edu/abs/2013ApJ...779...66S/abstract	NaN	0.0198	0.0	milliJy
55915.435	11.135	HST	WFC3/UVIS/F336W	1050.0	23.76	0	0.04	MJD	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
55915.452	11.152	HST	WFC3/IR/F125W	1059.0	21.7	0	0.02	MJD	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
55915.504	11.204	HST	WFC3/IR/G102	2212.0	NaN	0	NaN	MJD	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
55939.458	35.157	HST	WFC3/UVIS/F336W	1400.0	25.58	0	0.15	MJD	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
55939.455	35.154	HST	WFC3/IR/F125W	153.0	22.18	0	0.15	MJD	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
55939.379	35.079	HST	WFC3/IR/G102	3612.0	NaN	0	NaN	MJD	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	0.008587962962962962	UVOT	UVW2	19.5	19.03	0	0.26	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	0.011817129629629629	UVOT	UVW2	19.5	19.87	0	0.39	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	0.015844907407407408	UVOT	UVW2	19.5	19.84	0	0.38	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	0.06185185185185185	UVOT	UVW2	197.0	19.66	0	0.12	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	0.07847222222222222	UVOT	UVW2	197.0	19.67	0	0.11	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	0.14349537037037038	UVOT	UVW2	886.0	19.64	0	0.06	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	0.22030092592592593	UVOT	UVW2	694.0	19.93	0	0.07	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	0.4837962962962963	UVOT	UVW2	886.0	20.92	0	0.11	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	0.667349537037037	UVOT	UVW2	660.0	21.3	0	0.17	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	0.869363425925926	UVOT	UVW2	886.0	21.75	0	0.2	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	1.003263888888889	UVOT	UVW2	886.0	21.33	0	0.14	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	1.2686921296296296	UVOT	UVW2	886.0	21.31	0	0.15	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	1.4254050925925925	UVOT	UVW2	366.0	21.56	0	0.23	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	1.4866898148148149	UVOT	UVW2	886.0	21.09	0	0.12	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	2.074097222222222	UVOT	UVW2	315.0	22.34	0	0.48	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	2.1396527777777776	UVOT	UVW2	315.0	22.66	0	0.63	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	2.205949074074074	UVOT	UVW2	315.0	22.05	0	0.4	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	2.2733101851851854	UVOT	UVW2	315.0	22.13	0	0.42	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	2.674375	UVOT	UVW2	315.0	22.58	0	0.6	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	2.741226851851852	UVOT	UVW2	315.0	22.34	0	0.49	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	2.8748958333333334	UVOT	UVW2	315.0	22.68	0	0.62	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	2.9417476851851854	UVOT	UVW2	315.0	22.52	0	0.6	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	3.008020833333333	UVOT	UVW2	315.0	21.66	0	0.31	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	3.6552314814814815	UVOT	UVW2	1134.0	23.18	0	0.46	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	4.018599537037037	UVOT	UVW2	795.0	22.98	0	0.54	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	5.253634259259259	UVOT	UVW2	1820.0	22.92	0	0.3	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	0.007152777777777778	UVOT	UVM2	19.5	19.05	0	0.33	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	0.009155092592592593	UVOT	UVM2	19.5	19.28	0	0.38	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	0.0184375	UVOT	UVM2	19.4	19.66	0	0.45	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	0.020462962962962964	UVOT	UVM2	19.5	19.03	0	0.33	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	0.06659722222222222	UVOT	UVM2	197.0	19.91	0	0.17	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	0.08321759259259259	UVOT	UVM2	197.0	19.06	0	0.11	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	0.2783912037037037	UVOT	UVM2	886.0	19.75	0	0.07	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	0.8857407407407407	UVOT	UVM2	91.0	21.06	0	0.55	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	0.8921643518518518	UVOT	UVM2	110.0	20.69	0	0.34	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	0.9365972222222222	UVOT	UVM2	886.0	20.89	0	0.14	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	1.0228009259259259	UVOT	UVM2	629.0	20.96	0	0.16	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	1.1353472222222223	UVOT	UVM2	886.0	20.94	0	0.15	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	1.289201388888889	UVOT	UVM2	793.0	20.99	0	0.14	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	1.5563888888888888	UVOT	UVM2	823.0	21.65	0	0.21	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	2.209884259259259	UVOT	UVM2	180.0	21.93	0	0.64	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	2.276898148148148	UVOT	UVM2	120.0	21.52	0	0.56	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	2.745925925925926	UVOT	UVM2	310.0	21.46	0	0.33	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	2.815162037037037	UVOT	UVM2	816.0	21.96	0	0.29	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	2.8879166666666665	UVOT	UVM2	1725.0	22.27	0	0.23	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	2.9547569444444446	UVOT	UVM2	1725.0	22.43	0	0.26	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	3.0213194444444444	UVOT	UVM2	1773.0	22.27	0	0.23	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	4.023333333333333	UVOT	UVM2	795.0	22.66	0	0.5	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	5.2567361111111115	UVOT	UVM2	1820.0	22.76	0	0.33	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	0.007442129629629629	UVOT	UVW1	19.5	18.67	0	0.23	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
NaN	0.009444444444444445	UVOT	UVW1	19.5	18.58	0	0.23	NaN	days	seconds	apparent	AB	NaN	NaN	observer	https://ui.adsabs.harvard.edu/abs/2014ApJ...781...13L/abstract	NaN	NaN	NaN	NaN
