GRB/SN,File name,Datatypes,Sources
GRB091127-SN2009nz,OpenSNPhotometry.csv,Optical,https://api.astrocats.space/2009nz/photometry/time+magnitude+e_magnitude+band+ra+dec+source?format=csv
