col1	col2	col3	col4	col5	col6	col7
106.200	0.570	-0.740	1.412366336e-09	2.105445392e-10	-2.105507952e-10	4
107.736	0.869	-0.966	9.93880048e-10	1.509908048e-10	-1.509949632e-10	4
109.453	0.823	-0.849	1.090090336e-09	1.656070656e-10	-1.65611408e-10	4
111.026	0.834	-0.750	1.16797864e-09	1.741130544e-10	-1.741172496e-10	4
112.668	0.749	-0.808	1.18052376e-09	1.806548432e-10	-1.806587808e-10	4
114.484	1.036	-1.067	8.66900912e-10	1.317002816e-10	-1.317032624e-10	4
116.872	0.806	-1.352	8.68475216e-10	1.319398864e-10	-1.319433088e-10	4
118.564	1.034	-0.886	9.93091056e-10	1.480435664e-10	-1.480481296e-10	4
120.765	1.108	-1.167	8.37809408e-10	1.248960352e-10	-1.249007456e-10	4
123.028	1.276	-1.156	7.72692544e-10	1.173907856e-10	-1.173961952e-10	4
125.726	1.374	-1.421	6.82466304e-10	1.017412176e-10	-1.017478416e-10	4
128.659	1.211	-1.559	6.90390816e-10	1.029241904e-10	-1.0293236e-10	4
131.491	2.581	-1.621	4.4860304e-10	6.81578688e-11	-6.81647136e-11	4
136.301	2.009	-2.229	4.47755536e-10	6.67579232e-11	-6.67681536e-11	4
140.146	1.830	-1.835	4.93234448e-10	7.63904704e-11	-7.6403424e-11	4
143.560	2.632	-1.585	2.879118288e-10	5.40912528e-11	-5.40989808e-11	4
148.473	1.664	-2.282	3.22397256e-10	5.88735968e-11	-5.8883864e-11	4
152.147	2.364	-2.009	2.935505456e-10	5.36072592e-11	-5.36175632e-11	4
157.391	2.877	-2.880	2.085758496e-10	4.15308608e-11	-4.15373744e-11	4
162.508	2.500	-2.240	2.703060832e-10	4.93616064e-11	-4.93705488e-11	4
168.048	3.195	-3.041	2.03720568e-10	3.7200936e-11	-3.7206824e-11	4
184.329	8.143	-6.901	1.9128272e-10	4.0836408e-11	-4.0836408e-11	7
206.385	13.668	-13.913	1.073852704e-10	2.253601456e-11	-2.253601456e-11	7
235.663	11.971	-15.610	1.086485408e-10	2.271309984e-11	-2.271309984e-11	7
272.062	20.703	-24.429	5.75251344e-11	1.288202768e-11	-1.288202768e-11	7
327.681	37.796	-34.916	3.535759824e-11	8.00067696e-12	-8.00067696e-12	7
390.394	20.215	-24.917	5.73214464e-11	1.287448e-11	-1.287448e-11	7
428.328	29.919	-17.720	5.44265376e-11	1.217014272e-11	-1.217014272e-11	7
494.295	29.142	-36.048	4.19433888e-11	9.21759408e-12	-9.21759408e-12	7
552.823	25.776	-29.385	4.7185144e-11	1.058216384e-11	-1.058216384e-11	7
623.950	34.883	-45.351	3.28336776e-11	7.42956672e-12	-7.42956672e-12	7
707.980	51.145	-49.148	2.6215584e-11	5.905572e-12	-5.905572e-12	7
821.586	52.876	-62.461	2.367450352e-11	5.21754448e-12	-5.21754448e-12	7
927.145	60.145	-52.684	2.304750512e-11	5.207384e-12	-5.207384e-12	7
1036.881	55.717	-49.590	2.61425728e-11	5.76966592e-12	-5.76966592e-12	7
1140.587	47.289	-47.989	2.734041648e-11	6.1865584e-12	-6.1865584e-12	7
1320.070	183.720	-132.194	1.594029168e-11	2.603727328e-12	-2.603727328e-12	7
5750.619	111.368	-94.231	8.96642304e-12	2.013320272e-12	-2.013320272e-12	7
6106.702	256.744	-244.715	6.9290352e-12	1.238834832e-12	-1.238834832e-12	7
7445.175	117.535	-120.658	7.17232736e-12	1.1555384e-12	-1.1555384e-12	7
11936.860	685.749	-519.672	2.934752528e-12	7.66182256e-13	-7.66182256e-13	7
12733.843	126.961	-111.234	2.82251216e-12	7.35168688e-13	-7.35168688e-13	7
12989.484	152.139	-128.680	2.541007984e-12	6.451224e-13	-6.451224e-13	7
13253.193	96.537	-111.570	4.31921232e-12	9.7055768e-13	-9.7055768e-13	7
13519.153	164.043	-169.423	3.618440592e-12	7.03169984e-13	-7.03169984e-13	7
18405.028	136.499	-104.203	2.81609608e-12	7.33229328e-13	-7.33229328e-13	7
18652.364	109.806	-110.837	4.05224304e-12	9.14692336e-13	-9.14692336e-13	7
18889.300	116.080	-127.130	2.757521152e-12	7.21772384e-13	-7.21772384e-13	7
19112.349	126.211	-106.969	3.643672144e-12	8.43554256e-13	-8.43554256e-13	7
19528.139	264.529	-289.579	2.179637872e-12	4.2364344e-13	-4.2364344e-13	7
24317.543	118.436	-257.661	1.806198464e-12	4.74519808e-13	-4.74519808e-13	7
24564.360	109.814	-128.381	2.886319312e-12	7.50895168e-13	-7.50895168e-13	7
24854.313	173.392	-180.139	1.913358224e-12	5.02672912e-13	-5.02672912e-13	7
25206.575	84.397	-178.871	2.580737264e-12	6.73584624e-13	-6.73584624e-13	7
25426.735	147.557	-135.762	2.698013344e-12	6.62533952e-13	-6.62533952e-13	7
30000.928	97.430	-120.706	3.121257504e-12	8.08363152e-13	-8.08363152e-13	7
30203.122	158.503	-104.764	3.243972992e-12	7.49012848e-13	-7.49012848e-13	7
30467.602	114.667	-105.977	3.031204224e-12	7.93917312e-13	-7.93917312e-13	7
30713.092	170.054	-130.823	2.231687424e-12	5.82118592e-13	-5.82118592e-13	7
31016.734	92.070	-133.588	2.99122544e-12	7.7626472e-13	-7.7626472e-13	7
31253.910	103.111	-145.107	2.714005152e-12	7.05759968e-13	-7.05759968e-13	7
35893.197	143.179	-252.976	1.813432976e-12	4.72933728e-13	-4.72933728e-13	7
36275.499	249.802	-239.123	1.447017952e-12	3.81448928e-13	-3.81448928e-13	7
36860.220	279.367	-334.918	1.618496016e-12	3.584407216e-13	-3.584407216e-13	7
41612.757	170.336	-210.775	1.830352144e-12	4.77334272e-13	-4.77334272e-13	7
41963.419	158.161	-180.326	2.067011472e-12	5.38714464e-13	-5.38714464e-13	7
42506.841	414.565	-385.261	1.158659408e-12	2.631252256e-13	-2.631252256e-13	7
59796.347	470.264	-409.800	1.113334688e-12	2.47680744e-13	-2.47680744e-13	7
67631.054	8391.745	-4172.462	5.93482064e-13	1.496858032e-13	-1.496858032e-13	7
84945.471	2417.225	-3408.584	7.32642368e-13	1.937037552e-13	-1.937037552e-13	7
93246.245	895.588	-776.781	7.00266832e-13	1.439365392e-13	-1.439365392e-13	7
99198.918	764.425	-910.451	4.68430512e-13	1.178159728e-13	-1.178159728e-13	7
104743.541	919.417	-712.835	6.19044448e-13	1.35779304e-13	-1.35779304e-13	7
174510.996	5791.517	-6483.588	3.06947144e-13	7.38532576e-14	-7.38532576e-14	7
196376.548	7026.002	-11399.703	2.338515248e-13	5.41274272e-14	-5.41274272e-14	7
213816.477	13046.937	-5708.854	2.170144208e-13	5.6753512e-14	-5.6753512e-14	7
267382.276	6639.445	-6294.666	3.231698352e-13	7.85645408e-14	-7.85645408e-14	7
299259.826	26902.400	-20780.934	1.123111344e-13	3.015895056e-14	-3.015895056e-14	7
380019.549	67402.452	-26171.334	8.24430768e-14	2.247840416e-14	-2.247840416e-14	7
468475.116	25387.683	-16526.298	1.092543792e-13	2.82302184e-14	-2.82302184e-14	7
557866.351	85516.657	-48678.740	5.90605776e-14	1.475381184e-14	-1.475381184e-14	7
786971.960	128989.999	-97909.072	3.86209376e-14	1.10646376e-14	-1.10646376e-14	7
1063749.702	112313.389	-130662.883	3.173236032e-14	9.05015776e-15	-9.05015776e-15	7
1349020.129	120561.707	-158029.117	1.844673968e-14	5.8826824e-15	-5.8826824e-15	7
1585006.973	138976.309	-110450.101	3.03121416e-14	9.26085616e-15	-9.26085616e-15	7
1743865.921	15155.653	-15155.653	7.364416e-14	0	0	8
