col1	col2	col3	col4	col5	col6	col7
119.639	0.497	-0.460	3.45104305e-09	6.76429195e-10	-6.53226197e-10	4
120.559	0.472	-0.423	2.355677181e-09	5.25568446e-10	-5.08558635e-10	4
121.456	0.546	-0.426	3.43465486e-09	6.8068546e-10	-6.46447867e-10	4
122.552	0.459	-0.550	2.188533789e-09	4.81706342e-10	-4.52411518e-10	4
123.492	0.492	-0.481	3.39428986e-09	6.88503413e-10	-6.27481101e-10	4
124.370	0.457	-0.386	3.91703455e-09	7.98015751e-10	-7.12714041e-10	4
125.182	0.420	-0.355	2.88897089e-09	6.36120108e-10	-5.74790723e-10	4
126.116	0.491	-0.513	3.25886379e-09	6.68810376e-10	-5.87599584e-10	4
127.074	0.417	-0.468	2.496798005e-09	5.55930999e-10	-4.85878289e-10	4
127.891	0.425	-0.401	2.714499307e-09	5.94369243e-10	-5.00833073e-10	4
128.694	0.434	-0.378	2.721236973e-09	5.97596948e-10	-5.00841744e-10	4
129.750	0.503	-0.623	3.31242665e-09	6.61603579e-10	-5.2628186e-10	4
130.870	0.563	-0.617	2.257758269e-09	4.82022385e-10	-3.99820109e-10	4
131.899	0.440	-0.466	2.719719847e-09	5.93239322e-10	-5.07008021e-10	4
132.812	0.480	-0.473	2.834711659e-09	5.79846813e-10	-4.81194454e-10	4
133.754	0.630	-0.462	2.859499656e-09	5.67636849e-10	-4.67729886e-10	4
134.965	0.482	-0.580	2.469634453e-09	4.99974046e-10	-4.24384753e-10	4
136.035	0.443	-0.589	2.619628401e-09	5.02379501e-10	-4.29451009e-10	4
137.151	0.472	-0.672	2.362961419e-09	4.54788867e-10	-3.87943829e-10	4
138.110	0.697	-0.488	2.213827096e-09	4.36577375e-10	-3.75686623e-10	4
139.446	0.723	-0.638	1.927272672e-09	3.78602471e-10	-3.26537003e-10	4
140.818	0.715	-0.649	2.948244351e-09	4.9428587e-10	-4.17033539e-10	4
142.139	0.519	-0.606	2.413252322e-09	4.52020725e-10	-4.01177868e-10	4
143.293	0.666	-0.636	3.16508543e-09	4.84374618e-10	-4.25674041e-10	4
144.601	0.478	-0.641	2.461825769e-09	4.4272332e-10	-3.98369062e-10	4
145.668	0.700	-0.589	3.1956821e-09	5.23699995e-10	-4.41052508e-10	4
146.865	0.586	-0.496	2.987277306e-09	5.27295171e-10	-4.53653863e-10	4
147.939	0.554	-0.488	2.642447184e-09	5.05106082e-10	-4.3749979e-10	4
149.022	0.512	-0.529	2.607164287e-09	5.01245095e-10	-4.37745867e-10	4
150.152	0.597	-0.618	2.233025886e-09	4.34138432e-10	-3.76656579e-10	4
151.347	0.519	-0.598	2.463405087e-09	4.57782754e-10	-3.98543678e-10	4
152.456	0.730	-0.590	2.922597626e-09	4.96453022e-10	-4.14931868e-10	4
153.747	0.559	-0.560	2.340794456e-09	4.53153636e-10	-3.98869887e-10	4
154.947	0.568	-0.642	2.232335794e-09	4.24195486e-10	-3.68726202e-10	4
156.145	0.560	-0.630	2.234919752e-09	4.32978611e-10	-3.76520534e-10	4
157.179	0.502	-0.473	2.770055002e-09	5.26774014e-10	-4.57605148e-10	4
158.250	0.537	-0.570	2.477270016e-09	4.84701425e-10	-4.10009132e-10	4
159.327	0.522	-0.540	2.542657728e-09	5.02483553e-10	-4.27312561e-10	4
160.556	0.720	-0.707	1.89275372e-09	3.69260814e-10	-3.16133597e-10	4
161.811	0.529	-0.535	2.473457467e-09	4.95411904e-10	-4.18379039e-10	4
163.084	0.827	-0.744	1.648416601e-09	3.36786424e-10	-2.820336337e-10	4
164.507	0.676	-0.596	2.035743892e-09	4.11304699e-10	-3.46230638e-10	4
165.935	0.630	-0.752	1.901454321e-09	3.65830985e-10	-3.12135967e-10	4
