wavelength,flux
2738,0.113
2740,0.114
2742,0.113
2746,0.115
2752,0.114
2760,0.115
2762,0.113
2766,0.115
2768,0.116
2772,0.117
2774,0.118
2776,0.12
2778,0.122
2780,0.121
2784,0.12
2786,0.121
2788,0.123
2790,0.124
2792,0.125
2794,0.127
2796,0.129
2798,0.132
2800,0.133
2802,0.134
2804,0.133
2806,0.134
2818,0.133
2820,0.132
2824,0.133
2826,0.132
2828,0.131
2830,0.132
2832,0.133
2836,0.134
2838,0.133
2842,0.134
2844,0.136
2846,0.137
2848,0.138
2850,0.139
2852,0.14
2854,0.139
2856,0.14
2858,0.141
2860,0.14
2864,0.139
2866,0.138
2868,0.137
2872,0.138
2874,0.139
2876,0.14
2878,0.141
2880,0.142
2882,0.141
2886,0.142
2888,0.141
2892,0.142
2894,0.14
2896,0.138
2900,0.139
2902,0.14
2904,0.142
2912,0.143
2914,0.142
2916,0.139
2918,0.14
2920,0.139
2922,0.137
2924,0.135
2926,0.136
2928,0.135
2934,0.134
2936,0.132
2944,0.133
2946,0.134
2950,0.133
2952,0.132
2958,0.131
2962,0.13
2964,0.129
2966,0.128
2968,0.127
2970,0.126
2974,0.125
2978,0.124
2980,0.122
2982,0.121
2986,0.122
2988,0.12
2990,0.118
2992,0.117
2994,0.115
2996,0.113
2998,0.111
3000,0.109
3002,0.107
3004,0.106
3006,0.107
3008,0.106
3010,0.105
3018,0.104
3022,0.105
3024,0.104
3026,0.103
3028,0.104
3034,0.102
3036,0.101
3038,0.1
3042,0.099
3048,0.098
3056,0.097
3058,0.096
3062,0.097
3078,0.096
3080,0.095
3082,0.094
3084,0.093
3090,0.094
3092,0.093
3094,0.092
3096,0.093
3100,0.091
3104,0.089
3106,0.09
3108,0.089
3118,0.091
3120,0.09
3124,0.091
3128,0.089
3130,0.088
3148,0.087
3150,0.086
3154,0.087
3160,0.086
3162,0.087
3166,0.088
3168,0.089
3178,0.088
3180,0.087
3186,0.086
3188,0.085
3192,0.086
3196,0.087
3200,0.086
3202,0.085
3204,0.084
3212,0.083
3222,0.082
3232,0.081
3236,0.082
3240,0.081
3242,0.082
3244,0.083
3252,0.084
3256,0.083
3262,0.082
3268,0.083
3274,0.084
3276,0.083
3280,0.084
3282,0.085
3284,0.086
3288,0.087
3290,0.086
3294,0.087
3296,0.086
3300,0.087
3306,0.086
3308,0.085
3312,0.086
3314,0.085
3318,0.087
3324,0.088
3330,0.09
3332,0.089
3334,0.088
3342,0.087
3346,0.086
3348,0.085
3352,0.086
3360,0.087
3362,0.088
3366,0.089
3368,0.088
3372,0.089
3376,0.09
3380,0.091
3382,0.092
3384,0.094
3386,0.095
3388,0.096
3390,0.098
3392,0.099
3394,0.1
3398,0.099
3402,0.1
3404,0.101
3406,0.103
3408,0.104
3412,0.106
3418,0.105
3422,0.106
3424,0.107
3426,0.108
3428,0.109
3430,0.108
3442,0.109
3448,0.11
3458,0.111
3464,0.112
3466,0.113
3472,0.114
3474,0.115
3476,0.116
3478,0.117
3482,0.118
3486,0.119
3488,0.12
3492,0.121
3498,0.122
3500,0.123
3506,0.124
3508,0.126
3510,0.127
3512,0.128
3518,0.129
3534,0.13
3536,0.131
3540,0.132
3542,0.131
3544,0.13
3546,0.131
3548,0.132
3550,0.133
3556,0.134
3558,0.135
3564,0.136
3568,0.137
3572,0.138
3582,0.137
3584,0.136
3588,0.135
3590,0.134
3600,0.136
3602,0.137
3614,0.136
3620,0.137
3626,0.138
3628,0.137
3636,0.138
3642,0.139
3648,0.138
3650,0.137
3654,0.138
3658,0.139
3660,0.14
3662,0.141
3670,0.142
3672,0.143
3676,0.142
3678,0.141
3682,0.142
3686,0.141
3688,0.14
3708,0.139
3716,0.138
3722,0.137
3728,0.138
3730,0.137
3734,0.138
3742,0.137
3744,0.138
3746,0.139
3752,0.138
3758,0.137
3762,0.136
3768,0.137
3780,0.138
3782,0.139
3786,0.14
3788,0.141
3792,0.142
3794,0.143
3808,0.144
3812,0.143
3818,0.144
3824,0.145
3828,0.146
3830,0.147
3834,0.148
3838,0.149
3852,0.15
3854,0.151
3856,0.152
3862,0.151
3866,0.152
3868,0.151
3872,0.15
3874,0.151
3876,0.152
3878,0.153
3880,0.154
3888,0.155
3890,0.156
3896,0.155
3902,0.156
3910,0.157
3916,0.158
3922,0.159
3924,0.16
3926,0.161
3928,0.162
3944,0.163
3946,0.164
3950,0.165
3956,0.166
3962,0.167
3966,0.169
3970,0.17
3974,0.171
3976,0.172
3990,0.171
3996,0.17
4010,0.169
4014,0.17
4018,0.171
4022,0.172
4034,0.173
4038,0.174
4044,0.175
4046,0.176
4060,0.175
4062,0.176
4072,0.177
4078,0.176
4080,0.175
4090,0.176
4096,0.177
4110,0.178
4114,0.179
4116,0.178
4120,0.179
4132,0.178
4138,0.179
4142,0.18
4150,0.179
4162,0.18
4168,0.179
4172,0.178
4174,0.177
4180,0.176
4192,0.177
4200,0.178
4202,0.179
4204,0.178
4216,0.177
4230,0.176
4234,0.175
4242,0.176
4244,0.175
4256,0.174
4268,0.173
4270,0.174
4274,0.173
4306,0.174
4310,0.175
4312,0.174
4316,0.173
4320,0.174
4326,0.173
4356,0.174
4362,0.175
4372,0.174
4374,0.175
4378,0.176
4384,0.175
4388,0.176
4394,0.177
4402,0.176
4410,0.175
4416,0.176
4418,0.177
4422,0.178
4424,0.177
4434,0.178
4436,0.177
4458,0.178
4464,0.179
4474,0.178
4476,0.179
4482,0.18
4490,0.181
4492,0.18
4496,0.179
4508,0.178
4516,0.177
4522,0.178
4524,0.177
4530,0.178
4544,0.177
4546,0.178
4552,0.177
4580,0.176
4586,0.177
4600,0.176
4602,0.177
4610,0.178
4624,0.177
4628,0.178
4634,0.177
4638,0.178
4640,0.177
4648,0.176
4652,0.177
4654,0.178
4688,0.179
4696,0.18
4702,0.181
4716,0.182
4722,0.183
4724,0.184
4728,0.185
4738,0.184
4744,0.185
4746,0.186
4760,0.185
4762,0.186
4774,0.187
4778,0.186
4780,0.187
4782,0.188
4790,0.187
4792,0.188
4804,0.189
4812,0.19
4814,0.189
4818,0.19
4826,0.191
4828,0.19
4830,0.191
4838,0.192
4840,0.191
4842,0.192
4848,0.193
4850,0.194
4854,0.193
4856,0.192
4866,0.193
4872,0.194
4874,0.195
4876,0.196
4878,0.197
4882,0.198
4884,0.199
4886,0.198
4892,0.199
4894,0.198
4896,0.197
4906,0.196
4908,0.197
4926,0.196
4932,0.197
4944,0.198
4948,0.197
4952,0.196
4956,0.197
4960,0.198
4968,0.197
4974,0.198
4988,0.199
4990,0.2
5004,0.199
5010,0.2
5020,0.201
5030,0.202
5032,0.201
5038,0.202
5040,0.201
5056,0.202
5058,0.203
5062,0.202
5066,0.203
5068,0.202
5076,0.201
5078,0.2
5082,0.199
5084,0.198
5088,0.197
5096,0.198
5114,0.197
5120,0.198
5122,0.197
5126,0.196
5132,0.195
5138,0.194
5140,0.195
5144,0.194
5146,0.193
5152,0.192
5160,0.191
5162,0.19
5168,0.189
5174,0.188
5180,0.187
5186,0.186
5188,0.185
5190,0.184
5192,0.183
5196,0.182
5212,0.181
5216,0.18
5220,0.181
5228,0.18
5232,0.179
5234,0.18
5246,0.179
5258,0.178
5268,0.177
5270,0.176
5276,0.177
5282,0.178
5288,0.177
5290,0.176
5298,0.175
5302,0.176
5312,0.175
5318,0.176
5322,0.175
5326,0.174
5344,0.175
5348,0.174
5350,0.173
5352,0.172
5356,0.173
5364,0.174
5368,0.175
5370,0.174
5372,0.173
5376,0.172
5384,0.173
5386,0.174
5392,0.175
5400,0.176
5404,0.175
5422,0.173
5424,0.172
5442,0.171
5452,0.17
5456,0.169
5460,0.168
5464,0.169
5480,0.168
5482,0.167
5484,0.166
5492,0.167
5500,0.166
5502,0.164
5504,0.163
5508,0.162
5512,0.161
5516,0.162
5528,0.163
5532,0.164
5534,0.163
5540,0.162
5544,0.161
5546,0.16
5550,0.161
5554,0.162
5556,0.163
5558,0.164
5562,0.163
5566,0.162
5570,0.161
5578,0.162
5584,0.161
5588,0.16
5590,0.159
5596,0.16
5598,0.159
5608,0.158
5610,0.157
5616,0.156
5622,0.155
5628,0.156
5630,0.155
5642,0.154
5646,0.155
5656,0.154
5664,0.153
5666,0.152
5668,0.151
5672,0.15
5682,0.149
5684,0.15
5692,0.151
5702,0.152
5704,0.153
5706,0.154
5708,0.155
5722,0.154
5724,0.153
5730,0.152
5734,0.151
5740,0.15
5746,0.151
5748,0.15
5752,0.149
5764,0.15
5772,0.151
5780,0.15
5784,0.149
5792,0.15
5798,0.149
5800,0.15
5804,0.149
5810,0.15
5816,0.149
5824,0.15
5828,0.149
5836,0.15
5840,0.149
5848,0.15
5850,0.149
5854,0.148
5870,0.149
5878,0.148
5882,0.147
5884,0.148
5892,0.147
5898,0.146
5906,0.144
5910,0.143
5914,0.142
5916,0.141
5920,0.14
5932,0.141
5938,0.142
5940,0.143
5946,0.142
5952,0.141
5958,0.14
5962,0.139
5964,0.14
5970,0.141
5976,0.14
5982,0.141
5990,0.14
5992,0.139
5996,0.138
5998,0.137
6012,0.136
6014,0.137
6022,0.138
6024,0.137
6028,0.136
6048,0.135
6050,0.134
6052,0.133
6056,0.132
6062,0.131
6066,0.132
6072,0.131
6076,0.132
6084,0.134
6086,0.133
6090,0.132
6094,0.131
6096,0.13
6100,0.131
6104,0.13
6108,0.131
6110,0.132
6134,0.131
6144,0.132
6152,0.133
6156,0.134
6158,0.133
6164,0.132
6166,0.131
6168,0.129
6172,0.128
6174,0.127
6182,0.128
6184,0.129
6190,0.13
6202,0.129
6204,0.128
6206,0.129
6216,0.128
6224,0.127
6230,0.128
6236,0.127
6240,0.126
6250,0.125
6252,0.126
6254,0.127
6256,0.128
6258,0.129
6260,0.13
6262,0.132
6264,0.131
6266,0.132
6268,0.131
6270,0.132
6272,0.131
6278,0.13
6282,0.129
6284,0.128
6286,0.127
6288,0.128
6290,0.129
6294,0.13
6296,0.131
6302,0.13
6304,0.129
6308,0.128
6310,0.127
6312,0.125
6318,0.124
6320,0.123
6326,0.122
6332,0.121
6334,0.12
6338,0.119
6342,0.118
6344,0.117
6346,0.116
6348,0.115
6350,0.114
6352,0.113
6354,0.112
6356,0.111
6362,0.112
6368,0.113
6370,0.114
6372,0.115
6380,0.114
6384,0.112
6386,0.111
6388,0.11
6390,0.109
6392,0.108
6398,0.109
6402,0.108
6404,0.109
6406,0.108
6414,0.107
6422,0.106
6424,0.105
6428,0.106
6430,0.105
6432,0.104
6438,0.105
6442,0.104
6444,0.103
6446,0.102
6448,0.1
6450,0.099
6452,0.098
6454,0.096
6456,0.094
6458,0.093
6462,0.092
6466,0.094
6468,0.093
6472,0.092
6478,0.093
6490,0.092
6492,0.091
6496,0.09
6498,0.088
6500,0.087
6502,0.086
6508,0.085
6510,0.086
6514,0.087
6516,0.088
6518,0.089
6520,0.09
6522,0.091
6526,0.092
6530,0.091
6532,0.09
6534,0.091
6536,0.092
6542,0.091
6554,0.092
6556,0.093
6558,0.094
6564,0.095
6566,0.094
6568,0.093
6576,0.092
6578,0.091
6580,0.092
6586,0.091
6588,0.092
6592,0.093
6600,0.092
6602,0.093
6608,0.092
6610,0.091
6618,0.092
6640,0.093
6642,0.094
6644,0.095
6650,0.097
6652,0.098
6654,0.099
6656,0.1
6658,0.102
6660,0.103
6664,0.101
6666,0.102
6668,0.101
6674,0.1
6678,0.101
6680,0.102
6688,0.103
6690,0.104
6692,0.105
6694,0.104
6698,0.105
6704,0.106
6706,0.107
6712,0.108
6714,0.109
6716,0.108
6718,0.107
6722,0.106
6724,0.105
6726,0.106
6730,0.107
6732,0.108
6736,0.109
6738,0.107
6742,0.108
6744,0.109
6746,0.11
6748,0.111
6752,0.11
6758,0.109
6768,0.111
6770,0.112
6774,0.111
6776,0.11
6786,0.111
6790,0.11
6796,0.109
6800,0.11
6802,0.109
6804,0.108
6806,0.107
6808,0.108
6810,0.109
6812,0.11
6824,0.111
6834,0.112
6838,0.111
6840,0.11
6842,0.109
6846,0.108
6852,0.107
6858,0.106
6862,0.105
6868,0.104
6872,0.105
6878,0.107
6880,0.106
6882,0.105
6888,0.104
6890,0.102
6892,0.101
6896,0.102
6902,0.103
6904,0.104
6906,0.103
6916,0.102
6920,0.103
6924,0.104
6928,0.103
6934,0.104
6936,0.103
6938,0.104
6942,0.105
6946,0.106
6948,0.105
6950,0.104
6952,0.105
6954,0.106
6956,0.105
6960,0.106
6964,0.107
6968,0.106
6970,0.104
6974,0.103
6982,0.102
6986,0.101
6988,0.102
6992,0.103
6996,0.102
7000,0.103
7012,0.104
7022,0.103
7032,0.102
7036,0.101
7038,0.102
7040,0.103
7048,0.104
7052,0.105
7056,0.104
7058,0.105
7064,0.106
7072,0.107
7074,0.106
7080,0.104
7090,0.105
7092,0.106
7094,0.107
7104,0.106
7106,0.105
7110,0.106
7116,0.105
7118,0.106
7120,0.107
7130,0.106
7132,0.105
7136,0.104
7142,0.103
7144,0.101
7146,0.1
