date	time	mag	mag_limit	dmag	dmag2	instrument	band	date_unit	time_frame	time_unit	mag_unit	extinction_corrected	dtime	reference
NaN	5.47000	19.15	0	0.01	NaN	GS	z	NaN	observer	days	AB	True	NaN	https://ui.adsabs.harvard.edu/abs/2011ApJ...740...41C/abstract
NaN	9.07200	19.29	0	0.02	NaN	FTS	R_c	NaN	observer	days	Vega	True	NaN	https://ui.adsabs.harvard.edu/abs/2011ApJ...740...41C/abstract
NaN	0.49246	20.75	0	0.04	NaN	GROND	g'	NaN	observer	days	AB	False	0.0022349999999999	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	0.49246	20.9	0	0.04	NaN	GROND	r'	NaN	observer	days	AB	False	0.0022349999999999	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	0.49246	20.87	0	0.05	NaN	GROND	i'	NaN	observer	days	AB	False	0.0022349999999999	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	0.49246	20.77	0	0.07	NaN	GROND	z'	NaN	observer	days	AB	False	0.0022349999999999	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	0.49246	20.69	0	0.14	NaN	GROND	J	NaN	observer	days	AB	False	0.0022349999999999	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	0.49246	20.04	1	NaN	NaN	GROND	H	NaN	observer	days	AB	False	0.0022349999999999	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	0.58143	20.81	0	0.03	NaN	GROND	g'	NaN	observer	days	AB	False	0.02097	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	0.58143	20.91	0	0.03	NaN	GROND	r'	NaN	observer	days	AB	False	0.02097	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	0.58143	20.94	0	0.04	NaN	GROND	i'	NaN	observer	days	AB	False	0.02097	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	0.58143	20.76	0	0.04	NaN	GROND	z'	NaN	observer	days	AB	False	0.02097	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	0.58143	20.71	0	0.26	NaN	GROND	J	NaN	observer	days	AB	False	0.02097	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	0.58143	20.67	1	NaN	NaN	GROND	H	NaN	observer	days	AB	False	0.02097	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	1.48378	20.75	0	0.04	NaN	GROND	g'	NaN	observer	days	AB	False	0.007445	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	1.48378	20.9	0	0.04	NaN	GROND	r'	NaN	observer	days	AB	False	0.007445	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	1.48378	20.59	0	0.05	NaN	GROND	i'	NaN	observer	days	AB	False	0.007445	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	1.48378	20.51	0	0.05	NaN	GROND	z'	NaN	observer	days	AB	False	0.007445	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	1.48378	20.47	0	0.22	NaN	GROND	J	NaN	observer	days	AB	False	0.007445	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	1.48378	20.69	0	0.33	NaN	GROND	H	NaN	observer	days	AB	False	0.007445	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	1.69876	20.92	0	0.04	NaN	GROND	g'	NaN	observer	days	AB	False	0.0051999999999999	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	1.69876	20.77	0	0.03	NaN	GROND	r'	NaN	observer	days	AB	False	0.0051999999999999	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	1.69876	20.69	0	0.05	NaN	GROND	i'	NaN	observer	days	AB	False	0.0051999999999999	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	1.69876	20.65	0	0.06	NaN	GROND	z'	NaN	observer	days	AB	False	0.0051999999999999	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	1.69876	20.4	0	0.32	NaN	GROND	J	NaN	observer	days	AB	False	0.0051999999999999	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	1.69876	20.09	1	NaN	NaN	GROND	H	NaN	observer	days	AB	False	0.0051999999999999	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	2.50422	20.7	0	0.04	NaN	GROND	g'	NaN	observer	days	AB	False	0.0061849999999998	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	2.50422	20.58	0	0.04	NaN	GROND	r'	NaN	observer	days	AB	False	0.0061849999999998	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	2.50422	20.5	0	0.05	NaN	GROND	i'	NaN	observer	days	AB	False	0.0061849999999998	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	2.50422	20.2	0	0.04	NaN	GROND	z'	NaN	observer	days	AB	False	0.0061849999999998	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	2.50422	19.99	0	0.17	NaN	GROND	J	NaN	observer	days	AB	False	0.0061849999999998	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	2.50422	20.09	1	NaN	NaN	GROND	H	NaN	observer	days	AB	False	0.0061849999999998	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	3.51361	20.67	0	0.03	NaN	GROND	g'	NaN	observer	days	AB	False	0.008035	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	3.51361	20.4	0	0.03	NaN	GROND	r'	NaN	observer	days	AB	False	0.008035	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	3.51361	20.24	0	0.03	NaN	GROND	i'	NaN	observer	days	AB	False	0.008035	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	3.51361	19.94	0	0.03	NaN	GROND	z'	NaN	observer	days	AB	False	0.008035	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	3.51361	19.72	0	0.17	NaN	GROND	J	NaN	observer	days	AB	False	0.008035	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	3.51361	19.94	0	0.21	NaN	GROND	H	NaN	observer	days	AB	False	0.008035	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	4.48495	20.43	0	0.04	NaN	GROND	g'	NaN	observer	days	AB	False	0.00468	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	4.48495	20.21	0	0.03	NaN	GROND	r'	NaN	observer	days	AB	False	0.00468	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	4.48495	20.15	0	0.04	NaN	GROND	i'	NaN	observer	days	AB	False	0.00468	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	4.48495	19.78	0	0.04	NaN	GROND	z'	NaN	observer	days	AB	False	0.00468	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	4.48495	20.0	0	0.19	NaN	GROND	J	NaN	observer	days	AB	False	0.00468	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	4.48495	20.22	0	0.23	NaN	GROND	H	NaN	observer	days	AB	False	0.00468	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	5.46776	20.33	0	0.04	NaN	GROND	g'	NaN	observer	days	AB	False	0.0045250000000001	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	5.46776	20.11	0	0.04	NaN	GROND	r'	NaN	observer	days	AB	False	0.0045250000000001	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	5.46776	20.04	0	0.04	NaN	GROND	i'	NaN	observer	days	AB	False	0.0045250000000001	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	5.46776	19.61	0	0.04	NaN	GROND	z'	NaN	observer	days	AB	False	0.0045250000000001	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	5.46776	19.93	0	0.19	NaN	GROND	J	NaN	observer	days	AB	False	0.0045250000000001	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	5.46776	19.92	0	0.23	NaN	GROND	H	NaN	observer	days	AB	False	0.0045250000000001	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	7.47926	20.26	0	0.06	NaN	GROND	g'	NaN	observer	days	AB	False	0.002475	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	7.47926	19.96	0	0.04	NaN	GROND	r'	NaN	observer	days	AB	False	0.002475	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	7.47926	19.87	0	0.06	NaN	GROND	i'	NaN	observer	days	AB	False	0.002475	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	7.47926	19.58	0	0.06	NaN	GROND	z'	NaN	observer	days	AB	False	0.002475	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	7.47926	19.69	0	0.19	NaN	GROND	J	NaN	observer	days	AB	False	0.002475	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	7.47926	20.2	0	0.28	NaN	GROND	H	NaN	observer	days	AB	False	0.002475	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	10.47799	20.38	0	0.03	NaN	GROND	g'	NaN	observer	days	AB	False	0.0046049999999997	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	10.47799	19.91	0	0.03	NaN	GROND	r'	NaN	observer	days	AB	False	0.0046049999999997	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	10.47799	19.98	0	0.04	NaN	GROND	i'	NaN	observer	days	AB	False	0.0046049999999997	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	10.47799	19.37	0	0.03	NaN	GROND	z'	NaN	observer	days	AB	False	0.0046049999999997	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	10.47799	19.53	0	0.14	NaN	GROND	J	NaN	observer	days	AB	False	0.0046049999999997	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	10.47799	19.85	0	0.25	NaN	GROND	H	NaN	observer	days	AB	False	0.0046049999999997	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	11.47772	20.5	0	0.03	NaN	GROND	g'	NaN	observer	days	AB	False	0.0022199999999994	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	11.47772	20.01	0	0.03	NaN	GROND	r'	NaN	observer	days	AB	False	0.0022199999999994	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	11.47772	19.99	0	0.04	NaN	GROND	i'	NaN	observer	days	AB	False	0.0022199999999994	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	11.47772	19.33	0	0.03	NaN	GROND	z'	NaN	observer	days	AB	False	0.0022199999999994	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	11.47772	19.49	0	0.14	NaN	GROND	J	NaN	observer	days	AB	False	0.0022199999999994	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	11.47772	19.94	0	0.18	NaN	GROND	H	NaN	observer	days	AB	False	0.0022199999999994	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	14.48775	20.71	0	0.04	NaN	GROND	g'	NaN	observer	days	AB	False	0.0086300000000001	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	14.48775	20.07	0	0.03	NaN	GROND	r'	NaN	observer	days	AB	False	0.0086300000000001	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	14.48775	20.08	0	0.03	NaN	GROND	i'	NaN	observer	days	AB	False	0.0086300000000001	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	14.48775	19.38	0	0.03	NaN	GROND	z'	NaN	observer	days	AB	False	0.0086300000000001	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	14.48775	19.51	0	0.12	NaN	GROND	J	NaN	observer	days	AB	False	0.0086300000000001	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	14.48775	19.67	0	0.22	NaN	GROND	H	NaN	observer	days	AB	False	0.0086300000000001	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	15.48549	20.72	0	0.05	NaN	GROND	g'	NaN	observer	days	AB	False	0.00448	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	15.48549	20.07	0	0.04	NaN	GROND	r'	NaN	observer	days	AB	False	0.00448	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	15.48549	20.16	0	0.05	NaN	GROND	i'	NaN	observer	days	AB	False	0.00448	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	15.48549	19.32	0	0.04	NaN	GROND	z'	NaN	observer	days	AB	False	0.00448	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	15.48549	19.59	0	0.13	NaN	GROND	J	NaN	observer	days	AB	False	0.00448	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	15.48549	19.85	0	0.19	NaN	GROND	H	NaN	observer	days	AB	False	0.00448	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	19.53004	21.33	0	0.1	NaN	GROND	g'	NaN	observer	days	AB	False	0.0011900000000011	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	19.53004	20.36	0	0.05	NaN	GROND	r'	NaN	observer	days	AB	False	0.0011900000000011	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	19.53004	20.39	0	0.07	NaN	GROND	i'	NaN	observer	days	AB	False	0.0011900000000011	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	19.53004	19.51	0	0.05	NaN	GROND	z'	NaN	observer	days	AB	False	0.0011900000000011	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	19.53004	19.7	0	0.19	NaN	GROND	J	NaN	observer	days	AB	False	0.0011900000000011	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	19.53004	19.71	1	NaN	NaN	GROND	H	NaN	observer	days	AB	False	0.0011900000000011	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	21.49086	21.52	0	0.06	NaN	GROND	g'	NaN	observer	days	AB	False	0.0045649999999994	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	21.49086	20.48	0	0.04	NaN	GROND	r'	NaN	observer	days	AB	False	0.0045649999999994	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	21.49086	20.48	0	0.04	NaN	GROND	i'	NaN	observer	days	AB	False	0.0045649999999994	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	21.49086	19.65	0	0.03	NaN	GROND	z'	NaN	observer	days	AB	False	0.0045649999999994	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	21.49086	19.64	0	0.13	NaN	GROND	J	NaN	observer	days	AB	False	0.0045649999999994	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	21.49086	19.95	0	0.19	NaN	GROND	H	NaN	observer	days	AB	False	0.0045649999999994	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	25.50823	21.91	0	0.05	NaN	GROND	g'	NaN	observer	days	AB	False	0.0105149999999998	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	25.50823	20.78	0	0.03	NaN	GROND	r'	NaN	observer	days	AB	False	0.0105149999999998	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	25.50823	20.66	0	0.03	NaN	GROND	i'	NaN	observer	days	AB	False	0.0105149999999998	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	25.50823	19.87	0	0.03	NaN	GROND	z'	NaN	observer	days	AB	False	0.0105149999999998	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	25.50823	19.67	0	0.13	NaN	GROND	J	NaN	observer	days	AB	False	0.0105149999999998	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	25.50823	20.3	0	0.21	NaN	GROND	H	NaN	observer	days	AB	False	0.0105149999999998	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	32.49642	22.78	0	0.1	NaN	GROND	g'	NaN	observer	days	AB	False	0.010550000000002	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	32.49642	21.42	0	0.04	NaN	GROND	r'	NaN	observer	days	AB	False	0.010550000000002	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	32.49642	21.28	0	0.05	NaN	GROND	i'	NaN	observer	days	AB	False	0.010550000000002	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	32.49642	20.39	0	0.04	NaN	GROND	z'	NaN	observer	days	AB	False	0.010550000000002	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	32.49642	20.07	0	0.19	NaN	GROND	J	NaN	observer	days	AB	False	0.010550000000002	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	32.49642	20.41	1	NaN	NaN	GROND	H	NaN	observer	days	AB	False	0.010550000000002	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	40.48467	23.11	1	NaN	NaN	GROND	g'	NaN	observer	days	AB	False	0.0157500000000005	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	40.48467	21.83	0	0.06	NaN	GROND	r'	NaN	observer	days	AB	False	0.0157500000000005	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	40.48467	21.74	0	0.07	NaN	GROND	i'	NaN	observer	days	AB	False	0.0157500000000005	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	40.48467	20.81	0	0.05	NaN	GROND	z'	NaN	observer	days	AB	False	0.0157500000000005	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	40.48467	20.34	1	NaN	NaN	GROND	J	NaN	observer	days	AB	False	0.0157500000000005	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	40.48467	20.43	1	NaN	NaN	GROND	H	NaN	observer	days	AB	False	0.0157500000000005	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	83.44110	23.95	1	NaN	NaN	GROND	g'	NaN	observer	days	AB	False	0.010514999999998	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	83.44110	23.66	0	0.23	NaN	GROND	r'	NaN	observer	days	AB	False	0.010514999999998	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	83.44110	22.91	1	NaN	NaN	GROND	i'	NaN	observer	days	AB	False	0.010514999999998	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	83.44110	22.78	0	0.25	NaN	GROND	z'	NaN	observer	days	AB	False	0.010514999999998	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	83.44110	20.95	1	NaN	NaN	GROND	J	NaN	observer	days	AB	False	0.010514999999998	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
NaN	83.44110	20.9	1	NaN	NaN	GROND	H	NaN	observer	days	AB	False	0.010514999999998	https://ui.adsabs.harvard.edu/abs/2012A%26A...539A..76O/abstract
