col1 col2 col3 col4 col5 col6
144.813 0.959 -0.815 1.86425423e-09 2.89604753e-10 -2.8953581e-10
146.494 0.62 -0.722 2.50126611e-09 3.81228392e-10 -3.81138947e-10
147.652 0.67 -0.538 2.81774731e-09 4.21459614e-10 -4.21357573e-10
149.022 0.614 -0.7 2.58894298e-09 3.8693773000000003e-10 -3.86895252e-10
150.11 0.585 -0.473 3.21554641e-09 4.80357304e-10 -4.80345981e-10
151.473 0.692 -0.778 2.2832394000000003e-09 3.4748089400000004e-10 -3.4749081e-10
152.866 0.693 -0.702 2.4403691400000002e-09 3.64354576e-10 -3.64384324e-10
154.248 0.555 -0.688 2.74643586e-09 4.0993112500000005e-10 -4.0998613199999996e-10
155.699 0.654 -0.896 2.21911035e-09 3.3120592400000004e-10 -3.31253226e-10
157.174 0.624 -0.821 2.3803827e-09 3.55222275e-10 -3.55281771e-10
158.587 0.709 -0.789 2.23007356e-09 3.45637925e-10 -3.45695277e-10
160.3 0.858 -1.005 1.7933916800000002e-09 2.7791198e-10 -2.7796397200000003e-10
161.931 0.884 -0.773 2.04647815e-09 3.11127498e-10 -3.1118954e-10
163.624 0.545 -0.809 2.50363992e-09 3.80600401e-10 -3.8067912600000005e-10
164.834 0.692 -0.666 2.4934324699999998e-09 3.7903796099999997e-10 -3.79117289e-10
166.302 0.777 -0.776 2.13998402e-09 3.3158320100000004e-10 -3.31649129e-10
167.881 0.794 -0.802 2.1133106500000002e-09 3.21226676e-10 -3.21295552e-10
169.386 0.672 -0.711 2.40438344e-09 3.72507605e-10 -3.72584454e-10
170.964 0.729 -0.906 2.06272029e-09 3.1352516e-10 -3.1359276299999997e-10
172.36 0.762 -0.667 2.36069877e-09 3.5882372600000005e-10 -3.5890084299999997e-10
173.971 0.698 -0.85 2.2104104e-09 3.29658894e-10 -3.2973292900000004e-10
175.255 0.643 -0.586 2.78144671e-09 4.14795727e-10 -4.1488812e-10
176.702 0.738 -0.803 2.16215834e-09 3.22450431e-10 -3.2252259e-10
178.154 0.655 -0.715 2.36234295e-09 3.65975105e-10 -3.66051217e-10
179.452 0.533 -0.643 2.7923087500000003e-09 4.24414046e-10 -4.24505702e-10
180.72 0.63 -0.735 2.30192771e-09 3.70664368e-10 -3.7073565600000003e-10
182.168 0.619 -0.819 2.31733838e-09 3.4561822700000003e-10 -3.4569581300000004e-10
183.208 0.448 -0.42 3.8370089300000006e-09 5.72279026e-10 -5.72407331e-10
184.208 0.647 -0.552 2.77808398e-09 4.14365788e-10 -4.1445798000000003e-10
185.507 0.669 -0.653 2.4841121000000003e-09 3.77612603e-10 -3.77692199e-10
186.984 0.762 -0.807 2.0695147600000003e-09 3.20634999e-10 -3.20700793e-10
188.314 0.541 -0.569 2.97044902e-09 4.5156559500000005e-10 -4.51658926e-10
189.375 0.555 -0.519 3.1130799600000004e-09 4.64367955e-10 -4.6446912500000003e-10
190.701 0.603 -0.771 2.33142513e-09 3.68250559e-10 -3.68322316e-10
191.931 0.637 -0.628 2.56919339e-09 3.98065492e-10 -3.98146294e-10
193.607 0.931 -1.038 1.67434608e-09 2.5451437400000004e-10 -2.54568309e-10
195.412 0.69 -0.874 2.13916595e-09 3.19132055e-10 -3.1919798299999997e-10
196.614 0.584 -0.512 3.05247846e-09 4.5536952000000003e-10 -4.55465196e-10
197.87 0.732 -0.672 2.38552093e-09 3.5590446900000005e-10 -3.5597569e-10
199.277 0.771 -0.676 2.28212452e-09 3.4695795900000003e-10 -3.4702663400000005e-10
200.843 0.758 -0.795 2.15603454e-09 3.2162840799999996e-10 -3.21696815e-10
202.267 0.91 -0.666 2.03348015e-09 3.21172205e-10 -3.2123578800000004e-10
203.896 0.646 -0.719 2.34897444e-09 3.71023153e-10 -3.71095312e-10
205.281 0.55 -0.738 2.56266022e-09 3.89557363e-10 -3.8963917e-10
206.432 0.685 -0.602 2.60334597e-09 3.88340442e-10 -3.8842452699999997e-10
207.89 0.614 -0.774 2.3482923800000002e-09 3.63868223e-10 -3.6393984599999996e-10
209.483 0.948 -0.979 1.6938283400000002e-09 2.62486168e-10 -2.6253494400000003e-10
211.139 0.591 -0.708 2.5867185800000002e-09 3.85940971e-10 -3.86015944e-10
212.491 0.762 -0.761 2.1744448e-09 3.3063200200000003e-10 -3.30691967e-10
213.965 0.599 -0.712 2.48901717e-09 3.8572328799999997e-10 -3.85793772e-10
215.354 0.65 -0.789 2.2341994200000003e-09 3.52940925e-10 -3.53005312e-10
216.755 0.775 -0.752 2.13800082e-09 3.3132819900000003e-10 -3.31388499e-10
218.081 0.536 -0.551 3.09612695e-09 4.61972772e-10 -4.620588e-10
219.487 0.772 -0.87 2.07137066e-09 3.14933165e-10 -3.1499359900000003e-10
221.104 0.886 -0.845 1.96490967e-09 2.98735446e-10 -2.98794071e-10
222.727 0.74 -0.737 2.27010606e-09 3.51806548e-10 -3.51869863e-10
224.279 0.806 -0.812 2.07281183e-09 3.21250863e-10 -3.2130600400000005e-10
225.869 0.636 -0.785 2.39284805e-09 3.63867888e-10 -3.63930064e-10
227.219 0.55 -0.713 2.6927574700000002e-09 4.0954138600000003e-10 -4.09600748e-10
228.54 0.645 -0.771 2.40183141e-09 3.6526115300000003e-10 -3.65319443e-10
229.889 0.817 -0.704 2.2741448199999997e-09 3.3935922100000004e-10 -3.39417444e-10
231.38 0.607 -0.674 2.62380107e-09 4.0670447200000005e-10 -4.06765375e-10
232.934 0.846 -0.947 1.92918728e-09 2.8791374e-10 -2.8795836200000003e-10
234.513 0.801 -0.733 2.22375747e-09 3.38251242e-10 -3.38293519e-10
235.922 0.721 -0.608 2.5661026800000004e-09 3.90368532e-10 -3.90409469e-10
237.436 0.855 -0.793 2.04010377e-09 3.16268877e-10 -3.16309479e-10
238.884 0.594 -0.593 2.87384507e-09 4.37112221e-10 -4.3717071200000005e-10
240.447 0.847 -0.969 1.8775879e-09 2.85622742e-10 -2.85653696e-10
242.198 0.882 -0.904 1.93706782e-09 2.89198331e-10 -2.89224059e-10
243.937 0.771 -0.857 2.12544234e-09 3.17303022e-10 -3.1733478e-10
245.48 0.603 -0.773 2.5158868500000003e-09 3.75637443e-10 -3.75666588e-10
246.821 0.692 -0.738 2.3843718800000002e-09 3.6281364300000003e-10 -3.6283488200000004e-10
248.061 0.474 -0.547 3.38818531e-09 5.06006646e-10 -5.0602152e-10
249.276 0.851 -0.741 2.17293931e-09 3.2441212400000003e-10 -3.2444120200000003e-10
250.856 0.793 -0.728 2.28390002e-09 3.40988393e-10 -3.41017136e-10
252.295 0.586 -0.647 2.82544829e-09 4.21907107e-10 -4.2193042300000005e-10
253.856 0.698 -0.974 2.08301861e-09 3.1104294400000004e-10 -3.1106049799999997e-10
255.238 0.728 -0.685 2.46604019e-09 3.68257728e-10 -3.6827461199999996e-10
