GRB/SN,Filename,Status,Reference
GRB200826A-SN2020scz,GRB200826A-SN2020scz_Optical_1.txt,"Early, Late, Optical",https://ui.adsabs.harvard.edu/abs/2021NatAs...5..917A/abstract
GRB200826A-SN2020scz,GRB200826A-SN2020scz_Xray_1.txt,Xray,https://ui.adsabs.harvard.edu/abs/2021NatAs...5..917A/abstract
GRB200826A-SN2020scz,GRB200826A-SN2020scz_Radio_1.txt,Radio,https://ui.adsabs.harvard.edu/abs/2021NatAs...5..917A/abstract
GRB200826A-SN2020scz,GRB200826A-SN2020scz_Optical_2.txt,"Early, Late, Optical",https://ui.adsabs.harvard.edu/abs/2021NatAs...5..911Z/abstract
GRB200826A-SN2020scz,GRB200826A-SN2020scz_Xray_2.txt,Xray,https://ui.adsabs.harvard.edu/abs/2021MNRAS.503.2966R/abstract
GRB200826A-SN2020scz,GRB200826A-SN2020scz_Radio_2.txt,Radio,https://ui.adsabs.harvard.edu/abs/2021MNRAS.503.2966R/abstract
