date	time	flux_density	flux_density_limit	dflux_density	freq	instrument	date_unit	time_unit	flux_density_unit	time_frame	freq_unit	dtime
1999-Dec-14.73	6.54	0.967	0	0.055	8.35	VLBA	yyyy-month-deciday	days	milliJy	observer	GHz	NaN
1999-Dec-14.73	6.54	0.448	0	0.067	4.85	VLBA	yyyy-month-deciday	days	milliJy	observer	GHz	NaN
1999-Dec-18.72	10.53	1.008	0	0.06	8.35	VLBA	yyyy-month-deciday	days	milliJy	observer	GHz	NaN
1999-Dec-18.72	10.53	0.888	0	0.074	4.85	VLBA	yyyy-month-deciday	days	milliJy	observer	GHz	NaN
1999-Dec-26.70	18.51	0.43	0	0.075	8.35	VLBA	yyyy-month-deciday	days	milliJy	observer	GHz	NaN
1999-Dec-26.70	18.51	0.431	0	0.092	4.85	VLBA	yyyy-month-deciday	days	milliJy	observer	GHz	NaN
2000-Jan-4.69	27.5	0.474	0	0.056	8.35	VLBA	yyyy-month-deciday	days	milliJy	observer	GHz	NaN
2000-Jan-4.69	27.5	0.44	0	0.064	4.85	VLBA	yyyy-month-deciday	days	milliJy	observer	GHz	NaN
