Filename,Status,Reference
GRB120422A-SN2012bz_Optical.html,"Early, Optical",https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract
NO FILE DOWNLOADED,Spectra,https://ui.adsabs.harvard.edu/abs/2012A%26A...547A..82M/abstract
GRB120422A-SN2012bz_Optical_NIR_1.html,"Early, Late, NIR, Optical",https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract
GRB120422A-SN2012bz_Optical_2.html,"Late, Optical",https://ui.adsabs.harvard.edu/abs/2014A%26A...566A.102S/abstract
,,
