col1 col2 col3 col4 col5 col6
3527.683 1429.183 -255.488 3.55610628e-11 8.0300952e-12 -8.0300952e-12
4985.105 24.414 -28.24 2.75653908e-11 5.91318e-12 -5.91318e-12
5042.975 36.383 -33.456 2.03304528e-11 4.5924372e-12 -4.5924372e-12
5121.119 45.607 -41.761 1.89594684e-11 4.2827436e-12 -4.2827436e-12
5276.229 48.14 -109.503 3.40987284e-11 7.151976e-12 -7.151976e-12
5473.342 174.753 -148.973 2.490759e-11 4.5577152e-12 -4.5577152e-12
9466.244 1535.862 -430.742 8.4043008e-12 1.50159276e-12 -1.50159276e-12
20936.704 421.194 -332.09 3.0057937199999997e-12 7.806628799999999e-13 -7.806628799999999e-13
21663.277 168.355 -305.379 2.62475136e-12 6.8210064e-13 -6.8210064e-13
22086.065 963.615 -254.433 1.39467852e-12 3.25880244e-13 -3.25880244e-13
32720.225 254.989 -534.854 1.48169736e-12 3.9034331999999994e-13 -3.9034331999999994e-13
33307.596 261.848 -332.383 1.05606612e-12 2.76233472e-13 -2.76233472e-13
34055.881 554.852 -486.437 1.04301648e-12 2.2145864399999996e-13 -2.2145864399999996e-13
38654.8 536.66 -700.496 5.774086799999999e-13 1.525698e-13 -1.525698e-13
39613.87 784.317 -422.409 1.1819332800000001e-12 2.40612696e-13 -2.40612696e-13
44284.219 577.525 -516.529 5.9897268e-13 1.60283736e-13 -1.60283736e-13
45337.776 846.295 -476.032 7.727111999999999e-13 1.82414664e-13 -1.82414664e-13
50449.343 1491.45 -894.37 4.569102e-13 1.03868532e-13 -1.03868532e-13
56531.275 1217.823 -1119.827 4.818024e-13 1.0861736399999999e-13 -1.0861736399999999e-13
64551.538 4762.908 -2945.629 4.1718959999999993e-13 9.2126484e-14 -9.2126484e-14
93073.619 16712.074 -19438.643 1.346562e-13 3.3669e-14 -3.3669e-14
120276.265 6852.625 -7117.618 1.35601956e-13 3.38776848e-14 -3.38776848e-14
164563.674 94731.523 -34040.488 5.7770856e-14 1.3807512e-14 -1.3807512e-14
510443.749 20974.218 -26725.504 1.46232e-13 0.0 0.0
