col1 col2 col3 col4 col5 col6
167.85 7.03 -8.014 2.91060528e-10 6.3937544e-11 -6.3937544e-11
181.96 7.963 -7.081 3.22273952e-10 6.7689336e-11 -6.7689336e-11
196.271 6.188 -6.348 3.68792028e-10 7.9025936e-11 -7.9025936e-11
211.908 10.611 -9.448 2.08507816e-10 4.7015628000000006e-11 -4.7015628000000006e-11
238.442 11.656 -15.924 1.69159188e-10 3.624797e-11 -3.624797e-11
260.005 10.152 -9.907 2.18924024e-10 4.8155404e-11 -4.8155404e-11
280.367 9.849 -10.21 2.06553644e-10 4.6380092e-11 -4.6380092e-11
295.746 4.499 -5.531 6.3926808e-10 1.15125472e-10 -1.15125472e-10
304.996 5.278 -4.751 7.244956400000002e-10 1.2285218e-10 -1.2285218e-10
315.355 7.455 -5.081 4.893838400000001e-10 8.9848132e-11 -8.9848132e-11
327.97 4.87 -5.159 6.602450800000001e-10 1.1742966400000001e-10 -1.1742966400000001e-10
337.424 5.445 -4.584 7.5217208e-10 1.2594516e-10 -1.2594516e-10
349.518 8.395 -6.649 4.30047288e-10 7.772639600000001e-11 -7.772639600000001e-11
364.161 6.289 -6.248 5.6525876e-10 9.741872800000001e-11 -9.741872800000001e-11
376.07 6.917 -5.62 3.9054131600000004e-10 8.0089768e-11 -8.0089768e-11
389.981 8.049 -6.995 2.7244329200000006e-10 6.134625200000001e-11 -6.134625200000001e-11
410.693 9.903 -12.663 1.91688596e-10 4.227731200000001e-11 -4.227731200000001e-11
432.467 8.187 -11.871 2.1005542800000002e-10 4.7232284e-11 -4.7232284e-11
446.648 9.051 -5.993 2.7673505200000003e-10 6.2312624e-11 -6.2312624e-11
463.312 7.431 -7.613 3.03797252e-10 6.518138000000001e-11 -6.518138000000001e-11
478.495 9.798 -7.753 2.34994628e-10 5.313686400000001e-11 -5.313686400000001e-11
498.329 12.53 -10.035 1.9057746399999999e-10 4.1976136400000006e-11 -4.1976136400000006e-11
552.873 50.757 -42.014 4.4561748e-11 1.0062153200000001e-11 -1.0062153200000001e-11
739.272 157.713 -135.642 6.7084864000000006e-12 1.52872148e-12 -1.52872148e-12
1501.803 4210.593 -604.817 2.6353456800000002e-12 4.842983200000001e-13 -4.842983200000001e-13
19345.247 20480.305 -7919.745 3.2379424e-13 6.048794400000001e-14 -6.048794400000001e-14
150945.528 305938.884 -76834.916 2.6725600000000003e-14 0.0 0.0
