col1 col2 col3 col4 col5 col6
156.44 1.008 -1.006 5.88777696e-10 8.78071662e-11 -8.789517360000001e-11
158.842 1.053 -1.394 4.701010860000001e-10 7.302395880000001e-11 -7.30909062e-11
160.894 0.929 -1.0 6.148541880000001e-10 9.16929702e-11 -9.17813754e-11
162.771 0.982 -0.949 6.142825260000001e-10 9.161818380000001e-11 -9.171812520000001e-11
164.881 1.05 -1.128 5.36315832e-10 8.16428808e-11 -8.17423776e-11
167.306 0.992 -1.376 4.908632040000001e-10 7.627960080000001e-11 -7.63787934e-11
169.744 1.396 -1.445 4.21839756e-10 6.2947638e-11 -6.304439700000001e-11
172.766 1.436 -1.626 3.9144011400000005e-10 5.84191296e-11 -5.851495260000001e-11
176.167 2.816 -1.965 2.292247386e-10 3.5833777200000003e-11 -3.58855146e-11
181.229 2.368 -2.247 2.5806596400000004e-10 3.93270696e-11 -3.94074018e-11
185.158 2.067 -1.561 2.296344024e-10 4.13032698e-11 -4.13700768e-11
189.151 2.173 -1.926 2.139152418e-10 3.89814048e-11 -3.9053406600000005e-11
193.403 2.794 -2.079 2.58531858e-10 3.86624862e-11 -3.8785055400000005e-11
198.508 3.451 -2.311 1.30963365e-10 2.7138992400000003e-11 -2.71896534e-11
203.77 1.713 -1.81 2.327063544e-10 4.25934054e-11 -4.2697161e-11
207.951 2.376 -2.469 1.6146161460000002e-10 3.1416278400000003e-11 -3.14831088e-11
217.426 6.163 -3.866 5.7477490200000003e-11 1.2542617620000001e-11 -1.2542617620000001e-11
230.423 8.21 -6.834 1.2323958660000002e-10 2.71483524e-11 -2.71483524e-11
248.574 12.624 -9.942 7.69443714e-11 1.722959082e-11 -1.722959082e-11
269.928 8.822 -8.729 9.81306378e-11 2.1973674060000002e-11 -2.1973674060000002e-11
304.353 17.021 -25.603 4.07455776e-11 8.939450519999999e-12 -8.939450519999999e-12
367.019 44.617 -45.645 2.3964922800000005e-11 4.7358768600000005e-12 -4.7358768600000005e-12
5349.746 150.2 -168.229 1.216975968e-12 3.23377704e-13 -3.23377704e-13
5828.986 317.842 -329.04 1.1164944960000001e-12 2.170134252e-13 -2.170134252e-13
70417.121 67497.602 -20914.436 1.251365544e-13 2.41576218e-14 -2.41576218e-14
240595.597 11919.162 -1402.834 1.6090308e-13 0.0 0.0
