col1 col2 col3 col4 col5 col6
76.341 0.598 -0.56 2.3031051800000004e-09 3.6509057000000003e-10 -3.65101068e-10
77.435 0.424 -0.496 2.99170902e-09 4.5512495599999997e-10 -4.5513963000000005e-10
78.201 0.263 -0.342 4.6188561e-09 6.885400400000001e-10 -6.885644e-10
78.811 0.318 -0.348 4.1355188999999994e-09 6.291312199999999e-10 -6.2915326e-10
79.492 0.403 -0.362 3.5970886600000003e-09 5.4722072e-10 -5.47239512e-10
80.305 0.456 -0.41 3.2246637000000003e-09 4.80705624e-10 -4.80722154e-10
81.208 0.457 -0.447 3.09135766e-09 4.60833432e-10 -4.6084938200000003e-10
82.003 0.332 -0.339 4.16544806e-09 6.2094974e-10 -6.2097062e-10
82.704 0.398 -0.369 3.6436412e-09 5.43163098e-10 -5.43179918e-10
83.703 0.552 -0.601 2.38690126e-09 3.63116192e-10 -3.6312611e-10
84.78 0.502 -0.525 2.6806295000000003e-09 4.0780061e-10 -4.07810528e-10
86.162 0.768 -0.881 1.6931945800000002e-09 2.5240701e-10 -2.52413158e-10
87.47 0.587 -0.539 2.47812888e-09 3.69418298e-10 -3.6942699799999997e-10
88.487 0.591 -0.43 2.73284922e-09 4.07389796e-10 -4.0739913400000004e-10
89.566 0.496 -0.488 2.8366280400000003e-09 4.2286031e-10 -4.22870228e-10
90.596 0.463 -0.534 2.80112798e-09 4.1756833200000003e-10 -4.17579004e-10
91.94 0.71 -0.882 1.7527060599999999e-09 2.612784e-10 -2.6128449e-10
93.232 0.757 -0.581 2.0230620400000002e-09 3.14135134e-10 -3.141425e-10
94.629 0.466 -0.64 2.48389988e-09 3.77872436e-10 -3.7788183199999996e-10
95.611 0.498 -0.516 2.75202692e-09 4.1024879e-10 -4.10259984e-10
96.769 0.678 -0.66 2.1037423599999998e-09 3.1360803e-10 -3.13616382e-10
97.998 0.542 -0.551 2.6201703e-09 3.90592706e-10 -3.90602972e-10
99.099 0.562 -0.559 2.55359326e-09 3.8066792000000003e-10 -3.80677548e-10
100.252 0.619 -0.591 2.36582928e-09 3.52677642e-10 -3.5268663199999997e-10
101.455 0.643 -0.584 2.29636094e-09 3.49342352e-10 -3.49350646e-10
102.814 0.643 -0.716 2.10570856e-09 3.1390104599999997e-10 -3.13908238e-10
104.164 0.588 -0.707 2.20987772e-09 3.2942967599999996e-10 -3.29437216e-10
105.362 0.631 -0.609 2.27327114e-09 3.45829698e-10 -3.45837354e-10
106.61 0.676 -0.617 2.21288038e-09 3.2987732e-10 -3.29885382e-10
108.363 0.997 -1.077 1.3309782000000001e-09 2.02479972e-10 -2.0248513399999999e-10
110.535 0.828 -1.175 1.3948709999999999e-09 2.07935568e-10 -2.07941252e-10
112.334 1.263 -0.97 1.25149268e-09 1.8656193e-10 -1.86567382e-10
114.45 1.052 -0.854 1.4222354e-09 2.20840568e-10 -2.20846194e-10
116.348 0.817 -0.846 1.6544656599999999e-09 2.51691696e-10 -2.51697902e-10
