Filename,Status,Reference
GRB100418A_Radio_1.html,"Early, Late, Radio",https://ui.adsabs.harvard.edu/abs/2018A%26A...620A.190D/abstract
GRB100418A_NIR_Optical_1.html,"Early, Late, NIR, Optical",https://ui.adsabs.harvard.edu/abs/2018A%26A...620A.190D/abstract
GRB100418A_Radio_2.txt,"Early, Late, Radio",https://ui.adsabs.harvard.edu/abs/2013ApJ...779..105M/abstract
GRB100418A_Optical_1.txt,Optical,https://ui.adsabs.harvard.edu/abs/2012PASJ...64..115N/abstract
GRB100418A_Optical_UV_1.txt,"Early, Late, Optical, UV",https://ui.adsabs.harvard.edu/abs/2011ApJ...727..132M/abstract
