GRB/SN,Filename,Status,Reference
GRB101219B-SN2010ma,GRB101219B-SN2010ma_NIR_Optical1.html,"Early, NIR, Optical",https://ui.adsabs.harvard.edu/abs/2015A%26A...577A..44O/abstract
GRB101219B-SN2010ma,Xray,https://www.swift.ac.uk/xrt_curves/
GRB101219B-SN2010ma,OpenSNSpectra2.json,Spectra,https://api.astrocats.space/SN2010ma/spectra/?item=2&format=json
GRB101219B-SN2010ma,OpenSNSpectra3.json,Spectra,https://api.astrocats.space/SN2010ma/spectra/?item=3&format=json
GRB101219B-SN2010ma,OpenSNSpectra4.json,Spectra,https://api.astrocats.space/SN2010ma/spectra/?item=4&format=json
GRB101219B-SN2010ma,OpenSNSpectra5.json,Spectra,https://api.astrocats.space/SN2010ma/spectra/?item=5&format=json
GRB101219B-SN2010ma,OpenSNSpectra6.json,Spectra,https://api.astrocats.space/SN2010ma/spectra/?item=6&format=json
GRB101219B-SN2010ma,OpenSNSpectra0.json,Spectra,https://api.astrocats.space/SN2010ma/spectra/?item=0&format=json
GRB101219B-SN2010ma,OpenSNSpectra1.json,Spectra,https://api.astrocats.space/SN2010ma/spectra/?item=1&format=json
