Filename,Status,Reference
GRB130702A-SN2013dx_Optical1.txt,"Early, NIR, Optical",https://ui.adsabs.harvard.edu/abs/2016ApJ...818...79T/abstract
GRB130702A-SN2013dx_Optical2.html,"Early, Optical",https://ui.adsabs.harvard.edu/abs/2015A%26A...577A.116D/abstract
GRB130702A-SN2013dx_Optical3.html,"Early, Optical",https://ui.adsabs.harvard.edu/abs/2015A%26A...577A.116D/abstract
GRB130702A-SN2013dx_Optical4.html,"Early, Optical",https://ui.adsabs.harvard.edu/abs/2015A%26A...577A.116D/abstract
,Spectra,https://ui.adsabs.harvard.edu/abs/2015A%26A...577A.116D/abstract
GRB130702A-SN2013dx_Optical5.html,"Early, Late, Optical",https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.3500V/abstract
GRB130702A-SN2013dx_Optical_2.txt,"Early, Optical",https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
GRB130702A-SN2013dx_Radio_1.txt,"Early, Late, Radio",https://ui.adsabs.harvard.edu/abs/2015ApJ...806...52S/abstract
