date	time	band	mag	mag_limit	dmag	instrument	date_unit	time_unit	mag_unit	mag_type	time_frame	extinction_corrected	dtime
51208	276.3	B	19.65	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51208	276.3	R_{c}	18.91	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51208	276.3	I_{c}	18.7	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51209	277.3	V	20.06	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51209	277.3	B	19.67	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51209	277.3	R_{c}	18.93	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51209	277.3	I_{c}	18.71	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51210	278.3	V	20.08	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51210	278.3	B	19.68	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51210	278.3	R_{c}	18.94	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51210	278.3	I_{c}	18.73	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51211	279.3	V	20.1	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51210	278.3	B	19.7	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51210	278.3	R_{c}	18.96	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51210	278.3	I_{c}	18.74	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51212	280.2	V	20.12	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51212	280.2	B	19.72	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51212	280.2	R_{c}	18.97	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51212	280.2	I_{c}	18.76	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51213	281.2	V	20.14	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51213	281.2	B	19.74	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51213	281.2	R_{c}	18.99	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51213	281.2	I_{c}	18.77	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51214	282.2	V	20.15	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51214	282.2	B	19.76	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51214	282.2	R_{c}	19.0	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51214	282.2	I_{c}	18.79	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51215	283.2	V	20.17	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51215	283.2	B	19.77	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51215	283.2	R_{c}	19.02	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51215	283.2	I_{c}	18.81	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51216	284.2	V	20.19	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51215	283.2	B	19.79	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51215	283.2	R_{c}	19.03	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51215	283.2	I_{c}	18.82	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51217	285.2	V	20.21	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51217	285.2	B	19.81	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51217	285.2	R_{c}	19.05	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51217	285.2	I_{c}	18.84	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51218	286.2	V	20.23	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51218	286.2	B	19.83	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51218	286.2	R_{c}	19.06	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51218	286.2	I_{c}	18.85	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51219	287.2	V	20.24	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51219	287.2	B	19.85	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51219	287.2	R_{c}	19.08	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51219	287.2	I_{c}	18.87	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51220	288.2	V	20.26	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51220	288.2	B	19.87	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51220	288.2	R_{c}	19.09	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51220	288.2	I_{c}	18.88	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51221	289.2	V	20.28	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51221	289.2	B	19.88	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51221	289.2	R_{c}	19.11	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51221	289.2	I_{c}	18.9	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51222	290.2	V	20.3	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51222	290.2	B	19.9	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51222	290.2	R_{c}	19.13	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51222	290.2	I_{c}	18.91	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51223	291.2	V	20.31	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51223	291.2	B	19.92	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51223	291.2	R_{c}	19.14	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51223	291.2	I_{c}	18.93	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51224	292.1	V	20.33	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51224	292.1	B	19.94	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51224	292.1	R_{c}	19.16	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51224	292.1	I_{c}	18.95	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51225	293.1	V	20.35	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51225	293.1	B	19.95	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51225	293.1	R_{c}	19.17	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51225	293.1	I_{c}	18.96	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51226	294.1	V	20.37	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51226	294.1	B	19.97	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51226	294.1	R_{c}	19.19	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51226	294.1	I_{c}	18.98	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51227	295.1	V	20.38	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51227	295.1	B	19.99	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51227	295.1	R_{c}	19.21	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51227	295.1	I_{c}	18.99	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51228	296.1	V	20.4	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51228	296.1	B	20.01	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51228	296.1	R_{c}	19.22	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51228	296.1	I_{c}	19.01	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51229	297.1	V	20.42	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51229	297.1	B	20.03	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51229	297.1	R_{c}	19.24	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51229	297.1	I_{c}	19.02	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51230	298.1	V	20.44	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51230	298.1	B	20.04	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51230	298.1	R_{c}	19.25	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51230	298.1	I_{c}	19.04	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51231	299.1	V	20.45	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51231	299.1	B	20.06	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51231	299.1	R_{c}	19.27	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51231	299.1	I_{c}	19.05	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51232	300.1	V	20.47	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51232	300.1	B	20.08	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51232	300.1	R_{c}	19.29	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51232	300.1	I_{c}	19.07	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51233	301.1	V	20.49	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51233	301.1	B	20.1	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51233	301.1	R_{c}	19.3	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51233	301.1	I_{c}	19.08	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51234	302.1	V	20.51	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51234	302.1	B	20.11	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51234	302.1	R_{c}	19.32	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51234	302.1	I_{c}	19.1	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51235	303.1	V	20.52	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51235	303.1	B	20.13	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51235	303.1	R_{c}	19.33	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51235	303.1	I_{c}	19.11	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51236	304.0	V	20.54	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51236	304.0	B	20.15	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51236	304.0	R_{c}	19.35	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51236	304.0	I_{c}	19.13	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51237	305.0	V	20.56	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51237	305.0	B	20.17	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51237	305.0	R_{c}	19.36	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51237	305.0	I_{c}	19.14	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51238	306.0	V	20.57	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51238	306.0	B	20.18	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51238	306.0	R_{c}	19.38	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51238	306.0	I_{c}	19.16	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51239	307.0	V	20.59	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51239	307.0	B	20.2	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51239	307.0	R_{c}	19.4	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51239	307.0	I_{c}	19.18	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51240	308.0	V	20.61	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51240	308.0	B	20.22	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51240	308.0	R_{c}	19.41	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51240	308.0	I_{c}	19.19	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51241	309.0	V	20.63	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51241	309.0	B	20.24	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51241	309.0	R_{c}	19.43	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51241	309.0	I_{c}	19.21	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51242	310.0	V	20.64	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51242	310.0	B	20.25	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51242	310.0	R_{c}	19.45	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51242	310.0	I_{c}	19.22	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51243	311.0	V	20.66	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51243	311.0	B	20.27	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51243	311.0	R_{c}	19.46	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51243	311.0	I_{c}	19.24	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51244	312.0	V	20.68	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51244	312.0	B	20.29	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51244	312.0	R_{c}	19.48	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51244	312.0	I_{c}	19.25	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51245	313.0	V	20.7	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51245	313.0	B	20.31	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51245	313.0	R_{c}	19.49	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51245	313.0	I_{c}	19.27	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51246	314.0	V	20.71	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51246	314.0	B	20.32	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51246	314.0	R_{c}	19.51	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51246	314.0	I_{c}	19.28	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51247	315.0	V	20.73	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51247	315.0	B	20.34	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51247	315.0	R_{c}	19.53	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51247	315.0	I_{c}	19.3	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51248	315.9	V	20.75	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51248	315.9	B	20.36	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51248	315.9	R_{c}	19.54	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51248	315.9	I_{c}	19.32	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51249	316.9	V	20.76	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51249	316.9	B	20.38	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51249	316.9	R_{c}	19.56	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51249	316.9	I_{c}	19.33	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51250	317.9	V	20.78	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51250	317.9	B	20.39	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51250	317.9	R_{c}	19.58	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51250	317.9	I_{c}	19.35	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51251	318.9	V	20.8	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51251	318.9	B	20.41	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51251	318.9	R_{c}	19.59	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51251	318.9	I_{c}	19.36	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51252	319.9	V	20.82	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51252	319.9	B	20.43	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51252	319.9	R_{c}	19.61	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51252	319.9	I_{c}	19.38	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51253	320.9	V	20.83	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51253	320.9	B	20.45	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51253	320.9	R_{c}	19.62	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51253	320.9	I_{c}	19.39	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51254	321.9	V	20.85	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51254	321.9	B	20.46	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51254	321.9	R_{c}	19.64	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51254	321.9	I_{c}	19.41	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51255	322.9	V	20.86	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51255	322.9	B	20.48	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51255	322.9	R_{c}	19.66	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51255	322.9	I_{c}	19.42	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51256	323.9	V	20.88	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51256	323.9	B	20.5	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51256	323.9	R_{c}	19.67	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51256	323.9	I_{c}	19.44	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51257	324.9	V	20.9	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51257	324.9	B	20.51	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51257	324.9	R_{c}	19.69	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51257	324.9	I_{c}	19.45	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51258	325.9	V	20.91	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51258	325.9	B	10.53	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51258	325.9	R_{c}	19.71	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51258	325.9	I_{c}	19.47	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51259	326.9	V	20.93	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51259	326.9	B	20.55	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51259	326.9	R_{c}	19.72	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51259	326.9	I_{c}	19.49	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51260	327.8	V	20.95	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51260	327.8	B	20.57	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51260	327.8	R_{c}	19.74	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51260	327.8	I_{c}	19.5	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51261	328.8	V	20.96	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51261	328.8	B	20.58	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51261	328.8	R_{c}	19.76	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51261	328.8	I_{c}	19.52	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51262	329.8	V	20.98	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51262	329.8	B	20.6	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51262	329.8	R_{c}	19.77	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51262	329.8	I_{c}	19.53	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51263	330.8	V	21.0	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51263	330.8	B	20.62	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51263	330.8	R_{c}	19.79	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51263	330.8	I_{c}	19.55	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51264	331.8	V	21.01	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51264	331.8	B	20.63	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51264	331.8	R_{c}	19.81	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51264	331.8	I_{c}	19.57	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51265	332.8	V	21.03	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51265	332.8	B	20.65	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51265	332.8	R_{c}	19.82	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51265	332.8	I_{c}	19.58	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51266	333.8	V	21.05	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51266	333.8	B	20.67	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51266	333.8	R_{c}	19.84	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51266	333.8	I_{c}	19.6	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51267	334.8	V	21.06	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51267	334.8	B	20.68	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51267	334.8	R_{c}	19.86	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51267	334.8	I_{c}	19.61	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51268	335.8	V	21.08	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51268	335.8	B	20.7	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51268	335.8	R_{c}	19.87	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51268	335.8	I_{c}	19.63	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51269	336.8	V	21.09	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51269	336.8	B	20.72	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51269	336.8	R_{c}	19.89	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51269	336.8	I_{c}	19.64	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51270	337.8	V	21.11	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51270	337.8	B	20.73	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51270	337.8	R_{c}	19.91	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51270	337.8	I_{c}	19.66	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51271	338.8	V	21.13	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51271	338.8	B	20.75	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51271	338.8	R_{c}	19.92	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51271	338.8	I_{c}	19.67	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51272	339.7	V	21.14	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51272	339.7	B	20.77	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51272	339.7	R_{c}	19.94	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51272	339.7	I_{c}	19.69	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51273	340.7	V	21.16	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51273	340.7	B	20.78	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51273	340.7	R_{c}	19.95	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51273	340.7	I_{c}	19.71	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51274	341.7	V	21.18	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51274	341.7	B	20.8	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51274	341.7	R_{c}	19.97	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51274	341.7	I_{c}	19.72	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51275	342.7	V	21.19	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51275	342.7	B	20.82	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51275	342.7	R_{c}	19.99	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51275	342.7	I_{c}	19.74	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51276	343.7	V	21.21	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51276	343.7	B	20.83	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51276	343.7	R_{c}	20.0	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51276	343.7	I_{c}	19.76	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51277	344.7	V	21.22	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51277	344.7	B	20.85	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51277	344.7	R_{c}	20.02	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51277	344.7	I_{c}	19.77	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51278	345.7	V	21.24	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51278	345.7	B	20.87	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51278	345.7	R_{c}	20.04	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51278	345.7	I_{c}	19.79	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51279	346.7	V	21.25	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51279	346.7	B	20.88	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51279	346.7	R_{c}	20.05	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
51279	346.7	I_{c}	19.81	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51280	347.7	V	21.27	0	0.01	CTIO	MJD	days	AB	apparent	observer	True	NaN
51280	347.7	B	20.9	0	0.02	CTIO	MJD	days	AB	apparent	observer	True	NaN
51280	347.7	R_{c}	20.07	0	0.67	CTIO	MJD	days	AB	apparent	observer	True	NaN
