flux	obs_wavelength	redshift	rest_wavelength	date_unit	date	instrument	flux_unit	wavelength_unit	reference
8.5355134e-16	3099.7239	0.0085	3073.5984	utc	1998-05-23T00:00:00.000		uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract
1.3267911e-15	3103.5002	0.0085	3077.3428	utc	1998-05-23T00:00:00.000		uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract
1.5633019e-15	3107.2766	0.0085	3081.0874	utc	1998-05-23T00:00:00.000		uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract
1.0016533e-15	3111.0532	0.0085	3084.8323	utc	1998-05-23T00:00:00.000		uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract
1.5312686e-15	3114.8296	0.0085	3088.5767	utc	1998-05-23T00:00:00.000		uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract
1.5271137e-15	3118.606	0.0085	3092.3213	utc	1998-05-23T00:00:00.000		uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract
1.26025e-15	3122.3823	0.0085	3096.066	utc	1998-05-23T00:00:00.000		uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract
1.1222094e-15	3126.1587	0.0085	3099.8103	utc	1998-05-23T00:00:00.000		uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract
7.3258683e-16	3129.935	0.0085	3103.555	utc	1998-05-23T00:00:00.000		uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract
1.3590357e-15	3133.7117	0.0085	3107.2998	utc	1998-05-23T00:00:00.000		uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract
1.8865478e-15	3137.488	0.0085	3111.0442	utc	1998-05-23T00:00:00.000		uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract
1.5901594e-15	3141.2644	0.0085	3114.7888	utc	1998-05-23T00:00:00.000		uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract
1.2229327e-15	3145.0408	0.0085	3118.5332	utc	1998-05-23T00:00:00.000		uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract
1.417642e-15	3148.8171	0.0085	3122.2778	utc	1998-05-23T00:00:00.000		uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract
1.4241392e-15	3152.5938	0.0085	3126.0227	utc	1998-05-23T00:00:00.000		uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract
1.1491708e-15	3156.37	0.0085	3129.767	utc	1998-05-23T00:00:00.000		uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract
1.1545885e-15	3160.1465	0.0085	3133.5117	utc	1998-05-23T00:00:00.000		uncalibrated	angstrom	https://ui.adsabs.harvard.edu/abs/2001ApJ...555..900P/abstract
