wavelength,flux
2940.0,8.43e-15
2940.0,8.54e-15
2950.0,8.68e-15
2950.0,8.82e-15
2950.0,8.99e-15
2950.0,9.16e-15
2960.0,9.35e-15
2960.0,9.55e-15
2960.0,7.32e-15
2970.0,7.93e-15
2970.0,-3.39e-15
2970.0,8.73e-16
2980.0,1.22e-14
2980.0,-5.2e-16
2980.0,1.77e-15
2990.0,-9.44e-15
2990.0,2.81e-15
2990.0,-6.05e-15
3000.0,-2.06e-16
3000.0,3e-16
3000.0,-2.66e-14
3010.0,8.44e-15
3010.0,-4.17e-15
3010.0,7.12e-16
3020.0,8.15e-15
3020.0,1.09e-15
3020.0,-7.68e-16
3030.0,1.25e-15
3030.0,5.4e-15
3030.0,2.33e-15
3040.0,-1.98e-15
3040.0,1.91e-15
3040.0,-7.15e-15
3050.0,-3.82e-15
3050.0,-1.13e-15
3050.0,-1.56e-15
3050.0,1.13e-15
3060.0,-5.55e-16
3060.0,-9.48e-16
3060.0,-5.06e-16
3070.0,-1.35e-15
3070.0,7.64e-16
3070.0,2.43e-16
3080.0,3.16e-16
3080.0,-1.01e-15
3080.0,2.48e-16
3090.0,1.03e-15
3090.0,8.91e-16
3090.0,6.29e-16
3100.0,-8.9e-16
3100.0,-8.2e-16
3100.0,-4.84e-17
3110.0,-1.05e-16
3110.0,-2.97e-16
3110.0,-3.11e-16
3120.0,-1.69e-15
3120.0,2.96e-15
3120.0,-1.69e-14
3130.0,-3.09e-15
3130.0,-8.63e-16
3130.0,2.65e-16
3140.0,-4.87e-16
3140.0,4.68e-16
3140.0,1.46e-16
3150.0,-4.41e-17
3150.0,1.74e-17
3150.0,2.66e-16
3160.0,-2.62e-16
3160.0,6.84e-17
3160.0,-2.01e-16
3160.0,1.32e-16
3170.0,-1.41e-16
3170.0,1.42e-16
3170.0,-3.52e-16
3180.0,-1.62e-16
3180.0,-1.16e-16
3180.0,9.55e-17
3190.0,-3.95e-17
3190.0,8.09e-16
3190.0,-4.91e-15
3200.0,-1.68e-15
3200.0,3.7e-16
3200.0,-2.36e-17
3210.0,9.81e-17
3210.0,-7.4e-16
3210.0,-7.38e-16
3220.0,1.18e-16
3220.0,1.51e-16
3220.0,-8.86e-17
3230.0,2.02e-16
3230.0,6.62e-17
3230.0,5.1e-17
3240.0,5.52e-17
3240.0,1.73e-16
3240.0,-4.03e-16
3250.0,-2.33e-16
3250.0,-5.3e-17
