date	time	mag	mag_limit	dmag	integration	band	instrument	date_unit	extinction_corrected	time_frame	mag_unit	mag_type	time_unit	dtime	reference	seeing	airmass
NaN	7.86	17.13	0	0.01	NaN	I	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	7.86	17.02	0	0.03	NaN	J	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	8.87	17.06	0	0.01	NaN	I	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	8.87	16.88	0	0.03	NaN	J	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	9.86	16.95	0	0.01	NaN	I	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	9.86	16.82	0	0.03	NaN	J	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	11.86	16.75	0	0.04	NaN	J	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	12.86	16.68	0	0.03	NaN	J	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	13.87	16.92	0	0.01	NaN	I	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	13.87	16.76	0	0.03	NaN	J	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	14.86	16.93	0	0.01	NaN	I	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	14.86	16.7	0	0.02	NaN	J	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	15.87	16.97	0	0.01	NaN	I	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	15.87	16.68	0	0.03	NaN	J	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	16.86	16.98	0	0.01	NaN	I	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	16.86	16.65	0	0.02	NaN	J	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	17.86	16.99	0	0.01	NaN	I	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	17.86	16.61	0	0.02	NaN	J	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	18.86	17.03	0	0.01	NaN	I	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	18.86	16.68	0	0.02	NaN	J	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	19.86	17.11	0	0.01	NaN	I	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	19.86	16.65	0	0.03	NaN	J	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	20.86	17.11	0	0.01	NaN	I	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	20.86	16.67	0	0.02	NaN	J	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	21.85	17.18	0	0.01	NaN	I	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	21.85	16.68	0	0.03	NaN	J	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	22.85	17.21	0	0.02	NaN	I	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	22.85	16.71	0	0.04	NaN	J	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	23.86	17.27	0	0.01	NaN	I	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	24.85	17.3	0	0.04	NaN	I	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	24.85	16.78	0	0.05	NaN	J	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	25.85	17.4	0	0.02	NaN	I	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	25.85	16.76	0	0.03	NaN	J	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	26.84	17.4	0	0.02	NaN	I	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	26.84	16.91	0	0.03	NaN	J	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	27.86	17.5	0	0.02	NaN	I	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	27.86	16.91	0	0.04	NaN	J	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	28.85	17.55	0	0.01	NaN	I	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	28.85	16.82	0	0.03	NaN	J	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	29.85	17.6	0	0.01	NaN	I	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
NaN	29.85	16.96	0	0.03	NaN	J	ANDICAM	NaN	False	observer	unspecified	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006ApJ...645L.113C/abstract	NaN	NaN
2006-Feb-23.932	5.783	17.74	0	0.06	900	U	NOT	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-24.006	5.857	17.43	0	0.3	120	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-24.009	5.86	17.33	0	0.16	200	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-24.012	5.863	17.55	0	0.07	200	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-24.016	5.867	17.61	0	0.06	200	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-24.022	5.873	17.66	0	0.04	600	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-24.030	5.881	17.6	0	0.04	600	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-24.898	6.749	17.69	0	0.1	300	U	NOT	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-25.009	6.86	17.62	0	0.09	200	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-25.014	6.865	17.67	0	0.06	400	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-25.021	6.872	17.64	0	0.04	600	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-25.029	6.88	17.63	0	0.05	600	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-26.006	7.857	17.65	0	0.24	200	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-26.011	7.862	17.51	0	0.12	200	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-26.016	7.867	17.66	0	0.03	600	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-26.024	7.875	17.71	0	0.03	600	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-27.008	8.859	17.35	0	0.17	200	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-27.011	8.862	17.61	0	0.1	200	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-27.017	8.868	17.69	0	0.05	600	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-27.025	8.876	17.72	0	0.05	600	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-28.007	9.858	17.57	0	0.16	200	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-28.010	9.861	17.79	0	0.1	200	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-28.016	9.867	17.77	0	0.08	600	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-28.024	9.875	17.87	0	0.04	600	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-01.012	10.863	17.85	0	0.1	600	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-02.003	11.854	18.48	0	0.24	200	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-02.007	11.858	18.16	0	0.25	200	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-02.012	11.863	18.04	0	0.08	600	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-02.914	12.765	18.0	0	0.14	300	U	NOT	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-03.003	12.854	18.06	0	0.18	200	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-03.009	12.86	18.19	0	0.1	600	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-04.005	13.856	18.01	0	0.15	200	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-04.010	13.861	18.45	0	0.08	600	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-05.005	14.856	18.31	0	0.18	200	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-05.011	14.862	18.46	0	0.12	600	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-06.006	15.857	18.57	0	0.2	200	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-06.012	15.863	18.48	0	0.13	600	U	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-06.851	16.702	18.79	0	0.17	900	U	NOT	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-07.854	17.705	18.89	0	0.15	900	U	NOT	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-08.866	18.717	18.79	0	0.16	900	U	NOT	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-10.878	20.729	19.16	0	0.2	1500	U	NOT	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-14.864	24.715	19.55	0	0.15	2400	U	NOT	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-21.013	2.864	18.22	0	0.05	120	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-21.015	2.866	18.16	0	0.08	120	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-21.017	2.868	18.21	0	0.03	120	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-21.034	2.885	18.21	0	0.03	300	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-21.051	2.902	18.17	0	0.03	600	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-22.020	3.871	18.01	0	0.03	120	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-22.022	3.873	18.02	0	0.05	120	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-22.040	3.891	18.01	0	0.03	300	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-22.045	3.896	18.0	0	0.03	300	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-22.049	3.9	18.03	0	0.03	300	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-23.027	4.878	17.84	0	0.05	300	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-23.031	4.882	17.87	0	0.02	300	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-23.046	4.897	17.84	0	0.03	300	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-23.050	4.901	17.85	0	0.04	300	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-24.041	5.892	17.71	0	0.04	300	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-25.041	6.892	17.61	0	0.03	300	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-26.031	7.882	17.53	0	0.03	300	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-27.032	8.883	17.5	0	0.04	300	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-28.031	9.882	17.49	0	0.04	300	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-01.018	10.869	17.5	0	0.08	200	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-02.019	11.87	17.5	0	0.03	200	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-02.924	12.775	17.52	0	0.04	300	V	NOT	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-03.016	12.867	17.54	0	0.05	200	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-04.017	13.868	17.61	0	0.03	200	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-05.018	14.869	17.62	0	0.15	200	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-06.863	16.714	17.77	0	0.1	300	V	NOT	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-07.002	16.853	17.74	0	0.04	300	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-07.012	16.863	17.81	0	0.02	300	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-07.863	17.714	17.85	0	0.08	300	V	NOT	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-08.002	17.853	17.92	0	0.07	300	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-08.006	17.857	17.84	0	0.07	300	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-08.874	18.725	18.0	0	0.09	300	V	NOT	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-09.008	18.859	17.94	0	0.04	450	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-09.837	19.688	18.04	0	0.11	300	V	NOT	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-11.004	20.855	18.12	0	0.07	300	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-12.000	21.851	18.2	0	0.07	200	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-12.999	22.85	18.24	0	0.17	100	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-13.859	23.71	18.26	0	0.06	900	V	NOT	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-13.995	23.846	18.29	0	0.09	100	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-15.992	25.843	18.34	0	0.12	180	V	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-18.840	28.691	18.65	0	0.07	900	V	NOT	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Mar-20.852	30.703	18.78	0	0.06	900	V	NOT	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-21.021	2.872	18.0	0	0.02	200	R	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-21.025	2.876	17.97	0	0.09	300	R	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-21.029	2.88	17.99	0	0.09	300	R	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-21.041	2.892	17.99	0	0.07	600	R	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-21.057	2.908	18.0	0	0.08	150	R	D1.5m	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
2006-Feb-21.915	3.766	17.79	0	0.03	900	R	NOT	yyyy-month-deciday	False	observer	Vega	apparent	days	NaN	https://ui.adsabs.harvard.edu/abs/2006A%26A...454..503S/abstract	NaN	NaN
