date	date_unit	mag	dmag	mag_limit	mag_unit	mag_type	band	instrument	time	time_unit	time_frame	dtime
53784.1659	MJD	18.097	0.322	0	unspecified	apparent	U	NaN	0.0169300925925925	days	observer	NaN
53784.1662	MJD	17.747	NaN	0	unspecified	apparent	B	NaN	0.0172300925925926	days	observer	NaN
53784.1668	MJD	17.119	0.255	0	unspecified	apparent	UVW2	NaN	0.0178300925925926	days	observer	NaN
53784.1671	MJD	17.409	NaN	0	unspecified	apparent	V	NaN	0.0181300925925926	days	observer	NaN
53784.1673	MJD	17.012	0.3	0	unspecified	apparent	UVM2	NaN	0.0183300925925926	days	observer	NaN
53784.1676	MJD	17.878	NaN	0	unspecified	apparent	UVW1	NaN	0.0186300925925925	days	observer	NaN
53784.1679	MJD	17.746	0.254	0	unspecified	apparent	U	NaN	0.0189300925925925	days	observer	NaN
53784.1682	MJD	17.611	NaN	0	unspecified	apparent	B	NaN	0.0192300925925926	days	observer	NaN
53784.1687	MJD	17.225	0.271	0	unspecified	apparent	UVW2	NaN	0.0197300925925926	days	observer	NaN
53784.169	MJD	17.441	NaN	0	unspecified	apparent	V	NaN	0.0200300925925926	days	observer	NaN
53784.1693	MJD	16.808	0.279	0	unspecified	apparent	UVM2	NaN	0.0203300925925926	days	observer	NaN
53784.1696	MJD	17.217	0.261	0	unspecified	apparent	UVW1	NaN	0.0206300925925925	days	observer	NaN
53784.1698	MJD	17.389	0.218	0	unspecified	apparent	U	NaN	0.0208300925925925	days	observer	NaN
53784.1701	MJD	17.552	NaN	0	unspecified	apparent	B	NaN	0.0211300925925926	days	observer	NaN
53784.1707	MJD	17.162	0.263	0	unspecified	apparent	UVW2	NaN	0.0217300925925925	days	observer	NaN
53784.1709	MJD	17.313	NaN	0	unspecified	apparent	V	NaN	0.0219300925925925	days	observer	NaN
53784.1712	MJD	17.32	0.355	0	unspecified	apparent	UVM2	NaN	0.0222300925925926	days	observer	NaN
53784.1715	MJD	17.194	0.259	0	unspecified	apparent	UVW1	NaN	0.0225300925925925	days	observer	NaN
53784.1718	MJD	17.705	0.252	0	unspecified	apparent	U	NaN	0.0228300925925926	days	observer	NaN
53784.1721	MJD	17.719	NaN	0	unspecified	apparent	B	NaN	0.0231300925925926	days	observer	NaN
53784.1726	MJD	16.727	0.217	0	unspecified	apparent	UVW2	NaN	0.0236300925925925	days	observer	NaN
53784.1729	MJD	17.186	NaN	0	unspecified	apparent	V	NaN	0.0239300925925926	days	observer	NaN
53784.1732	MJD	17.308	0.343	0	unspecified	apparent	UVM2	NaN	0.0242300925925926	days	observer	NaN
53784.1734	MJD	16.83	0.215	0	unspecified	apparent	UVW1	NaN	0.0244300925925926	days	observer	NaN
53784.1737	MJD	17.294	0.199	0	unspecified	apparent	U	NaN	0.0247300925925925	days	observer	NaN
53784.174	MJD	17.381	NaN	0	unspecified	apparent	B	NaN	0.0250300925925926	days	observer	NaN
53784.1746	MJD	17.27	0.276	0	unspecified	apparent	UVW2	NaN	0.0256300925925925	days	observer	NaN
53784.1748	MJD	17.213	NaN	0	unspecified	apparent	V	NaN	0.0258300925925925	days	observer	NaN
53784.1751	MJD	17.456	NaN	0	unspecified	apparent	UVM2	NaN	0.0261300925925926	days	observer	NaN
53784.1754	MJD	17.412	0.287	0	unspecified	apparent	UVW1	NaN	0.0264300925925926	days	observer	NaN
53784.1757	MJD	17.25	0.198	0	unspecified	apparent	U	NaN	0.0267300925925925	days	observer	NaN
53784.1759	MJD	17.307	NaN	0	unspecified	apparent	B	NaN	0.0269300925925926	days	observer	NaN
53784.1765	MJD	16.965	0.243	0	unspecified	apparent	UVW2	NaN	0.0275300925925925	days	observer	NaN
53784.1768	MJD	17.348	NaN	0	unspecified	apparent	V	NaN	0.0278300925925926	days	observer	NaN
53784.177	MJD	17.18	0.331	0	unspecified	apparent	UVM2	NaN	0.0280300925925925	days	observer	NaN
53784.1773	MJD	17.71	0.333	0	unspecified	apparent	UVW1	NaN	0.0283300925925926	days	observer	NaN
53784.1776	MJD	17.788	0.265	0	unspecified	apparent	U	NaN	0.0286300925925925	days	observer	NaN
53784.1779	MJD	17.541	NaN	0	unspecified	apparent	B	NaN	0.0289300925925926	days	observer	NaN
53784.1784	MJD	17.186	0.269	0	unspecified	apparent	UVW2	NaN	0.0294300925925926	days	observer	NaN
53784.1787	MJD	17.169	NaN	0	unspecified	apparent	V	NaN	0.0297300925925925	days	observer	NaN
53784.179	MJD	16.848	0.28	0	unspecified	apparent	UVM2	NaN	0.0300300925925925	days	observer	NaN
53784.1793	MJD	16.811	0.215	0	unspecified	apparent	UVW1	NaN	0.0303300925925926	days	observer	NaN
53784.1795	MJD	17.311	0.22	0	unspecified	apparent	U	NaN	0.0305300925925925	days	observer	NaN
53784.1798	MJD	17.617	NaN	0	unspecified	apparent	B	NaN	0.0308300925925925	days	observer	NaN
53784.1804	MJD	16.388	0.212	0	unspecified	apparent	UVW2	NaN	0.0314300925925926	days	observer	NaN
53784.1806	MJD	16.93	NaN	0	unspecified	apparent	V	NaN	0.0316300925925925	days	observer	NaN
53784.219	MJD	16.646	0.097	0	unspecified	apparent	UVM2	NaN	0.0700300925925925	days	observer	NaN
53784.2214	MJD	16.682	0.083	0	unspecified	apparent	UVW1	NaN	0.0724300925925925	days	observer	NaN
53784.2237	MJD	17.119	0.085	0	unspecified	apparent	U	NaN	0.0747300925925926	days	observer	NaN
53784.2261	MJD	18.236	0.147	0	unspecified	apparent	B	NaN	0.0771300925925926	days	observer	NaN
53784.2308	MJD	16.246	0.086	0	unspecified	apparent	UVW2	NaN	0.0818300925925926	days	observer	NaN
53784.2332	MJD	18.42	0.262	0	unspecified	apparent	V	NaN	0.0842300925925925	days	observer	NaN
53784.2356	MJD	16.518	0.099	0	unspecified	apparent	UVM2	NaN	0.0866300925925926	days	observer	NaN
53784.2379	MJD	16.497	0.079	0	unspecified	apparent	UVW1	NaN	0.0889300925925926	days	observer	NaN
53784.2403	MJD	16.976	0.073	0	unspecified	apparent	U	NaN	0.0913300925925925	days	observer	NaN
53784.2427	MJD	18.357	0.099	0	unspecified	apparent	B	NaN	0.0937300925925926	days	observer	NaN
53784.2472	MJD	16.099	0.096	0	unspecified	apparent	UVW2	NaN	0.0982300925925926	days	observer	NaN
53784.2856	MJD	18.027	0.159	0	unspecified	apparent	V	NaN	0.1366300925925926	days	observer	NaN
53784.2882	MJD	18.07	0.165	0	unspecified	apparent	V	NaN	0.1392300925925926	days	observer	NaN
53784.2909	MJD	17.881	0.137	0	unspecified	apparent	V	NaN	0.1419300925925926	days	observer	NaN
53784.2935	MJD	18.178	0.157	0	unspecified	apparent	V	NaN	0.1445300925925926	days	observer	NaN
53784.2962	MJD	16.12	0.081	0	unspecified	apparent	UVM2	NaN	0.1472300925925926	days	observer	NaN
53784.2988	MJD	16.122	0.081	0	unspecified	apparent	UVM2	NaN	0.1498300925925926	days	observer	NaN
53784.3014	MJD	16.125	0.081	0	unspecified	apparent	UVM2	NaN	0.1524300925925926	days	observer	NaN
53784.3041	MJD	16.106	0.081	0	unspecified	apparent	UVM2	NaN	0.1551300925925926	days	observer	NaN
53784.3067	MJD	16.151	0.071	0	unspecified	apparent	UVW1	NaN	0.1577300925925926	days	observer	NaN
53784.3094	MJD	16.114	0.071	0	unspecified	apparent	UVW1	NaN	0.1604300925925926	days	observer	NaN
53784.312	MJD	16.148	0.071	0	unspecified	apparent	UVW1	NaN	0.1630300925925926	days	observer	NaN
53784.3142	MJD	16.226	0.079	0	unspecified	apparent	UVW1	NaN	0.1652300925925926	days	observer	NaN
53784.3525	MJD	15.814	0.08	0	unspecified	apparent	UVW2	NaN	0.2035300925925925	days	observer	NaN
53784.3552	MJD	15.755	0.079	0	unspecified	apparent	UVW2	NaN	0.2062300925925925	days	observer	NaN
53784.3578	MJD	15.666	0.078	0	unspecified	apparent	UVW2	NaN	0.2088300925925926	days	observer	NaN
53784.3605	MJD	15.756	0.079	0	unspecified	apparent	UVW2	NaN	0.2115300925925926	days	observer	NaN
53784.3631	MJD	17.933	0.133	0	unspecified	apparent	V	NaN	0.2141300925925925	days	observer	NaN
53784.3658	MJD	17.932	0.133	0	unspecified	apparent	V	NaN	0.2168300925925926	days	observer	NaN
53784.3684	MJD	17.893	0.131	0	unspecified	apparent	V	NaN	0.2194300925925926	days	observer	NaN
53784.371	MJD	17.696	0.115	0	unspecified	apparent	V	NaN	0.2220300925925926	days	observer	NaN
53784.3737	MJD	15.971	0.078	0	unspecified	apparent	UVM2	NaN	0.2247300925925925	days	observer	NaN
53784.3763	MJD	15.976	0.078	0	unspecified	apparent	UVM2	NaN	0.2273300925925926	days	observer	NaN
53784.379	MJD	16.027	0.079	0	unspecified	apparent	UVM2	NaN	0.2300300925925926	days	observer	NaN
53784.3812	MJD	15.982	0.086	0	unspecified	apparent	UVM2	NaN	0.2322300925925925	days	observer	NaN
53784.4195	MJD	17.683	0.078	0	unspecified	apparent	B	NaN	0.2705300925925926	days	observer	NaN
53784.4221	MJD	17.812	0.079	0	unspecified	apparent	B	NaN	0.2731300925925926	days	observer	NaN
53784.4248	MJD	17.845	0.077	0	unspecified	apparent	B	NaN	0.2758300925925926	days	observer	NaN
53784.4274	MJD	17.675	0.071	0	unspecified	apparent	B	NaN	0.2784300925925926	days	observer	NaN
53784.4406	MJD	15.66	0.078	0	unspecified	apparent	UVW2	NaN	0.2916300925925925	days	observer	NaN
53784.4433	MJD	15.65	0.078	0	unspecified	apparent	UVW2	NaN	0.2943300925925926	days	observer	NaN
53784.4459	MJD	15.603	0.078	0	unspecified	apparent	UVW2	NaN	0.2969300925925926	days	observer	NaN
53784.4481	MJD	15.63	0.082	0	unspecified	apparent	UVW2	NaN	0.2991300925925925	days	observer	NaN
53784.4864	MJD	16.381	0.065	0	unspecified	apparent	U	NaN	0.3374300925925926	days	observer	NaN
53784.4891	MJD	16.337	0.063	0	unspecified	apparent	U	NaN	0.3401300925925926	days	observer	NaN
53784.4917	MJD	16.393	0.064	0	unspecified	apparent	U	NaN	0.3427300925925926	days	observer	NaN
53784.4944	MJD	16.314	0.062	0	unspecified	apparent	U	NaN	0.3454300925925926	days	observer	NaN
53784.497	MJD	17.665	0.071	0	unspecified	apparent	B	NaN	0.3480300925925926	days	observer	NaN
53784.4997	MJD	17.626	0.07	0	unspecified	apparent	B	NaN	0.3507300925925926	days	observer	NaN
53784.5023	MJD	17.657	0.07	0	unspecified	apparent	B	NaN	0.3533300925925925	days	observer	NaN
53784.5049	MJD	17.666	0.07	0	unspecified	apparent	B	NaN	0.3559300925925925	days	observer	NaN
53784.5534	MJD	15.963	0.077	0	unspecified	apparent	UVW1	NaN	0.4044300925925925	days	observer	NaN
53784.556	MJD	15.906	0.068	0	unspecified	apparent	UVW1	NaN	0.4070300925925926	days	observer	NaN
53784.5587	MJD	15.846	0.067	0	unspecified	apparent	UVW1	NaN	0.4097300925925925	days	observer	NaN
53784.5613	MJD	15.844	0.067	0	unspecified	apparent	UVW1	NaN	0.4123300925925925	days	observer	NaN
53784.564	MJD	16.307	0.062	0	unspecified	apparent	U	NaN	0.4150300925925925	days	observer	NaN
53784.5666	MJD	16.264	0.062	0	unspecified	apparent	U	NaN	0.4176300925925925	days	observer	NaN
53784.5693	MJD	16.337	0.063	0	unspecified	apparent	U	NaN	0.4203300925925924	days	observer	NaN
53784.5719	MJD	16.344	0.063	0	unspecified	apparent	U	NaN	0.4229300925925926	days	observer	NaN
53784.5746	MJD	17.62	0.069	0	unspecified	apparent	B	NaN	0.4256300925925925	days	observer	NaN
53784.5772	MJD	17.696	0.071	0	unspecified	apparent	B	NaN	0.4282300925925926	days	observer	NaN
53784.5798	MJD	17.704	0.071	0	unspecified	apparent	B	NaN	0.4308300925925925	days	observer	NaN
53784.5821	MJD	17.652	0.078	0	unspecified	apparent	B	NaN	0.4331300925925926	days	observer	NaN
53784.6204	MJD	15.732	0.074	0	unspecified	apparent	UVM2	NaN	0.4714300925925925	days	observer	NaN
53784.623	MJD	15.707	0.074	0	unspecified	apparent	UVM2	NaN	0.4740300925925925	days	observer	NaN
53784.6256	MJD	15.663	0.073	0	unspecified	apparent	UVM2	NaN	0.4766300925925925	days	observer	NaN
53784.6283	MJD	15.822	0.076	0	unspecified	apparent	UVM2	NaN	0.4793300925925926	days	observer	NaN
53784.6309	MJD	15.821	0.067	0	unspecified	apparent	UVW1	NaN	0.4819300925925925	days	observer	NaN
53784.6336	MJD	15.783	0.067	0	unspecified	apparent	UVW1	NaN	0.4846300925925926	days	observer	NaN
53784.6362	MJD	15.823	0.067	0	unspecified	apparent	UVW1	NaN	0.4872300925925925	days	observer	NaN
53784.6388	MJD	15.843	0.067	0	unspecified	apparent	UVW1	NaN	0.4898300925925926	days	observer	NaN
53784.6415	MJD	16.361	0.063	0	unspecified	apparent	U	NaN	0.4925300925925925	days	observer	NaN
53784.6441	MJD	16.316	0.062	0	unspecified	apparent	U	NaN	0.4951300925925925	days	observer	NaN
53784.6468	MJD	16.32	0.062	0	unspecified	apparent	U	NaN	0.4978300925925925	days	observer	NaN
53784.649	MJD	16.315	0.066	0	unspecified	apparent	U	NaN	0.5000300925925926	days	observer	NaN
53784.6873	MJD	15.621	0.078	0	unspecified	apparent	UVW2	NaN	0.5383300925925926	days	observer	NaN
53784.69	MJD	15.582	0.078	0	unspecified	apparent	UVW2	NaN	0.5410300925925925	days	observer	NaN
53784.6926	MJD	15.595	0.078	0	unspecified	apparent	UVW2	NaN	0.5436300925925925	days	observer	NaN
53784.6952	MJD	15.675	0.078	0	unspecified	apparent	UVW2	NaN	0.5462300925925926	days	observer	NaN
53784.6979	MJD	17.61	0.109	0	unspecified	apparent	V	NaN	0.5489300925925925	days	observer	NaN
53784.7005	MJD	17.962	0.137	0	unspecified	apparent	V	NaN	0.5515300925925926	days	observer	NaN
53784.7032	MJD	17.711	0.116	0	unspecified	apparent	V	NaN	0.5542300925925926	days	observer	NaN
53784.7058	MJD	17.642	0.111	0	unspecified	apparent	V	NaN	0.5568300925925925	days	observer	NaN
53784.7085	MJD	15.747	0.075	0	unspecified	apparent	UVM2	NaN	0.5595300925925926	days	observer	NaN
53784.7111	MJD	15.683	0.074	0	unspecified	apparent	UVM2	NaN	0.5621300925925926	days	observer	NaN
53784.7137	MJD	15.714	0.074	0	unspecified	apparent	UVM2	NaN	0.5647300925925925	days	observer	NaN
53784.716	MJD	15.812	0.083	0	unspecified	apparent	UVM2	NaN	0.5670300925925925	days	observer	NaN
53784.7543	MJD	17.723	0.079	0	unspecified	apparent	B	NaN	0.6053300925925925	days	observer	NaN
53784.7569	MJD	17.75	0.077	0	unspecified	apparent	B	NaN	0.6079300925925926	days	observer	NaN
53784.7595	MJD	17.696	0.073	0	unspecified	apparent	B	NaN	0.6105300925925926	days	observer	NaN
53784.7622	MJD	17.777	0.074	0	unspecified	apparent	B	NaN	0.6132300925925925	days	observer	NaN
53784.7754	MJD	15.737	0.079	0	unspecified	apparent	UVW2	NaN	0.6264300925925925	days	observer	NaN
53784.7781	MJD	15.721	0.079	0	unspecified	apparent	UVW2	NaN	0.6291300925925926	days	observer	NaN
53784.7807	MJD	15.789	0.079	0	unspecified	apparent	UVW2	NaN	0.6317300925925925	days	observer	NaN
53784.7829	MJD	15.69	0.082	0	unspecified	apparent	UVW2	NaN	0.6339300925925925	days	observer	NaN
53784.8212	MJD	16.403	0.065	0	unspecified	apparent	U	NaN	0.6722300925925925	days	observer	NaN
53784.8239	MJD	16.336	0.063	0	unspecified	apparent	U	NaN	0.6749300925925926	days	observer	NaN
53784.8265	MJD	16.365	0.063	0	unspecified	apparent	U	NaN	0.6775300925925926	days	observer	NaN
53784.8291	MJD	16.415	0.064	0	unspecified	apparent	U	NaN	0.6801300925925926	days	observer	NaN
53784.8318	MJD	17.705	0.072	0	unspecified	apparent	B	NaN	0.6828300925925926	days	observer	NaN
53784.8344	MJD	17.664	0.07	0	unspecified	apparent	B	NaN	0.6854300925925926	days	observer	NaN
53784.8371	MJD	17.625	0.089	0	unspecified	apparent	B	NaN	0.6881300925925926	days	observer	NaN
53784.8397	MJD	17.685	0.071	0	unspecified	apparent	B	NaN	0.6907300925925925	days	observer	NaN
53784.8882	MJD	15.908	0.068	0	unspecified	apparent	UVW1	NaN	0.7392300925925925	days	observer	NaN
53784.8908	MJD	15.956	0.069	0	unspecified	apparent	UVW1	NaN	0.7418300925925925	days	observer	NaN
53784.8934	MJD	15.951	0.069	0	unspecified	apparent	UVW1	NaN	0.7444300925925925	days	observer	NaN
53784.8961	MJD	15.914	0.068	0	unspecified	apparent	UVW1	NaN	0.7471300925925924	days	observer	NaN
53784.8987	MJD	16.386	0.063	0	unspecified	apparent	U	NaN	0.7497300925925925	days	observer	NaN
53784.9014	MJD	16.476	0.064	0	unspecified	apparent	U	NaN	0.7524300925925926	days	observer	NaN
53784.904	MJD	16.426	0.064	0	unspecified	apparent	U	NaN	0.7550300925925926	days	observer	NaN
53784.9061	MJD	16.477	0.073	0	unspecified	apparent	U	NaN	0.7571300925925925	days	observer	NaN
53784.9565	MJD	17.842	0.084	0	unspecified	apparent	B	NaN	0.8075300925925926	days	observer	NaN
53784.9592	MJD	17.664	0.073	0	unspecified	apparent	B	NaN	0.8102300925925926	days	observer	NaN
53784.9618	MJD	17.639	0.071	0	unspecified	apparent	B	NaN	0.8128300925925926	days	observer	NaN
53784.9644	MJD	17.688	0.071	0	unspecified	apparent	B	NaN	0.8154300925925926	days	observer	NaN
53785.0235	MJD	16.024	0.082	0	unspecified	apparent	UVW2	NaN	0.8745300925925926	days	observer	NaN
53785.0261	MJD	16.021	0.082	0	unspecified	apparent	UVW2	NaN	0.8771300925925927	days	observer	NaN
53785.0287	MJD	16.063	0.082	0	unspecified	apparent	UVW2	NaN	0.8797300925925926	days	observer	NaN
53785.0314	MJD	16.057	0.082	0	unspecified	apparent	UVW2	NaN	0.8824300925925925	days	observer	NaN
53785.034	MJD	17.872	0.128	0	unspecified	apparent	V	NaN	0.8850300925925926	days	observer	NaN
53785.0367	MJD	17.912	0.13	0	unspecified	apparent	V	NaN	0.8877300925925926	days	observer	NaN
53785.0393	MJD	17.778	0.121	0	unspecified	apparent	V	NaN	0.8903300925925925	days	observer	NaN
53785.0419	MJD	17.785	0.121	0	unspecified	apparent	V	NaN	0.8929300925925926	days	observer	NaN
53785.044	MJD	15.952	0.09	0	unspecified	apparent	UVM2	NaN	0.8950300925925926	days	observer	NaN
53785.089	MJD	17.892	0.085	0	unspecified	apparent	B	NaN	0.9400300925925926	days	observer	NaN
53785.0917	MJD	17.804	0.079	0	unspecified	apparent	B	NaN	0.9427300925925926	days	observer	NaN
53785.0943	MJD	17.839	0.077	0	unspecified	apparent	B	NaN	0.9453300925925926	days	observer	NaN
53785.097	MJD	17.913	0.078	0	unspecified	apparent	B	NaN	0.9480300925925926	days	observer	NaN
53785.1102	MJD	16.248	0.084	0	unspecified	apparent	UVW2	NaN	0.9612300925925926	days	observer	NaN
53785.1128	MJD	16.272	0.085	0	unspecified	apparent	UVW2	NaN	0.9638300925925928	days	observer	NaN
53785.1142	MJD	16.248	0.22	0	unspecified	apparent	UVW2	NaN	0.9652300925925924	days	observer	NaN
53785.156	MJD	16.667	0.069	0	unspecified	apparent	U	NaN	1.0070300925925926	days	observer	NaN
53785.1586	MJD	16.624	0.067	0	unspecified	apparent	U	NaN	1.0096300925925927	days	observer	NaN
53785.1613	MJD	16.674	0.067	0	unspecified	apparent	U	NaN	1.0123300925925929	days	observer	NaN
53785.1639	MJD	16.651	0.066	0	unspecified	apparent	U	NaN	1.0149300925925926	days	observer	NaN
53785.1666	MJD	17.855	0.075	0	unspecified	apparent	B	NaN	1.0176300925925923	days	observer	NaN
53785.1692	MJD	17.935	0.078	0	unspecified	apparent	B	NaN	1.020230092592593	days	observer	NaN
53785.1718	MJD	17.856	0.076	0	unspecified	apparent	B	NaN	1.0228300925925926	days	observer	NaN
53785.1745	MJD	17.909	0.077	0	unspecified	apparent	B	NaN	1.0255300925925923	days	observer	NaN
53785.2229	MJD	16.326	0.086	0	unspecified	apparent	UVW2	NaN	1.0739300925925923	days	observer	NaN
53785.2256	MJD	16.438	0.088	0	unspecified	apparent	UVW2	NaN	1.076630092592593	days	observer	NaN
53785.2282	MJD	16.413	0.087	0	unspecified	apparent	UVW2	NaN	1.0792300925925926	days	observer	NaN
53785.2309	MJD	16.381	0.086	0	unspecified	apparent	UVW2	NaN	1.0819300925925923	days	observer	NaN
53785.2335	MJD	17.88	0.128	0	unspecified	apparent	V	NaN	1.0845300925925927	days	observer	NaN
53785.2362	MJD	17.854	0.127	0	unspecified	apparent	V	NaN	1.0872300925925926	days	observer	NaN
53785.2388	MJD	17.811	0.124	0	unspecified	apparent	V	NaN	1.0898300925925926	days	observer	NaN
53785.2414	MJD	17.877	0.129	0	unspecified	apparent	V	NaN	1.0924300925925925	days	observer	NaN
53785.2441	MJD	16.194	0.082	0	unspecified	apparent	UVM2	NaN	1.0951300925925926	days	observer	NaN
53785.2467	MJD	16.164	0.082	0	unspecified	apparent	UVM2	NaN	1.0977300925925926	days	observer	NaN
53785.2494	MJD	16.221	0.083	0	unspecified	apparent	UVM2	NaN	1.1004300925925925	days	observer	NaN
53785.2516	MJD	16.232	0.093	0	unspecified	apparent	UVM2	NaN	1.1026300925925927	days	observer	NaN
53785.2899	MJD	17.926	0.086	0	unspecified	apparent	B	NaN	1.1409300925925927	days	observer	NaN
53785.2925	MJD	18.05	0.089	0	unspecified	apparent	B	NaN	1.1435300925925926	days	observer	NaN
53785.2952	MJD	18.089	0.088	0	unspecified	apparent	B	NaN	1.1462300925925926	days	observer	NaN
53785.2978	MJD	17.921	0.078	0	unspecified	apparent	B	NaN	1.1488300925925925	days	observer	NaN
53785.311	MJD	16.52	0.089	0	unspecified	apparent	UVW2	NaN	1.1620300925925926	days	observer	NaN
53785.3137	MJD	16.627	0.091	0	unspecified	apparent	UVW2	NaN	1.1647300925925923	days	observer	NaN
53785.3163	MJD	16.502	0.088	0	unspecified	apparent	UVW2	NaN	1.1673300925925925	days	observer	NaN
53785.3185	MJD	16.596	0.098	0	unspecified	apparent	UVW2	NaN	1.1695300925925929	days	observer	NaN
53785.4908	MJD	16.574	0.091	0	unspecified	apparent	UVM2	NaN	1.3418300925925926	days	observer	NaN
53785.4934	MJD	16.636	0.093	0	unspecified	apparent	UVM2	NaN	1.3444300925925927	days	observer	NaN
53785.496	MJD	16.696	0.095	0	unspecified	apparent	UVM2	NaN	1.3470300925925929	days	observer	NaN
53785.4987	MJD	16.636	0.093	0	unspecified	apparent	UVM2	NaN	1.3497300925925926	days	observer	NaN
53785.5013	MJD	16.476	0.076	0	unspecified	apparent	UVW1	NaN	1.3523300925925923	days	observer	NaN
53785.504	MJD	16.546	0.077	0	unspecified	apparent	UVW1	NaN	1.3550300925925924	days	observer	NaN
53785.5066	MJD	16.514	0.077	0	unspecified	apparent	UVW1	NaN	1.3576300925925926	days	observer	NaN
53785.5092	MJD	16.545	0.078	0	unspecified	apparent	UVW1	NaN	1.3602300925925923	days	observer	NaN
53785.5119	MJD	17.001	0.072	0	unspecified	apparent	U	NaN	1.362930092592593	days	observer	NaN
53785.5145	MJD	17.042	0.072	0	unspecified	apparent	U	NaN	1.3655300925925926	days	observer	NaN
53785.5172	MJD	16.956	0.071	0	unspecified	apparent	U	NaN	1.3682300925925923	days	observer	NaN
53785.5194	MJD	17.018	0.079	0	unspecified	apparent	U	NaN	1.3704300925925923	days	observer	NaN
53785.5577	MJD	16.954	0.098	0	unspecified	apparent	UVW2	NaN	1.4087300925925923	days	observer	NaN
53785.5603	MJD	16.948	0.098	0	unspecified	apparent	UVW2	NaN	1.411330092592593	days	observer	NaN
53785.563	MJD	16.921	0.097	0	unspecified	apparent	UVW2	NaN	1.4140300925925926	days	observer	NaN
53785.5656	MJD	17.042	0.1	0	unspecified	apparent	UVW2	NaN	1.4166300925925923	days	observer	NaN
53785.5683	MJD	18.048	0.143	0	unspecified	apparent	V	NaN	1.419330092592593	days	observer	NaN
53785.5709	MJD	18.118	0.15	0	unspecified	apparent	V	NaN	1.4219300925925926	days	observer	NaN
53785.5736	MJD	18.018	0.141	0	unspecified	apparent	V	NaN	1.4246300925925923	days	observer	NaN
53785.5762	MJD	18.433	0.188	0	unspecified	apparent	V	NaN	1.4272300925925925	days	observer	NaN
53785.5789	MJD	16.687	0.094	0	unspecified	apparent	UVM2	NaN	1.4299300925925924	days	observer	NaN
53785.5815	MJD	16.757	0.097	0	unspecified	apparent	UVM2	NaN	1.4325300925925926	days	observer	NaN
53785.5841	MJD	16.694	0.095	0	unspecified	apparent	UVM2	NaN	1.4351300925925925	days	observer	NaN
53785.5863	MJD	16.699	0.108	0	unspecified	apparent	UVM2	NaN	1.4373300925925925	days	observer	NaN
53785.6247	MJD	18.42	0.114	0	unspecified	apparent	B	NaN	1.4757300925925927	days	observer	NaN
53785.6273	MJD	18.213	0.095	0	unspecified	apparent	B	NaN	1.4783300925925924	days	observer	NaN
53785.63	MJD	18.432	0.103	0	unspecified	apparent	B	NaN	1.4810300925925926	days	observer	NaN
53785.6326	MJD	18.293	0.093	0	unspecified	apparent	B	NaN	1.4836300925925925	days	observer	NaN
