date	obs_wavelength	flux	redshift	instrument	date_unit	wavelength_unit	flux_unit	time	time_unit	time_frame	dtime	rest_wavelength	reference
2019-02-03T00:00:00	6099.2587891	-0.0198302	0.4245	VLT-UT1 FORS2 0	utc	angstroms	uncalibrated	19.12704861111111	days	observer	NaN	4281.683951632152	https://www.wis-tns.org/object/2019jrj
2019-02-03T00:00:00	6102.0576172	-0.0483235	0.4245	VLT-UT1 FORS2 0	utc	angstroms	uncalibrated	19.12704861111111	days	observer	NaN	4283.648730923131	https://www.wis-tns.org/object/2019jrj
2019-02-03T00:00:00	6104.8574219	-0.0454335	0.4245	VLT-UT1 FORS2 0	utc	angstroms	uncalibrated	19.12704861111111	days	observer	NaN	4285.614195787995	https://www.wis-tns.org/object/2019jrj
2019-02-03T00:00:00	6107.65625	-0.0739124	0.4245	VLT-UT1 FORS2 0	utc	angstroms	uncalibrated	19.12704861111111	days	observer	NaN	4287.578975078975	https://www.wis-tns.org/object/2019jrj
2019-02-03T00:00:00	6110.4550781	-0.1053398	0.4245	VLT-UT1 FORS2 0	utc	angstroms	uncalibrated	19.12704861111111	days	observer	NaN	4289.543754369954	https://www.wis-tns.org/object/2019jrj
2019-02-03T00:00:00	6113.2543945	-0.1366945	0.4245	VLT-UT1 FORS2 0	utc	angstroms	uncalibrated	19.12704861111111	days	observer	NaN	4291.508876447876	https://www.wis-tns.org/object/2019jrj
2019-02-03T00:00:00	6116.0532227	-0.1680419	0.4245	VLT-UT1 FORS2 0	utc	angstroms	uncalibrated	19.12704861111111	days	observer	NaN	4293.473655809055	https://www.wis-tns.org/object/2019jrj
2019-02-03T00:00:00	6118.8520508	-0.1366517	0.4245	VLT-UT1 FORS2 0	utc	angstroms	uncalibrated	19.12704861111111	days	observer	NaN	4295.438435100035	https://www.wis-tns.org/object/2019jrj
2019-02-03T00:00:00	6121.6508789	-0.1052687	0.4245	VLT-UT1 FORS2 0	utc	angstroms	uncalibrated	19.12704861111111	days	observer	NaN	4297.403214391014	https://www.wis-tns.org/object/2019jrj
2019-02-03T00:00:00	6124.4506836	-0.1365943	0.4245	VLT-UT1 FORS2 0	utc	angstroms	uncalibrated	19.12704861111111	days	observer	NaN	4299.368679255879	https://www.wis-tns.org/object/2019jrj
2019-02-03T00:00:00	6127.2495117	-0.1365437	0.4245	VLT-UT1 FORS2 0	utc	angstroms	uncalibrated	19.12704861111111	days	observer	NaN	4301.333458546858	https://www.wis-tns.org/object/2019jrj
2019-02-03T00:00:00	6130.0483398	-0.1364274	0.4245	VLT-UT1 FORS2 0	utc	angstroms	uncalibrated	19.12704861111111	days	observer	NaN	4303.298237837837	https://www.wis-tns.org/object/2019jrj
2019-02-03T00:00:00	6132.847168	-0.1363766	0.4245	VLT-UT1 FORS2 0	utc	angstroms	uncalibrated	19.12704861111111	days	observer	NaN	4305.263017199017	https://www.wis-tns.org/object/2019jrj
2019-02-03T00:00:00	6135.6464844	-0.1363256	0.4245	VLT-UT1 FORS2 0	utc	angstroms	uncalibrated	19.12704861111111	days	observer	NaN	4307.228139276939	https://www.wis-tns.org/object/2019jrj
2019-02-03T00:00:00	6138.4453125	-0.1363261	0.4245	VLT-UT1 FORS2 0	utc	angstroms	uncalibrated	19.12704861111111	days	observer	NaN	4309.192918567918	https://www.wis-tns.org/object/2019jrj
2019-02-03T00:00:00	6141.2441406	-0.1454064	0.4245	VLT-UT1 FORS2 0	utc	angstroms	uncalibrated	19.12704861111111	days	observer	NaN	4311.157697858897	https://www.wis-tns.org/object/2019jrj
2019-02-03T00:00:00	6144.0439453	-0.1153791	0.4245	VLT-UT1 FORS2 0	utc	angstroms	uncalibrated	19.12704861111111	days	observer	NaN	4313.123162723762	https://www.wis-tns.org/object/2019jrj
2019-02-03T00:00:00	6146.8427734	-0.084948	0.4245	VLT-UT1 FORS2 0	utc	angstroms	uncalibrated	19.12704861111111	days	observer	NaN	4315.087942014741	https://www.wis-tns.org/object/2019jrj
2019-02-03T00:00:00	6149.6416016	-0.0636773	0.4245	VLT-UT1 FORS2 0	utc	angstroms	uncalibrated	19.12704861111111	days	observer	NaN	4317.0527213759215	https://www.wis-tns.org/object/2019jrj
2019-02-03T00:00:00	6152.4404297	-0.0301691	0.4245	VLT-UT1 FORS2 0	utc	angstroms	uncalibrated	19.12704861111111	days	observer	NaN	4319.017500666901	https://www.wis-tns.org/object/2019jrj
2019-02-03T00:00:00	6155.2392578	-0.0014589	0.4245	VLT-UT1 FORS2 0	utc	angstroms	uncalibrated	19.12704861111111	days	observer	NaN	4320.98227995788	https://www.wis-tns.org/object/2019jrj
2019-02-03T00:00:00	6158.0385742	-0.0166019	0.4245	VLT-UT1 FORS2 0	utc	angstroms	uncalibrated	19.12704861111111	days	observer	NaN	4322.947402035802	https://www.wis-tns.org/object/2019jrj
2019-02-03T00:00:00	6160.8374023	-0.0163597	0.4245	VLT-UT1 FORS2 0	utc	angstroms	uncalibrated	19.12704861111111	days	observer	NaN	4324.912181326781	https://www.wis-tns.org/object/2019jrj
2019-02-03T00:00:00	6163.6362305	-0.0314095	0.4245	VLT-UT1 FORS2 0	utc	angstroms	uncalibrated	19.12704861111111	days	observer	NaN	4326.8769606879605	https://www.wis-tns.org/object/2019jrj
