col1	col2	col3	col4	col5	col6	col7
68.060	0.370	-0.343	1.142057e+03	1.619089e+02	-2.936426e+02 2
68.732	0.313	-0.302	1.305222e+03	1.879225e+02	-3.367375e+02 2
69.335	0.305	-0.289	9.481119e+02	1.537787e+02	-2.535582e+02 2
70.007	0.406	-0.367	1.025921e+03	1.534079e+02	-2.669708e+02 2
70.806	0.355	-0.394	1.067667e+03	1.537685e+02	-2.756325e+02 2
71.531	0.363	-0.370	1.080703e+03	1.526859e+02	-2.731964e+02 2
72.248	0.386	-0.354	1.075407e+03	1.525383e+02	-2.605820e+02 2
72.924	0.289	-0.290	9.458216e+02	1.500502e+02	-2.345958e+02 2
73.517	0.269	-0.304	9.192514e+02	1.481568e+02	-2.297486e+02 2
74.129	0.349	-0.343	1.155506e+03	1.639745e+02	-2.741577e+02 2
74.826	0.314	-0.348	1.196905e+03	1.711627e+02	-2.823659e+02 2
75.429	0.266	-0.290	9.622990e+02	1.527112e+02	-2.461762e+02 2
76.071	0.394	-0.376	1.028284e+03	1.462539e+02	-2.500521e+02 2
76.731	0.298	-0.266	9.136781e+02	1.496283e+02	-2.318377e+02 2
77.459	0.376	-0.430	9.782129e+02	1.400932e+02	-2.332974e+02 2
78.165	0.424	-0.330	1.101694e+03	1.569149e+02	-2.560407e+02 2
78.860	0.352	-0.271	9.267170e+02	1.507569e+02	-2.268287e+02 2
79.634	0.418	-0.422	1.012632e+03	1.464552e+02	-2.422288e+02 2
80.512	0.387	-0.460	1.033380e+03	1.463225e+02	-2.585366e+02 2
81.331	0.402	-0.432	1.019143e+03	1.502789e+02	-2.647930e+02 2
82.034	0.316	-0.301	9.468309e+02	1.532022e+02	-2.540349e+02 2
82.691	0.325	-0.341	8.474726e+02	1.444002e+02	-2.303757e+02 2
83.409	0.304	-0.394	7.553152e+02	1.340731e+02	-2.093592e+02 2
83.998	0.334	-0.285	9.307824e+02	1.493830e+02	-2.376901e+02 2
84.631	0.314	-0.298	9.348627e+02	1.520282e+02	-2.250074e+02 2
85.265	0.303	-0.321	9.228269e+02	1.492482e+02	-2.254807e+02 2
85.945	0.311	-0.376	8.391317e+02	1.352742e+02	-2.094183e+02 2
86.652	0.463	-0.397	9.093925e+02	1.335435e+02	-2.260406e+02 2
87.452	0.426	-0.337	9.281640e+02	1.392624e+02	-2.409200e+02 2
88.248	0.388	-0.370	7.277087e+02	1.205271e+02	-1.943155e+02 2
88.937	0.333	-0.301	8.777573e+02	1.393197e+02	-2.343525e+02 2
89.562	0.305	-0.293	9.037365e+02	1.436016e+02	-2.413367e+02 2
90.217	0.369	-0.350	7.202333e+02	1.182192e+02	-1.946228e+02 2
91.010	0.355	-0.424	6.788007e+02	1.092409e+02	-1.822442e+02 2
91.756	0.341	-0.390	7.131097e+02	1.176704e+02	-1.925530e+02 2
92.465	0.387	-0.369	6.945773e+02	1.151032e+02	-1.873857e+02 2
93.195	0.312	-0.343	8.021771e+02	1.294250e+02	-2.071846e+02 2
93.827	0.353	-0.320	8.033214e+02	1.274101e+02	-1.914172e+02 2
94.604	0.400	-0.424	9.490965e+02	1.362638e+02	-2.230371e+02 2
95.410	0.400	-0.406	6.516584e+02	1.069774e+02	-1.753522e+02 2
96.175	0.357	-0.366	7.323224e+02	1.218162e+02	-1.973865e+02 2
96.889	0.388	-0.357	7.247148e+02	1.190158e+02	-1.942725e+02 2
97.631	0.317	-0.354	7.830270e+02	1.316369e+02	-2.118768e+02 2
98.263	0.393	-0.315	7.417116e+02	1.233462e+02	-2.011328e+02 2
99.054	0.371	-0.398	7.029062e+02	1.151388e+02	-1.889596e+02 2
99.830	0.395	-0.406	7.166888e+02	1.182703e+02	-1.929176e+02 2
100.597	0.372	-0.371	7.694822e+02	1.264850e+02	-2.067487e+02 2
101.365	0.358	-0.396	7.650644e+02	1.227006e+02	-1.999959e+02 2
102.377	0.510	-0.653	4.847871e+02	8.107255e+01	-1.321273e+02 2
103.299	0.436	-0.412	6.405252e+02	1.079386e+02	-1.773827e+02 2
104.278	0.395	-0.543	6.242909e+02	9.933860e+01	-1.697603e+02 2
105.061	0.436	-0.388	6.947086e+02	1.108451e+02	-1.901901e+02 2
105.966	0.374	-0.469	6.795058e+02	1.123013e+02	-1.850735e+02 2
106.830	0.414	-0.490	6.331695e+02	1.031625e+02	-1.725795e+02 2
