time	integration	mag	mag_limit	dmag	band	instrument	integration_unit	time_unit	time_frame	mag_unit	mag_type	extinction_corrected	dtime	reference
0.0452671296296296	20.0	17.57	0	0.01	R	KAIT	seconds	days	observer	unspecified	apparent	False		https://ui.adsabs.harvard.edu/abs/2018ApJ...859..163H/abstract
0.0460888888888888	20.0	17.61	0	0.01	R	KAIT	seconds	days	observer	unspecified	apparent	False		https://ui.adsabs.harvard.edu/abs/2018ApJ...859..163H/abstract
0.0469106481481481	20.0	17.78	0	0.01	R	KAIT	seconds	days	observer	unspecified	apparent	False		https://ui.adsabs.harvard.edu/abs/2018ApJ...859..163H/abstract
0.0477208333333333	20.0	17.4	0	0.01	R	KAIT	seconds	days	observer	unspecified	apparent	False		https://ui.adsabs.harvard.edu/abs/2018ApJ...859..163H/abstract
0.0485425925925925	20.0	17.86	0	0.01	R	KAIT	seconds	days	observer	unspecified	apparent	False		https://ui.adsabs.harvard.edu/abs/2018ApJ...859..163H/abstract
0.0493643518518518	20.0	17.77	0	0.01	R	KAIT	seconds	days	observer	unspecified	apparent	False		https://ui.adsabs.harvard.edu/abs/2018ApJ...859..163H/abstract
0.0501861111111111	20.0	17.87	0	0.01	R	KAIT	seconds	days	observer	unspecified	apparent	False		https://ui.adsabs.harvard.edu/abs/2018ApJ...859..163H/abstract
0.0510078703703703	20.0	17.67	0	0.01	R	KAIT	seconds	days	observer	unspecified	apparent	False		https://ui.adsabs.harvard.edu/abs/2018ApJ...859..163H/abstract
0.0518296296296296	20.0	17.75	0	0.01	R	KAIT	seconds	days	observer	unspecified	apparent	False		https://ui.adsabs.harvard.edu/abs/2018ApJ...859..163H/abstract
0.0526513888888888	20.0	17.89	0	0.01	R	KAIT	seconds	days	observer	unspecified	apparent	False		https://ui.adsabs.harvard.edu/abs/2018ApJ...859..163H/abstract
0.0534731481481481	20.0	17.99	0	0.01	R	KAIT	seconds	days	observer	unspecified	apparent	False		https://ui.adsabs.harvard.edu/abs/2018ApJ...859..163H/abstract
0.0551050925925925	20.0	17.71	0	0.01	R	KAIT	seconds	days	observer	unspecified	apparent	False		https://ui.adsabs.harvard.edu/abs/2018ApJ...859..163H/abstract
0.0559268518518518	20.0	17.82	0	0.01	R	KAIT	seconds	days	observer	unspecified	apparent	False		https://ui.adsabs.harvard.edu/abs/2018ApJ...859..163H/abstract
0.0567486111111111	20.0	17.85	0	0.01	R	KAIT	seconds	days	observer	unspecified	apparent	False		https://ui.adsabs.harvard.edu/abs/2018ApJ...859..163H/abstract
0.0053		16.6	0	0.09	g	FTN		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0079		16.89	0	0.08	g	FTN		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0114		17.27	0	0.18	g	FTN		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.016		17.7	0	0.08	g	FTN		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
0.0226		18.02	0	0.1	g	FTN		days	observer	AB	apparent	False		https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
