"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"26665","SN 2018bvw","11:52:43.621","+25:40:30.12","SN Ic-BL","0.054","","","ZTF","ZTF","ZTF","ZTF","ZTF18aaqjovh","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.65","r-ZTF","2018-05-05 04:04:48.000","ZTF_Bot1","",""
"25278","SN 2018yg","12:25:58.523","+04:28:26.85","SN Ic-BL","0.018469","ARK 364","0.018469","ASAS-SN, ATLAS","ASAS-SN, ATLAS","ASAS-SN","ASAS-SN; ATLAS","ASASSN-18dr","ASASSN-4 - Leavitt, ASASSN-5 - Payne-Gaposchkin, ATLAS1 - ACAM1","MDM-2.4 - OSMOS","1","1","","17.2","g-Sloan","2018-02-23 05:16:48.000","Stanek","",""
"24916","SN 2018kq","09:24:57.173","+40:23:55.14","SN Ic-BL","0.027","KUG 0921+406","0.027804","ASAS-SN","ASAS-SN","iPTF","ASAS-SN","ASASSN-18bj","ASASSN-4 - Leavitt","P60 - SEDM","1","1","","17.7","g-Sloan","2018-01-24 07:55:12.000","Stanek","",""
"24850","SN 2018if","09:14:23.840","+49:35:32.90","SN Ic-BL","0.031","SDSS J091423.85+493533.4","","TNTS","TNTS","TNTS","TNTS","","BAO-0.6m - BATC","Lijiang-2.4m - YFOSC","1","1","","17.6","Clear-","2018-01-18 19:12:00.000","Li","",""
"24849","SN 2018ie","10:54:01.040","-16:01:21.58","SN Ic-BL","","NGC 3456","","LOSS, GaiaAlerts","LOSS, GaiaAlerts","None","GaiaAlerts; LOSS","kait-18A","Gaia - Gaia-photometric, Other - Other","BAO-2.16m - Cassegrain","1","1","","16.8","Clear-","2018-01-18 12:06:10.000","Zheng","",""
"23880","SN 2017ixv","19:21:31.240","+61:08:51.76","SN Ic-BL","0.007302","NGC 6796","","","","None, Padova-Asiago","","","Other - Other","Ekar - BC-Ekar, Other - Other","1","1","","16","Clear-","2017-12-17 19:55:12.000","cortini","",""
"23788","SN 2017iuk","11:09:39.510","-12:35:18.49","SN Ic-BL","0.0368"," 2MASX J11093966-1235116","0.0368","HETH, GaiaAlerts, Pan-STARRS1","HETH, GaiaAlerts, Pan-STARRS1","HETH","GaiaAlerts; HETH; Pan-STARRS1; STARGATE","HETH-SN1","Gaia - Gaia-photometric, GTC - OSIRIS, PS1 - GPC1","GTC - OSIRIS","1","1","","18.72","r-Sloan","2017-12-07 06:05:00.000","de Ugarte Postigo","",""
"23363","SN 2017ifh","06:35:03.541","+50:26:27.65","SN Ic-BL","0.039","2MASX J06350438+5026278","","TNTS, ATLAS","TNTS, ATLAS","None","ATLAS; TNTS","","ATLAS1 - ACAM1, BAO-0.6m - BATC","Keck1 - LRIS","1","1","","18","Clear-","2017-11-15 18:00:00.000","Li","",""
"23059","SN 2017htp","04:26:19.460","-10:27:45.90","SN Ic-BL","0.328","PSOJ042619.553-102745.801","0.328","STARGATE","STARGATE","STARGATE","STARGATE","GRB171010A SN","VLT-UT3 - VIMOS","VLT-UT2 - X-Shooter","1","1","","21.8","R-Cousins","2017-11-01 06:00:00.000","Malesani","",""
"19828","SN 2017dcc","12:49:04.880","-12:12:22.57","SN Ic-BL","0.043","","","ATLAS, GaiaAlerts","ATLAS, GaiaAlerts","ePESSTO","ATLAS; GaiaAlerts","ATLAS17eac","ATLAS1 - ACAM1, Gaia - Gaia-photometric","ESO-NTT - EFOSC2-NTT","1","1","","17.07","orange-ATLAS","2017-04-16 10:48:00.000","ATLAS_Bot1","",""
"18343","SN 2017axg","12:36:30.720","+51:38:39.84","SN Ic-BL","0.0586","","","ATLAS, GaiaAlerts, iPTF, Pan-STARRS1","ATLAS, GaiaAlerts, iPTF, Pan-STARRS1","iPTF","ATLAS; GaiaAlerts; iPTF; Pan-STARRS1","ATLAS17bcb","ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - CFH12k, PS1 - GPC1","P200 - DBSP","1","1","","18.99","cyan-ATLAS","2017-02-02 12:46:04.000","ATLAS_Bot1","",""
"17121","SN 2017cw","09:03:38.377","+43:05:50.28","SN Ic-BL","0.093","","","iPTF","iPTF","iPTF","iPTF","iPTF17cw","P48 - CFH12k","Keck1 - LRIS","1","1","2019-01-07","19.554","R-PTF","2017-01-07 07:39:21.000","iPTF_Bot1","",""
"16889","SN 2016jca","06:06:51.430","-26:47:29.50","SN Ic-BL","0.1475","","0.1475","","","None","","SN-GRB161219B","VLT-UT1 - FORS2","VLT-UT1 - FORS2","1","1","","19","r-Sloan","2016-12-25 23:00:00.000","Pian","",""
"16511","SN 2016ino","17:22:44.400","+62:09:44.17","SN Ic-BL","0.031","NGC6365A","","GaiaAlerts","GaiaAlerts","None","GaiaAlerts","","Gaia - Gaia-photometric, Other - Other","Other - Other","1","1","","17.8","Clear-","2016-11-25 18:01:26.000","Arbour","",""
"16454","SN 2016ilj","00:55:16.320","+12:19:10.99","SN Ic-BL","0.039451","","","GaiaAlerts, iPTF, Pan-STARRS1","GaiaAlerts, iPTF, Pan-STARRS1","iPTF","GaiaAlerts; iPTF; Pan-STARRS1","Gaia16byz","Gaia - Gaia-photometric, P48 - CFH12k, PS1 - GPC1","NOT - ALFOSC","1","1","","18.11","G-Gaia","2016-11-27 22:07:40.000","Gaia_Bot1","",""
"15175","SN 2016gox","00:12:28.230","+32:45:02.34","SN Ic-BL","0.042029","","","Pan-STARRS1, iPTF","Pan-STARRS1, iPTF","iPTF","iPTF; Pan-STARRS1","PS16fcy","P48 - CFH12k, PS1 - GPC1","P200 - DBSP","1","1","","19.64","i-Sloan","2016-10-10 07:33:36.000","PS1_Bot1","",""
"12440","SN 2016coi","21:59:04.100","+18:11:10.70","SN Ic-BL","0.0036","UGC 11868","0.003646","ASAS-SN, GaiaAlerts, iPTF","ASAS-SN, GaiaAlerts, iPTF","NUTS","ASAS-SN; GaiaAlerts; iPTF","ASASSN-16fp","ASASSN-1 - Brutus, Gaia - Gaia-photometric, P48 - CFH12k","NOT - ALFOSC","1","1","","15.7","V-Johnson","2016-05-27 12:57:36.000","Stanek","",""
"10018","SN 2016P","13:57:31.100","+06:05:51.00","SN Ic-BL","0.0146","NGC 5374","","RANSSP","RANSSP","None","","","Other - Other","Lijiang-2.4m - YFOSC","1","1","","16","Clear-","2016-01-19 04:36:28.000","Duszanowicz","",""
"10008","SN 2016G","03:03:57.700","+43:24:03.60","SN Ic-BL","0.009","NGC 1171","","GaiaAlerts","GaiaAlerts","None","GaiaAlerts","","Gaia - Gaia-photometric, Other - Other","Lijiang-2.4m - YFOSC","1","1","","17.2","Clear-","2016-01-09 22:26:24.000","Grzegorzek","",""
