col1	col2	col3	col4	col5	col6	col7
133.673	1.462	-1.621	1.867249e+01	3.091445e+00	-3.076248e+00	4
136.238	1.330	-1.102	2.404820e+01	3.868517e+00	-3.849468e+00	4
139.017	1.283	-1.449	2.073265e+01	3.385580e+00	-3.375372e+00	4
141.892	1.529	-1.592	1.844774e+01	2.861270e+00	-2.856246e+00	4
144.633	1.570	-1.212	1.831123e+01	3.074291e+00	-3.070008e+00	4
148.197	1.678	-1.994	1.410695e+01	2.286210e+00	-2.285063e+00	4
151.586	1.871	-1.710	1.518393e+01	2.301641e+00	-2.300346e+00	4
155.737	1.798	-2.280	1.322014e+01	2.041917e+00	-2.040593e+00	4
159.366	1.995	-1.832	1.431054e+01	2.163872e+00	-2.162292e+00	4
163.217	2.135	-1.855	1.326897e+01	2.087346e+00	-2.085669e+00	4
167.313	1.842	-1.960	9.096430e+00	1.782628e+00	-1.781634e+00	4
171.431	1.625	-2.277	9.300431e+00	1.710188e+00	-1.709074e+00	4
175.647	2.458	-2.591	1.017236e+01	1.599097e+00	-1.597737e+00	4
179.935	1.790	-1.830	9.698052e+00	1.781639e+00	-1.780379e+00	4
183.769	1.940	-2.043	9.488085e+00	1.709972e+00	-1.708660e+00	4
187.390	2.073	-1.681	9.337143e+00	1.715113e+00	-1.713889e+00	4
191.684	2.716	-2.221	5.933831e+00	1.373417e+00	-1.372770e+00	4
196.725	2.157	-2.325	7.668515e+00	1.452712e+00	-1.451697e+00	4
201.912	2.405	-3.030	6.486191e+00	1.193595e+00	-1.192877e+00	4
223.269	16.570	-16.025	5.738110e+00	1.295252e+00	-1.295252e+00	7
252.490	12.422	-12.651	7.421520e+00	1.677518e+00	-1.677518e+00	7
287.152	20.384	-22.240	4.764169e+00	1.029545e+00	-1.029545e+00	7
326.584	28.591	-19.048	3.890464e+00	8.769983e-01	-8.769983e-01	7
372.058	23.234	-16.882	4.883095e+00	1.072435e+00	-1.072435e+00	7
432.417	25.557	-37.125	2.987791e+00	6.716975e-01	-6.716975e-01	7
491.399	26.751	-33.425	3.050331e+00	6.941885e-01	-6.941885e-01	7
544.458	33.868	-26.308	3.069812e+00	6.986220e-01	-6.986220e-01	7
595.447	10.459	-17.122	6.741212e+00	1.517568e+00	-1.517568e+00	7
625.817	17.698	-19.912	5.213206e+00	1.140532e+00	-1.140532e+00	7
661.341	19.784	-17.825	4.967341e+00	1.115223e+00	-1.115223e+00	7
701.733	19.509	-20.608	4.624707e+00	1.042513e+00	-1.042513e+00	7
734.780	9.028	-13.538	9.046660e+00	1.938217e+00	-1.938217e+00	7
758.522	17.881	-14.714	5.673970e+00	1.277312e+00	-1.277312e+00	7
811.812	34.794	-35.409	4.635572e+00	7.914474e-01	-7.914474e-01	7
9918.575	30.757	-26.911	4.368421e-01	9.552998e-02	-9.552998e-02	7
9982.032	32.490	-32.700	3.723012e-01	8.371654e-02	-8.371654e-02	7
10054.365	32.869	-39.843	3.305048e-01	7.456931e-02	-7.456931e-02	7
10127.451	35.003	-40.216	3.234650e-01	7.265354e-02	-7.265354e-02	7
10199.625	28.019	-37.171	3.929746e-01	8.621257e-02	-8.621257e-02	7
10271.851	38.534	-44.207	3.072171e-01	6.761557e-02	-6.761557e-02	7
10357.982	57.710	-47.597	2.293768e-01	5.181094e-02	-5.181094e-02	7
10453.650	34.754	-37.958	3.296998e-01	7.422044e-02	-7.422044e-02	7
10539.611	66.638	-51.206	2.018572e-01	4.580153e-02	-4.580153e-02	7
10640.959	32.986	-34.711	3.602383e-01	8.073207e-02	-8.073207e-02	7
10734.681	59.616	-60.735	2.020207e-01	4.547793e-02	-4.547793e-02	7
10846.430	40.637	-52.133	2.684183e-01	6.035718e-02	-6.035718e-02	7
10921.901	42.892	-34.834	3.099030e-01	6.952937e-02	-6.952937e-02	7
11014.413	45.659	-49.619	2.506815e-01	5.655938e-02	-5.655938e-02	7
11095.287	24.960	-35.216	4.019714e-01	9.038826e-02	-9.038826e-02	7
11188.774	56.838	-68.528	1.925105e-01	4.338581e-02	-4.338581e-02	7
11321.528	61.986	-75.916	1.836848e-01	4.051419e-02	-4.051419e-02	7
11436.553	47.253	-53.039	2.521623e-01	5.520247e-02	-5.520247e-02	7
11559.847	59.354	-76.040	1.783844e-01	4.042973e-02	-4.042973e-02	7
11681.472	45.544	-62.270	2.207343e-01	5.014156e-02	-5.014156e-02	7
11762.594	47.163	-35.578	2.941389e-01	6.614078e-02	-6.614078e-02	7
11877.112	83.083	-67.356	2.327581e-01	5.245245e-02	-5.245245e-02	7
12040.375	47.692	-80.180	2.005469e-01	4.550252e-02	-4.550252e-02	7
12128.165	27.599	-40.098	3.575256e-01	8.048444e-02	-8.048444e-02	7
12204.996	51.061	-49.231	2.402526e-01	5.414538e-02	-5.414538e-02	7
12329.332	54.596	-73.275	2.175902e-01	4.604131e-02	-4.604131e-02	7
15767.599	71.301	-84.152	1.974757e-01	4.473603e-02	-4.473603e-02	7
15883.251	65.971	-44.351	2.655045e-01	6.001606e-02	-6.001606e-02	7
16058.419	136.519	-109.198	1.167174e-01	2.673320e-02	-2.673320e-02	7
16307.282	85.734	-112.343	1.480100e-01	3.345698e-02	-3.345698e-02	7
16491.823	99.270	-98.807	1.554923e-01	3.446229e-02	-3.446229e-02	7
16690.908	83.219	-99.815	1.643967e-01	3.716112e-02	-3.716112e-02	7
16879.124	143.227	-104.997	1.202006e-01	2.737976e-02	-2.737976e-02	7
17192.635	178.225	-170.284	1.427880e-01	2.516886e-02	-2.516886e-02	7
22673.884	89.316	-68.645	1.512786e-01	3.434419e-02	-3.434419e-02	7
22850.536	78.146	-87.336	1.467831e-01	3.309007e-02	-3.309007e-02	7
23014.645	64.476	-85.963	1.592187e-01	3.589349e-02	-3.589349e-02	7
23167.830	81.787	-88.710	1.414236e-01	3.222052e-02	-3.222052e-02	7
23355.219	84.954	-105.601	1.263376e-01	2.851424e-02	-2.851424e-02	7
23558.674	99.635	-118.501	1.100805e-01	2.499113e-02	-2.499113e-02	7
23779.651	141.920	-121.342	1.520550e-01	2.671324e-02	-2.671324e-02	7
40521.848	175.654	-333.980	7.257939e-02	1.891625e-02	-1.891625e-02	7
40905.513	323.536	-208.011	6.250428e-02	1.267485e-02	-1.267485e-02	7
46035.125	110.813	-152.455	7.549302e-02	1.982613e-02	-1.982613e-02	7
46415.653	161.542	-269.715	4.614266e-02	1.217019e-02	-1.217019e-02	7
46768.264	230.155	-191.069	7.196843e-02	1.521537e-02	-1.521537e-02	7
54305.150	2125.887	-2434.330	4.822176e-02	9.572208e-03	-9.572208e-03	7
