time	N_H	flux	flux_limit	unabsorbed_flux	time_unit	flux_unit	time_frame	dtime	energy_range	dflux	instrument	reference
120.50000	<700e+20	7.930000e-10	0	1.06e-09	seconds	erg/cm^2/sec	observer	4.700000000000003	0.3-10keV	0	Swift-XRT	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract
144.95000	<400e+20	6.910000e-10	0	9.21e-10	seconds	erg/cm^2/sec	observer	12.950000000000005	0.3-10keV	0	Swift-XRT	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract
181.75000	<500e+20	3.340000e-10	0	4.06e-10	seconds	erg/cm^2/sec	observer	23.849999999999994	0.3-10keV	0	Swift-XRT	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract
247.20000	<500e+20	1.700000e-10	0	2.03e-10	seconds	erg/cm^2/sec	observer	40.0	0.3-10keV	0	Swift-XRT	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract
327.20000	<100e+20	1.470000e-10	0	1.61e-10	seconds	erg/cm^2/sec	observer	40.0	0.3-10keV	0	Swift-XRT	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract
402.20000	<20e+20	9.690000e-11	0	1.14e-10	seconds	erg/cm^2/sec	observer	35.0	0.3-10keV	0	Swift-XRT	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract
642.20000	<900e+20	1.470000e-10	0	1.63e-10	seconds	erg/cm^2/sec	observer	205.00000000000003	0.3-10keV	0	Swift-XRT	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract
71155.15000	6.8e+20	6.230000e-11	0	6.55e-11	seconds	erg/cm^2/sec	observer	61263.55	0.3-10keV	0	Swift-XRT	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract
682587.00000	<700e+20	1.520000e-14	0	1.8e-14	seconds	erg/cm^2/sec	observer	511202.0	0.3-10keV	0	Swift-XRT	https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract
