GRB/SN,Filename,Status,Reference
GRB130831A-SN2013fu,GRB130831A-SN2013fu_Xray_1.txt,"Early, Xray",https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract
GRB130831A-SN2013fu,GRB130831A-SN2013fu_NIR_Optical_1.txt,"Early, Late, NIR, Optical",https://ui.adsabs.harvard.edu/abs/2019A%26A...622A.138K/abstract
GRB130831A-SN2013fu,GRB130831A-SN2013fu_Optical_2.txt,"IR, Late, NIR, Optical",https://ui.adsabs.harvard.edu/abs/2019A%26A...622A.138K/abstract
GRB130831A-SN2013fu,GRB130831A-SN2013fu_UV_Optical_1.txt,"Early, Optical, UV",https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.1027D/abstract
GRB130831A-SN2013fu,GRB130831A-SN2013fu_Optical_1.txt,"Early, Late, Optical",https://ui.adsabs.harvard.edu/abs/2014A%26A...568A..19C/abstract
GRB130831A-SN2013fu,GRB130831Axrtlc.txt,Xray,https://www.swift.ac.uk/xrt_curves/
