instrument	time	band	integration	mag	mag_limit	dmag	flux_density	dflux_density	time_unit	integration_unit	mag_unit	mag_type	flux_density_unit	time_frame	extinction_corrected	dtime	reference	date	date_unit	extinction
RATIR	2.99	Y	536.0	18.74	0	0.43	102.65	22.76	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	2.99	Z	536.0	18.96	0	0.42	80.52	9.23	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	2.99	H	536.0	18.68	0	0.43	112.91	91.56	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	2.99	J	536.0	18.8	0	0.43	93.21	27.34	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.02	Y	536.0	18.72	0	0.43	101.24	20.76	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.02	Z	536.0	18.93	0	0.42	81.85	8.58	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.02	H	536.0	18.67	0	0.43	123.48	84.77	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.02	J	536.0	18.83	0	0.43	96.51	26.43	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.02	r	1280.0	19.4	0	0.42	54.45	1.09	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.02	i	1280.0	19.19	0	0.42	69.98	1.71	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.04	i	1280.0	19.23	0	0.42	65.45	1.41	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.04	r	1280.0	19.36	0	0.42	58.12	1.37	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.04	H	536.0	18.57	0	0.43	123.33	90.72	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.04	J	536.0	18.93	0	0.43	89.83	30.08	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.04	Y	536.0	18.84	0	0.43	94.95	20.75	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.04	Z	536.0	19.01	0	0.43	81.33	9.88	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.82	r	1280.0	19.7	0	0.42	40.2	1.12	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.82	i	1280.0	19.53	0	0.42	47.78	1.2	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.84	r	1280.0	19.65	0	0.42	41.4	0.96	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.84	i	1280.0	19.5	0	0.42	48.77	1.08	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.86	r	1280.0	19.63	0	0.42	41.75	0.89	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.86	i	1280.0	19.54	0	0.42	47.57	0.92	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.88	r	1280.0	19.69	0	0.42	40.12	0.84	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.88	i	1280.0	19.54	0	0.42	47.09	1.01	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.9	r	1280.0	19.69	0	0.42	39.64	1.01	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.9	i	1280.0	19.54	0	0.42	45.71	0.98	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.92	r	1280.0	19.72	0	0.42	40.58	0.89	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.92	i	1280.0	19.54	0	0.42	46.84	1.07	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.94	r	1280.0	19.7	0	0.42	39.45	1.02	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.94	i	1280.0	19.54	0	0.42	46.35	1.0	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.96	r	1280.0	19.74	0	0.42	38.82	0.82	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.96	i	1280.0	19.56	0	0.42	46.04	0.9	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.97	r	1280.0	19.7	0	0.42	39.81	0.91	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	3.97	i	1280.0	19.53	0	0.42	47.72	1.11	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	4.0	r	1280.0	19.73	0	0.42	38.54	0.86	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	4.0	i	1280.0	19.57	0	0.42	45.09	0.87	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	4.01	r	1280.0	19.72	0	0.42	39.89	0.94	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	4.01	i	1280.0	19.56	0	0.42	47.26	1.0	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	4.03	r	1280.0	19.75	0	0.42	38.51	1.01	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	4.03	i	1280.0	19.62	0	0.42	44.24	1.18	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	5.03	g	1280.0	20.35	0	0.42	21.96	1.09	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	5.03	r	2320.0	20.06	0	0.42	25.27	1.34	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	5.03	i	3839.0	19.84	0	0.42	33.42	1.14	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	5.94	r	5119.0	20.16	0	0.42	23.64	0.55	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	5.95	i	10240.0	20.02	0	0.42	27.34	0.56	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	5.95	Y	4228.0	19.68	0	0.42	36.96	2.04	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	5.95	Z	4295.0	19.82	0	0.42	31.53	1.24	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	5.95	H	4295.0	19.45	0	0.43	42.74	7.19	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	5.95	J	4295.0	19.66	0	0.42	41.53	2.91	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	5.97	g	5119.0	20.54	0	0.42	17.98	0.5	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	6.93	i	12400.0	20.16	0	0.42	22.37	0.55	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	6.93	g	11759.0	20.67	0	0.42	15.46	0.49	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	6.93	Y	4832.0	19.87	0	0.43	30.39	2.19	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	6.93	Z	5033.0	19.9	0	0.42	28.59	1.23	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	6.93	H	4966.0	19.67	0	0.43	32.84	7.91	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	6.93	J	5033.0	19.82	0	0.43	35.8	5.87	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	7.94	g	9040.0	20.82	0	0.42	12.77	0.51	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	7.94	i	9679.0	20.31	0	0.42	18.42	0.56	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	7.95	Z	3557.0	20.07	0	0.43	22.98	1.38	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	7.95	J	3557.0	19.8	0	0.43	33.5	4.67	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	7.95	Y	4093.0	19.87	0	0.43	28.88	2.74	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	7.95	H	4698.0	19.8	0	0.43	51.25	11.57	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	9.96	g	5999.0	21.04	0	0.42	9.46	0.49	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	9.96	i	5999.0	20.46	0	0.42	14.73	0.57	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	9.96	J	2483.0	20.22	0	0.43	19.0	5.64	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	9.96	H	2550.0	20.19	0	0.44	-1.1	15.5	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	9.96	Z	2483.0	20.18	0	0.43	18.27	1.7	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	9.96	Y	2550.0	20.18	0	0.43	20.3	3.31	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	10.91	r	1120.0	20.64	0	0.43	11.51	1.26	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	10.93	Z	3892.0	20.35	0	0.43	13.97	1.59	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	10.93	Y	3959.0	20.27	0	0.43	18.42	3.49	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	10.93	i	9840.0	20.54	0	0.42	13.32	0.58	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	10.93	g	2480.0	21.17	0	0.43	8.07	0.83	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	10.93	J	4093.0	20.21	0	0.44	24.43	9.14	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	11.93	Y	4832.0	20.38	0	0.43	15.22	1.38	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	11.93	Z	4832.0	20.4	0	0.42	13.84	0.89	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	11.93	H	4832.0	20.09	0	0.43	18.47	4.85	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	11.93	J	4832.0	20.43	0	0.43	12.27	2.19	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	11.93	r	6399.0	20.68	0	0.42	10.92	0.52	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	11.93	g	5119.0	21.12	0	0.42	8.26	0.49	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	11.93	i	11519.0	20.58	0	0.42	12.27	0.49	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	12.91	r	5119.0	20.71	0	0.42	10.44	0.54	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	12.91	i	10240.0	20.6	0	0.42	11.86	0.5	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	12.91	Y	4295.0	20.33	0	0.43	16.63	1.77	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	12.91	Z	4295.0	20.39	0	0.43	13.92	1.02	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	12.91	g	5119.0	21.17	0	0.42	7.9	0.49	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	12.91	H	4295.0	20.34	0	0.44	2.34	6.49	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	12.91	J	4295.0	20.34	0	0.43	16.98	3.2	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	13.91	g	5119.0	21.24	0	0.42	7.36	0.48	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	13.91	r	5119.0	20.76	0	0.42	9.59	0.54	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	13.91	i	10160.0	20.67	0	0.42	10.39	0.5	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	13.91	Y	4228.0	20.4	0	0.43	14.09	1.74	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	13.91	Z	4295.0	20.52	0	0.43	11.19	0.97	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	13.91	H	4295.0	20.33	0	0.44	0.08	6.63	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	13.91	J	4295.0	20.36	0	0.43	18.58	2.92	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	14.9	r	5119.0	20.78	0	0.42	9.55	0.53	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	14.91	i	10240.0	20.72	0	0.42	10.15	0.49	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	14.91	H	4295.0	20.26	0	0.43	16.57	4.77	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	14.91	J	4295.0	20.53	0	0.43	15.81	2.29	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	14.91	Y	4295.0	20.41	0	0.43	13.66	1.38	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	14.91	Z	4295.0	20.49	0	0.43	11.03	0.89	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	14.92	g	5119.0	21.26	0	0.42	6.95	0.49	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	15.89	r	5119.0	20.83	0	0.42	8.62	0.55	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	15.9	i	10240.0	20.75	0	0.42	9.25	0.5	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	15.9	Y	4295.0	20.52	0	0.43	11.67	1.67	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	15.9	Z	4295.0	20.54	0	0.43	10.73	1.03	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	15.9	H	4295.0	20.36	0	0.44	5.63	5.26	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	15.9	J	4295.0	20.6	0	0.43	8.97	2.75	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	15.91	g	5119.0	21.29	0	0.42	6.83	0.5	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	16.91	r	4480.0	20.81	0	0.42	9.13	0.57	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	16.91	i	8319.0	20.75	0	0.42	9.38	0.52	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	16.91	Y	3489.0	20.55	0	0.43	10.18	2.47	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	16.91	Z	3489.0	20.6	0	0.43	10.59	1.12	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	16.91	J	3489.0	20.55	0	0.44	8.21	3.78	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	16.91	g	3839.0	21.33	0	0.42	6.47	0.52	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	17.91	r	3839.0	20.87	0	0.42	8.51	0.61	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	17.93	i	7680.0	20.75	0	0.42	9.16	0.55	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	17.93	Y	3221.0	20.59	0	0.43	8.06	2.81	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	17.93	Z	3221.0	20.61	0	0.43	9.09	1.38	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	17.94	g	3839.0	21.39	0	0.42	5.89	0.55	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	18.92	r	6399.0	20.91	0	0.42	7.38	0.54	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	18.92	i	11359.0	20.79	0	0.42	8.55	0.5	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	18.92	g	4959.0	21.38	0	0.42	5.56	0.5	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	18.92	J	4765.0	20.48	0	0.43	13.3	2.52	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	18.92	Y	4765.0	20.57	0	0.43	11.37	1.61	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	18.92	Z	4765.0	20.59	0	0.43	10.29	0.93	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
RATIR	19.91	r	6079.0	20.91	0	0.42	7.22	0.57	days	seconds	AB	apparent	milliJy	observer	False	NaN	https://ui.adsabs.harvard.edu/abs/2017ApJ...837..116B/abstract	NaN	NaN	NaN
