time	integration	band	mag	mag_limit	dmag	flux_density	dflux_density	time_unit	integration_unit	mag_unit	mag_type	flux_density_unit	time_frame	extinction_corrected	dtime	instrument
1.91	1280	i	18.6	0	0.42	124.18	2.92	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1.91	1280	r	18.77	0	0.42	105.43	1.43	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1.91	536	y	18.2	0	0.42	177.57	18.95	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1.91	536	Z	18.36	0	0.42	153.59	12.91	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1.91	536	H	18.14	0	0.43	198.83	46.64	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1.91	536	J	18.3	0	0.42	166.47	29.66	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1.93	1280	i	18.6	0	0.42	122.24	2.87	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1.93	1280	r	18.76	0	0.42	104.86	2.11	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1.93	536	H	18.06	0	0.42	209.93	56.56	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1.93	536	J	18.28	0	0.42	164.5	26.93	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1.93	536	y	18.23	0	0.42	172.74	18.35	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1.93	536	Z	18.39	0	0.42	152.73	12.78	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1.96	536	H	18.04	0	0.42	209.45	45.11	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1.96	536	J	18.34	0	0.42	161.81	61.05	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1.96	1280	r	18.78	0	0.42	104.67	2.68	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1.96	1280	i	18.62	0	0.42	120.64	2.56	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1.96	469	y	18.29	0	0.42	173.81	21.84	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1.96	604	Z	18.36	0	0.42	153.08	13.55	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1.98	1280	i	18.63	0	0.42	120.42	2.36	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1.98	1280	r	18.8	0	0.42	101.31	2.98	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1.98	536	H	18.04	0	0.43	230.8	110.74	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1.98	536	J	18.23	0	0.42	164.63	30.78	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1.98	536	y	18.21	0	0.42	180.27	22.9	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
1.98	536	Z	18.45	0	0.42	142.52	16.11	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.0	1280	r	18.82	0	0.42	98.7	1.9	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.0	1280	i	18.62	0	0.42	120.02	2.87	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.0	536	H	18.1	0	0.43	219.87	63.24	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.0	536	J	18.37	0	0.43	154.87	31.02	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.0	536	y	18.28	0	0.42	159.93	21.83	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.0	536	Z	18.37	0	0.42	152.26	18.02	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.02	1280	r	18.83	0	0.42	97.36	2.12	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.02	1280	i	18.65	0	0.42	117.4	2.51	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.02	536	H	18.23	0	0.43	191.66	95.17	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.02	536	J	18.31	0	0.43	163.1	44.53	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.03	536	y	18.32	0	0.42	157.62	25.69	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.03	536	Z	18.41	0	0.42	146.81	18.0	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.04	1280	i	18.68	0	0.42	114.04	4.09	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.04	1280	r	18.85	0	0.42	97.26	2.93	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.04	536	H	18.14	0	0.43	209.82	125.97	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.04	536	J	18.35	0	0.43	161.18	52.2	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.83	1280	i	19.15	0	0.42	71.8	1.38	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.83	1280	r	19.28	0	0.42	62.18	0.91	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.83	536	H	18.49	0	0.43	135.44	80.88	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.83	536	J	18.81	0	0.43	94.62	40.25	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.83	536	y	18.72	0	0.43	114.77	24.01	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.83	536	Z	18.84	0	0.42	95.64	8.66	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.85	1280	i	19.13	0	0.42	72.81	1.67	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.85	1280	r	19.26	0	0.42	63.45	1.38	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.85	469	H	18.51	0	0.43	117.37	133.41	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.85	536	y	18.67	0	0.43	109.85	23.93	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.85	536	Z	18.92	0	0.42	88.6	9.96	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.85	604	J	18.81	0	0.43	100.35	55.57	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.87	1280	i	19.14	0	0.42	71.86	1.42	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.87	1280	r	19.28	0	0.42	63.17	0.93	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.87	536	y	18.66	0	0.43	116.44	25.16	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.87	536	Z	18.91	0	0.42	91.74	8.23	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.87	536	H	18.56	0	0.43	130.53	76.23	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.87	536	J	18.86	0	0.43	95.17	31.71	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.89	536	H	18.72	0	0.43	116.01	48.13	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.89	536	J	18.89	0	0.43	88.72	22.27	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.89	536	y	18.81	0	0.43	94.88	11.61	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.89	536	Z	18.86	0	0.42	92.86	5.93	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.89	1280	i	19.16	0	0.42	70.79	1.21	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.89	1280	r	19.31	0	0.42	61.72	1.09	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.91	1280	i	19.16	0	0.42	69.79	1.31	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.91	1280	r	19.32	0	0.42	60.07	1.05	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.91	536	y	18.76	0	0.43	99.0	15.22	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.91	536	Z	18.94	0	0.42	84.23	7.06	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.91	536	H	18.7	0	0.43	118.01	54.31	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.91	536	J	18.88	0	0.43	93.52	23.21	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.93	1280	i	19.18	0	0.42	69.02	1.33	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.93	1280	r	19.33	0	0.42	59.3	1.37	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.93	536	y	18.77	0	0.43	97.99	25.24	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.93	536	Z	18.94	0	0.42	85.2	7.17	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.93	536	H	18.6	0	0.43	130.78	58.04	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.93	536	J	18.86	0	0.43	96.18	22.58	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.95	536	y	18.7	0	0.43	104.72	17.9	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.95	536	Z	18.89	0	0.42	88.48	7.17	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.95	536	H	18.7	0	0.43	120.87	62.41	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.95	536	J	18.85	0	0.43	98.59	21.59	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.95	1280	r	19.36	0	0.42	58.44	1.39	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.95	1280	i	19.18	0	0.42	68.25	1.39	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.97	1280	r	19.38	0	0.42	57.44	1.1	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.97	1280	i	19.19	0	0.42	67.23	1.4	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.97	536	H	18.66	0	0.43	137.34	72.34	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.97	536	J	18.92	0	0.43	91.18	22.1	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.97	536	y	18.77	0	0.43	98.98	17.71	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.97	536	Z	19.03	0	0.42	82.69	8.79	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.99	1280	i	19.17	0	0.42	69.61	1.43	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.99	1280	r	19.37	0	0.42	57.93	1.33	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.99	536	y	18.74	0	0.43	102.65	22.76	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.99	536	Z	18.96	0	0.42	80.52	9.23	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.99	536	H	18.68	0	0.43	112.91	91.56	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
2.99	536	J	18.8	0	0.43	93.21	27.34	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.02	536	y	18.72	0	0.43	101.24	20.76	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.02	536	Z	18.93	0	0.42	81.85	8.58	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.02	536	H	18.67	0	0.43	123.48	84.77	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.02	536	J	18.83	0	0.43	96.51	26.43	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.02	1280	r	19.4	0	0.42	54.45	1.09	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.02	1280	i	19.19	0	0.42	69.98	1.71	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.04	1280	i	19.23	0	0.42	65.45	1.41	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.04	1280	r	19.36	0	0.42	58.12	1.37	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.04	536	H	18.57	0	0.43	123.33	90.72	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.04	536	J	18.93	0	0.43	89.83	30.08	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.04	536	y	18.84	0	0.43	94.95	20.75	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.04	536	Z	19.01	0	0.43	81.33	9.88	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.82	1280	r	19.7	0	0.42	40.2	1.12	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.82	1280	i	19.53	0	0.42	47.78	1.2	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.84	1280	r	19.65	0	0.42	41.4	0.96	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.84	1280	i	19.5	0	0.42	48.77	1.08	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.86	1280	r	19.63	0	0.42	41.75	0.89	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.86	1280	i	19.54	0	0.42	47.57	0.92	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.88	1280	r	19.69	0	0.42	40.12	0.84	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.88	1280	i	19.54	0	0.42	47.09	1.01	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.9	1280	r	19.69	0	0.42	39.64	1.01	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.9	1280	i	19.54	0	0.42	45.71	0.98	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.92	1280	r	19.72	0	0.42	40.58	0.89	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.92	1280	i	19.54	0	0.42	46.84	1.07	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.94	1280	r	19.7	0	0.42	39.45	1.02	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.94	1280	i	19.54	0	0.42	46.35	1.0	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.96	1280	r	19.74	0	0.42	38.82	0.82	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.96	1280	i	19.56	0	0.42	46.04	0.9	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.97	1280	r	19.7	0	0.42	39.81	0.91	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
3.97	1280	i	19.53	0	0.42	47.72	1.11	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
4.0	1280	r	19.73	0	0.42	38.54	0.86	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
4.0	1280	i	19.57	0	0.42	45.09	0.87	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
4.01	1280	r	19.72	0	0.42	39.89	0.94	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
4.01	1280	i	19.56	0	0.42	47.26	1.0	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
4.03	1280	r	19.75	0	0.42	38.51	1.01	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
4.03	1280	i	19.62	0	0.42	44.24	1.18	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
5.03	1280	g	20.35	0	0.42	21.96	1.09	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
5.03	2320	r	20.06	0	0.42	25.27	1.34	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
5.03	3839	i	19.84	0	0.42	33.42	1.14	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
5.94	5119	r	20.16	0	0.42	23.64	0.55	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
5.95	10240	i	20.02	0	0.42	27.34	0.56	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
5.95	4228	y	19.68	0	0.42	36.96	2.04	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
5.95	4295	Z	19.82	0	0.42	31.53	1.24	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
5.95	4295	H	19.45	0	0.43	42.74	7.19	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
5.95	4295	J	19.66	0	0.42	41.53	2.91	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
5.97	5119	g	20.54	0	0.42	17.98	0.5	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
6.93	12400	i	20.16	0	0.42	22.37	0.55	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
6.93	11759	g	20.67	0	0.42	15.46	0.49	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
6.93	4832	y	19.87	0	0.43	30.39	2.19	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
6.93	5033	Z	19.9	0	0.42	28.59	1.23	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
6.93	4966	H	19.67	0	0.43	32.84	7.91	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
6.93	5033	J	19.82	0	0.43	35.8	5.87	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
7.94	9040	g	20.82	0	0.42	12.77	0.51	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
7.94	9679	i	20.31	0	0.42	18.42	0.56	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
7.95	3557	Z	20.07	0	0.43	22.98	1.38	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
7.95	3557	J	19.8	0	0.43	33.5	4.67	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
7.95	4093	y	19.87	0	0.43	28.88	2.74	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
7.95	4698	H	19.8	0	0.43	51.25	11.57	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
9.96	5999	g	21.04	0	0.42	9.46	0.49	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
9.96	5999	i	20.46	0	0.42	14.73	0.57	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
9.96	2483	J	20.22	0	0.43	19.0	5.64	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
9.96	2550	H	20.19	0	0.44	-1.1	15.5	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
9.96	2483	Z	20.18	0	0.43	18.27	1.7	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
9.96	2550	y	20.18	0	0.43	20.3	3.31	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
10.91	1120	r	20.64	0	0.43	11.51	1.26	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
10.93	3892	Z	20.35	0	0.43	13.97	1.59	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
10.93	3959	y	20.27	0	0.43	18.42	3.49	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
10.93	9840	i	20.54	0	0.42	13.32	0.58	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
10.93	2480	g	21.17	0	0.43	8.07	0.83	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
10.93	4093	J	20.21	0	0.44	24.43	9.14	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
11.93	4832	y	20.38	0	0.43	15.22	1.38	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
11.93	4832	Z	20.4	0	0.42	13.84	0.89	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
11.93	4832	H	20.09	0	0.43	18.47	4.85	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
11.93	4832	J	20.43	0	0.43	12.27	2.19	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
11.93	6399	r	20.68	0	0.42	10.92	0.52	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
11.93	5119	g	21.12	0	0.42	8.26	0.49	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
11.93	11519	i	20.58	0	0.42	12.27	0.49	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
12.91	5119	r	20.71	0	0.42	10.44	0.54	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
12.91	10240	i	20.6	0	0.42	11.86	0.5	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
12.91	4295	y	20.33	0	0.43	16.63	1.77	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
12.91	4295	Z	20.39	0	0.43	13.92	1.02	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
12.91	5119	g	21.17	0	0.42	7.9	0.49	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
12.91	4295	H	20.34	0	0.44	2.34	6.49	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
12.91	4295	J	20.34	0	0.43	16.98	3.2	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
13.91	5119	g	21.24	0	0.42	7.36	0.48	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
13.91	5119	r	20.76	0	0.42	9.59	0.54	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
13.91	10160	i	20.67	0	0.42	10.39	0.5	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
13.91	4228	y	20.4	0	0.43	14.09	1.74	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
13.91	4295	Z	20.52	0	0.43	11.19	0.97	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
13.91	4295	H	20.33	0	0.44	0.08	6.63	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
13.91	4295	J	20.36	0	0.43	18.58	2.92	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
14.9	5119	r	20.78	0	0.42	9.55	0.53	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
14.91	10240	i	20.72	0	0.42	10.15	0.49	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
14.91	4295	H	20.26	0	0.43	16.57	4.77	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
14.91	4295	J	20.53	0	0.43	15.81	2.29	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
14.91	4295	y	20.41	0	0.43	13.66	1.38	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
14.91	4295	Z	20.49	0	0.43	11.03	0.89	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
14.92	5119	g	21.26	0	0.42	6.95	0.49	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
15.89	5119	r	20.83	0	0.42	8.62	0.55	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
15.9	10240	i	20.75	0	0.42	9.25	0.5	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
15.9	4295	y	20.52	0	0.43	11.67	1.67	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
15.9	4295	Z	20.54	0	0.43	10.73	1.03	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
15.9	4295	H	20.36	0	0.44	5.63	5.26	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
15.9	4295	J	20.6	0	0.43	8.97	2.75	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
15.91	5119	g	21.29	0	0.42	6.83	0.5	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
16.91	4480	r	20.81	0	0.42	9.13	0.57	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
16.91	8319	i	20.75	0	0.42	9.38	0.52	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
16.91	3489	y	20.55	0	0.43	10.18	2.47	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
16.91	3489	Z	20.6	0	0.43	10.59	1.12	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
16.91	3489	J	20.55	0	0.44	8.21	3.78	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
16.91	3839	g	21.33	0	0.42	6.47	0.52	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
17.91	3839	r	20.87	0	0.42	8.51	0.61	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
17.93	7680	i	20.75	0	0.42	9.16	0.55	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
17.93	3221	y	20.59	0	0.43	8.06	2.81	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
17.93	3221	Z	20.61	0	0.43	9.09	1.38	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
17.94	3839	g	21.39	0	0.42	5.89	0.55	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
18.92	6399	r	20.91	0	0.42	7.38	0.54	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
18.92	11359	i	20.79	0	0.42	8.55	0.5	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
18.92	4959	g	21.38	0	0.42	5.56	0.5	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
18.92	4765	J	20.48	0	0.43	13.3	2.52	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
18.92	4765	y	20.57	0	0.43	11.37	1.61	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
18.92	4765	Z	20.59	0	0.43	10.29	0.93	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
19.91	6079	r	20.91	0	0.42	7.22	0.57	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
19.91	11120	i	20.82	0	0.42	8.25	0.52	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
19.91	5119	g	21.43	0	0.42	5.28	0.51	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
19.91	4563	J	20.59	0	0.43	7.48	2.76	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
19.91	4429	y	20.57	0	0.43	10.06	2.14	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
19.91	4496	Z	20.7	0	0.43	9.23	1.08	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
20.91	6399	r	20.91	0	0.42	7.1	0.61	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
20.91	11439	i	20.79	0	0.42	8.25	0.56	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
20.92	5039	g	21.52	0	0.43	4.36	0.57	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
20.92	4765	J	20.78	0	0.44	7.57	3.74	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
20.92	4765	Z	20.58	0	0.43	10.89	1.36	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
20.92	4832	y	20.6	0	0.43	9.3	2.26	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
21.92	6399	r	20.96	0	0.42	6.56	0.62	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
21.92	11519	i	20.84	0	0.42	7.54	0.57	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
21.92	5119	g	21.51	0	0.43	4.19	0.57	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
21.92	4832	J	21.04	0	0.45	5.14	3.19	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
21.92	4832	Z	20.59	0	0.43	10.0	1.58	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
21.92	4832	y	20.64	0	0.43	7.93	2.18	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
22.91	5119	r	20.94	0	0.42	6.6	0.59	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
22.92	10240	i	20.87	0	0.42	7.27	0.51	days	seconds	AB	apparent	milliJy	observer	False	NaN	RATIR
