col1	col2	col3	col4	col5	col6	col7
144.967	1.053	-1.011	9.390057e+03	9.234434e+02	-9.225958e+02	4
147.003	1.013	-0.983	1.008231e+04	9.560526e+02	-9.522838e+02	4
148.949	1.045	-0.933	1.046102e+04	9.613438e+02	-9.591740e+02	4
150.981	1.061	-0.986	9.933798e+03	9.303720e+02	-9.276906e+02	4
152.849	0.757	-0.807	8.432129e+03	9.952632e+02	-9.947576e+02	4
154.652	1.133	-1.047	9.431175e+03	8.734152e+02	-8.716600e+02	4
156.668	0.814	-0.883	8.058004e+03	9.167746e+02	-9.161433e+02	4
158.518	1.039	-1.036	9.837963e+03	9.180791e+02	-9.166101e+02	4
160.598	0.879	-1.041	6.847504e+03	8.125004e+02	-8.117372e+02	4
162.365	0.777	-0.888	8.893760e+03	9.655128e+02	-9.647892e+02	4
164.110	0.775	-0.968	7.697896e+03	8.943984e+02	-8.929019e+02	4
165.817	0.857	-0.931	7.373359e+03	8.703993e+02	-8.698900e+02	4
167.517	0.928	-0.844	7.537965e+03	8.787203e+02	-8.770400e+02	4
169.409	0.963	-0.964	6.891659e+03	8.077866e+02	-8.067963e+02	4
171.463	0.911	-1.090	6.693197e+03	7.766763e+02	-7.761864e+02	4
173.218	0.880	-0.844	8.158249e+03	9.007660e+02	-8.989131e+02	4
174.879	0.768	-0.782	8.873375e+03	1.003242e+03	-1.001381e+03	4
176.663	1.031	-1.015	6.663707e+03	7.637735e+02	-7.633345e+02	4
178.548	0.800	-0.855	8.528053e+03	9.484118e+02	-9.476949e+02	4
180.372	0.985	-1.024	6.711900e+03	7.799532e+02	-7.785229e+02	4
182.362	0.952	-1.005	7.161584e+03	7.996507e+02	-7.974085e+02	4
184.494	1.271	-1.180	5.587748e+03	6.384120e+02	-6.373101e+02	4
186.880	1.020	-1.115	6.511326e+03	7.301303e+02	-7.292718e+02	4
189.186	0.947	-1.286	6.254845e+03	6.966802e+02	-6.962668e+02	4
191.295	1.250	-1.162	5.860858e+03	6.478141e+02	-6.474546e+02	4
193.466	1.152	-0.921	6.814134e+03	7.499999e+02	-7.495159e+02	4
195.659	1.229	-1.041	6.108508e+03	6.854868e+02	-6.850282e+02	4
198.055	1.075	-1.166	6.164647e+03	6.949652e+02	-6.944618e+02	4
200.378	1.425	-1.248	5.113037e+03	5.833026e+02	-5.829957e+02	4
202.914	1.221	-1.111	6.052492e+03	6.670739e+02	-6.667163e+02	4
205.374	1.256	-1.239	5.612177e+03	6.240809e+02	-6.237455e+02	4
207.975	1.367	-1.346	5.082827e+03	5.737244e+02	-5.734327e+02	4
210.892	1.124	-1.550	5.175902e+03	5.816415e+02	-5.813209e+02	4
213.883	1.357	-1.867	4.342094e+03	4.821106e+02	-4.818602e+02	4
217.156	1.893	-1.916	3.538211e+03	4.097124e+02	-4.091282e+02	4
221.082	1.614	-2.033	3.686732e+03	4.295498e+02	-4.289616e+02	4
224.749	1.660	-2.053	3.717248e+03	4.215550e+02	-4.207538e+02	4
227.968	1.517	-1.559	4.505832e+03	5.080023e+02	-5.076024e+02	4
230.802	1.157	-1.316	5.749078e+03	6.300380e+02	-6.295838e+02	4
234.303	1.920	-2.345	3.241244e+03	3.659349e+02	-3.657033e+02	4
238.027	2.099	-1.804	3.450171e+03	4.004238e+02	-4.001528e+02	4
242.247	1.943	-2.120	3.311550e+03	3.851036e+02	-3.847000e+02	4
246.528	2.259	-2.338	2.944304e+03	3.409010e+02	-3.399714e+02	4
250.788	2.002	-2.001	3.503935e+03	3.901899e+02	-3.889954e+02	4
255.091	2.391	-2.301	2.783897e+03	3.329900e+02	-3.326332e+02	4
259.582	2.435	-2.100	3.075876e+03	3.432996e+02	-3.429202e+02	4
264.806	2.629	-2.789	2.552335e+03	2.879988e+02	-2.875717e+02	4
269.905	2.201	-2.471	2.770917e+03	3.107211e+02	-3.104864e+02	4
273.070	0.872	-0.964	1.790757e+03	1.915791e+02	-1.915193e+02	4
274.834	0.955	-0.892	1.751526e+03	1.909392e+02	-1.908527e+02	4
276.572	0.715	-0.783	2.159273e+03	2.354477e+02	-2.352872e+02	4
278.301	1.035	-1.014	1.546973e+03	1.725243e+02	-1.724391e+02	4
280.392	0.959	-1.055	1.590193e+03	1.753545e+02	-1.752491e+02	4
282.316	1.014	-0.966	1.667098e+03	1.777518e+02	-1.776426e+02	4
284.360	0.914	-1.029	1.635144e+03	1.824693e+02	-1.822687e+02	4
286.308	1.137	-1.035	1.482073e+03	1.628903e+02	-1.627162e+02	4
288.356	1.002	-0.910	1.750433e+03	1.841212e+02	-1.837969e+02	4
290.465	1.107	-1.106	1.469158e+03	1.596213e+02	-1.594905e+02	4
292.824	1.101	-1.253	1.374358e+03	1.503821e+02	-1.503188e+02	4
295.172	1.154	-1.246	1.365146e+03	1.477338e+02	-1.476443e+02	4
297.329	1.270	-1.004	1.440974e+03	1.560200e+02	-1.558451e+02	4
300.050	1.355	-1.451	1.125742e+03	1.271859e+02	-1.269350e+02	4
302.695	1.067	-1.291	1.353450e+03	1.512480e+02	-1.508636e+02	4
305.027	1.802	-1.265	1.015664e+03	1.160856e+02	-1.158601e+02	4
307.990	1.104	-1.161	1.450436e+03	1.559580e+02	-1.557012e+02	4
310.519	1.421	-1.425	1.112684e+03	1.247421e+02	-1.245026e+02	4
313.111	1.379	-1.171	1.275922e+03	1.387596e+02	-1.385071e+02	4
316.013	1.238	-1.523	1.186148e+03	1.280702e+02	-1.278031e+02	4
318.713	1.462	-1.461	1.109479e+03	1.210634e+02	-1.208926e+02	4
321.431	1.335	-1.257	1.234610e+03	1.367092e+02	-1.365759e+02	4
324.072	1.360	-1.306	1.228730e+03	1.326221e+02	-1.323920e+02	4
326.864	1.336	-1.432	1.192284e+03	1.271612e+02	-1.270472e+02	4
329.403	1.243	-1.203	1.357956e+03	1.437466e+02	-1.436367e+02	4
332.046	1.143	-1.399	1.289854e+03	1.385426e+02	-1.384646e+02	4
334.725	1.388	-1.536	1.117534e+03	1.204811e+02	-1.204132e+02	4
337.495	1.522	-1.382	1.118650e+03	1.214842e+02	-1.214350e+02	4
340.694	1.556	-1.676	1.011344e+03	1.090027e+02	-1.089685e+02	4
343.419	1.320	-1.169	9.114279e+02	1.178354e+02	-1.178040e+02	4
346.273	1.334	-1.534	1.151534e+03	1.227550e+02	-1.227019e+02	4
348.824	1.355	-1.217	8.296545e+02	1.119309e+02	-1.118909e+02	4
351.549	1.136	-1.369	8.264553e+02	1.154252e+02	-1.153853e+02	4
353.841	1.208	-1.156	9.173784e+02	1.226909e+02	-1.226244e+02	4
356.642	1.490	-1.593	1.054559e+03	1.146348e+02	-1.144794e+02	4
359.474	1.599	-1.341	6.969664e+02	9.854182e+01	-9.845497e+01	4
362.344	1.462	-1.271	7.617909e+02	1.058528e+02	-1.057371e+02	4
365.244	1.048	-1.438	8.332815e+02	1.164941e+02	-1.163359e+02	4
367.964	1.694	-1.672	9.494191e+02	1.056545e+02	-1.054254e+02	4
370.962	1.332	-1.305	9.036947e+02	1.164154e+02	-1.162857e+02	4
373.446	1.323	-1.152	8.759777e+02	1.169951e+02	-1.168034e+02	4
376.046	1.221	-1.277	8.420498e+02	1.163474e+02	-1.161999e+02	4
378.525	1.131	-1.259	9.008634e+02	1.209386e+02	-1.208042e+02	4
381.197	1.722	-1.541	9.910555e+02	1.085406e+02	-1.083959e+02	4
384.196	1.160	-1.277	8.899505e+02	1.180831e+02	-1.180021e+02	4
386.773	1.403	-1.416	7.768213e+02	1.019479e+02	-1.018537e+02	4
389.886	1.351	-1.709	7.056771e+02	9.422501e+01	-9.409562e+01	4
392.585	1.260	-1.349	8.404062e+02	1.102932e+02	-1.101906e+02	4
395.116	1.522	-1.271	7.502308e+02	1.035786e+02	-1.035317e+02	4
397.772	0.645	-1.134	7.948336e+02	1.094868e+02	-1.092290e+02	4
398.954	0.417	-0.537	8.097018e+02	1.013918e+02	-1.006647e+02	4
399.842	0.516	-0.471	7.337682e+02	9.721594e+01	-9.660442e+01	4
400.903	0.460	-0.545	7.207813e+02	9.547341e+01	-9.488979e+01	4
401.889	0.545	-0.526	6.534376e+02	9.027677e+01	-8.978447e+01	4
402.945	0.553	-0.511	6.983956e+02	8.963524e+01	-8.908683e+01	4
404.103	0.636	-0.605	5.892642e+02	7.718655e+01	-7.674937e+01	4
405.140	0.408	-0.402	9.102957e+02	1.179801e+02	-1.173197e+02	4
406.091	0.548	-0.543	6.926287e+02	8.703096e+01	-8.652923e+01	4
407.107	0.371	-0.468	8.701469e+02	1.139007e+02	-1.133159e+02	4
408.102	0.570	-0.624	6.066762e+02	8.022797e+01	-7.983897e+01	4
409.198	0.541	-0.527	6.942234e+02	8.896676e+01	-8.852513e+01	4
410.425	0.508	-0.686	5.949939e+02	8.032331e+01	-7.997874e+01	4
411.436	0.525	-0.503	7.206598e+02	9.230956e+01	-9.188616e+01	4
412.524	0.512	-0.562	6.609937e+02	8.919694e+01	-8.884232e+01	4
413.453	0.451	-0.417	8.606409e+02	1.090681e+02	-1.085921e+02	4
414.442	0.604	-0.538	6.380314e+02	8.338942e+01	-8.305994e+01	4
415.597	0.550	-0.551	6.673393e+02	8.629675e+01	-8.596389e+01	4
416.654	0.636	-0.506	6.542061e+02	8.285228e+01	-8.253262e+01	4
417.884	0.502	-0.594	6.425024e+02	8.755261e+01	-8.727156e+01	4
418.980	0.553	-0.594	6.356480e+02	8.301362e+01	-8.273280e+01	4
420.143	0.671	-0.610	5.512350e+02	7.510013e+01	-7.486979e+01	4
421.375	0.530	-0.561	6.644283e+02	8.771352e+01	-8.740473e+01	4
422.415	0.543	-0.510	7.172967e+02	8.995689e+01	-8.957227e+01	4
423.622	0.657	-0.663	5.395708e+02	7.282563e+01	-7.252532e+01	4
424.813	0.534	-0.535	7.007792e+02	8.889178e+01	-8.843986e+01	4
425.860	0.472	-0.512	7.302460e+02	9.752069e+01	-9.711106e+01	4
426.913	0.538	-0.581	6.751103e+02	8.464294e+01	-8.429869e+01	4
428.253	0.778	-0.802	4.586651e+02	6.050868e+01	-6.032427e+01	4
429.538	0.513	-0.508	7.272054e+02	9.291142e+01	-9.265650e+01	4
430.627	0.597	-0.575	6.107384e+02	8.134751e+01	-8.115982e+01	4
431.678	0.427	-0.454	8.340345e+02	1.076274e+02	-1.073704e+02	4
432.675	0.618	-0.570	6.180347e+02	7.974642e+01	-7.956126e+01	4
433.994	0.640	-0.701	5.246193e+02	7.136608e+01	-7.122253e+01	4
435.172	0.502	-0.537	7.010145e+02	9.137899e+01	-9.118952e+01	4
436.267	0.607	-0.593	6.013902e+02	7.921113e+01	-7.905796e+01	4
437.496	0.782	-0.622	5.057337e+02	6.812565e+01	-6.793607e+01	4
438.973	0.665	-0.694	5.358532e+02	7.009895e+01	-6.976279e+01	4
440.230	0.555	-0.592	6.455217e+02	8.293646e+01	-8.235499e+01	4
441.324	0.643	-0.539	6.274117e+02	8.086124e+01	-8.010739e+01	4
442.484	0.502	-0.518	7.330893e+02	9.382115e+01	-9.270180e+01	4
443.520	0.629	-0.534	6.370033e+02	8.228973e+01	-8.133305e+01	4
444.655	0.455	-0.506	7.458572e+02	1.002887e+02	-9.924796e+01	4
445.621	0.529	-0.511	7.003103e+02	9.223293e+01	-9.123591e+01	4
446.722	0.512	-0.571	6.897542e+02	8.818083e+01	-8.714298e+01	4
447.781	0.473	-0.547	7.270637e+02	9.396593e+01	-9.286197e+01	4
448.872	0.615	-0.618	6.011568e+02	7.770161e+01	-7.680801e+01	4
450.207	0.676	-0.720	5.042660e+02	6.925850e+01	-6.861964e+01	4
