time	band	mag	mag_limit	dmag	mag_unit	instrument	time_unit	time_frame	mag_type	extinction_corrected	dtime	reference
0.40800	R	18.77	0	0.13	AB	Mondy	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.42200	R	18.81	0	0.13	AB	Mondy	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.45900	R	18.85	0	0.04	AB	HCT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.46400	R	18.88	0	0.04	AB	HCT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.47600	R	18.838	0	0.065	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.47900	R	18.844	0	0.058	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.48200	R	18.754	0	0.08	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.48300	R	18.89	0	0.02	AB	Maidanak	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.48700	R	18.89	0	0.02	AB	Maidanak	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.49000	R	18.811	0	0.085	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.49300	R	18.774	0	0.102	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.49900	R	18.96	0	0.02	AB	Maidanak	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.50200	R	19.014	0	0.111	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.50300	R	18.94	0	0.02	AB	Maidanak	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.50500	R	18.814	0	0.101	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.50800	R	18.901	0	0.1	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.51100	R	18.771	0	0.101	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.51400	R	18.921	0	0.1	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.51600	R	18.99	0	0.02	AB	Maidanak	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.51700	R	19.008	0	0.044	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.52000	R	18.991	0	0.051	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.52000	R	18.97	0	0.02	AB	Maidanak	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.52400	R	18.941	0	0.047	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.53000	R	18.974	0	0.03	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.53200	R	19.0	0	0.02	AB	Maidanak	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.53300	R	19.024	0	0.042	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.53600	R	19.048	0	0.028	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.53600	R	19.02	0	0.01	AB	Maidanak	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.53900	R	19.084	0	0.039	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.54200	R	19.051	0	0.026	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.54500	R	19.031	0	0.028	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.54900	R	19.05	0	0.02	AB	Maidanak	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.55100	R	19.028	0	0.044	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.55500	R	19.158	0	0.039	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.55800	R	19.098	0	0.039	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.56000	R	19.082	0	0.019	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.56200	R	19.128	0	0.032	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.56400	R	19.099	0	0.017	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.56500	R	19.074	0	0.031	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.56700	R	19.073	0	0.016	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.56800	R	19.081	0	0.04	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.57100	R	19.134	0	0.036	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.57400	R	19.164	0	0.049	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.57700	R	19.141	0	0.041	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.58000	R	19.141	0	0.053	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.58300	R	19.158	0	0.042	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.58600	R	19.141	0	0.037	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.58900	R	19.164	0	0.049	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.59200	R	19.131	0	0.044	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.59500	R	19.201	0	0.048	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.59800	R	19.171	0	0.05	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.60100	R	19.158	0	0.047	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.60300	R	19.169	0	0.02	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.60400	R	19.214	0	0.056	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.60700	R	19.173	0	0.018	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.60700	R	19.148	0	0.058	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.61000	R	19.184	0	0.016	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.61000	R	19.151	0	0.062	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.61400	R	19.184	0	0.061	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.61700	R	19.141	0	0.06	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.62000	R	19.238	0	0.067	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.62300	R	19.321	0	0.071	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.62600	R	19.228	0	0.061	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.62900	R	19.258	0	0.052	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.63200	R	19.374	0	0.073	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.63500	R	19.278	0	0.063	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.63800	R	19.338	0	0.057	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.64100	R	19.284	0	0.067	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.64400	R	19.308	0	0.048	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.64700	R	19.358	0	0.08	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.65000	R	19.388	0	0.053	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.65000	R	19.254	0	0.017	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.65300	R	19.258	0	0.037	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.65400	R	19.254	0	0.016	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.65600	R	19.284	0	0.044	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.65700	R	19.289	0	0.018	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.65900	R	19.381	0	0.054	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.66200	R	19.294	0	0.047	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.66500	R	19.394	0	0.017	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.66500	R	19.384	0	0.056	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.66800	R	19.396	0	0.018	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.66800	R	19.418	0	0.07	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.67100	R	19.328	0	0.069	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.67200	R	19.407	0	0.02	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.67400	R	19.204	0	0.068	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.67700	R	19.254	0	0.098	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.68000	R	19.381	0	0.109	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.68300	R	19.468	0	0.188	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.74000	R	19.416	0	0.027	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.74300	R	19.394	0	0.028	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.74700	R	19.412	0	0.029	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
1.45600	R	20.38	0	0.04	AB	Maidanak	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
1.46100	R	20.44	0	0.12	AB	AZT-11	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
1.46800	R	20.42	0	0.04	AB	Maidanak	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
1.48100	R	20.41	0	0.04	AB	Maidanak	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
1.49300	R	20.5	0	0.06	AB	Maidanak	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
1.56600	R	20.43	0	0.07	AB	HCT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
1.57500	R	20.42	0	0.058	AB	BTA-6	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
1.59400	R	20.514	0	0.024	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
1.80000	R	20.659	0	0.023	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
2.55200	R	21.262	0	0.061	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
2.55500	R	21.33	0	0.23	AB	AZT-11	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
3.73500	R	21.728	0	0.095	AB	Zeiss-1000	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
4.47400	R	21.94	0	0.07	AB	Maidanak	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
4.74800	R	22.179	0	0.091	AB	Zeiss-1000	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
4.98100	R	22.148	0	0.142	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
5.22600	R	22.126	0	0.041	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
5.43600	R	22.27	0	0.05	AB	Maidanak	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
5.78000	R	22.227	0	0.158	AB	Zeiss-1000	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
8.79500	R	22.66	0	0.172	AB	Zeiss-1000	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
10.96700	R	22.734	0	0.14	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
18.53200	R	22.747	0	0.176	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
20.78500	R	22.672	0	0.128	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
25.67900	R	22.714	0	0.051	AB	WHT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
23.47400	R	22.747	0	0.176	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
28.69500	R	22.756	0	0.076	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
29.06100	R	22.765	0	0.015	AB	Gemini (N)	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
34.55500	R	22.92	0	0.08	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
41.02100	R	23.088	0	0.02	AB	Gemini (N)	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
52.57500	R	23.24	0	0.08	AB	Shajn	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
53.97400	R	23.206	0	0.026	AB	Gemini (N)	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
63.91600	R	23.344	0	0.08	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
98.03300	R	23.336	0	0.043	AB	INT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
354.76000	R	23.448	0	0.059	AB	WHT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.05800	i	16.724	0	0.015	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.06100	i	16.775	0	0.01	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.06500	i	16.816	0	0.006	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.07000	i	16.904	0	0.005	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.07800	i	16.973	0	0.004	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.08500	i	17.045	0	0.006	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.09200	i	17.114	0	0.005	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.10400	i	17.179	0	0.022	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.10700	i	17.226	0	0.013	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.11000	i	17.289	0	0.011	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.11600	i	17.316	0	0.007	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.12400	i	17.369	0	0.006	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.13000	i	17.403	0	0.007	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.13800	i	17.474	0	0.007	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.15000	i	17.528	0	0.029	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.15300	i	17.585	0	0.017	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.15600	i	17.603	0	0.012	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.16200	i	17.636	0	0.009	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.17000	i	17.671	0	0.007	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.17600	i	17.725	0	0.01	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.18400	i	17.76	0	0.008	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.19700	i	17.724	0	0.021	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.20000	i	17.851	0	0.017	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.20600	i	17.896	0	0.011	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.21400	i	17.931	0	0.011	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.22000	i	17.938	0	0.012	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.22800	i	17.977	0	0.009	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.23800	i	17.905	0	0.044	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.24000	i	17.95	0	0.024	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.24400	i	18.018	0	0.019	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.25000	i	18.094	0	0.012	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.25800	i	18.11	0	0.013	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.57100	i	19.058	0	0.017	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.57500	i	19.044	0	0.015	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.57900	i	19.078	0	0.014	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.61400	i	19.092	0	0.02	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.61800	i	19.064	0	0.015	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.62100	i	19.073	0	0.013	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.67600	i	19.233	0	0.014	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.67900	i	19.192	0	0.012	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.68300	i	19.202	0	0.014	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.75100	i	19.359	0	0.014	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.75400	i	19.364	0	0.014	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
0.75800	i	19.41	0	0.017	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
1.61500	i	20.411	0	0.02	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
1.65400	i	20.502	0	0.069	AB	BTA-6	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
1.82200	i	20.606	0	0.02	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
2.59300	i	21.07	0	0.041	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
4.72800	i	21.921	0	0.094	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
5.26300	i	22.085	0	0.028	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
11.00500	i	22.411	0	0.071	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
18.97200	i	22.338	0	0.076	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
22.78300	i	22.533	0	0.108	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
25.70500	i	22.331	0	0.05	AB	WHT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
27.10600	i	22.378	0	0.071	AB	FTN	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
27.74700	i	22.433	0	0.056	AB	LT	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
29.08500	i	22.451	0	0.014	AB	Gemini (N)	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
41.04500	i	22.632	0	0.02	AB	Gemini (N)	days	observer	apparent	True	NaN	https://ui.adsabs.harvard.edu/abs/2011MNRAS.413..669C/abstract
